Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
Steve Lacy - Dark Red,103,"",115,"","35,037","2,858,472"
TACONAFIDE - Mleko & miód,127,12,9,"","106,471","2,857,787"
Katy Perry - Swish Swish,273,"",32,"","25,666","2,855,845"
Deys - Moizdrajcy com,246,"",58,"","14,957","2,855,318"
Quebonafide - AJETLAGTOMÓJNOWYDRAG,68,9,9,"","252,943","2,854,804"
Żabson - ULALA,93,1,10,"","61,566","2,852,669"
PlanBe - Klepsydra,153,"",14,"","41,785","2,842,037"
Tymek - Kultowe,106,"",56,"","37,713","2,838,102"
Sia - Cheap Thrills,463,"",18,"","38,619","2,836,228"
GENZIE - Retro,69,"",48,"","58,711","2,830,834"
Lanek - Las połówek,61,"",21,"","119,355","2,830,715"
Quebonafide - C’est la vie,303,"",44,"","15,183","2,830,639"
Malik Montana - Luci,57,"",13,"","152,735","2,828,472"
Clean Bandit - Tick Tock,116,"",56,"","39,321","2,827,649"
Taco Hemingway - Wujek dobra rada,80,4,9,"","256,315","2,824,135"
Juice WRLD - All Girls Are The Same,75,"",51,"","57,017","2,822,712"
Travis Scott - Goosebumps - Remix,130,"",110,"","29,118","2,821,659"
Ava Max - Torn,132,"",59,"","28,013","2,819,798"
Demi Lovato - Sorry Not Sorry,170,"",16,"","25,667","2,816,650"
Alan Walker - Alone,231,5,9,"","26,774","2,815,117"
Myslovitz - Dlugość dźwięku samotności,75,"",92,"","45,959","2,810,486"
¥$ - FUK SUMN,49,"",11,"","120,420","2,803,304"
Szymi Szyms - Oda do butli,65,"",60,"","54,731","2,802,559"
Smolasty - Raj,146,"",54,"","26,311","2,800,839"
Kizo - Nasze lato,75,"",105,"","48,032","2,800,044"
Żabson - Bez emocji,99,"",35,"","54,287","2,798,836"
Bedoes 2115 - Wow,173,"",11,"","41,916","2,798,165"
Jason Derulo - Want to Want Me,412,77,2,(x1),"19,751","2,796,518"
Harry Styles - Lights Up,93,1,8,"","71,503","2,795,307"
Otsochodzi - Tarcho Terror,73,"",29,"","90,448","2,794,784"
Libianca - People,75,"",94,"","49,457","2,789,622"
Selena Gomez - Good For You,378,72,4,"","17,778","2,787,849"
Felix Jaehn - Rain In Ibiza,78,"",83,"","51,540","2,785,661"
PRO8L3M - S-class,41,1,5,"","194,105","2,782,361"
TACONAFIDE - Wiem,112,16,4,"","138,825","2,777,105"
Paluch - Drugi Brzeg,104,"",27,"","52,747","2,776,414"
JID - Surround Sound,69,"",93,"","54,363","2,774,542"
Ed Sheeran - South of the Border,138,"",22,"","45,762","2,773,380"
AWOLNATION - Sail,743,"",23,"","7,568","2,772,105"
PlanBe - Menago,168,"",19,"","35,471","2,770,937"
Otsochodzi - SumieNIE,209,"",20,"","21,257","2,769,703"
Dawid Podsiadło - Nie lubię Cię,40,5,7,"","280,941","2,766,918"
Anastazja Maciąg - Moment,80,"",101,"","47,170","2,765,885"
Tymek - Milion,90,"",30,"","41,904","2,764,726"
Train - Shake up Christmas,129,"",48,"","79,900","2,764,340"
Alle Farben - Fading,126,"",20,"","33,831","2,759,360"
SB Maffija - Pieniądze i sława,44,4,8,"","154,194","2,757,224"
Charli XCX - Speed Drive (From Barbie The Album),52,"",36,"","77,444","2,756,975"
Sia - Elastic Heart,536,54,4,"","15,695","2,756,369"
Justin Bieber - Intentions,113,"",30,"","47,496","2,753,295"
Pezet - Dom Nad Wodą,76,"",66,"","56,983","2,752,128"
Taco Hemingway - Codziennie,30,"",12,"","361,751","2,751,965"
Mata - 67-410,45,"",12,"","238,160","2,751,673"
Bedoes 2115 - Rewolucja Romantyczna,57,10,1,(x3),"179,003","2,751,060"
Kubańczyk - Ta Noc,60,"",36,"","74,379","2,745,668"
Dawid Podsiadło - millenium,40,"",11,"","246,444","2,743,842"
Sokół - Chcemy być wyżej [Projekt Tymczasem],169,"",31,"","38,279","2,742,622"
Switch Disco - REACT,77,"",96,"","47,411","2,741,518"
Sean Paul - No Lie,415,"",60,"","10,901","2,741,376"
Lost Frequencies - Like I Love You,151,"",31,"","39,794","2,738,180"
Żabson - Trapollo,170,"",39,"","25,724","2,737,078"
Coldplay - A Sky Full of Stars,693,13,6,"","12,184","2,735,529"
Robin Schulz - Shed a Light,322,"",25,"","17,398","2,732,132"
Bebe Rexha - Meant to Be,260,"",40,"","17,581","2,730,402"
Gruby AK47 - ŻYCIA SCHEMAT,76,"",53,"","53,813","2,729,410"
Sokół - Jednorożec,76,"",29,"","78,212","2,728,292"
BUHAJ KLAN - MŁODY MA TO,81,"",49,"","57,257","2,725,414"
Mother Mother - Hayloft,119,"",74,"","26,532","2,721,900"
Eminem - River,126,26,4,"","35,356","2,719,520"
"Sofía Reyes - 1, 2, 3",179,"",68,"","39,559","2,712,672"
C-BooL - Golden Rules,91,"",79,"","67,056","2,709,515"
Jonas Brothers - Like It's Christmas,74,"",52,"","98,609","2,709,390"
Lost Frequencies - Are You With Me,403,34,3,(x1),"16,948","2,708,459"
Deemz - Fresh,91,"",54,"","42,442","2,705,255"
Marshmello - Be Kind,125,"",58,"","32,548","2,701,920"
Dawid Podsiadło - Halo,42,1,6,"","285,343","2,701,892"
Bedoes 2115 - Smoki,105,"",11,"","79,911","2,698,487"
ReTo - Rolly,54,"",25,"","96,585","2,693,143"
Maroon 5 - Cold,191,2,10,"","31,901","2,692,453"
Jan-Rapowanie - Co ja wiem?,120,2,5,"","83,192","2,688,889"
The Weeknd - Die For You,67,"",21,"","79,957","2,688,125"
Adele - Oh My God,73,"",18,"","98,632","2,679,522"
Ed Sheeran - Don't,569,12,8,"","11,200","2,678,568"
Calvin Harris - Outside,457,95,3,(x1),"16,406","2,675,701"
Kizo - Espresso,100,"",32,"","48,338","2,668,784"
Jan-Rapowanie - Pilot,117,4,4,"","96,049","2,667,995"
XXXTENTACION - Look At Me!,388,"",41,"","21,401","2,665,849"
Kaz Bałagane - Moonrock,47,"",12,"","106,208","2,661,831"
Vito Bambino - Ulek i Dawcia,56,"",33,"","73,298","2,661,787"
chillwagon - młody tomasz,100,"",58,"","37,848","2,660,012"
Białas - Sępy,79,1,10,"","65,760","2,651,024"
Shakin' Stevens - Merry Christmas Everyone - Remastered,78,29,3,(x3),"145,625","2,650,460"
Olivia Rodrigo - traitor,104,"",85,"","32,432","2,647,140"
Kartky - Nagano 98,205,"",125,"","17,995","2,645,936"
Taco Hemingway - 1000 Dni Freestyle,29,"",13,"","351,849","2,645,934"
Malik Montana - Na jedna karte,35,4,1,(x1),"223,810","2,644,039"
Justin Bieber - Holy,101,"",60,"","35,961","2,638,556"
Oskar Cyms - Nigdy wcześniej,62,"",81,"","56,055","2,634,739"
Kumi - Zapalimy blanta,71,"",50,"","61,968","2,632,834"
Malik Montana - Hotel Lobby,39,"",39,"","94,136","2,630,011"
BLANKA - Boys Like Toys,59,"",55,"","58,979","2,628,742"
Rat City - Kind Of Love,117,"",45,"","33,715","2,626,389"
DR. VODKA - Shoty,61,"",58,"","67,735","2,625,021"
sanah - Siebie zapytasz,124,"",73,"","38,877","2,622,170"
Selena Gomez - Same Old Love,375,1,9,"","16,522","2,622,075"
Calvin Harris - Blame,354,125,1,(x15),"19,132","2,615,252"
LP - Lost on You,309,"",19,"","18,192","2,614,544"
Lil Yachty - Poland,38,5,7,"","163,639","2,613,704"
Katy Perry - Never Really Over,115,"",25,"","37,592","2,612,633"
Igo - Helena,88,"",108,"","39,390","2,609,830"
Y2K - Lalala,148,"",67,"","26,353","2,608,975"
Kizo - Patocelebryta,39,"",15,"","110,253","2,608,611"
"Mata - 15,2 (FREESTYLE)",49,"",15,"","211,374","2,606,746"
Post Malone - Psycho,180,"",14,"","26,784","2,605,198"
Kuban - rubinowe wino,52,"",13,"","111,851","2,604,230"
Otsochodzi - Kiedyś Cię Znajdę,41,"",19,"","142,831","2,601,214"
Tiësto - On My Way,348,"",55,"","23,016","2,599,490"
Tate McRae - exes,68,"",64,"","57,088","2,598,162"
R3HAB - All Around The World (La La La),116,"",36,"","33,000","2,596,780"
Otsochodzi - Piegi,43,"",15,"","141,187","2,596,328"
DJ Snake - Middle,309,"",22,"","16,394","2,594,101"
Kamil Bednarek - Bądź przy mnie,132,"",100,"","27,456","2,593,946"
Robin Schulz - On Repeat,77,"",85,"","51,631","2,591,146"
SB Maffija - Obcy,39,3,8,"","122,479","2,590,551"
Alessia Cara - Scars To Your Beautiful,297,"",26,"","16,010","2,589,439"
Deemz - Fiesta,114,"",65,"","44,191","2,585,712"
Welshly Arms - Legendary,259,"",31,"","18,880","2,583,398"
Kendrick Lamar - Not Like Us,30,"",27,"","114,087","2,582,790"
Zeamsone - nie jestem romantyczny,47,"",24,"","97,969","2,581,399"
Daria Zawiałow - Kaonashi,107,"",55,"","42,574","2,579,611"
Gromee - Zaśnieżone miasta,36,"",22,"","263,771","2,577,100"
Otsochodzi - Luty,50,"",27,"","92,182","2,572,862"
Joel Corry - Lonely,106,"",52,"","38,175","2,572,435"
Magiera - Polityka,90,"",32,"","55,745","2,571,842"
Vito Bambino - Mustang,61,"",27,"","88,074","2,571,069"
PlanBe - Cola,144,"",46,"","40,996","2,570,233"
Brenda Lee - Rockin' Around the Christmas Tree - Rerecorded Version,127,"",16,"","90,270","2,568,677"
Białas - Morfina,103,1,7,"","87,721","2,568,482"
Harry Styles - Golden,113,"",19,"","56,637","2,566,423"
Taco Hemingway - Niedziela,28,"",12,"","342,040","2,560,326"
Lady Gaga - Always Remember Us This Way,134,"",32,"","66,913","2,557,215"
PRO8L3M - USB,105,9,1,(x1),"117,080","2,557,174"
Bruno Mars - 24K Magic,220,"",13,"","23,060","2,554,784"
Dua Lipa - Illusion,51,"",45,"","97,079","2,552,625"
Bedoes 2115 - Łzy (pierwszy kawałek na tej płycie),93,"",12,"","78,496","2,548,540"
Kabe - Pronto,49,"",12,"","98,312","2,547,408"
Queen - Another One Bites The Dust - Remastered 2011,180,"",46,"","27,216","2,546,567"
Białas - Zło jest wszędzie,105,3,6,"","82,437","2,544,234"
Mabel - Mad Love,132,"",49,"","28,444","2,543,750"
Måneskin - CORALINE,67,"",23,"","61,489","2,539,203"
Popek - Tuptanie,43,"",12,"","131,714","2,537,659"
"Taco Hemingway - Panie, to Wyście!",48,7,3,(x1),"356,600","2,537,156"
Miley Cyrus - Malibu,172,17,3,(x3),"39,729","2,535,249"
Luis Fonsi - Échame La Culpa,156,"",13,"","27,993","2,532,232"
PRO8L3M - GeForce,60,6,2,(x1),"169,185","2,531,439"
The Weeknd - Earned It (Fifty Shades Of Grey),418,53,3,(x1),"25,357","2,530,140"
Kronkel Dom - Deja Vu,62,"",26,"","68,278","2,523,411"
BTS - Butter,65,1,8,"","115,894","2,522,209"
sanah - audi,52,1,8,"","108,545","2,521,570"
Malik Montana - Robie YEAH,78,"",114,"","40,733","2,520,243"
Natalia Szroeder - Pestki,128,"",103,"","24,788","2,515,799"
PRO8L3M - Jak Disney,101,9,3,(x1),"107,301","2,514,007"
White 2115 - Znowu wieje wiatr,66,"",27,"","69,773","2,513,314"
Kizo - Art,102,"",35,"","41,059","2,512,796"
Ekipa - Szlafroki - Deluxe,65,"",13,"","107,033","2,508,501"
Joel Adams - Please Don't Go,270,"",25,"","16,859","2,508,063"
Flo Rida - GDFR,407,91,5,"","14,897","2,507,397"
Mortal - KŁAMSTWA,40,"",29,"","105,701","2,505,066"
Selena Gomez - Hands To Myself,311,31,3,(x1),"21,888","2,504,863"
Calvin Harris - Summer,563,19,3,(x1),"46,291","2,504,729"
Ellie Goulding - On My Mind,249,80,4,"","21,659","2,504,194"
Kubi Producent - Lifestyle,112,2,7,"","46,756","2,500,456"
Kaśka Sochacka - Niebo było różowe,71,"",93,"","45,236","2,499,714"
Kodak Black - ZEZE,154,"",46,"","22,608","2,497,088"
Clean Bandit - I Miss You,188,1,3,(x1),"30,204","2,496,259"
Pitbull - Time of Our Lives,379,15,7,"","48,636","2,495,689"
Alberto - STRZAŁ,96,"",71,"","38,839","2,492,639"
Good Neighbours - Home,60,"",91,"","51,679","2,490,565"
Team X - KAPITAN,58,"",50,"","63,654","2,485,244"
Dawid Podsiadło - Co Mówimy ?,93,13,8,"","104,798","2,483,584"
Purple Disco Machine - Fireworks,98,"",91,"","50,827","2,479,104"
Taco Hemingway - Café Belga,125,7,4,"","159,833","2,478,387"
The Chainsmokers - All We Know,187,"",11,"","25,131","2,476,451"
sanah - Śrubka,39,"",17,"","148,772","2,475,356"
Dawid Podsiadło - Matylda,104,9,9,"","96,233","2,475,335"
Bonus RPK - JZWWZJ,53,"",61,"","65,697","2,474,757"
Malik Montana - Untouchable freestyle,57,"",32,"","78,170","2,471,841"
Bedoes 2115 - Fresh Prince (trill 4ever),97,"",13,"","76,799","2,467,991"
SHAED - Trampoline,107,"",53,"","30,788","2,466,870"
Sam Smith - I'm Not The Only One,463,1,9,"","32,898","2,458,520"
SB Maffija - TESTOSTERONOWY DON,50,"",26,"","98,809","2,456,462"
Malik Montana - W Gore,59,"",24,"","109,382","2,451,382"
Szpaku - Dom,55,"",15,"","118,229","2,450,510"
Sobel - Niech Boli,35,"",12,"","153,594","2,449,052"
Flo Rida - My House,303,"",17,"","17,708","2,444,294"
Rudimental - Lay It All on Me,342,1,10,"","15,304","2,440,062"
Dawid Podsiadło - Szarość i Róż,39,"",13,"","224,646","2,439,812"
ReTo - Bogowie nie krwawią,63,"",58,"","57,171","2,436,166"
Janusz Walczuk - Janusz Walczuk,46,"",13,"","67,016","2,435,164"
Vicetone - Astronomia,120,"",52,"","30,130","2,434,703"
Cat Dealers - Sunshine,136,"",25,"","31,886","2,434,046"
ZetHa - Polskie Ciężkie Trapisko,73,"",23,"","72,481","2,432,757"
Grzegorz Hyży - Kochanie to ja!,70,"",76,"","49,911","2,429,169"
Lay Bankz - Tell Ur Girlfriend,39,"",29,"","101,685","2,426,589"
Liam Payne - For You (Fifty Shades Freed) (& Rita Ora),136,17,1,(x1),"35,127","2,424,300"
Madison Mars - New Vibe Who Dis,123,"",32,"","42,687","2,423,089"
Taylor Swift - Look What You Made Me Do,110,42,1,(x15),"56,754","2,422,337"
Sobel - Bandyta,17,16,2,(x12),"179,415","2,419,129"
QueQuality - Oda do butli,69,"",61,"","56,345","2,417,646"
Lil Peep - Save That Shit,256,"",20,"","22,971","2,414,900"
Sigala - Came Here for Love,268,"",34,"","19,159","2,414,771"
Szpaku - Szlam,116,"",13,"","51,280","2,411,723"
OneRepublic - Wherever I Go,253,"",21,"","18,437","2,407,244"
Louis Tomlinson - Back to You,121,6,1,(x1),"44,125","2,404,631"
Taco Hemingway - 1990s Utopia,47,7,5,"","297,633","2,403,092"
White Widow - RIDE WITH MY BOYS,74,"",121,"","44,264","2,402,855"
SB Maffija - Eldorado,180,"",133,"","15,936","2,390,538"
Oliver Tree - Life Goes On,61,"",50,"","58,151","2,389,986"
Kendrick Lamar - All The Stars,145,13,5,"","30,709","2,388,100"
David Kushner - Skin and Bones,38,2,9,"","160,081","2,387,299"
Chris Rea - Driving Home for Christmas,94,20,5,"","135,625","2,384,242"
Szpaku - Zły,78,"",21,"","62,088","2,381,978"
Kronkel Dom - GENERACJA CUZI,24,1,7,"","203,025","2,378,446"
ReTo - Balon,40,1,8,"","111,294","2,373,679"
SB Maffija - Postanowienia noworoczne,48,"",26,"","98,356","2,372,800"
Smolasty - Fake Love,158,"",39,"","20,604","2,372,726"
Billie Eilish - you should see me in a crown,129,1,10,"","44,883","2,370,072"
Justin Bieber - Yummy,77,"",16,"","53,146","2,369,378"
AURORA - Runaway,79,"",46,"","43,986","2,367,472"
Quebonafide - Zorza,232,"",35,"","17,446","2,363,792"
Bedoes 2115 - Mbappé /,72,"",13,"","134,094","2,363,147"
bryska - lato (pocałuj mnie) - MANDEE Remix,70,"",43,"","86,855","2,362,357"
Mr. Polska - Subway Surfer,70,"",75,"","55,493","2,360,011"
Avi - Fred Astaire,41,"",15,"","97,524","2,355,231"
Julia Pośnik - Julia W Mieście,74,"",17,"","72,983","2,354,670"
Malik Montana - Adwokat Diabła Intro,37,1,9,"","133,541","2,350,746"
Enrique Iglesias - SUBEME LA RADIO,216,"",26,"","20,191","2,350,451"
Steve Aoki - Just Hold On,154,17,6,"","26,887","2,348,700"
Avi - Apollo,91,"",49,"","53,088","2,347,802"
Taco Hemingway - Wytrawne (z nutą desperacji),62,"",11,"","251,721","2,346,708"
Black Eyed Peas - Don't You Worry,73,"",67,"","68,077","2,342,925"
Salvador - Yabadabadoo,103,"",133,"","35,093","2,339,824"
Young Igi - Promienie Słońca,110,"",20,"","49,606","2,336,695"
Szpaku - Afryka,46,"",13,"","100,443","2,334,558"
Taco Hemingway - Luxembourg,56,7,2,(x2),"322,416","2,331,208"
Cardi B - Up,95,"",60,"","34,763","2,331,155"
Young Igi - Las Vegas,53,"",19,"","97,674","2,330,148"
Jan-Rapowanie - Zaczekaj przed drzwiami,129,"",20,"","36,802","2,324,490"
chillwagon - wowowo - remix,104,"",33,"","37,594","2,320,239"
David Guetta - Hey Mama,371,49,2,(x1),"19,431","2,318,244"
Pentatonix - Hallelujah,99,"",44,"","132,686","2,315,682"
Taco Hemingway - POL Smoke,45,7,5,"","317,955","2,315,061"
ReTo - RS7,136,"",23,"","26,886","2,313,569"
Nemo - The Code,25,2,7,"","195,167","2,310,103"
PRO8L3M - Tekken,39,"",11,"","162,117","2,309,051"
Wac Toja - CIEPŁO CIAŁA,135,"",57,"","22,716","2,307,486"
Chivas - RysunKOwY PoTwóR,43,1,7,"","163,677","2,305,619"
Meghan Trainor - All About That Bass,292,98,2,(x1),"20,490","2,298,321"
Ray Dalton - ALL WE GOT,52,"",83,"","63,404","2,297,120"
Quebonafide - ŁAJZA,59,"",11,"","217,765","2,296,798"
CJ - Whoopty,97,"",62,"","32,085","2,296,327"
John Lennon - Happy Xmas (War Is Over) - Remastered,99,"",12,"","97,434","2,287,169"
WERSOW - Nie wypada,45,"",41,"","92,084","2,286,540"
Sarsa - Tęskno Mi,132,"",74,"","23,344","2,282,888"
Coolio - Gangsta's Paradise,71,"",44,"","62,126","2,280,221"
Young Igi - Audemars prod. OLEK & August,162,"",19,"","25,241","2,280,216"
Ariana Grande - Don’t Call Me Angel (Charlie’s Angels),68,9,2,(x1),"103,655","2,279,320"
Deemz - Ptak,104,"",61,"","30,958","2,271,609"
Selena Gomez - Bad Liar,136,8,3,(x2),"41,938","2,269,445"
Halsey - You should be sad,96,"",52,"","40,478","2,268,535"
Niall Horan - Heaven,60,"",69,"","57,814","2,259,425"
Billie Eilish - Bored,68,"",89,"","41,958","2,257,943"
Kacperczyk - Kryzys Wieku Wczesnego,75,"",68,"","56,303","2,256,962"
Kabe - Bajlando,48,"",26,"","75,251","2,248,323"
Michał Szczygieł - Nic Tu Po Mnie,146,"",26,"","26,758","2,248,211"
ReTo - Kingda Ka,58,"",34,"","66,600","2,247,207"
Pezet - Zonda (prod. Auer),85,"",12,"","67,671","2,244,322"
Stevie Wonder - What Christmas Means To Me,74,"",46,"","91,811","2,244,075"
Nicky Jam - X,176,"",45,"","19,360","2,241,227"
Kacperczyk - Pokolenie Końca Świata,56,"",37,"","63,713","2,239,260"
Daj To Głośniej - WESELE W DUBAJU,62,"",80,"","62,614","2,238,069"
R. City - Locked Away,270,8,10,"","17,035","2,237,603"
Kizo - MTS,49,1,9,"","141,562","2,237,402"
Minelli - MMM,70,"",99,"","55,670","2,236,416"
Kizo - Huragan,57,"",20,"","102,118","2,233,381"
Queen - Don't Stop Me Now - Remastered 2011,181,"",54,"","28,531","2,231,726"
Lost Frequencies - The Feeling,64,"",128,"","40,928","2,223,268"
JAY-Z - Why I Love You,50,"",37,"","65,210","2,221,239"
Paluch - Na Chłodno,60,"",27,"","80,414","2,221,135"
De Su - Kto Wie?,20,"",11,"","393,089","2,218,729"
ReTo - Loca,60,"",54,"","53,294","2,217,154"
Lithe - Fall Back,40,"",59,"","73,113","2,211,328"
Jonas Brothers - X,93,"",78,"","31,976","2,206,645"
Fifth Harmony - Worth It,374,16,8,"","15,918","2,205,618"
LP - Girls Go Wild,140,"",58,"","20,962","2,205,459"
sanah - Do * w sztambuch (A. Mickiewicz),46,"",26,"","82,984","2,200,492"
Shawn Mendes - Summer of Love (Shawn Mendes & Tainy),77,"",80,"","38,497","2,196,533"
Smith & Thell - Forgive Me Friend,123,"",43,"","26,224","2,196,473"
Sam Smith - Too Good At Goodbyes,136,9,8,"","32,963","2,191,400"
Megan Thee Stallion - Savage,80,"",28,"","42,420","2,190,846"
Szpaku - Jeździec Bez Głowy,40,"",11,"","123,977","2,189,810"
Kizo - Życie Jest Piękne,140,"",78,"","21,085","2,189,590"
White Widow - BŁĄD W SYMULACJI,47,"",21,"","93,563","2,188,361"
The Neighbourhood - Reflections,69,"",118,"","36,822","2,186,073"
Justin Wellington - Iko Iko,74,"",76,"","41,769","2,184,529"
Drake - Fake Love,181,"",17,"","20,473","2,182,295"
Bedoes 2115 - Tajemnice Atlantydy /,67,2,7,"","143,144","2,181,137"
Adam Lambert - Ghost Town,372,1,10,"","14,570","2,176,329"
White 2115 - Rockstar,150,"",43,"","22,584","2,176,249"
Sarius - Dziecko wojny,148,"",52,"","23,224","2,174,209"
Oki - Oni Nie Zamkną Mnie,67,"",50,"","53,698","2,173,708"
Oki - NA ZAWSZE MAŁOLAT,21,1,9,"","199,985","2,172,795"
Future - Life Is Good,106,"",65,"","30,286","2,172,792"
Billie Eilish - BIRDS OF A FEATHER,18,"",15,"","181,356","2,172,286"
Doda - Melodia Ta,60,"",36,"","88,909","2,169,691"
SB Maffija - Śniadanie w hotelu,42,"",31,"","95,068","2,169,233"
Taylor Swift - Don’t Blame Me,68,"",90,"","40,567","2,167,957"
David Guetta - Bang My Head,251,"",17,"","15,860","2,166,672"
Bedoes 2115 - Kwiat polskiej młodzieży,141,"",17,"","34,760","2,162,372"
Leona Lewis - One More Sleep,99,"",46,"","69,058","2,161,460"
BORCREW - Dzieci Burzy,80,"",16,"","51,293","2,160,342"
AronChupa - Rave in the Grave,142,"",30,"","22,715","2,152,818"
Otsochodzi - New York Freestyle,40,"",43,"","107,575","2,152,610"
Otsochodzi - AHA,168,"",13,"","24,969","2,152,094"
Shawn Mendes - Lost In Japan,149,"",15,"","26,585","2,151,689"
d4vd - Here With Me,53,"",59,"","56,932","2,150,011"
Sam Smith - Have Yourself A Merry Little Christmas,107,"",19,"","91,379","2,143,854"
SB Maffija - 2kcal,40,"",19,"","111,708","2,143,478"
Taco Hemingway - Głupi byt,187,8,5,"","61,592","2,140,142"
Daj To Głośniej - Mama ostrzegała,110,"",48,"","37,267","2,139,480"
The Chainsmokers - Who Do You Love,112,"",32,"","35,938","2,138,365"
Jason Derulo - Love Not War (The Tampa Beat),94,"",63,"","31,947","2,131,546"
Żabson - BIBA,35,"",22,"","101,469","2,131,311"
Julia Rocka - Oficjalna wersja zdarzeń,62,"",45,"","54,289","2,125,754"
Ed Sheeran - Cross Me,87,"",14,"","46,824","2,115,678"
Ariana Grande - boyfriend,77,"",18,"","59,094","2,113,816"
Adi Nowak - Placebo,129,"",25,"","31,500","2,112,161"
AJR - Weak,176,"",12,"","22,891","2,109,498"
Tove Lo - Stay High - Habits Remix,396,60,5,"","13,258","2,109,451"
Bella Poarch - Build a Bitch,74,"",71,"","39,844","2,108,586"
Mr. Polska - Benzyna,47,"",64,"","61,229","2,108,528"
TACONAFIDE - PIN,91,7,9,"","114,493","2,106,443"
Major Lazer - Powerful,416,"",12,"","13,018","2,100,983"
Godface Killa - GODFACE,35,2,9,"","142,859","2,100,918"
Ariana Grande - Dangerous Woman,213,1,10,"","21,833","2,100,495"
Lost Frequencies - Crazy,166,"",35,"","20,537","2,095,178"
Bryan Adams - Christmas Time,56,"",48,"","125,929","2,094,681"
Blacha 2115 - Bonnie & Clyde,104,"",23,"","31,898","2,092,476"
Gromee - Light Me Up,134,"",25,"","25,177","2,092,251"
VIZE - Stars,111,"",67,"","32,100","2,092,134"
MAGIC! - Rude,304,83,2,(x8),"15,853","2,088,307"
Pedro Capó - Calma - Remix,119,"",55,"","23,831","2,088,281"
White Widow - GORĄCY TEMAT,39,"",24,"","106,973","2,087,464"
Taco Hemingway - Dwuzłotówki Dancing,39,7,7,"","310,271","2,085,553"
Żabson - Przynajmniej nie kłamię,29,"",13,"","122,802","2,083,615"
"sanah - Wszystko mi mówi, że mnie ktoś pokochał",68,"",59,"","45,805","2,083,604"
Tyga - Taste,155,"",51,"","20,399","2,078,820"
Tymek - Milion,48,"",13,"","62,362","2,077,575"
Travis Scott - K-POP,33,1,8,"","150,106","2,076,926"
PRO8L3M - Freon,51,5,4,"","139,772","2,076,682"
Vito Bambino - Podpalmy to,53,"",74,"","51,588","2,073,387"
Michael Bublé - Jingle Bells,137,"",11,"","76,916","2,073,339"
Yeat - Breathe,47,"",58,"","72,623","2,070,372"
Michael Bublé - Santa Claus Is Coming to Town,124,"",24,"","91,305","2,070,369"
Mr. Polska - Czarny Dress,82,"",67,"","31,638","2,067,910"
Taco Hemingway - Marmur,320,"",52,"","51,923","2,065,752"
Margaret - In My Cabana,180,"",37,"","20,299","2,065,622"
Young Leosia - Pościg,65,"",20,"","117,571","2,065,519"
Timeflies - Once In a While,241,"",30,"","14,439","2,063,614"
Maciej Zielinski - Kto Wie? feat. De Su,70,"",16,"","147,743","2,062,287"
Camila Cabello - Never Be the Same,130,4,8,"","31,346","2,058,619"
Taco Hemingway - #3 - TUTTO PASSA,21,"",11,"","365,910","2,054,857"
Calvin Harris - Desire,56,"",94,"","43,857","2,053,788"
Childish Gambino - Redbone,286,"",44,"","14,144","2,053,721"
Szpaku - Człowiek Motyl,36,"",11,"","143,987","2,052,524"
Travis Scott - MELTDOWN,37,1,6,"","217,580","2,051,249"
Kygo - First Time,183,"",15,"","24,494","2,047,825"
Nico Santos - Rooftop,161,"",49,"","19,718","2,045,833"
Bitamina - Dom,194,"",68,"","16,114","2,045,334"
Dawid Podsiadło - Cantate Tutti,78,7,6,"","123,401","2,045,125"
EMO - Letni deszcz - Single Version,56,"",89,"","48,188","2,043,348"
XXXTENTACION - Arms Around You,102,"",22,"","34,271","2,043,075"
Selena Gomez - Fetish,136,13,1,(x3),"52,183","2,042,096"
GOMBAO 33 - a r I z o n a (2013-2016),41,"",25,"","73,668","2,040,725"
Khalid - Young Dumb & Broke,195,"",41,"","17,364","2,040,429"
Milky Chance - Stolen Dance,443,10,9,"","11,437","2,040,057"
schafter - ridin' round the town w czyimś bel air,77,6,4,"","75,845","2,038,959"
KęKę - Cesarz,143,"",14,"","27,710","2,034,159"
"Męskie Granie Orkiestra 2021 - Nikt tak pięknie nie mówił, że się boi miłości",56,"",25,"","86,526","2,031,265"
SB Maffija - NOBOCOTEL,66,4,6,"","72,169","2,031,001"
SB Maffija - Hotel Maffija 3,48,"",46,"","69,882","2,030,175"
Dotan - Numb,90,"",64,"","29,207","2,030,141"
Dimitri Vegas & Like Mike - Instagram,106,"",46,"","31,664","2,029,690"
Olly Alexander (Years & Years) - If You're Over Me,108,"",21,"","29,465","2,027,778"
Avi - Leśmian,38,"",17,"","82,524","2,026,831"
Shellerini - Restart,90,"",33,"","37,682","2,026,491"
Dawid Podsiadło - Blant,28,"",11,"","247,008","2,025,722"
Slade - Merry Xmas Everybody,71,"",39,"","110,228","2,025,126"
Bedoes 2115 - Hardcore Pleasure,102,"",14,"","50,782","2,023,844"
Cleo - Za Krokiem Krok,98,"",43,"","28,254","2,022,061"
PlanBe - Hollywood$,244,"",74,"","11,990","2,020,301"
Ava Max - Maybe You’re The Problem,53,"",65,"","62,820","2,020,208"
Gibbs - Czerwone łzy,40,"",25,"","101,142","2,020,138"
RAYE - Escapism. - Sped Up,49,"",37,"","71,206","2,018,486"
Tove Lo - Cool Girl,175,"",18,"","19,529","2,017,251"
