Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
White 2115 - California,2167,32,5,"","136,198","96,858,929"
Guzior - BLUEBERRY,1271,128,1,(x20),"236,806","80,800,980"
Guzior - FALA,1276,151,1,(x26),"221,681","70,224,313"
Mata - Szafir,791,135,1,(x39),"451,931","66,299,964"
"Męskie Granie Orkiestra 2021 - I Ciebie też, bardzo",1010,97,2,(x1),"238,921","64,107,589"
The Neighbourhood - Sweater Weather,1980,"",19,"","88,596","62,913,314"
Gibbs - Piękny Świat,745,166,1,(x3),"220,653","60,722,777"
Smolasty - Duże oczy,776,146,2,(x1),"236,017","60,022,814"
Kizo - Disney,699,153,2,(x36),"256,284","59,243,527"
Mata - Kiss cam (podryw roku),943,56,3,(x4),"299,930","58,321,674"
White 2115 - RiRi,708,101,1,(x53),"415,215","58,009,476"
sanah - ostatnia nadzieja,718,128,2,(x10),"319,177","55,084,938"
Kizo - Taxi,439,144,1,(x26),"333,200","54,813,546"
Tom Odell - Another Love,1538,"",15,"","85,921","54,372,874"
The Weeknd - Blinding Lights,1183,185,1,(x10),"124,494","52,575,163"
Mata - Schodki,1286,12,4,"","91,272","51,748,400"
Mata - Szmata,599,74,1,(x17),"724,125","50,348,206"
Zeamsone - 5 INFLUENCEREK,363,106,1,(x55),"620,116","50,209,569"
PRO8L3M - Ground Zero,1156,"",19,"","91,083","49,831,955"
Mr. Polska - Złote Tarasy,538,131,1,(x40),"501,642","49,810,478"
Miszel - dres,761,17,5,"","198,623","49,716,026"
sanah - Ale jazz!,809,125,1,(x21),"155,215","48,547,377"
Glass Animals - Heat Waves,933,"",12,"","115,034","47,305,933"
Quebonafide - BUBBLETEA,824,232,1,(x88),"277,389","47,014,163"
Harry Styles - As It Was,692,56,1,(x4),"288,420","46,891,968"
Oki - Jakie To Uczucie?,682,109,2,(x11),"259,720","46,846,382"
Dawid Podsiadło - mori,522,161,1,(x8),"332,246","46,811,018"
SB Maffija - Lawenda,595,99,1,(x14),"449,518","46,140,323"
Miley Cyrus - Flowers,504,120,1,(x12),"668,387","45,772,791"
Tymek - Język ciała,1099,194,1,(x23),"85,735","45,224,109"
David Kushner - Daylight,415,121,1,(x28),"579,562","44,747,055"
ReTo - BMW,780,39,5,"","236,768","43,937,232"
sanah - Nic dwa razy (W. Szymborska),544,108,1,(x32),"440,902","43,922,699"
White 2115 - Mogę Dziś Umierać,1280,"",12,"","55,692","43,823,036"
Mata - Patoreakcja,567,89,1,(x19),"643,846","43,709,446"
Sobel - Impreza,871,118,5,"","107,090","43,079,114"
Mata - Papuga,427,90,1,(x26),"670,836","42,373,476"
bambi - BFF,284,137,1,(x45),"298,909","42,104,323"
Malik Montana - Jetlag,532,81,1,(x35),"779,930","42,055,722"
Mata - GOMBAO 33,1014,23,5,"","89,949","41,698,192"
Sobel - Fiołkowe Pole,538,117,1,(x43),"347,402","41,525,607"
Białas - Grill u Gawrona,1253,"",33,"","92,238","40,676,967"
Gibbs - Stan,315,125,3,(x13),"236,552","40,606,427"
Wiatr - Testarossa,712,166,2,(x21),"100,221","40,164,669"
Arctic Monkeys - I Wanna Be Yours,681,"",16,"","82,057","38,246,329"
Mata - JESTEM POJ384NY,419,90,1,(x36),"854,816","38,132,027"
David Guetta - I'm Good (Blue),641,18,1,(x1),"322,551","37,972,384"
Dawid Podsiadło - Małomiasteczkowy,1130,195,1,(x40),"143,774","37,373,413"
Bedoes 2115 - VOGUE,997,80,1,(x4),"118,190","37,139,822"
club2020 - Malibu Barbie,418,109,1,(x29),"497,743","36,908,993"
Wham! - Last Christmas,475,212,1,(x49),"641,736","36,743,833"
Mariah Carey - All I Want for Christmas Is You,468,227,1,(x54),"623,310","36,709,626"
Kukon - Miniówa,1147,"",59,"","54,725","36,624,036"
"Sobel - Cześć, jak się masz?",448,77,1,(x4),"474,224","36,584,242"
Męskie Granie Orkiestra 2023 - Supermoce,383,108,2,(x7),"232,996","36,577,629"
Young Igi - Bestia,1215,106,2,(x7),"62,440","36,375,544"
Sobel - Bandyta,486,108,2,(x6),"215,362","36,356,459"
Bedoes 2115 - Wschód (lubię zapierdalać),1091,14,5,"","122,680","36,223,715"
Kuban - na okrągło,491,127,1,(x4),"385,510","36,181,291"
Smolasty - Nim Zajdzie Słońce,299,95,1,(x17),"377,401","35,435,105"
OneRepublic - I Ain't Worried,647,"",12,"","104,068","34,774,285"
sanah - Szampan,801,82,1,(x1),"112,582","34,722,384"
sanah - Szary świat,433,63,1,(x9),"334,406","34,707,534"
sanah - etc. (na disco),503,86,5,"","155,604","34,527,728"
White 2115 - Morgan,876,46,3,(x18),"95,106","34,098,697"
Mata - La La La (Oh Oh),475,74,2,(x13),"296,277","33,893,231"
sanah - ten Stan,516,36,3,(x2),"175,475","33,709,689"
Cyrko - Prywatny bal,438,49,6,"","143,121","33,613,214"
be vis - Surfer,1142,8,9,"","45,193","33,563,404"
The Neighbourhood - Daddy Issues,1109,"",54,"","46,669","33,466,830"
schafter - hot coffee,866,130,1,(x12),"124,900","33,408,311"
sanah - Eldorado,514,47,4,"","181,280","33,019,230"
Favst - ztb,572,"",11,"","113,246","32,928,343"
Fukaj - NIE MA CIĘ,333,66,1,(x7),"257,684","32,908,708"
2115 - BEDOESIARA,446,62,1,(x11),"419,004","32,835,809"
ReTo - Billy Kid,857,"",29,"","80,628","32,788,719"
Tymek - Poza kontrolą,950,79,4,"","58,740","32,739,601"
Mata - 100 dni do matury,779,74,1,(x18),"165,808","32,692,116"
Alberto - La Manga,502,85,5,"","198,897","32,583,871"
Bedoes 2115 - Jesteś ładniejsza niż na zdjęciach (na zawsze),839,93,1,(x22),"194,923","32,554,355"
The Kolors - ITALODISCO,319,78,1,(x1),"335,234","32,143,937"
Taco Hemingway - W piątki leżę w wannie,776,104,1,(x21),"406,963","32,076,032"
2115 - DRESSCODE,380,100,1,(x18),"236,288","31,966,754"
Męskie Granie Orkiestra 2018 - Początek,1023,180,2,(x20),"75,527","31,908,783"
Chivas - anyżowe żelki,573,26,4,"","173,470","31,838,255"
Blacha 2115 - Jolie Jolie,278,91,1,(x3),"287,406","31,791,652"
Vance Joy - Riptide,1982,59,5,"","64,517","31,743,052"
Żabson - Puerto Bounce,481,62,4,"","166,887","31,439,050"
The Neighbourhood - Softcore,806,"",36,"","64,122","31,351,817"
Oki - Sonic Skit,679,"",27,"","114,844","31,104,769"
Chivas - Mam Na Twarzy Krew I Tym Razem Nie Jest Sztuczna,582,13,9,"","109,136","30,741,422"
Mata - Kiss cam (podryw roku),102,102,1,(x61),"709,353","30,415,640"
ReTo - Billy Kid,450,158,1,(x31),"132,051","30,403,126"
Lord Huron - The Night We Met,1107,"",21,"","104,567","30,131,949"
Oki - Amerykańskie Teledyski,503,63,3,(x7),"187,415","30,059,551"
SB Maffija - A nie pamiętasz jak?,678,104,1,(x5),"107,795","30,049,691"
Tate McRae - greedy,263,62,4,"","180,041","29,937,691"
Tones And I - Dance Monkey,622,166,1,(x7),"131,791","29,836,045"
Kinny Zimmer - Rozmazana kreska,348,102,1,(x14),"320,248","29,767,980"
Oki - Worki W Tłum,509,55,1,(x4),"222,102","29,635,486"
Vixen - Ne Rozumiju,191,89,2,(x9),"255,273","29,010,462"
ReTo - UA,1171,10,8,"","47,043","28,714,655"
Arctic Monkeys - Do I Wanna Know?,1984,"",19,"","50,395","28,704,508"
Young Leosia - Jungle Girl,348,63,1,(x9),"305,735","28,691,667"
Mata - Patointeligencja,711,92,1,(x33),"196,769","28,618,545"
Young Leosia - Szklanki,510,65,1,(x21),"147,115","28,502,096"
Harry Styles - Watermelon Sugar,753,78,3,(x1),"94,876","28,340,510"
Ed Sheeran - Shape of You,964,246,1,(x132),"114,038","28,257,823"
Oki - JEREMY SOCHAN,253,65,1,(x19),"737,196","28,144,688"
White 2115 - 18,460,33,2,(x2),"377,100","28,028,875"
TACONAFIDE - Tamagotchi,879,115,1,(x75),"223,572","27,931,329"
ReTo - Fluid,243,72,2,(x39),"296,134","27,877,746"
Zdechły Osa - Patolove,494,"",11,"","115,762","27,847,825"
Alberto - Dwutakt,560,34,7,"","78,924","27,841,763"
SAINt JHN - Roses - Imanbek Remix,669,89,5,"","91,428","27,446,164"
Dawid Podsiadło - To co masz Ty!,376,40,2,(x2),"352,213","27,420,379"
Kizo - Nasze lato,488,48,4,"","180,341","27,398,673"
Miyo - Będzie Lepiej,805,2,10,"","61,792","26,974,053"
PRO8L3M - Nicea,271,57,1,(x12),"379,220","26,955,125"
Oki - Przypadkiem,521,55,4,"","172,263","26,862,073"
mgng - COCO,362,55,2,(x2),"240,026","26,782,840"
White 2115 - Oh oh (lalala),717,19,7,"","136,915","26,694,460"
Kizo - HERO,111,86,1,(x37),"493,671","26,499,535"
Bedoes 2115 - Chłopaki nie płaczą,795,146,1,(x3),"70,816","26,476,525"
Białas - Drift,664,18,3,(x1),"94,468","26,295,650"
Żabson - Sexoholik,780,37,4,"","92,280","26,229,699"
sanah - Marcepan,253,100,2,(x23),"245,697","25,957,913"
Billie Eilish - bad guy,579,115,1,(x71),"117,336","25,901,597"
Favst - halo,741,"",16,"","56,995","25,848,448"
Ronnie Ferrari - Ona By Tak Chciała,534,113,1,(x59),"188,165","25,817,514"
Sam Smith - Unholy,285,95,2,(x1),"242,105","25,752,558"
Arctic Monkeys - Why'd You Only Call Me When You're High?,880,"",54,"","53,633","25,625,139"
TACONAFIDE - 8 kobiet - Remix,1098,52,4,"","59,817","25,592,882"
Eminem - Mockingbird,516,"",13,"","96,774","25,558,495"
Jan-Rapowanie - Wybory,925,3,5,"","53,955","25,285,617"
sanah - Melodia,637,76,4,"","87,296","25,190,222"
Guzior - Płuca zlepione topami,1192,"",14,"","58,110","25,073,106"
SB Maffija - Parapetówa,277,77,1,(x7),"367,956","25,024,246"
Måneskin - I WANNA BE YOUR SLAVE,332,81,1,(x1),"218,216","24,925,723"
Kleks - Jestem Twoją Bajką,270,54,2,(x6),"229,048","24,844,800"
Diho - Szyby,322,40,1,(x2),"253,267","24,706,546"
Elton John - Cold Heart - PNAU Remix,500,"",14,"","132,373","24,440,520"
Magiera - Drobna zabawa,359,35,7,"","158,676","24,404,867"
"Lanberry - Dzięki, że jesteś",211,68,3,(x7),"263,914","24,371,311"
The Kid LAROI - Stay,395,13,9,"","126,635","24,252,730"
Mata - Blok,444,21,4,"","346,625","24,228,298"
2115 - KETCHUP,313,63,1,(x2),"245,315","23,813,390"
Imagine Dragons - Bones,544,"",34,"","73,208","23,702,212"
The Weeknd - Starboy,912,141,1,(x32),"60,696","23,648,914"
Dawid Podsiadło - Trofea,715,112,3,(x1),"148,672","23,582,626"
Oki - Doja Cat,434,20,6,"","135,313","23,556,007"
Artemas - i like the way you kiss me,77,72,1,(x30),"426,766","23,501,299"
Chivas - Narcyz,385,24,2,(x2),"247,366","23,403,826"
Eminem - Without Me,750,"",58,"","70,657","23,360,476"
Travis Scott - FE!N,311,7,1,(x1),"301,143","23,211,937"
Oki - Jeżyk!,420,20,6,"","229,741","23,207,237"
NIKOŚ - HIPNOZA,185,52,1,(x13),"353,595","23,163,071"
Smolasty - Pijemy Za Lepszy Czas,182,97,2,(x16),"289,585","23,144,371"
"Beach Weather - Sex, Drugs, Etc.",588,"",51,"","56,720","23,012,635"
Gibbs - Drive,190,48,1,(x2),"330,312","22,963,114"
Ariana Grande - Santa Tell Me,374,106,3,(x20),"434,528","22,822,779"
SB Maffija - Proste fakty,267,62,3,(x22),"258,458","22,818,924"
chillwagon - @,575,95,4,"","80,364","22,743,611"
Lost Frequencies - Where Are You Now,485,"",22,"","118,370","22,502,488"
"Dawid, Artysta - Pakuje Walize",401,"",11,"","124,839","22,502,206"
Gawryle - Harnaś ice tea,292,41,1,(x6),"291,359","22,432,346"
Szpaku - Plaster,150,73,1,(x17),"299,072","22,426,673"
Sobel - Kinol,461,23,6,"","106,712","22,387,073"
Quebonafide - TOKYO2020,495,75,1,(x7),"348,158","22,193,761"
James Hype - Ferrari,404,2,10,"","144,737","22,176,986"
Dua Lipa - Don't Start Now,623,57,1,(x1),"102,311","22,120,441"
Ed Sheeran - Bad Habits,367,13,8,"","126,133","22,075,702"
Kubi Producent - Woda Księżycowa,74,65,1,(x32),"405,495","22,060,563"
sanah - 2:00,380,41,3,(x7),"142,266","22,024,868"
Loreen - Tattoo,338,30,1,(x1),"308,209","21,904,040"
Lana Del Rey - Summertime Sadness,561,"",58,"","50,202","21,852,210"
2115 - TURYSTA,374,35,2,(x1),"195,886","21,369,205"
Malik Montana - Do Tanca,244,71,1,(x12),"244,861","21,353,218"
Malik Montana - Rundki,710,6,8,"","70,584","21,342,954"
Żabson - Floyd Mayweather,601,48,5,"","77,368","21,214,735"
sanah - Pocałunki (M. Pawlikowska- Jasnorzewska),275,9,5,"","181,134","21,173,035"
Oki - SIRI,645,7,6,"","91,269","21,144,189"
Mata - PATOPROHIBICJA - 28.01.2022,223,28,1,(x8),"500,735","21,057,292"
Taco Hemingway - Fiji,789,72,1,(x4),"159,866","20,919,326"
Pezet - Magenta (prod. Auer),730,4,6,"","68,588","20,898,254"
Kalwi & Remi - Explosion Ech poleczko - DNSQ Remix,263,2,5,"","238,694","20,851,275"
Brenda Lee - Rockin' Around The Christmas Tree,241,73,3,(x18),"559,227","20,679,306"
Riton - Friday,413,22,4,"","120,393","20,671,160"
sanah - kolońska i szlugi,292,33,2,(x6),"496,943","20,667,620"
Kenya Grace - Strangers,254,10,8,"","167,968","20,508,509"
Shawn Mendes - Señorita,457,103,1,(x33),"144,286","20,482,907"
Labrinth - Formula,550,"",63,"","53,644","20,400,878"
Sia - Snowman,267,60,3,(x1),"467,280","20,395,247"
Dawid Podsiadło - Najnowszy Klip,732,69,2,(x8),"150,144","20,324,004"
Ekipa - Zygzak,304,45,1,(x16),"338,575","20,306,318"
Tribbs - Zatańczysz ze mną,225,16,2,(x1),"251,833","20,285,492"
Dawid Podsiadło - Pastempomat,1272,"",20,"","64,851","20,266,810"
Gedz - Bali,701,"",15,"","47,379","20,197,551"
Kartky - Outside,829,"",27,"","34,784","20,194,146"
5 Seconds of Summer - Youngblood,825,36,5,"","72,269","20,158,104"
Don Omar - Danza Kuduro,461,"",28,"","110,412","19,856,301"
Lewis Capaldi - Someone You Loved,827,"",18,"","68,504","19,844,896"
Billie Eilish - lovely,1050,"",27,"","42,854","19,827,993"
MEDUZA - Bad Memories,422,"",19,"","123,940","19,754,729"
Taco Hemingway - Leci nowy Future,489,79,2,(x12),"324,063","19,700,939"
Kizo - Fitness,417,14,8,"","72,769","19,700,058"
Kukon - kokaina nie pomaga ci w depresji,540,"",24,"","52,304","19,688,334"
Doja Cat - Paint The Town Red,225,29,3,(x3),"209,099","19,602,712"
Purple Disco Machine - Substitution,334,2,10,"","119,073","19,506,568"
Taco Hemingway - Polskie Tango,398,76,1,(x15),"356,760","19,367,348"
Żabson - Nie Mam Czasu Na Wakacje,264,57,4,"","156,079","19,362,957"
SKUTE BOBO - SKUTE BOBO,320,3,10,"","141,114","19,241,892"
Kukon - w aucie noc i 90bpm,402,1,8,"","123,313","19,209,292"
Marie - Zero Calorie Cookie,391,"",27,"","79,878","19,208,944"
Białas - Uzi,207,59,1,(x22),"308,182","19,201,011"
"Dawid, Artysta - KOCIMIĘTKA",400,"",26,"","87,808","19,196,638"
Kizo - Król balu,341,13,4,"","185,279","19,182,343"
Smolasty - Herbata Z Imbirem,292,"",13,"","96,978","19,140,151"
Malik Montana - Niedostępny (prod. by Olek),467,84,1,(x13),"107,693","19,134,154"
Tymek - Rainman,295,147,2,(x17),"107,713","19,016,591"
Bedoes 2115 - 05:05,965,59,3,(x8),"38,131","18,966,431"
Tymek - Oczko w głowie,520,"",30,"","58,879","18,946,259"
Dean Martin - Let It Snow! Let It Snow! Let It Snow!,267,71,4,"","424,667","18,945,672"
Bobby Helms - Jingle Bell Rock,250,57,3,(x3),"490,342","18,850,918"
Ronnie Ferrari - Origami,239,32,1,(x9),"220,011","18,745,743"
Shakin' Stevens - Merry Christmas Everyone,269,68,3,(x1),"480,562","18,672,537"
Lady Gaga - Shallow,652,157,1,(x26),"92,901","18,643,530"
Figo i Samogony - Erotyczne Pif-Paf,162,62,1,(x9),"321,901","18,641,579"
Kleks - Całkiem Nowa Bajka,200,35,5,"","180,167","18,611,604"
Dua Lipa - Dance The Night (From Barbie The Album),294,9,8,"","147,617","18,561,897"
White 2115 - Noc,939,"",78,"","46,137","18,292,271"
Oliver Tree - Miss You,240,54,5,"","181,989","18,278,106"
Kabe - Cały hajs,375,"",23,"","92,549","18,267,434"
Imagine Dragons - Believer,950,141,1,(x4),"50,556","18,243,807"
Young Multi - Młody Manson,131,57,1,(x22),"436,538","18,243,170"
Mata - MŁODY PADEREWSKI,238,34,2,(x4),"414,849","18,200,137"
SB Maffija - Bungee,266,34,2,(x2),"229,392","18,191,207"
Ofenbach - Overdrive,212,1,4,"","241,113","18,161,645"
Wac Toja - Kapitan,524,"",16,"","49,572","18,039,521"
Chivas - kupić jej gaz czy torebkę?,312,28,2,(x1),"206,460","17,989,668"
ReTo - Blask,352,"",13,"","114,795","17,962,222"
Oki - SPRZEDAŁEM SIĘ,226,51,1,(x7),"309,956","17,940,445"
cassö - Prada,281,"",26,"","102,058","17,896,177"
Białas - Święto ogródka,409,8,6,"","180,170","17,863,957"
Kacperczyk - Jakbym zjadł mentosy i popił je colą,206,49,3,(x13),"265,111","17,852,048"
Miszel - Sheraton,251,59,1,(x15),"292,338","17,841,976"
White 2115 - Broly,333,16,3,(x1),"192,576","17,678,173"
SB Maffija - Łyk i buch,234,41,2,(x1),"295,641","17,642,967"
Macklemore & Ryan Lewis - Can't Hold Us,444,"",72,"","67,385","17,601,910"
SB Maffija - Hotel Maffija,518,47,2,(x6),"90,798","17,584,311"
Benson Boone - Beautiful Things,137,42,4,"","210,184","17,522,626"
White Widow - TYLE SŁOŃCA,219,21,8,"","175,677","17,522,432"
Sentino - Trójkąt Bermudzki,193,48,1,(x8),"278,473","17,519,034"
bambi - Millie Walky,184,32,7,"","190,064","17,431,620"
Tiësto - Lay Low,310,"",12,"","93,991","17,374,283"
Bedoes 2115 - 1998 (mam to we krwi),477,58,1,(x7),"162,811","17,299,901"
Young Igi - Polski Karnawał,234,44,3,(x8),"180,039","17,250,535"
Olivia Rodrigo - drivers license,383,74,1,(x22),"161,295","17,131,745"
Kacperczyk - Sebiksy,347,10,8,"","124,869","17,107,644"
Kizo - Discopolo,210,43,2,(x9),"206,461","17,090,961"
Mata - Biblioteka Trap,569,18,3,(x8),"103,779","17,057,257"
Teddy Swims - Lose Control,156,9,8,"","158,314","17,045,009"
SB Maffija - Agrest i bez,225,36,2,(x4),"288,946","16,951,176"
Mata - MC,292,18,1,(x5),"450,296","16,942,574"
Alberto - Z BRATEM ZARABIAM PAPIER,239,28,4,"","192,154","16,941,034"
Axwell /\ Ingrosso - More Than You Know,813,196,1,(x2),"67,528","16,936,199"
Andy Williams - It's the Most Wonderful Time of the Year,287,46,4,"","365,360","16,926,182"
Kabe - Nad ranem,418,52,3,(x1),"91,314","16,917,913"
bambi - MILLIE WALKY,200,"",14,"","145,981","16,913,809"
Dua Lipa - Levitating,413,"",16,"","73,515","16,825,836"
sanah - Oczy,387,"",16,"","112,402","16,781,756"
Metro Boomin - Creepin',299,"",18,"","87,860","16,770,771"
Måneskin - GOSSIP,290,17,8,"","111,076","16,757,821"
Otsochodzi - Nowy Kolor,838,75,3,(x1),"45,665","16,747,038"
B.R.O - Jeszcze Będzie Pięknie,335,"",20,"","109,260","16,710,649"
Miszel - Rarara,240,13,3,(x2),"185,298","16,669,922"
The Weeknd - Stargirl Interlude,462,"",34,"","49,751","16,618,202"
Dynoro - In My Mind,514,99,1,(x70),"100,658","16,595,327"
Rema - Calm Down,289,"",13,"","93,216","16,565,303"
MODELKI - Chyba że z Tobą,60,60,1,(x4),"413,546","16,555,346"
Kate Bush - Running Up That Hill (A Deal With God),225,28,7,"","200,748","16,552,216"
Young Leosia - Przester,69,59,2,(x6),"352,607","16,530,016"
Dua Lipa - Houdini,206,"",12,"","126,488","16,466,377"
Blacha 2115 - Casablanca (Bonus Track) - Bonus Track,664,"",64,"","52,962","16,459,421"
Guzior - WTC,338,1,10,"","127,436","16,402,422"
Białas - Zosia,208,25,3,(x5),"241,440","16,296,962"
Calvin Harris - One Kiss,575,88,2,(x16),"65,080","16,288,134"
Bedoes 2115 - Opowieści z Doliny Smoków,416,73,1,(x4),"154,072","16,286,468"
L.U.C. - Autumn Dance,194,15,6,"","208,501","16,210,280"
Mata - Prawy do Lewego,636,"",13,"","69,222","16,208,981"
Skolim - Wyglądasz Idealnie,331,"",13,"","124,009","16,115,941"
ReTo - Król jest nagi,245,24,5,"","164,676","16,026,791"
PRO8L3M - Miyabi,186,16,7,"","162,425","16,007,510"
Kizo - Lucky Punch,459,9,4,"","80,559","15,956,086"
Tiësto - The Business,357,41,3,(x1),"112,718","15,799,934"
Ava Max - Sweet but Psycho,636,53,2,(x3),"71,019","15,783,812"
MASNY BEN - LOUDA,216,39,1,(x2),"212,226","15,759,180"
Michael Bublé - It's Beginning to Look a Lot Like Christmas,308,18,2,(x3),"370,463","15,724,045"
Żabson - Młody Boss,473,4,10,"","62,940","15,701,691"
Chivas - koleżanko mojej byłej,233,15,5,"","208,070","15,693,220"
Żabson - Icey,201,37,5,"","194,722","15,574,743"
Kizo - Pogo,242,8,3,(x1),"191,495","15,525,059"
Major Lazer - Lean On,1223,237,1,(x106),"48,468","15,524,970"
WŁODAR - SIĘ WJEŻDŻA,259,4,10,"","140,850","15,518,416"
Rosa Linn - SNAP,320,"",30,"","82,439","15,467,956"
Ed Sheeran - Shivers,317,"",19,"","109,667","15,447,577"
¥$ - CARNIVAL,110,48,2,(x12),"260,488","15,442,135"
Michael Bublé - Holly Jolly Christmas,285,8,7,"","347,653","15,251,743"
Chivas - Jakbym Miał W Ręku Klamkę,422,"",14,"","78,872","15,228,223"
Taco Hemingway - Gelato,157,27,1,(x2),"692,502","15,142,265"
CYRIL - Stumblin' In,171,"",14,"","125,957","15,128,970"
Post Malone - rockstar,674,178,1,(x88),"59,784","14,998,373"
Favst - dddd,360,"",17,"","81,294","14,990,906"
Quebonafide - Half Dead,883,9,9,"","31,379","14,960,250"
Elley Duhé - MONEY ON THE DASH - SPED UP,229,"",29,"","97,945","14,954,525"
Jacuś - Queen,302,"",16,"","108,852","14,893,687"
Mata - Żółte flamastry i grube katechetki,461,13,4,"","83,743","14,873,472"
Trill Pem - NICKI,447,42,3,(x4),"85,281","14,870,064"
Szpaku - Hinata,721,12,9,"","41,717","14,866,228"
SB Maffija - co to za bluza lanek?,238,28,5,"","200,845","14,802,590"
Sylwia Grzeszczak - Motyle,151,19,5,"","159,327","14,777,183"
Lil Peep - Star Shopping,462,"",84,"","42,132","14,751,452"
Lil Nas X - INDUSTRY BABY,299,"",21,"","99,719","14,675,927"
Young Leosia - Te numery,88,58,5,"","258,944","14,668,560"
Olivia Rodrigo - good 4 u,326,7,9,"","112,778","14,636,219"
Young Igi - Robotniczy Trap,199,35,4,"","188,680","14,614,472"
Bedoes 2115 - Brzydkie Rzeczy,402,57,1,(x11),"169,986","14,605,328"
Ariana Grande - 7 rings,500,105,1,(x26),"125,425","14,552,761"
Portugal. The Man - Feel It Still,704,152,3,(x24),"66,373","14,496,225"
Joel Corry - Head & Heart,410,1,6,"","107,948","14,473,593"
Lil Nas X - MONTERO (Call Me By Your Name),279,33,4,"","119,812","14,469,772"
FAST BOY - Forget You,240,"",13,"","104,122","14,420,015"
Sarius - Wiking,673,"",11,"","40,591","14,409,333"
Bedoes 2115 - FPS,454,14,9,"","75,029","14,357,290"
Regard - Ride It,552,"",20,"","57,405","14,290,173"
Ed Sheeran - I Don't Care,413,73,1,(x1),"136,321","14,263,172"
Mrozu - Za Daleko,321,"",24,"","76,592","14,254,492"
Pusher - Baba Hassan,378,"",39,"","59,206","14,204,044"
Chris Rea - Driving Home for Christmas - 2019 Remaster,165,25,4,"","394,112","14,167,866"
"Oki - Pieniądze, Dziewczyny, Zwrotki",238,"",11,"","182,081","14,164,970"
chillwagon - jumper,437,49,2,(x1),"109,814","14,161,240"
Dennis Lloyd - Nevermind,539,67,6,"","68,743","14,160,513"
Young Igi - THC,226,15,7,"","147,861","14,108,864"
Sobel - Każdego Dnia,505,"",29,"","53,936","14,081,119"
Gibbs - Zawsze chciałem,231,3,7,"","162,872","14,036,106"
Eryk Moczko - NAPALONE FANKI,124,32,3,(x6),"213,748","14,004,450"
Tribbs - Krakowski Spleen,213,"",12,"","115,771","13,876,304"
Måneskin - Beggin',228,5,8,"","138,203","13,838,142"
Tiësto - The Motto,305,"",32,"","102,457","13,783,929"
BLANKA - Solo,188,29,1,(x2),"280,148","13,734,062"
Daria Zawiałow - FIFI HOLLYWOOD,207,"",11,"","113,744","13,717,445"
Bedoes 2115 - Nadchodzi lato,444,48,2,(x3),"99,480","13,697,258"
SB Maffija - Czarna Perła,238,14,6,"","169,356","13,674,344"
Imagine Dragons - Enemy,271,"",17,"","95,095","13,654,270"
Żabson - OBOK,361,32,2,(x3),"112,861","13,634,732"
Clean Bandit - Solo,518,89,2,(x14),"73,860","13,604,538"
DR. VODKA - KOKAINA,187,9,8,"","149,952","13,597,417"
Travis Scott - goosebumps,613,"",27,"","60,023","13,529,872"
Daria Zawiałow - Z Tobą na chacie,224,"",12,"","141,415","13,515,906"
Quebonafide - SZUBIENICAPESTYCYDYBROŃ,316,57,1,(x3),"348,364","13,496,769"
24kGoldn - Mood,338,3,9,"","84,771","13,473,116"
Doja Cat - Woman,338,"",31,"","73,174","13,467,919"
Paktofonika - Jestem Bogiem,383,"",65,"","54,051","13,428,764"
Metro Boomin - Trance,315,2,8,"","107,828","13,421,396"
MIÜ - PASEK PLAYBOYA,164,1,10,"","142,569","13,415,768"
Majki - Pasek Gucci - La La La - Majki Remix,247,"",38,"","84,768","13,414,711"
Farruko - Pepas,336,"",27,"","111,607","13,339,987"
Malik Montana - Jagodzianki,442,21,8,"","49,941","13,328,816"
Bedoes 2115 - TOA$T /,337,37,1,(x7),"181,102","13,304,353"
Young Leosia - Baila Ella,209,2,10,"","154,521","13,207,769"
Dua Lipa - Physical,402,8,2,(x1),"94,812","13,194,978"
Malik Montana - 3 Telefony,214,14,5,"","203,646","13,176,773"
Białas - PDW,329,45,4,"","96,806","13,109,801"
The Ronettes - Sleigh Ride,213,9,9,"","387,880","13,022,017"
Camila Cabello - Havana,579,171,1,(x24),"58,297","12,927,629"
Billie Eilish - when the party's over,584,8,5,"","48,160","12,900,525"
sanah - To koniec,325,"",31,"","82,183","12,892,252"
Taco Hemingway - Następna stacja,1227,"",38,"","52,140","12,887,856"
Travis Scott - MY EYES,272,1,8,"","198,022","12,845,282"
Oki - Jeżyk!,58,55,2,(x34),"321,062","12,823,821"
Powfu - death bed,378,2,9,"","61,062","12,789,125"
Dua Lipa - New Rules,673,128,3,(x30),"52,910","12,787,797"
GAYLE - abcdefu,213,"",14,"","100,232","12,766,225"
PRO8L3M - Skrable,446,24,1,(x1),"141,012","12,742,612"
Dawid Podsiadło - Nie Ma Fal,424,70,1,(x51),"168,050","12,737,155"
Tymek - Ostatni (Rojst '97 | Netflix),292,1,9,"","127,914","12,736,291"
Kizo - Lot,161,8,6,"","175,772","12,718,684"
Ofenbach - Head Shoulders Knees & Toes,363,3,5,"","108,827","12,716,102"
Eryk Moczko - ENZO,95,28,2,(x9),"371,612","12,714,172"
Smolasty - Pijemy Za Lepszy Czas,327,"",48,"","63,581","12,689,809"
sanah - Królowa dram,499,"",13,"","54,193","12,615,398"
Kuban - same zmartwienia,176,28,3,(x9),"255,040","12,512,975"
