Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
Lorde - The Man with the Axe,1,"",120,"","68,394","68,394"
The Darkness - I Believe in a Thing Called Love,2,"",186,"","41,406","68,375"
Iggy Pop - The Passenger,1,"",104,"","68,363","68,363"
Meek Mill - Almost Slipped,1,"",171,"","68,347","68,347"
James Blake - Coming Back,1,"",120,"","68,327","68,327"
One Direction - Midnight Memories,1,"",120,"","68,327","68,327"
Nafe Smallz - Freak,1,"",108,"","68,261","68,261"
Taylor Swift - All Too Well,1,"",104,"","68,256","68,256"
Avelino - Cassius Clay,1,"",130,"","68,247","68,247"
Hurts - All I Want for Christmas Is New Year's Day,1,"",170,"","68,235","68,235"
Florence + The Machine - Various Storms & Saints,3,"",92,"","30,827","68,228"
Lil Baby - Global,1,"",173,"","68,219","68,219"
Roddy Ricch - thailand,1,"",173,"","68,209","68,209"
Pusha T - Santeria,1,"",144,"","68,196","68,196"
Elton John - It's a sin,1,"",142,"","68,186","68,186"
Des'ree - You Gotta Be,2,"",164,"","44,537","68,166"
Foo Fighters - No Son Of Mine,1,"",112,"","68,162","68,162"
Melanie Martinez - LIGHT SHOWER,1,"",198,"","68,159","68,159"
Trippie Redd - Snake Skin,1,"",117,"","68,155","68,155"
"Belly - Belly, The Weeknd - Die For It (ft. Nas)",1,"",104,"","68,140","68,140"
Loyle Carner - Polyfilla,1,"",187,"","68,140","68,140"
21 Savage - Said N Done,1,"",143,"","68,108","68,108"
B.o.B - Nothin' on You,2,"",160,"","36,998","68,097"
dutchavelli - Intro,1,"",127,"","68,090","68,090"
Kaiser Chiefs - Oh My God,2,"",146,"","40,063","68,088"
M Huncho - Breadwinner,1,"",135,"","68,071","68,071"
Tory Lanez - Luv Ya Gyal // Love Sounds,1,"",123,"","68,046","68,046"
Khalid - Bluffin',1,"",151,"","68,039","68,039"
boygenius - Cool About It,1,"",200,"","68,022","68,022"
Don Toliver - Euphoria,1,"",135,"","68,017","68,017"
Lukas Graham - Take The World By Storm,2,"",123,"","41,492","67,988"
D-Block Europe - 808,1,"",135,"","67,954","67,954"
Future - Drankin N Smokin,1,"",113,"","67,929","67,929"
Jessica Simpson - It's Christmas Time Again,1,"",173,"","67,928","67,928"
The Weeknd - Nothing Compares - Bonus Track,1,"",102,"","67,886","67,886"
SL - Little Bird,1,"",125,"","67,829","67,829"
AJ Tracey - LA4AWEEK2,1,"",131,"","67,815","67,815"
Angie Stone - Wish I Didn't Miss You,2,"",166,"","37,649","67,814"
Gorillaz - Carnival,1,"",116,"","67,800","67,800"
Major Lazer - Hell and High Water,1,"",119,"","67,792","67,792"
Aitch - BelgraveRoad_1,1,"",116,"","67,786","67,786"
Burna Boy - Onyeka (Baby),1,"",120,"","67,771","67,771"
blink-182 - Cynical,2,"",137,"","39,983","67,769"
"Fall Out Boy - This Ain't A Scene, It's An Arms Race",2,"",166,"","36,721","67,762"
Trippie Redd - Rich MF,1,"",122,"","67,736","67,736"
Loyle Carner - Georgetown,1,"",189,"","67,702","67,702"
Future - Jumpin on a Jet,1,"",140,"","67,696","67,696"
BICEP - Lido,1,"",118,"","67,682","67,682"
Lil Uzi Vert - Leaders,1,"",137,"","67,674","67,674"
Lil Baby - Grace,1,"",131,"","67,656","67,656"
Lil Durk - Petty Too,1,"",134,"","67,644","67,644"
Wet Leg - Ur Mum,1,"",129,"","67,634","67,634"
Sam Fender - The Leveller,1,"",123,"","67,627","67,627"
Lil Baby - Still Runnin,1,"",144,"","67,622","67,622"
Ed Sheeran - Antisocial,1,"",139,"","67,615","67,615"
Young Stoner Life - Came and Saw,1,"",138,"","67,602","67,602"
Lil Durk - Finesse Out The Gang Way,1,"",126,"","67,575","67,575"
D-Block Europe - Last Night In Marbella,1,"",139,"","67,574","67,574"
Elderbrook - Something About You,1,"",122,"","67,558","67,558"
Paramore - Thick Skull,1,"",196,"","67,513","67,513"
"Destiny's Child - Independent Women, Pt. 1 - Pasadena Remix",1,"",123,"","67,465","67,465"
M Huncho - TNT,1,"",147,"","67,453","67,453"
Stormzy - Holy Spirit,1,"",176,"","67,452","67,452"
Linkin Park - By Myself,1,"",113,"","67,433","67,433"
5 Seconds of Summer - The Girl Who Cried Wolf,3,"",129,"","28,631","67,418"
Charli XCX - Focus,1,"",154,"","67,386","67,386"
Diplo - Wish,1,"",125,"","67,375","67,375"
slowthai - Sooner,1,"",190,"","67,371","67,371"
Summer Walker - Potential,1,"",128,"","67,338","67,338"
Ellie Goulding - Love I’m Given,1,"",142,"","67,335","67,335"
Tiësto - Nothing Really Matters,1,"",109,"","67,331","67,331"
Megan Thee Stallion - Circles,1,"",134,"","67,313","67,313"
Paolo Nutini - Radio,1,"",129,"","67,310","67,310"
Shalamar - I Can Make You Feel Good,2,"",178,"","37,617","67,295"
Trippie Redd - !,1,"",126,"","67,283","67,283"
Justin Bieber - Yummy - Summer Walker Remix,1,"",174,"","67,254","67,254"
Wizkid - Money & Love,1,"",176,"","67,226","67,226"
The Vamps - Married In Vegas,1,"",159,"","67,216","67,216"
Chris Brown - Forever,1,"",170,"","67,216","67,216"
Naughty Boy - One Chance To Dance,1,"",109,"","67,211","67,211"
SL - Excuse Me,1,"",120,"","67,207","67,207"
Kane Brown - Be Like That,1,"",137,"","67,207","67,207"
Young Thug - Stressed,1,"",141,"","67,197","67,197"
5 Seconds of Summer - San Francisco,3,"",136,"","27,667","67,186"
iann dior - thought it was,1,"",134,"","67,186","67,186"
Hozier - De Selby (Part 2),1,"",192,"","67,179","67,179"
Digga D - They Wanna Know,1,"",141,"","67,176","67,176"
dodie - If I'm Being Honest,1,"",120,"","67,169","67,169"
Sabrina Carpenter - Alien,1,"",121,"","67,158","67,158"
Juice WRLD - 734,1,"",144,"","67,141","67,141"
Drake - Paris Morton Music,1,"",152,"","67,100","67,100"
Taylor Swift - All You Had To Do Was Stay,1,"",195,"","67,088","67,088"
George Ezra - Dance All Over Me,1,"",151,"","67,086","67,086"
Roddy Ricch - hibachi,1,"",176,"","67,080","67,080"
Arctic Monkeys - Anyways,1,"",175,"","67,070","67,070"
Twenty One Pilots - Good Day,1,"",141,"","67,066","67,066"
Oasis - Roll With It,1,"",105,"","67,061","67,061"
Bring Me The Horizon - i don't know what to say,1,"",150,"","67,035","67,035"
Prospa - Ecstasy (Over & Over) - Edit,1,"",141,"","66,994","66,994"
Tame Impala - Glimmer,1,"",179,"","66,993","66,993"
D-Block Europe - Love,1,"",141,"","66,971","66,971"
Band Aid 20 - Do They Know It's Christmas? - 2004 Version,2,"",135,"","38,435","66,949"
Lil Baby - Ready,1,"",176,"","66,899","66,899"
Central Cee - Tension,1,"",121,"","66,896","66,896"
Yeat - How it go,1,"",199,"","66,821","66,821"
Lil Durk - Headtaps,1,"",140,"","66,820","66,820"
Mr. Probz - Waves feat. Chris Brown & T.I - Robin Schulz Remix,4,"",126,"","17,794","66,816"
Rae Sremmurd - CLOSE,1,"",145,"","66,778","66,778"
Khalid - Present,1,"",129,"","66,778","66,778"
Coldplay - Church,1,"",127,"","66,776","66,776"
Wilkinson - All For You,1,"",136,"","66,757","66,757"
Migos - Too Much Jewelry,1,"",119,"","66,745","66,745"
AJ Tracey - Top Dog,1,"",143,"","66,745","66,745"
MNEK - Tongue,1,"",89,"","66,728","66,728"
Kojo Funds - My 9ine,2,"",193,"","33,787","66,720"
Sam Feldt - Hold Me Close,1,"",137,"","66,717","66,717"
Lil Baby - Top Priority,1,"",182,"","66,697","66,697"
Mungo Jerry - In the Summertime,1,"",141,"","66,688","66,688"
Slipknot - Death Because of Death,1,"",130,"","66,686","66,686"
Abra Cadabra - How We Living,1,"",181,"","66,685","66,685"
The Cranberries - Ode To My Family,1,"",96,"","66,679","66,679"
Central Cee - Gangbiz,1,"",122,"","66,678","66,678"
dutchavelli - Ching Splash,1,"",134,"","66,671","66,671"
Imagine Dragons - Follow You,1,"",123,"","66,653","66,653"
Wretch 32 - Good Morning,1,"",103,"","66,643","66,643"
Burna Boy - Bebo,1,"",123,"","66,622","66,622"
HRVY - Hasta Luego,1,"",145,"","66,615","66,615"
David Bowie - Blue Jean - 1999 Remastered Version,2,"",127,"","37,470","66,558"
Rihanna - Pour It Up,1,"",191,"","66,540","66,540"
AC/DC - Realize,1,"",119,"","66,504","66,504"
Brian Wilson - God Only Knows - BBC Music,5,"",166,"","14,302","66,502"
5 Seconds of Summer - Invisible,3,"",131,"","28,253","66,486"
Republica - Ready to Go,2,"",121,"","38,616","66,476"
Jethro Heston - Cut Me Loose - Edit,1,"",198,"","66,462","66,462"
Summer Walker - SWV,1,"",139,"","66,461","66,461"
Halsey - Eyes Closed,1,"",102,"","66,425","66,425"
Wiley - Givenchy Bag,1,"",136,"","66,421","66,421"
The Strokes - Bad Decisions,1,"",135,"","66,382","66,382"
Gerry & The Pacemakers - You'll Never Walk Alone - Stereo; 1997 Remaster,1,"",113,"","66,378","66,378"
Lil Durk - No Interviews,1,"",143,"","66,328","66,328"
Major Lazer - Lay Your Head On Me,1,"",139,"","66,306","66,306"
Krept & Konan - Pour Me Another One,1,"",126,"","66,304","66,304"
Summer Walker - 4th Baby Mama - Prelude,1,"",156,"","66,287","66,287"
Rihanna - Born Again,1,"",178,"","66,282","66,282"
Huncho Jack - Saint Laurent Mask,1,"",158,"","66,229","66,229"
ZAYN - INTERMISSION: fLoWer,2,"",126,"","39,320","66,216"
Gunna - missing me,1,"",135,"","66,203","66,203"
Travis Scott - Antidote,3,"",180,"","23,147","66,203"
Noel Gallagher's High Flying Birds - Be Careful What You Wish For,1,"",93,"","66,198","66,198"
Joe Loss & His Orchestra - A Nightingale Sang In Berkeley Square,1,"",154,"","66,193","66,193"
Summer Walker - Just Might,1,"",139,"","66,185","66,185"
Marshmello - Numb,1,"",158,"","66,167","66,167"
Jax Jones - Feels,1,"",155,"","66,158","66,158"
mgk - lonely,1,"",128,"","66,115","66,115"
Lil Tjay - Give You What You Want,1,"",182,"","66,077","66,077"
Lil Baby - Belly (Lil Baby & Gunna),1,"",145,"","66,064","66,064"
Burna Boy - Wonderful,1,"",124,"","66,039","66,039"
Jennifer Lopez - Get Right,2,"",175,"","47,506","66,008"
Hozier - Movement,1,"",147,"","65,998","65,998"
Headie One - Let's Go,1,"",138,"","65,996","65,996"
Brent Faiyaz - SKIT: EGOMANIAC,1,"",158,"","65,991","65,991"
Glass Animals - Tangerine,1,"",147,"","65,988","65,988"
J. Cole - Apparently,4,"",113,"","21,610","65,987"
Central Cee - Terminal 5,1,"",152,"","65,985","65,985"
Lil Baby - Danger,1,"",184,"","65,974","65,974"
Imagine Dragons - Smoke And Mirrors,4,"",156,"","17,960","65,964"
Selena Gomez - Crowded Room,1,"",142,"","65,953","65,953"
BTS - Respect,1,"",152,"","65,951","65,951"
Marvin Gaye - Sexual Healing,2,"",176,"","39,706","65,951"
Kesha - This Is Me,1,"",148,"","65,951","65,951"
Young Stoner Life - Paid the Fine,1,"",147,"","65,950","65,950"
Rex Orange County - It Gets Better,1,"",142,"","65,940","65,940"
Tate McRae - don't come back,1,"",152,"","65,938","65,938"
A Boogie Wit da Hoodie - Demons and Angels,1,"",198,"","65,909","65,909"
Sonder - Nobody But You,1,"",165,"","65,901","65,901"
"Vengaboys - Boom, Boom, Boom, Boom - Airplay Version",2,"",143,"","36,742","65,899"
Love Regenerator - Moving [edit],1,"",118,"","65,893","65,893"
Lana Del Rey - The Next Best American Record,1,"",151,"","65,865","65,865"
Olly Alexander (Years & Years) - Border,3,"",90,"","30,490","65,857"
JAY1 - Ay,1,"",157,"","65,833","65,833"
Rae Sremmurd - Bedtime Stories,1,"",147,"","65,802","65,802"
Blossoms - How Long Will This Last?,1,"",146,"","65,788","65,788"
Paloma Faith - Crybaby,1,"",95,"","65,777","65,777"
caribbean - Painting Pictures,1,"",182,"","65,772","65,772"
Cadet - Trendy,1,"",145,"","65,756","65,756"
BICEP - Sundial,1,"",130,"","65,745","65,745"
Disclosure - Tondo,1,"",137,"","65,698","65,698"
Gorillaz - DARE,2,"",154,"","48,561","65,681"
Liam Gallagher - I Never Wanna Be Like You,1,"",127,"","65,593","65,593"
A Boogie Wit da Hoodie - DTB 4 Life,1,"",188,"","65,573","65,573"
Meek Mill - Championships,1,"",179,"","65,565","65,565"
A Boogie Wit da Hoodie - King Of My City,1,"",189,"","65,558","65,558"
Sia - Floating Through Space,1,"",119,"","65,552","65,552"
Logic - Soul Food II,1,"",154,"","65,551","65,551"
Don Henley - The Boys Of Summer,1,"",113,"","65,535","65,535"
Biffy Clyro - North Of No South,1,"",129,"","65,532","65,532"
Muse - Revolt,3,"",115,"","25,683","65,527"
Ghetts - IC3,1,"",147,"","65,522","65,522"
Robbie Williams - Feel,1,"",76,"","65,509","65,509"
Headie One - Issa Mood,1,"",128,"","65,489","65,489"
James - Sit Down,1,"",110,"","65,486","65,486"
Charli XCX - Constant Repeat,1,"",152,"","65,446","65,446"
Chase & Status - Mixed Emotions,1,"",197,"","65,434","65,434"
NF - Leave Me Alone,1,"",142,"","65,409","65,409"
AJ Tracey - Coupé,1,"",149,"","65,395","65,395"
BTS - Born Singer,1,"",165,"","65,392","65,392"
Anne-Marie - SAD B!TCH,1,"",200,"","65,391","65,391"
Major Lazer - Titans,1,"",132,"","65,364","65,364"
TOOL - Invincible,1,"",153,"","65,364","65,364"
Trippie Redd - Excitement,1,"",109,"","65,358","65,358"
Meek Mill - Tic Tac Toe,1,"",182,"","65,357","65,357"
Central Cee - Lil Bro,1,"",155,"","65,333","65,333"
The Killers - Rut,1,"",104,"","65,315","65,315"
Florence + The Machine - 100 Years,1,"",160,"","65,312","65,312"
Headie One - Rubbery Bandz,1,"",142,"","65,311","65,311"
Digga D - Clout Is Killing My People,1,"",134,"","65,293","65,293"
MF DOOM - Rapp Snitch Knishes feat. Mr. Fantastik,1,"",80,"","65,284","65,284"
Pharrell Williams - Entrepreneur,1,"",117,"","65,277","65,277"
AC/DC - Thunderstruck,3,"",114,"","25,753","65,232"
Lil Durk - Golden Child,1,"",150,"","65,222","65,222"
Bru-C - Paradise,1,"",149,"","65,209","65,209"
Potter Payper - Science,1,"",116,"","65,200","65,200"
Olly Murs - Love Me Again,1,"",138,"","65,200","65,200"
Tory Lanez - P.A.I.N,1,"",140,"","65,093","65,093"
G-Eazy - Provide,1,"",120,"","65,085","65,085"
Ski Mask The Slump God - Foot Fungus,1,"",184,"","65,075","65,075"
Gwen Stefani - Rich Girl,2,"",112,"","40,269","65,048"
Migos - Picasso,1,"",167,"","65,042","65,042"
Lil Baby - Shiest Talk,1,"",190,"","65,037","65,037"
D-Block Europe - Last Night In Barcelona,1,"",148,"","65,034","65,034"
Joji - Upgrade,1,"",133,"","65,006","65,006"
Little Mix - Your Love,2,"",182,"","35,030","64,984"
DaBaby - BLAME IT ON BABY,1,"",118,"","64,980","64,980"
Giggs - SHOW ME RESPECT,1,"",181,"","64,952","64,952"
JAMIE WEBSTER - Allez Allez Allez,1,"",136,"","64,930","64,930"
Russ Millions - Pisces,1,"",144,"","64,914","64,914"
Unknown T - Often,1,"",182,"","64,904","64,904"
Miley Cyrus - Rockin' Around The Christmas Tree - Recorded at Spotify Studios NYC,1,"",200,"","64,871","64,871"
Childish Gambino - 0.00,1,"",111,"","64,864","64,864"
Red Hot Chili Peppers - Aquatic Mouth Dance,1,"",158,"","64,852","64,852"
MIST - Display Skills,1,"",141,"","64,836","64,836"
Mark Ronson - Pieces of Us,1,"",153,"","64,821","64,821"
Loski - Rolling Dice,1,"",150,"","64,789","64,789"
Khalid - 9.13,1,"",133,"","64,785","64,785"
Miley Cyrus - D.R.E.A.M.,1,"",153,"","64,781","64,781"
Logic - Wizard Of Oz,1,"",119,"","64,757","64,757"
Miley Cyrus - Unholy,1,"",154,"","64,738","64,738"
Sugababes - Hole In The Head,2,"",170,"","39,854","64,728"
Hayley Kiyoko - What I Need,1,"",118,"","64,690","64,690"
XXXTENTACION - Ex Bitch,1,"",197,"","64,681","64,681"
Bastille - Bad Decisions,1,"",144,"","64,675","64,675"
Meek Mill - Splash Warning,1,"",187,"","64,675","64,675"
Tom Jones - It's Not Unusual,1,"",132,"","64,659","64,659"
Lana Del Rey - Not All Who Wander Are Lost,1,"",142,"","64,640","64,640"
Little Simz - Woman,1,"",135,"","64,629","64,629"
BROCKHAMPTON - THUG LIFE,1,"",128,"","64,627","64,627"
Gavin James - Hearts On Fire,1,"",117,"","64,625","64,625"
Madonna - 4 Minutes - Featuring Justin Timberlake and Timbaland Edit,2,"",135,"","32,874","64,620"
Slipknot - Red Flag,1,"",137,"","64,600","64,600"
Childish Gambino - Zombies,1,"",102,"","64,556","64,556"
Lil Pump - Racks on Racks,1,"",147,"","64,554","64,554"
Madvillain - Accordion,1,"",84,"","64,552","64,552"
Foo Fighters - Dirty Water,1,"",105,"","64,546","64,546"
DaBaby - TALK ABOUT IT,1,"",121,"","64,535","64,535"
Glenn Miller - Chattanooga Choo Choo,1,"",159,"","64,525","64,525"
Lil Baby - Man of my Word,1,"",165,"","64,524","64,524"
James Blake - Assume Form,1,"",145,"","64,524","64,524"
Lewis Capaldi - Mercy,1,"",118,"","64,519","64,519"
Paramore - Grudges,1,"",130,"","64,517","64,517"
Young Thug - Rich Nigga Shit,1,"",155,"","64,472","64,472"
Paramore - Caught In The Middle,1,"",131,"","64,459","64,459"
Arthur Askey - Kiss Me Goodnight Sergeant Major,1,"",160,"","64,450","64,450"
AJ Tracey - Summertime Shootout,1,"",157,"","64,427","64,427"
D-Block Europe - Man In The Mirror,1,"",169,"","64,421","64,421"
Janelle Monáe - I Got The Juice,1,"",152,"","64,409","64,409"
Lauv - Invisible Things,1,"",161,"","64,384","64,384"
Sam Fender - Mantra,1,"",139,"","64,372","64,372"
Logic - Grandpa's Space Ship,1,"",120,"","64,371","64,371"
BLACKPINK - You Never Know,1,"",155,"","64,358","64,358"
Gunna - MET GALA,1,"",145,"","64,336","64,336"
The Killers - Dying Breed,1,"",120,"","64,321","64,321"
Bruno Mars - Perm,2,"",176,"","34,383","64,305"
Elvis Presley - Santa Bring My Baby Back (To Me),1,"",128,"","64,303","64,303"
GRM Daily - Double Trouble,1,"",110,"","64,238","64,238"
Mooski - Track Star,1,"",161,"","64,221","64,221"
D-Block Europe - Lonely Lovers,1,"",171,"","64,218","64,218"
Imagine Dragons - Cool Out,1,"",142,"","64,209","64,209"
David Bowie - Modern Love - 1999 Remaster,2,"",108,"","41,373","64,209"
BLACKPINK - Tally,1,"",158,"","64,193","64,193"
Busta Rhymes - Look Over Your Shoulder,1,"",168,"","64,190","64,190"
Bridgit Mendler - Ready or Not,1,"",172,"","64,179","64,179"
Mumford & Sons - October Skies,1,"",155,"","64,177","64,177"
ABBA - Bumblebee,1,"",162,"","64,173","64,173"
Tom Grennan - Never be a Right Time,1,"",130,"","64,168","64,168"
Giggs - RUN ME DOWN,1,"",185,"","64,159","64,159"
DJ Jazzy Jeff & The Fresh Prince - The Fresh Prince of Bel-Air,2,"",75,"","44,704","64,144"
Chris Brown - Pitch Black,1,"",169,"","64,138","64,138"
The Kid LAROI - BAD NEWS,1,"",158,"","64,136","64,136"
alt-J - The Actor,1,"",169,"","64,110","64,110"
Wolf Alice - Safe From Heartbreak (if you never fall in love),1,"",168,"","64,102","64,102"
Tate McRae - working,1,"",132,"","64,090","64,090"
Lorde - Dominoes,1,"",140,"","64,083","64,083"
Kygo - Hot Stuff,1,"",121,"","64,078","64,078"
M Huncho - Party,1,"",170,"","64,076","64,076"
Lil Uzi Vert - Trap This Way (This Way),1,"",148,"","64,076","64,076"
Tame Impala - One More Hour,1,"",200,"","64,069","64,069"
Florence + The Machine - Moderation,1,"",158,"","64,068","64,068"
Tyga - Feel Me,1,"",78,"","64,032","64,032"
DJ Khaled - LET'S PRAY,1,"",158,"","64,031","64,031"
Adele - Don't You Remember,1,"",159,"","64,027","64,027"
The Script - Run Through Walls,1,"",122,"","64,016","64,016"
YUNGBLUD - mars,1,"",147,"","63,992","63,992"
Miley Cyrus - Never Be Me,1,"",148,"","63,991","63,991"
Jorja Smith - Tomorrow,1,"",145,"","63,966","63,966"
Meat Loaf - It's All Coming Back To Me Now,1,"",154,"","63,941","63,941"
Vampire Weekend - This Life,1,"",140,"","63,939","63,939"
Avril Lavigne - Bois Lie,1,"",157,"","63,928","63,928"
Hozier - To Noise Making (Sing),1,"",169,"","63,900","63,900"
Caribou - New Jade,1,"",147,"","63,880","63,880"
Lil Wayne - Problems,1,"",138,"","63,871","63,871"
G-Eazy - Sober,1,"",135,"","63,862","63,862"
Gunna - MOTW,1,"",148,"","63,858","63,858"
blink-182 - The First Time,1,"",147,"","63,858","63,858"
Loski - Teddy Bruckshot 2,1,"",145,"","63,819","63,819"
DaBaby - SAD SH*T,1,"",123,"","63,818","63,818"
Tory Lanez - Thoughts,1,"",136,"","63,796","63,796"
A$AP Rocky - Jukebox Joints,3,"",133,"","22,420","63,789"
Gorillaz - Pac-Man,1,"",165,"","63,776","63,776"
Deno - Drizzy,1,"",165,"","63,743","63,743"
Drake - Lust For Life,1,"",174,"","63,737","63,737"
Tory Lanez - The Cry,1,"",137,"","63,716","63,716"
Gorillaz - She's My Collar,1,"",125,"","63,677","63,677"
ZAYN - Calamity,1,"",134,"","63,670","63,670"
Central Cee - Eurovision,1,"",159,"","63,669","63,669"
Headie One - All Day,1,"",141,"","63,642","63,642"
The Weeknd - Missed You - Bonus Track,1,"",113,"","63,634","63,634"
Trippie Redd - Danny Phantom,1,"",141,"","63,632","63,632"
Gunna - GIMMICK,1,"",149,"","63,620","63,620"
Twenty One Pilots - The Outside,1,"",168,"","63,605","63,605"
BROCKHAMPTON - HEAVEN BELONGS TO YOU,1,"",146,"","63,573","63,573"
Burna Boy - JA ARA E,1,"",156,"","63,554","63,554"
Wizkid - Longtime,1,"",172,"","63,515","63,515"
NF - JUST LIKE YOU,1,"",139,"","63,471","63,471"
MIST - Dreams to Reality,1,"",145,"","63,457","63,457"
HAIM - Gasoline,1,"",121,"","63,456","63,456"
BTS - Stay Gold,1,"",112,"","63,440","63,440"
Sigrid - Schedules,1,"",148,"","63,434","63,434"
Horrid1 - Bine,1,"",143,"","63,414","63,414"
John Legend - I Know Better,2,"",184,"","35,535","63,413"
D-Block Europe - Whistle,1,"",154,"","63,400","63,400"
David Bowie - Dancing in the Street - 2002 Remaster,2,"",129,"","36,384","63,353"
Migos - Type Shit,1,"",181,"","63,348","63,348"
Coldplay - Sunrise,1,"",136,"","63,340","63,340"
Loyle Carner - Krispy,1,"",167,"","63,317","63,317"
Rex Orange County - Every Way,1,"",154,"","63,303","63,303"
Lil Baby - Forever,1,"",150,"","63,301","63,301"
Gorillaz - Kansas,1,"",170,"","63,292","63,292"
N.E.R.D - Don't Don't Do It!,1,"",147,"","63,279","63,279"
Linkin Park - From The Inside,1,"",126,"","63,269","63,269"
Solange - Things I Imagined,1,"",172,"","63,267","63,267"
PARTYNEXTDOOR - PGT,1,"",152,"","63,254","63,254"
Konstrakta - In corpore sano,1,"",128,"","63,246","63,246"
BROCKHAMPTON - COUNT ON ME,1,"",177,"","63,242","63,242"
BROCKHAMPTON - BERLIN,1,"",133,"","63,216","63,216"
5 Seconds of Summer - Airplanes,3,"",141,"","26,874","63,205"
Måneskin - THE LONELIEST,1,"",159,"","63,202","63,202"
Lana Del Rey - Young And Beautiful,1,"",198,"","63,202","63,202"
Young Thug - Livin It Up,1,"",163,"","63,189","63,189"
NSG - Grandad,1,"",114,"","63,168","63,168"
Potter Payper - Round Here,1,"",123,"","63,149","63,149"
Lil Baby - Medical,1,"",176,"","63,139","63,139"
Stefflon Don - Pretty Girl,1,"",135,"","63,131","63,131"
Twenty One Pilots - Legend,1,"",154,"","63,127","63,127"
KSI - Champagne,1,"",167,"","63,126","63,126"
Abra Cadabra - Trenches,1,"",196,"","63,123","63,123"
Paramore - Idle Worship,1,"",134,"","63,123","63,123"
BROCKHAMPTON - ST. PERCY,1,"",148,"","63,095","63,095"
Young Stoner Life - Slatty,1,"",167,"","63,080","63,080"
Logic - Everybody Dies,1,"",142,"","63,075","63,075"
ZAYN - MiNd Of MiNdd (Intro),2,"",131,"","38,057","63,066"
Huncho Jack - Go,1,"",170,"","63,065","63,065"
SAINT PHNX - Make Us Dream,1,"",144,"","63,054","63,054"
Rude Kid - Essex Girls,1,"",190,"","63,050","63,050"
Juice WRLD - Who Shot Cupid?,1,"",184,"","63,035","63,035"
Krept & Konan - Revenge Is Sweet,1,"",127,"","63,029","63,029"
Disclosure - ENERGY - Edit,1,"",153,"","63,026","63,026"
Charli XCX - 5 In The Morning,1,"",132,"","63,000","63,000"
Foo Fighters - Holding Poison,1,"",137,"","62,972","62,972"
Pusha T - Just So You Remember,1,"",145,"","62,972","62,972"
Future - Rent Money,1,"",86,"","62,926","62,926"
Big Sean - Go Legend (& Metro Boomin),1,"",138,"","62,902","62,902"
Jack Harlow - State Fair,1,"",178,"","62,900","62,900"
Mac Miller - What's the Use?,1,"",117,"","62,883","62,883"
Tove Lo - Disco Tits,1,"",99,"","62,883","62,883"
Lorde - Big Star,1,"",145,"","62,864","62,864"
Britney Spears - Womanizer,1,"",115,"","62,849","62,849"
R. Kelly - I Believe I Can Fly,2,"",133,"","35,772","62,840"
Foals - Cafe D'Athens,1,"",185,"","62,830","62,830"
Muse - Will Of The People,1,"",166,"","62,828","62,828"
Khalid - Alive,1,"",171,"","62,821","62,821"
Nafe Smallz - Phones Off,1,"",129,"","62,818","62,818"
R3HAB - Flames,1,"",142,"","62,803","62,803"
Gorillaz - Hollywood,1,"",171,"","62,791","62,791"
The Chainsmokers - High,1,"",159,"","62,783","62,783"
alt-J - House Of The Rising Sun,1,"",106,"","62,783","62,783"
Florence + The Machine - The End Of Love,1,"",172,"","62,780","62,780"
KIDS SEE GHOSTS - Kids See Ghosts,1,"",149,"","62,776","62,776"
The Kid LAROI - WRONG,1,"",168,"","62,773","62,773"
Coldplay - Daddy,1,"",139,"","62,772","62,772"
Roddy Ricch - 25 million,1,"",197,"","62,739","62,739"
Trippie Redd - Missing My Idols,1,"",136,"","62,730","62,730"
Little Mix - Nobody Like You,2,"",194,"","33,522","62,726"
Coldplay - People of The Pride,1,"",168,"","62,722","62,722"
K-Trap - Pour It Up,1,"",138,"","62,695","62,695"
Sia - Courage to Change,1,"",138,"","62,693","62,693"
Liam Gallagher - Better Days,1,"",146,"","62,669","62,669"
DaBaby - INTRO,1,"",163,"","62,647","62,647"
Lana Del Rey - Yosemite,1,"",149,"","62,639","62,639"
"New Kids On The Block - Merry, Merry Christmas",1,"",181,"","62,639","62,639"
Kesha - Cannibal,1,"",155,"","62,617","62,617"
dutchavelli - Black,1,"",158,"","62,604","62,604"
The Prodigy - Voodoo People (Pendulum Mix),1,"",142,"","62,563","62,563"
Joshua Bassett - Lie Lie Lie,1,"",137,"","62,550","62,550"
Kylie Minogue - Say Something,1,"",169,"","62,527","62,527"
Slipknot - The Dying Song (Time To Sing),1,"",123,"","62,487","62,487"
Lil Uzi Vert - Come This Way,1,"",155,"","62,471","62,471"
BTS - Interlude : Shadow,1,"",171,"","62,466","62,466"
Justin Timberlake - SoulMate,1,"",153,"","62,464","62,464"
D-Block Europe - Birth Sign,1,"",165,"","62,461","62,461"
Burna Boy - 23,1,"",152,"","62,461","62,461"
Simply Red - Holding Back the Years - 2008 Remaster,2,"",136,"","39,272","62,450"
KSI - Beerus,1,"",170,"","62,446","62,446"
Sam Smith - So Serious,1,"",174,"","62,438","62,438"
BTS - Outro : Ego,1,"",172,"","62,437","62,437"
HAIM - Summer Girl,1,"",167,"","62,434","62,434"
Kylie Minogue - A Lifetime to Repair,1,"",123,"","62,416","62,416"
Lil Baby - Deep End (Lil Baby & Gunna),1,"",156,"","62,409","62,409"
