Artist,Total,Today,1M,2M,3M,4M,5M
Y2K & bbno$,"1,136,783",0,1,0,0,0,0
"J Balvin, Dua Lipa, Bad Bunny & Tainy","1,136,424",0,1,0,0,0,0
Shawn Mendes & Justin Bieber,"1,133,728",0,1,0,0,0,0
ジャスティン・ビーバー,"1,133,678",0,0,0,0,0,0
Marracash,"1,130,363",219,0,0,0,0,0
鄧紫棋,"1,129,751",113,0,0,0,0,0
Enrique Iglesias,"1,128,533",0,0,0,0,0,0
Mimi Webb,"1,127,801",0,0,0,0,0,0
Tom Grennan,"1,126,401",0,0,0,0,0,0
Purple Disco Machine & Sophie and the Giants,"1,121,638",0,0,0,0,0,0
Jess Glynne,"1,116,648",0,0,0,0,0,0
Eden Hason,"1,114,679",187,0,0,0,0,0
"Joel Corry, RAYE & David Guetta","1,113,255",0,1,0,0,0,0
"Imagine Dragons, JID & League of Legends","1,106,758",0,1,0,0,0,0
Gucci Mane,"1,105,557",0,0,0,0,0,0
Iñigo Quintero,"1,104,360",987,1,0,0,0,0
"The Weeknd, Kendrick Lamar","1,097,663",0,1,0,0,0,0
Bailey Zimmerman,"1,095,288",362,0,0,0,0,0
Bryson Tiller,"1,092,638","1,967",0,0,0,0,0
Martin Garrix & Troye Sivan,"1,087,288",0,1,0,0,0,0
"Silk City, Dua Lipa","1,084,447",0,1,0,0,0,0
瘦子E.SO,"1,084,201",0,0,0,0,0,0
Bobby Helms,"1,080,923",0,1,0,0,0,0
Zion & Lennox,"1,077,073",0,0,0,0,0,0
Nicky Youre & Dazy,"1,076,957",0,1,0,0,0,0
Big Baby Tape,"1,074,415",0,0,0,0,0,0
Lacrim,"1,073,687",397,0,0,0,0,0
Annalisa,"1,070,616",704,0,0,0,0,0
"Alan Walker, Noah Cyrus & Digital Farm Animals","1,069,799",0,1,0,0,0,0
"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble","1,065,779",0,1,0,0,0,0
Oasis,"1,064,858",564,0,0,0,0,0
Quevedo,"1,062,626",369,0,0,0,0,0
ZICO,"1,062,090","2,245",0,0,0,0,0
AJ Tracey,"1,059,485",0,0,0,0,0,0
"Jay Wheeler, DJ Nelson & Myke Towers","1,057,228",6,1,0,0,0,0
Ella Mai,"1,056,576",0,0,0,0,0,0
The Goo Goo Dolls,"1,055,438",722,1,0,0,0,0
Stray Kids,"1,042,799",0,0,0,0,0,0
"Nio García, Casper Mágico & Bad Bunny","1,040,845",0,1,0,0,0,0
Alec Benjamin,"1,036,757",0,0,0,0,0,0
DAOKO×米津玄師,"1,035,944",0,0,0,0,0,0
뉴진스,"1,033,876","1,986",0,0,0,0,0
Marco Mengoni,"1,032,231",42,0,0,0,0,0
Chris Stapleton,"1,029,893","1,252",0,0,0,0,0
Nina Chuba,"1,026,414","1,214",0,0,0,0,0
Bausa,"1,026,063",14,0,0,0,0,0
DISH//,"1,022,533",0,0,0,0,0,0
Official HIGE DANdism,"1,021,835",977,0,0,0,0,0
Calvin Harris & Ellie Goulding,"1,021,334",0,1,0,0,0,0
Gazapizm,"1,015,846",0,0,0,0,0,0
Swedish House Mafia & The Weeknd,"1,014,903",129,1,0,0,0,0
Sabrina Carpenter,"1,012,639","17,076",0,0,0,0,0
Tulus,"1,011,931",212,0,0,0,0,0
Bad Bunny & ROSALÍA,"1,011,021",46,1,0,0,0,0
The Carters,"1,009,497",0,0,0,0,0,0
ROSÉ,"1,008,111",0,0,0,0,0,0
YOUNGOHM,"1,004,977",0,0,0,0,0,0
JENNIE (from BLACKPINK),"1,004,272",0,1,0,0,0,0
Elton John,"1,003,781",64,0,0,0,0,0
Fred De Palma,"1,003,190",0,0,0,0,0,0
Liam Payne & Rita Ora,"1,000,768",0,1,0,0,0,0
Lipta,"995,273",0,0,0,0,0,0
Zara Larsson,"994,301",123,0,0,0,0,0
MEYOU,"992,782","1,638",0,0,0,0,0
Headie One,"991,091",0,0,0,0,0,0
The Weeknd & Madonna,"988,573",97,0,0,0,0,0
Asake,"987,746",501,0,0,0,0,0
"David Guetta, Becky Hill & Ella Henderson","985,919",0,0,0,0,0,0
IZ*ONE,"982,977",0,0,0,0,0,0
Khalid & Disclosure,"981,040",0,0,0,0,0,0
Gazzelle,"980,117",823,0,0,0,0,0
Rkomi,"974,894",0,0,0,0,0,0
Elley Duhé,"973,836",0,0,0,0,0,0
AC/DC,"973,453",197,0,0,0,0,0
Libianca,"972,963",0,0,0,0,0,0
Eva,"972,136",242,0,0,0,0,0
Udo Lindenberg & Apache 207,"966,173","1,268",0,0,0,0,0
Sefo,"965,945",405,0,0,0,0,0
Mabel Matiz,"963,811",567,0,0,0,0,0
Gzuz,"962,604",74,0,0,0,0,0
Ariana Grande & Social House,"954,254",97,0,0,0,0,0
Pharaoh,"952,376",0,0,0,0,0,0
Jhené Aiko,"951,535",198,0,0,0,0,0
Peggy Gou,"949,093",37,0,0,0,0,0
LSD,"946,896",0,0,0,0,0,0
Tedua,"945,054","5,569",0,0,0,0,0
Sangiovanni,"943,900",0,0,0,0,0,0
Only Monday,"941,940","1,739",0,0,0,0,0
Lorde,"939,976",0,0,0,0,0,0
Feduk,"937,933",0,0,0,0,0,0
Meduza & Goodboys,"936,795",0,0,0,0,0,0
Rich The Kid,"936,153",0,0,0,0,0,0
盧廣仲,"935,028",0,0,0,0,0,0
"DJ Luian, Mambo Kingz & Anuel AA","934,055",8,0,0,0,0,0
Nathan Dawe,"933,301",704,0,0,0,0,0
Leony,"932,534",497,0,0,0,0,0
Loren Allred,"932,310",0,0,0,0,0,0
blackbear,"931,116",0,0,0,0,0,0
BlocBoy JB,"930,924",0,0,0,0,0,0
Maroon 5 & Megan Thee Stallion,"928,194",0,0,0,0,0,0
Pink Sweat$,"928,073",0,0,0,0,0,0
Vegedream,"928,028",0,0,0,0,0,0
Kabza De Small,"927,238",88,0,0,0,0,0
OBOY,"925,905",0,0,0,0,0,0
YEW,"925,070",718,0,0,0,0,0
Lauren Spencer-Smith,"924,196",0,0,0,0,0,0
変態紳士クラブ,"923,525",0,0,0,0,0,0
UrboyTJ,"921,866",129,0,0,0,0,0
Cairokee,"921,804",857,0,0,0,0,0
Ben Fero,"921,493",0,0,0,0,0,0
Rauw Alejandro & Chencho Corleone,"919,996",105,0,0,0,0,0
"Tainy, Anuel AA & Ozuna","918,370",474,0,0,0,0,0
Jorja Smith,"917,773",0,0,0,0,0,0
WanYai,"916,437",0,0,0,0,0,0
G-Eazy,"915,935",0,0,0,0,0,0
Wegz,"911,126",270,0,0,0,0,0
BIG Naughty,"909,605",257,0,0,0,0,0
Sido,"908,163",0,0,0,0,0,0
Wanna One,"907,654",0,0,0,0,0,0
Lil Tjay & 6LACK,"907,577",0,0,0,0,0,0
Natti Natasha & Ozuna,"907,024",0,0,0,0,0,0
Brenda Lee,"906,517",0,0,0,0,0,0
Maître Gims,"903,031",0,0,0,0,0,0
Veysel,"899,131",0,0,0,0,0,0
Edis,"898,864",121,0,0,0,0,0
Reik,"896,130",14,0,0,0,0,0
MATRANG,"895,954",464,0,0,0,0,0
Oliver Tree & Robin Schulz,"895,266",0,0,0,0,0,0
kizaru,"894,930",0,0,0,0,0,0
Azet,"894,886",0,0,0,0,0,0
"Bad Bunny, Jowell Y Randy & Ñengo Flow","894,270",122,0,0,0,0,0
緑黄色社会,"890,390",587,0,0,0,0,0
José Feliciano,"889,690",0,0,0,0,0,0
"Rich Music LTD, Sech & Dalex","886,806",0,0,0,0,0,0
Pop Pongkool,"886,779",276,0,0,0,0,0
Marshmello & Jonas Brothers,"886,045",0,0,0,0,0,0
Kaaris,"884,421",107,0,0,0,0,0
Bebe Rexha & Florida Georgia Line,"882,296",0,0,0,0,0,0
Soolking,"880,845",0,0,0,0,0,0
"Ziv Zaifman, Hugh Jackman & Michelle Williams","880,180",0,0,0,0,0,0
Stromae,"877,711",0,0,0,0,0,0
Yüzyüzeyken Konuşuruz,"877,023",22,0,0,0,0,0
Vald,"875,243",0,0,0,0,0,0
呂爵安,"873,005",206,0,0,0,0,0
Natasha Bedingfield,"872,466","2,365",0,0,0,0,0
Master KG,"871,351",0,0,0,0,0,0
Gambi,"871,115",0,0,0,0,0,0
Mahmood,"869,588",673,0,0,0,0,0
宇多田ヒカル,"868,023",113,0,0,0,0,0
Pamungkas,"867,328",0,0,0,0,0,0
Morat,"866,809",31,0,0,0,0,0
WINNER,"861,159",0,0,0,0,0,0
"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto - Cast","860,019",0,0,0,0,0,0
AKMU,"859,605",900,0,0,0,0,0
Lil Tjay,"858,655",0,0,0,0,0,0
Drax Project,"857,047",0,0,0,0,0,0
"Migos, Nicki Minaj & Cardi B","856,724",0,0,0,0,0,0
RIIZE,"853,477","2,439",0,0,0,0,0
Carl Brave,"853,359",0,0,0,0,0,0
MHD,"851,235",0,0,0,0,0,0
Lil Kleine,"849,447",0,0,0,0,0,0
Jamule,"849,295",0,0,0,0,0,0
NAV,"847,529",0,0,0,0,0,0
"¥$, Kanye West & Ty Dolla $ign","846,191",0,0,0,0,0,0
MARKUL,"844,100",0,0,0,0,0,0
NMIXX,"843,958",373,0,0,0,0,0
Cheat Codes,"842,091",0,0,0,0,0,0
Azet & Zuna,"839,222",0,0,0,0,0,0
Gunna & Future,"839,052",0,0,0,0,0,0
Travis Scott & HVME,"837,948",0,0,0,0,0,0
Diego & Victor Hugo,"835,882",0,0,0,0,0,0
スピッツ,"835,572",612,0,0,0,0,0
Offset & Metro Boomin,"833,860",0,0,0,0,0,0
Juice WRLD & Marshmello,"833,779",0,0,0,0,0,0
KAROL G & Shakira,"833,541",314,0,0,0,0,0
林宥嘉,"833,448",502,0,0,0,0,0
Brent Faiyaz,"832,905",0,0,0,0,0,0
JAY-Z,"832,689",0,0,0,0,0,0
John Legend,"830,423",0,0,0,0,0,0
데이식스,"829,851","1,894",0,0,0,0,0
柳應廷,"827,850",0,0,0,0,0,0
Toto,"826,600",147,0,0,0,0,0
Omah Lay,"825,814",353,0,0,0,0,0
Sheck Wes,"825,400",0,0,0,0,0,0
MAC MILLER,"823,026",0,0,0,0,0,0
Bizarrap & Shakira,"822,868",8,0,0,0,0,0
Felix Jaehn,"820,826",0,0,0,0,0,0
Calin,"820,587","3,743",0,0,0,0,0
Louis Tomlinson,"820,454",0,0,0,0,0,0
Kygo & Imagine Dragons,"816,465",0,0,0,0,0,0
Hilltop Hoods,"814,923",0,0,0,0,0,0
蔡依林,"814,512",0,0,0,0,0,0
Sebastian Yatra,"813,466",0,0,0,0,0,0
Achille Lauro,"813,148",0,0,0,0,0,0
Playboi Carti,"812,132",0,0,0,0,0,0
Djo,"809,608","4,196",0,0,0,0,0
Mora,"809,170",607,0,0,0,0,0
Nicky Jam,"807,763",0,0,0,0,0,0
Zoe Wees,"806,633",0,0,0,0,0,0
Anuel AA & Haze,"805,200",745,0,0,0,0,0
"Galantis, David Guetta & Little Mix","804,454",0,0,0,0,0,0
F.HERO,"802,480",0,0,0,0,0,0
Nicki Minaj & Ice Spice,"802,406",0,0,0,0,0,0
Rauw Alejandro & Anuel AA,"801,902",0,0,0,0,0,0
"Tainy, Bad Bunny & Julieta Venegas","799,908",0,0,0,0,0,0
"THE SCOTTS, Travis Scott & Kid Cudi","796,073",0,0,0,0,0,0
Big Shaq,"795,051",0,0,0,0,0,0
Sezen Aksu,"794,072",610,0,0,0,0,0
YG,"792,476",0,0,0,0,0,0
Coi Leray,"791,819",0,0,0,0,0,0
Marwa Loud,"791,793",0,0,0,0,0,0
Landy,"790,531",210,0,0,0,0,0
Timal,"789,449",149,0,0,0,0,0
Karan Aujla & Ikky,"789,273","1,274",0,0,0,0,0
6LACK,"788,807",0,0,0,0,0,0
P!nk & Willow Sage Hart,"786,069",0,0,0,0,0,0
Макс Барских,"785,776",0,0,0,0,0,0
Lil Baby & Drake,"785,462",0,0,0,0,0,0
Shakin' Stevens,"785,317",0,0,0,0,0,0
Macklemore & Ryan Lewis,"779,978",0,0,0,0,0,0
Duncan Laurence,"777,160",0,0,0,0,0,0
STAYC,"776,960",0,0,0,0,0,0
Martin Garrix & David Guetta,"775,833",0,0,0,0,0,0
KSI,"773,344",0,0,0,0,0,0
RADWIMPS,"773,215",0,0,0,0,0,0
方皓玟,"773,179",28,0,0,0,0,0
Dua Lipa & BLACKPINK,"771,304",0,0,0,0,0,0
SERIOUS BACON,"769,537",261,0,0,0,0,0
Guilherme & Benuto,"769,088",29,0,0,0,0,0
Takagi & Ketra,"768,283",120,0,0,0,0,0
Band Aid,"766,433",0,0,0,0,0,0
The Chainsmokers & 5 Seconds of Summer,"764,864",0,0,0,0,0,0
Dean Martin,"763,981",0,0,0,0,0,0
Xolidayboy,"763,122","2,090",0,0,0,0,0
Cardi B & Bruno Mars,"762,541",0,0,0,0,0,0
Mr.Children,"761,845",108,0,0,0,0,0
Елена Темникова,"761,506",0,0,0,0,0,0
Tiara Andini,"761,224",700,0,0,0,0,0
椎名林檎,"759,367",90,0,0,0,0,0
Da-iCE,"759,338","1,338",0,0,0,0,0
Thegiornalisti,"759,218",0,0,0,0,0,0
Pooh Shiesty,"757,172",0,0,0,0,0,0
Karan Aujla,"754,078",475,0,0,0,0,0
Calum Scott,"754,026",0,0,0,0,0,0
Doja Cat & The Weeknd,"753,713",0,0,0,0,0,0
于文文,"753,113",0,0,0,0,0,0
Basta,"752,642","1,695",0,0,0,0,0
Jeremy Zucker,"750,304",0,0,0,0,0,0
Chris Rea,"749,134",0,0,0,0,0,0
ROSALÍA & J Balvin,"748,491",0,0,0,0,0,0
BLACKPINK & Selena Gomez,"748,480",0,0,0,0,0,0
Young T & Bugsey,"747,831",0,0,0,0,0,0
Separ,"746,901",106,0,0,0,0,0
Eslabon Armado & Peso Pluma,"746,654",119,0,0,0,0,0
Kehlani,"742,929",83,0,0,0,0,0
BIGBANG,"741,350",0,0,0,0,0,0
"Black Eyed Peas, Ozuna & J. Rey Soul","740,046",0,0,0,0,0,0
Freya Ridings,"739,801",0,0,0,0,0,0
ROSALÍA & Rauw Alejandro,"739,476",33,0,0,0,0,0
"Alan Walker, Sabrina Carpenter & Farruko","738,068",0,0,0,0,0,0
Mary Gu,"736,887",0,0,0,0,0,0
Osher Cohen,"735,536",746,0,0,0,0,0
J Balvin & Zion & Lennox,"734,046",0,0,0,0,0,0
Nico Santos,"732,897",0,0,0,0,0,0
Becky G & Natti Natasha,"732,670",0,0,0,0,0,0
청하,"732,192",0,0,0,0,0,0
Safeplanet,"731,261",51,0,0,0,0,0
Sophie Ellis-Bextor,"730,139",980,0,0,0,0,0
aimyon,"729,944",0,0,0,0,0,0
Ofenbach & Quarterhead,"729,165",0,0,0,0,0,0
Hornet La Frappe,"729,021",0,0,0,0,0,0
floyymenor & Cris Mj,"728,914","11,712",0,0,0,0,0
Frank Sinatra,"728,442",0,0,0,0,0,0
Marshmello & Kane Brown,"726,540","2,372",0,0,0,0,0
Samra & Capital Bra,"725,892",0,0,0,0,0,0
Jubël,"725,880",0,0,0,0,0,0
平井 大,"725,743",0,0,0,0,0,0
Offset,"725,206",0,0,0,0,0,0
Rag'n'Bone Man,"724,502",604,0,0,0,0,0
reezy,"724,045",870,0,0,0,0,0
Люся Чеботина,"722,348",733,0,0,0,0,0
嵐,"721,794",0,0,0,0,0,0
Peter Fox,"721,414",103,0,0,0,0,0
Lil Baby & Lil Durk,"720,893",0,0,0,0,0,0
twenty one pilots,"719,307",0,0,0,0,0,0
Arcángel & Bad Bunny,"719,098",90,0,0,0,0,0
Murda & Ezhel,"718,728",0,0,0,0,0,0
Bad Bunny & Rauw Alejandro,"717,785",0,0,0,0,0,0
Artemas,"717,540","8,839",0,0,0,0,0
Minelli,"717,516",0,0,0,0,0,0
Atom Chanakan,"717,361",781,0,0,0,0,0
八三夭,"717,217",0,0,0,0,0,0
J Balvin & Maria Becerra,"716,654",0,0,0,0,0,0
Xavi,"715,570","1,559",0,0,0,0,0
"Manuel Turizo, Rauw Alejandro & Myke Towers","715,274",0,0,0,0,0,0
"David Guetta, Anne-Marie & Coi Leray","714,962",6,0,0,0,0,0
RAF Camora & Bonez MC,"714,663",381,0,0,0,0,0
Lartiste,"714,228",0,0,0,0,0,0
MONATIK,"713,026",196,0,0,0,0,0
Fredo,"710,515",0,0,0,0,0,0
Capo,"709,788",0,0,0,0,0,0
Bad Bunny & Jhayco,"707,643",814,0,0,0,0,0
AP Dhillon,"706,790",532,0,0,0,0,0
MEAN,"704,919",0,0,0,0,0,0
"HUNCHO JACK, Travis Scott & Quavo","704,850",0,0,0,0,0,0
Carin Leon,"704,283",0,0,0,0,0,0
Juice WRLD & YoungBoy Never Broke Again,"704,080",0,0,0,0,0,0
李榮浩,"701,338",0,0,0,0,0,0
Kollegah & Farid Bang,"700,477",0,0,0,0,0,0
비오,"698,926",0,0,0,0,0,0
C. Tangana,"697,492",0,0,0,0,0,0
Charli XCX,"695,589",363,0,0,0,0,0
ROSALÍA & Travis Scott,"694,862",0,0,0,0,0,0
Feid & Young Miko,"694,313",831,0,0,0,0,0
Piso 21 & Micro Tdh,"694,034",172,0,0,0,0,0
Jax Jones & MNEK,"693,692",0,0,0,0,0,0
Мальбэк,"693,411",0,0,0,0,0,0
Aventura & Bad Bunny,"693,031",0,0,0,0,0,0
"Lunay, Daddy Yankee & Bad Bunny","693,008",0,0,0,0,0,0
Sam Fischer,"692,995",0,0,0,0,0,0
Freeze corleone,"692,808",0,0,0,0,0,0
Kabza De Small & DJ Maphorisa,"692,502",0,0,0,0,0,0
Zeynep Bastık,"692,061",549,0,0,0,0,0
Guè Pequeno,"691,975",0,0,0,0,0,0
Gemitaiz,"690,988",41,0,0,0,0,0
Lil Baby & 42 Dugg,"690,969",0,0,0,0,0,0
The Black Eyed Peas & J Balvin,"689,262",0,0,0,0,0,0
Mr.Rain,"688,271",0,0,0,0,0,0
thasup,"688,064",0,0,0,0,0,0
Ben&Ben,"687,236",139,0,0,0,0,0
Regard & Raye,"686,669",0,0,0,0,0,0
NLE Choppa,"686,587",0,0,0,0,0,0
Elodie,"686,345",839,0,0,0,0,0
JP Saxe & Julia Michaels,"686,260",0,0,0,0,0,0
Elton John & Britney Spears,"685,733",0,0,0,0,0,0
Bad Bunny & Mora,"685,667",0,0,0,0,0,0
Tha Supreme,"684,615",0,0,0,0,0,0
Creepy Nuts,"683,524","2,097",0,0,0,0,0
Nimo,"683,425",0,0,0,0,0,0
Danna Paola,"683,033",0,0,0,0,0,0
JUJU,"683,026",0,0,0,0,0,0
Sam Fender,"682,100",82,0,0,0,0,0
JVKE,"679,960",21,0,0,0,0,0
Kygo & Miguel,"679,928",0,0,0,0,0,0
Anitta & J Balvin,"679,664",0,0,0,0,0,0
Amy Shark,"679,474",0,0,0,0,0,0
Dan + Shay,"676,795",0,0,0,0,0,0
Bad Bunny & Sech,"675,115",0,0,0,0,0,0
Nea,"674,509",0,0,0,0,0,0
張惠妹,"673,663",107,0,0,0,0,0
マルーン5,"671,445",0,0,0,0,0,0
莫文蔚,"670,139",0,0,0,0,0,0
Kali Uchis,"670,045",0,0,0,0,0,0
ちゃんみな,"670,017",228,0,0,0,0,0
Wiz Khalifa,"669,593",0,0,0,0,0,0
Sebastián Yatra & Myke Towers,"669,587",0,0,0,0,0,0
HATIK,"669,092",0,0,0,0,0,0
Suzan & Freek,"669,046",21,0,0,0,0,0
"Ellie Goulding, Diplo & Swae Lee","668,021",0,0,0,0,0,0
Oxlade,"666,765",0,0,0,0,0,0
Kanye West & Ty Dolla $ign,"666,493",0,0,0,0,0,0
Post Malone & The Weeknd,"666,168",0,0,0,0,0,0
Bennett,"666,057","1,095",0,0,0,0,0
Reynmen,"664,935",876,0,0,0,0,0
Saweetie,"664,779",0,0,0,0,0,0
Future & Lil Uzi Vert,"664,377",0,0,0,0,0,0
Kylie Minogue,"663,400",0,0,0,0,0,0
Luan Santana,"663,192",0,0,0,0,0,0
YG Marley,"662,626",675,0,0,0,0,0
Franglish,"661,117","1,233",0,0,0,0,0
"The Weeknd, JENNIE & Lily Rose Depp","660,932","1,458",0,0,0,0,0
Machine Gun Kelly & blackbear,"660,546",0,0,0,0,0,0
Journey,"660,533",737,0,0,0,0,0
BLOK3,"660,194","1,083",0,0,0,0,0
Justin Quiles,"659,663",0,0,0,0,0,0
FIFTY FIFTY,"658,711",0,0,0,0,0,0
LF SYSTEM,"656,402",76,0,0,0,0,0
Alvaro Soler,"652,671",0,0,0,0,0,0
Fedez,"651,563",0,0,0,0,0,0
"David Guetta, Bebe Rexha & J Balvin","650,921",0,0,0,0,0,0
Anuel AA & Bad Bunny,"650,184",908,0,0,0,0,0
Yandel & Feid,"650,043",370,0,0,0,0,0
Tananai,"644,706",624,0,0,0,0,0
zzoilo & Aitana,"642,658",0,0,0,0,0,0
Nines,"642,075",0,0,0,0,0,0
Yandel,"640,595",163,0,0,0,0,0
Martin Garrix & Dua Lipa,"638,717",0,0,0,0,0,0
NO ONE ELSE,"638,552",58,0,0,0,0,0
10AGE,"637,768",0,0,0,0,0,0
Becky Hill & David Guetta,"637,454",0,0,0,0,0,0
Anuel AA & Karol G,"635,742",51,0,0,0,0,0
"Bad Bunny, Prince Royce & J Balvin","635,447",14,0,0,0,0,0
Sauti Sol,"635,131",0,0,0,0,0,0
Ryan Castro,"634,518",325,0,0,0,0,0
Fireboy DML & Ed Sheeran,"634,235",0,0,0,0,0,0
Baby K,"634,077",0,0,0,0,0,0
ZAYN & Taylor Swift,"633,695",0,0,0,0,0,0
Jason Derulo & Nuka,"633,547",0,0,0,0,0,0
187 Strassenbande,"633,020",0,0,0,0,0,0
Mora & Feid,"632,435",472,0,0,0,0,0
Kenshi Yonezu,"632,398","1,925",0,0,0,0,0
DA Uzi,"631,808",439,0,0,0,0,0
川崎鷹也,"630,535",0,0,0,0,0,0
Aaron Smith,"629,880",0,0,0,0,0,0
The Ronettes,"629,568",0,0,0,0,0,0
Reik & Maluma,"629,461",0,0,0,0,0,0
Lost Frequencies,"628,456",0,0,0,0,0,0
KAROL G & Peso Pluma,"628,224","1,116",0,0,0,0,0
Ernia,"627,321",56,0,0,0,0,0
JC,"626,036",0,0,0,0,0,0
Myke Towers & Juhn,"625,916",0,0,0,0,0,0
蔡健雅,"625,287",258,0,0,0,0,0
Metro Boomin & Future,"624,957",177,0,0,0,0,0
Mustard & Roddy Ricch,"621,863",0,0,0,0,0,0
KC Rebell & Summer Cem,"621,590",0,0,0,0,0,0
Emir Can İğrek,"621,485",43,0,0,0,0,0
SLAVA MARLOW,"621,146",0,0,0,0,0,0
KC Rebell,"621,041",0,0,0,0,0,0
Becky G. & KAROL G,"620,847",0,0,0,0,0,0
Sam Hunt,"619,545",0,0,0,0,0,0
Peso Pluma & Natanael Cano,"619,532",435,0,0,0,0,0
"Jul, SCH, Naps, Kofs, Elams, Solda, Houari & Soso Maness","617,437",0,0,0,0,0,0
Rocco Hunt,"615,015",138,0,0,0,0,0
J Balvin & Jowell & Randy,"614,624",0,0,0,0,0,0
Kevin Gates,"614,613",0,0,0,0,0,0
Azahriah,"613,241","1,261",0,0,0,0,0
S1mba,"612,842",0,0,0,0,0,0
L.A.B.,"612,769",0,0,0,0,0,0
李荣浩,"612,760",0,0,0,0,0,0
任然,"612,723",232,0,0,0,0,0
Bushido,"612,722",311,0,0,0,0,0
洪嘉豪,"611,973",306,0,0,0,0,0
Hugh Jackman & Zac Efron,"611,818",0,0,0,0,0,0
Kalash,"611,486",0,0,0,0,0,0
Sean Paul,"610,991",0,0,0,0,0,0
10cm,"608,872","1,090",0,0,0,0,0
Simge,"608,480",413,0,0,0,0,0
"Nathan Evans, 220 KID & Billen Ted","607,457",0,0,0,0,0,0
JP Saxe,"607,062",0,0,0,0,0,0
Tom Gregory,"605,905",0,0,0,0,0,0
dhruv,"605,428",0,0,0,0,0,0
JJ Lin,"605,034",552,0,0,0,0,0
Eyal Golan,"604,488",141,0,0,0,0,0
RK,"604,279","2,431",0,0,0,0,0
SHAED & ZAYN,"604,135",0,0,0,0,0,0
에픽하이,"603,807",0,0,0,0,0,0
Awesome City Club,"603,381",0,0,0,0,0,0
Mustard & Migos,"600,712",0,0,0,0,0,0
Kings of Leon,"600,148",344,0,0,0,0,0
MC Cheung Tinfu,"599,883",395,0,0,0,0,0
Face,"599,742",0,0,0,0,0,0
Cakal,"599,454",182,0,0,0,0,0
"Mau y Ricky, Manuel Turizo & Camilo","598,932",0,0,0,0,0,0
薛之謙,"597,385",0,0,0,0,0,0
"Nio García, Anuel AA & Myke Towers","597,289",0,0,0,0,0,0
Montez,"597,012",96,0,0,0,0,0
Sagopa Kajmer,"596,160",0,0,0,0,0,0
Eno,"594,592",0,0,0,0,0,0
Sean Paul & David Guetta,"594,362",0,0,0,0,0,0
Grupo Frontera & Bad Bunny,"592,835",166,0,0,0,0,0
2 Chainz,"591,582",0,0,0,0,0,0
Azahriah & Desh,"590,890",649,0,0,0,0,0
ずっと真夜中でいいのに。,"590,631",82,0,0,0,0,0
Güneş,"590,546",74,0,0,0,0,0
Jamie Miller,"590,248",0,0,0,0,0,0
NILETTO,"589,978",0,0,0,0,0,0
Rauw Alejandro & Farruko,"589,686",0,0,0,0,0,0
"Metro Boomin, Future & Chris Brown","589,388",0,0,0,0,0,0
Aleyna Tilki,"588,324",63,0,0,0,0,0
LE SSERAFIM & Nile Rodgers,"587,356",0,0,0,0,0,0
Olexesh,"586,928",0,0,0,0,0,0
Kelvin Momo,"586,747",19,0,0,0,0,0
"Ariana Grande, Miley Cyrus & Lana Del Rey","586,563",0,0,0,0,0,0
Tems,"586,249","1,311",0,0,0,0,0
Yzomandias,"582,979",35,0,0,0,0,0
サカナクション,"582,923",0,0,0,0,0,0
Ramz,"582,537",0,0,0,0,0,0
Mirror,"582,082",0,0,0,0,0,0
"Peso Pluma, Gabito Ballesteros & Junior H","580,990",974,0,0,0,0,0
Naza,"580,349",283,0,0,0,0,0
Clean Bandit & Mabel,"580,270",0,0,0,0,0,0
KeBlack,"579,590","2,015",0,0,0,0,0
Dark Polo Gang,"578,632",0,0,0,0,0,0
Ritviz,"578,410",0,0,0,0,0,0
Madame,"577,618",0,0,0,0,0,0
"Mora, Bad Bunny & Sech","576,605",0,0,0,0,0,0
StaySolidRocky,"576,286",0,0,0,0,0,0
アヴィーチー,"574,836",0,0,0,0,0,0
Palmy,"573,267",0,0,0,0,0,0
OG Buda,"572,541",0,0,0,0,0,0
Shouse,"570,828",0,0,0,0,0,0
JISOO,"570,512",0,0,0,0,0,0
Rauw Alejandro & Mr. Naisgai,"570,191",0,0,0,0,0,0
Buray,"569,123",0,0,0,0,0,0
James Arthur & Anne-Marie,"568,881",0,0,0,0,0,0
MAMAMOO,"567,289",0,0,0,0,0,0
"Alex Rose, Rauw Alejandro, Cazzu, Lenny Tavárez & Lyanno","566,271",0,0,0,0,0,0
Boza,"566,066",0,0,0,0,0,0
Luísa Sonza,"566,057",86,0,0,0,0,0
Flume,"565,526",0,0,0,0,0,0
Mustard,"565,241",0,0,0,0,0,0
Монеточка,"563,656","2,151",0,0,0,0,0
Muni Long,"563,613",82,0,0,0,0,0
Yng Lvcas & Peso Pluma,"563,179",40,0,0,0,0,0
"21 Savage, Offset & Metro Boomin","562,792",0,0,0,0,0,0
Lady Gaga & BLACKPINK,"562,675",0,0,0,0,0,0
Patrickananda,"562,598",0,0,0,0,0,0
Gazo & Tiakola,"560,700",780,0,0,0,0,0
Wolfine,"560,601",0,0,0,0,0,0
V $ X V PRiNCE,"560,487",271,0,0,0,0,0
Violette Wautier,"559,128",0,0,0,0,0,0
Lvbel C5,"558,049","1,269",0,0,0,0,0
Aitch,"557,571",0,0,0,0,0,0
