Artist and Title,Days,Pk,(x?),Total,Today
CNCO - Reggaetón Lento,94,71,"","702,020",43
Shakira - Dare,152,27,"","701,440",0
Morgan Wallen - Whiskey Glasses,180,74,"","701,321",161
Conkarah - Banana,139,13,"","701,107",0
Artemas - i like the way you kiss me,71,3,(x1),"700,823","9,827"
The Strumbellas - Spirits,144,53,"","699,940",0
Luke Combs - Forever After All,257,20,"","699,396",0
Ricky Martin - La Mordidita,11,77,"","698,889",45
Far East Movement - Turn Up the Love,130,44,"","698,888",0
The Black Keys - Lonely Boy,120,44,"","698,095",0
Jelly Roll - Son Of A Sinner,342,50,"","697,996",0
Nina Chuba - Wildberry Lillet,348,50,"","697,719",257
twocolors - Lovefool,206,28,"","697,605",0
Taylor Swift - willow,134,1,(x2),"695,907",0
Cassette - My Way,2,162,"","695,851",552
Michael Patrick Kelly - Beautiful Madness,252,37,"","695,691",0
Jack Harlow - First Class,135,4,"","693,223",0
ROSALÍA - DESPECHÁ,242,15,"","692,121",0
Toto - Africa,12,92,"","691,671",69
Gnarls Barkley - Crazy,16,97,"","691,179",40
Adele - Turning Tables,68,48,"","690,631",0
Sam Smith - Like I Can,189,52,"","690,191",0
"Metro Boomin, The Weeknd & 21 Savage - Creepin'",189,14,"","690,051",0
Lil Dicky - Freaky Friday,135,13,"","689,916",0
Imanbek & BYOR - Belly Dancer,226,24,"","689,517",0
Flo Rida - Turn Around,163,36,"","689,389",0
Kim Cesarion - Undressed,2,98,"","689,110",68
Blake Shelton - God's Country,236,60,"","687,958",0
Bakermat - One Day,118,48,"","687,363",23
Kygo & Ava Max - Whatever,138,1,(x3),"686,800","1,347"
The Black Eyed Peas - Where Is the Love,30,34,"","686,213",0
The xx - Intro,--,159,"","685,999",466
Chris Isaak - Wicked Game,41,47,"","685,331",0
Gossip - Move In the Right Direction,104,73,"","684,944",0
Selena Gomez & The Scene - Who Says,139,36,"","684,608",0
Katy Perry - Bon Appétit,96,7,"","684,314",0
Zach Bryan - Something in the Orange,280,45,"","683,139",303
Carlos Vives - Cuando Nos Volvamos a Encontrar,--,176,"","682,296",278
Hot Chelle Rae - Tonight Tonight,150,42,"","681,717",0
Troye Sivan - Angel Baby,253,20,"","681,230",120
James Arthur - Naked,158,18,"","680,923",0
Katy Perry - This Is How We Do,103,24,"","679,745",0
Jeremih & 50 Cent - Down On Me,162,26,"","679,683",0
Eminem - Rap God,70,5,"","679,452",0
"Ariana Grande - break up with your girlfriend, i'm bored",107,1,(x1),"679,393",0
Laleh - Some Die Young,2,88,"","679,094",26
Flume - Never Be Like You,135,54,"","678,883",0
"Alan Walker, Noah Cyrus & Digital Farm Animals - All Falls Down",196,21,"","676,210",0
Joel Corry & Tom Grennan - Lionheart,191,22,"","676,127",0
Louis Armstrong - What a Wonderful World,31,63,"","676,075",419
YOASOBI - Idol,298,21,"","676,011",716
"Phillip Phillips - Gone, Gone, Gone",25,80,"","675,895",0
Jess Glynne - I'll Be There,164,22,"","675,722",0
Empire of the Sun - Alive,115,47,"","675,722",0
Camila Cabello - Liar,146,2,(x1),"675,095",0
Beyoncé - XO,105,31,"","674,158",13
Tim Bendzko - Nur noch kurz die Welt retten,171,56,"","673,891",0
Michael Andrews & Gary Jules - Mad World,51,49,"","672,979",0
Post Malone - Goodbyes,113,5,"","672,909",0
Jung Kook - Dreamers,130,1,(x8),"672,607",0
Justin Bieber - Never Say Never,118,38,"","672,502",0
Shakin' Stevens - Merry Christmas Everyone,174,20,"","670,938",0
Cody Johnson - 'Til You Can't,275,36,"","670,581",271
Imagine Dragons - Wrecked,222,14,"","670,519",159
J Balvin - 6 AM,--,167,"","669,352",0
Jamie Woon - Shoulda,--,135,"","668,673",0
Chaël - Don't Speak,--,266,"","668,493",597
Ed Sheeran - Visiting Hours,122,3,(x1),"666,837",0
Jason Derülo - Tip Toe,162,20,"","663,901",0
Creeds - Push Up,263,27,"","663,731",206
Surfaces - Sunday Best,200,27,"","663,450",0
Rihanna - Right Now,103,12,"","662,531",0
Jeremih - Don't Tell 'Em,132,43,"","661,340",0
LiSA - homura,227,39,"","661,242",0
Rixton - Me and My Broken Heart,143,42,"","660,637",0
Maluma - La Temperatura,--,247,"","660,018",247
Jon Bellion - All Time Low,115,44,"","659,706",0
Harry Styles - Falling,202,25,"","659,595",0
Imagine Dragons - I Bet My Life,136,11,"","659,114",0
Anne-Marie - Ciao Adios,129,43,"","657,646",0
Ava Max - Torn,195,19,"","657,626",0
Johannes Oerding - An guten Tagen,241,50,"","657,130",202
Maná - Mi Verdad,73,46,"","656,875",16
Ke$ha - Blow,134,32,"","656,377",0
Dominic Fike - 3 Nights,242,48,"","656,364",0
Kungs - Don't You Know,131,42,"","655,890",0
MKTO - Classic,62,25,"","655,566",0
Y2K & bbno$ - Lalala,200,17,"","652,636",0
Vicetone & Tony Igy - Astronomia,139,5,"","652,267",0
Jason Derülo - Acapulco,221,27,"","651,984",0
Marc Anthony - Flor Pálida,--,352,"","651,713",242
Freya Ridings - Lost Without You,264,57,"","651,588",0
Manuel Carrasco - Qué Bonito Es Querer,--,271,"","651,203",511
Halsey - You should be sad,140,14,"","648,449",0
Macklemore - And We Danced,9,92,"","648,440",0
John Legend - Tonight,--,149,"","648,131",0
Paloma Faith - Only Love Can Hurt Like This,42,89,"","647,420",0
Bazzi - Beautiful,187,7,"","647,340",0
MISIA - アイノカタチ,164,114,"","646,641",0
Enrique Iglesias - Heartbeat,127,23,"","646,402",0
Drake - Started from the Bottom,102,44,"","645,981",0
Bob Sinclar & Raffaella Carra - Far l'amore,136,28,"","645,750",0
LA Vision & Gigi D'Agostino - Hollywood,215,36,"","645,397",0
Pink Floyd - Wish You Were Here,5,41,"","645,058",34
Martin Garrix & David Guetta - So Far Away,161,9,"","643,943",0
Alessia Cara - How Far I'll Go,128,52,"","643,831",0
50 Cent - In Da Club,33,13,"","643,714",116
Miley Cyrus - Slide Away,132,3,(x2),"643,681",0
Oliver Anthony Music - Rich Men North of Richmond,131,2,(x4),"643,567",233
Leona Lewis - Bleeding Love,--,142,"","643,561",28
Enrique Iglesias - Finally Found You,77,27,"","643,209",0
Nick Jonas - Jealous,145,61,"","643,151",0
Tina Turner - The Best,46,1,(x2),"642,548",343
Calvin Harris - We'll Be Coming Back,100,42,"","642,346",34
Redfoo - New Thang,83,37,"","642,252",0
Latto - Big Energy,229,20,"","641,104",0
30 Seconds to Mars - Closer to the Edge,91,37,"","640,420",0
Drake - Toosie Slide,110,4,"","640,310",0
"Bizarrap & Shakira - Shakira: Bzrp Music Sessions, Vol. 53",143,2,(x1),"640,161",0
Deorro - Bailar,136,43,"","639,887",0
The Beatles - Now And Then,81,1,(x11),"639,702",0
Beyoncé - If I Were a Boy,--,106,"","638,357",0
zzoilo & Aitana - Mon Amour,277,63,"","637,746",0
Stephen Sanchez - Until I Found You,286,46,"","637,593",390
Miley Cyrus - Prisoner,134,6,"","637,513",0
Walk Off the Earth - Somebody That I Used to Know,126,16,"","637,149",0
Ariana Grande - breathin,165,2,(x1),"637,097",0
Florida Georgia Line - Cruise,52,69,"","637,039",0
Stephen Sanchez & Em Beihold - Until I Found You,187,15,"","636,206",0
Neon Trees - Animal,148,31,"","636,115",0
ANIVAR - Любимый человек,--,247,"","635,377",213
Glasperlenspiel - Geiles Leben,92,83,"","634,778",0
Sie7e - Tengo Tu Love,55,37,"","634,340",43
Chris Stapleton - White Horse,292,28,"","633,744","1,163"
Sigala - Sweet Lovin',133,35,"","633,370",0
Yall - Hundred Miles,105,38,"","633,349",0
Mark Forster - Chöre,59,73,"","632,927",0
Post Malone - Congratulations,113,65,"","632,535",0
Charlie Puth & Jung Kook - Left and Right,124,1,(x4),"632,279",0
Bryan Adams - Summer of '69,55,37,"","632,008",121
Sido - Astronaut,142,73,"","630,527",0
Fall Out Boy - Centuries,100,15,"","630,160",0
Luke Combs - Beer Never Broke My Heart,208,36,"","629,996",0
Justin Bieber - All Around the World,79,1,(x1),"629,928",0
Milk & Sugar & Vaya Con Dios - Hey,121,28,"","628,582",0
Willy William - Ego,142,54,"","628,027",0
Shawn Mendes - Wonder,120,3,(x4),"628,008",0
Dan + Shay - Speechless,209,71,"","627,324",0
Chris Medina - What Are Words,99,75,"","627,012",0
Saad Lamjarred - Lamaallem,--,393,"","625,075",265
P!nk - True Love,115,27,"","624,812",0
George Ezra - Hold My Girl,201,37,"","624,574",0
Linkin Park - CASTLE OF GLASS,101,50,"","624,277",108
Lana Del Rey - Blue Jeans,27,54,"","623,956",0
Meduza & James Carter - Bad Memories,219,23,"","623,879",0
Meghan Trainor - Better When I'm Dancin',41,65,"","623,462",78
Idina Menzel & AURORA - Into the Unknown,155,13,"","623,433",0
"Tiësto, Jonas Blue & Rita Ora - Ritual",172,20,"","623,355",0
Chris Brown - Next to You,117,30,"","623,287",0
Sigala & James Arthur - Lasting Lover,227,18,"","623,268",0
Pablo Alborán - Solamente Tú,--,131,"","623,152",0
Ed Sheeran - Supermarket Flowers,94,28,"","622,920",0
Bobby Helms - Jingle Bell Rock,181,7,"","622,734",0
Drake - Fake Love,120,21,"","622,623",0
Maroon 5 - This Love,4,62,"","621,673",0
Kina - Can We Kiss Forever,237,56,"","621,552",3
Post Malone - Chemical,196,4,"","621,012",0
Flo Rida - Low,3,135,"","620,398",0
Edward Sharpe & The Magnetic Zeros - Home,14,23,"","620,268",0
Sexion d'Assaut - Désolé,104,49,"","619,365",0
Aimer - Zankyosanka,220,35,"","619,351",0
秦 基博 - ひまわりの約束,--,184,"","619,277",0
Usher - OMG,90,26,"","619,000",0
OneRepublic - If I Lose Myself,86,33,"","618,947",0
Owl City - Fireflies,28,52,"","617,266",0
LF SYSTEM - Afraid To Feel,201,17,"","616,871",0
Foorin - パプリカ,375,120,"","616,009",0
Axwell Λ Ingrosso - Sun Is Shining,132,25,"","615,889",0
Paramore - Still Into You,101,47,"","615,533",23
Jennifer Lopez - Papi,112,27,"","614,948",0
"Dimitri Vegas & Like Mike, Tiësto & Dido - Thank You",187,8,"","613,516","1,151"
Kent Jones - Don't Mind,109,24,"","613,310",0
SHAUN - Way Back Home,115,97,"","612,737",0
Shakira - Me Enamoré,142,23,"","612,711",0
Sia - Gimme Love,183,14,"","612,210",416
David Guetta - What I Did for Love,118,29,"","612,064",0
Dr. Dre - The Next Episode,51,3,(x3),"611,954",0
The Cranberries - Dreams,47,4,"","611,671",269
Frans - If I Were Sorry,97,15,"","611,540",65
Keith Urban - The Fighter,21,53,"","611,166",0
Logic - 1-800-273-8255,113,29,"","611,122",0
Mrs. Green Apple - Dance Hall,210,100,"","610,864",495
Usher - Yeah,24,7,"","610,440",133
The Chainsmokers - All We Know,97,9,"","609,909",0
Crush - Beautiful,32,76,"","609,827",96
Bebe Rexha - I'm a Mess,188,31,"","609,123",0
Calvin Harris & Sam Smith - Desire,154,5,"","609,119",0
Steve Aoki & Louis Tomlinson - Just Hold On,74,2,(x5),"608,921",0
ABBA - Don't Shut Me Down,123,3,(x4),"608,529",0
Joji - Glimpse of Us,148,10,"","608,304",16
Maroon 5 & Megan Thee Stallion - Beautiful Mistakes,153,15,"","607,591",0
Hurts - Stay,117,35,"","607,413",0
AC/DC - You Shook Me All Night Long,14,36,"","605,944",190
Céline Dion - Loved Me Back to Life,63,11,"","605,813",80
Lenny Kravitz - Low,187,29,"","605,330",0
Bingo Players - Get Up,110,20,"","604,800",0
Jessie J - Wild,100,20,"","604,781",0
Hozier - Too Sweet,75,4,"","604,266","11,180"
FISHER - Losing It,170,53,"","604,147",0
Adele - Oh My God,175,12,"","603,882",0
Avicii - Heaven,129,5,"","603,797",0
Tiësto - Wasted,101,30,"","603,672",0
Tones and I - Never Seen the Rain,246,48,"","602,800",0
Lorde - Yellow Flicker Beat,87,7,"","602,585",0
Zoe Wees - Girls Like Us,211,28,"","602,484",0
Kıraç - 100.Yıl Şarkısı,--,265,"","602,383",621
Cecilia Krull - My Life Is Going On,223,41,"","601,840",0
Andrés Cepeda - Lo Mejor Que Hay en Mi Vida,--,445,"","601,254",0
The Prince Karma - Later Bitches,247,61,"","600,810",0
Niall Horan - Heaven,155,2,(x1),"599,694",0
Welshly Arms - Legendary,154,71,"","599,582",0
5 Seconds of Summer - Amnesia,118,1,(x1),"599,053",0
HARDY & Lainey Wilson - wait in the truck,264,32,"","598,979",62
FIFTY FIFTY - Cupid,180,11,"","598,255",0
"Joel Corry, RAYE & David Guetta - BED",183,22,"","596,997",0
Andreas Gabalier - I sing a Liad für di,--,132,"","596,703",0
Christina Perri - Human,71,50,"","596,532",19
Bruno Mars - Talking to the Moon,16,96,"","595,972",34
Marc Anthony - Tu Amor Me Hace Bien,--,231,"","595,593",137
Clean Bandit - Baby,147,13,"","595,587",0
Jason Derülo - Breathing,119,40,"","595,341",0
Maluma - Hawái,218,39,"","595,253",0
The Common Linnets - Calm After the Storm,83,12,"","594,433",0
Queen - The Show Must Go On,69,44,"","594,231",63
Childish Gambino - Redbone,110,51,"","593,336",0
Marco Schuitmaker - Engelbewaarder,278,82,"","593,041",913
Kygo - Stay,138,18,"","592,233",0
Olivia Rodrigo - deja vu,143,13,"","591,775",136
Saweetie - Best Friend,219,10,"","591,550",0
Dolly Parton & Kenny Rogers - Islands In the Stream,89,8,"","591,364",70
The Fray - How to Save a Life,--,120,"","591,066",0
"twocolors, Safri Duo & Chris de Sarandy - Cynical",243,28,"","589,074",101
LISA - MONEY,168,2,(x1),"588,981",45
JVKE - Golden Hour,233,21,"","588,930",0
Lauren Spencer-Smith - Fingers Crossed,152,7,"","588,890",0
Hailee Steinfeld & Alesso - Let Me Go,170,34,"","587,957",0
Carlos Vives - El Mar de Sus Ojos,--,234,"","587,922",237
Unheilig - Geboren um zu leben,78,72,"","587,639",0
Martin Garrix - We Are the People,120,7,"","587,333",0
Jung Kook & Jack Harlow - 3D,113,1,(x7),"587,326",30
Blake Shelton - Nobody But You,231,32,"","586,495",0
Walking On Cars - Speeding Cars,130,58,"","586,439",0
Pitbull - Get It Started,96,23,"","586,253",0
Jordan Davis - Buy Dirt,284,48,"","586,185",0
Harry Styles - Golden,156,18,"","585,762",0
Taylor Swift - Out Of The Woods,79,1,(x3),"585,338",0
BLØF - Zoutelande,173,114,"","584,195",0
Labrinth - Earthquake,122,46,"","584,028",81
Sean Paul & David Guetta - Mad Love,146,11,"","582,882",0
Clean Bandit - I Miss You,162,24,"","582,654",0
Martin Jensen - Solo Dance,98,48,"","581,098",0
Fetty Wap - 679,119,57,"","580,197",0
Iñigo Quintero - Si No Estás,187,14,"","579,349",41
Adel Tawil - Ist da jemand,112,62,"","578,822",0
Gavin DeGraw - Not Over You,68,60,"","578,800",0
Travis Scott & HVME - Goosebumps,179,23,"","578,249",0
Michael Bublé - Home,2,102,"","578,234",0
OneRepublic - I Lived,106,47,"","577,167",0
Kenny Loggins - Danger Zone,86,5,"","576,702",90
NewJeans - OMG,175,3,(x1),"576,553",3
DJ Robin & Schürze - Layla,189,22,"","576,185",0
Michael Jackson - Thriller,79,1,(x1),"575,901",32
Ed Sheeran - The Joker And The Queen,115,2,(x4),"575,702",0
安室奈美恵 - Hero,69,100,"","575,560",0
Brett Young - In Case You Didn't Know,18,99,"","575,359",0
Avicii - Silhouettes,112,45,"","574,488",0
Lily Allen - Hard Out Here,121,21,"","574,065",0
Dermot Kennedy - Outnumbered,185,30,"","573,999",0
Latto & Mariah Carey - Big Energy,132,2,(x1),"573,162",0
Alex Hepburn - Under,95,68,"","572,648",0
Macklemore - Good Old Days,177,12,"","572,496",0
Kungs - Never Going Home,187,27,"","572,130",0
Purple Disco Machine - Dopamine,207,24,"","571,888",0
Manuel Turizo - La Bachata,276,58,"","571,811",0
Endor - Pump It Up,257,61,"","571,438",0
Mark Forster - 194 Länder,223,41,"","570,645",0
Christine and the Queens - Christine,51,76,"","570,538",0
Martin Garrix - Don't Look Down,119,33,"","570,503",0
Amit Trivedi - Namo Namo,--,309,"","570,391",0
Magic System - Magic In the Air,52,69,"","569,556",58
Clean Bandit & Mabel - Tick Tock,128,7,"","569,368",0
OneRepublic - Rescue Me,156,9,"","567,834",0
Katy Perry - Birthday,96,43,"","567,785",0
Charlie Puth - Done For Me,122,4,"","566,743",0
Train - 50 Ways to Say Goodbye,117,50,"","566,711",0
The Beatles - Here Comes the Sun,16,27,"","566,615",0
Ed Sheeran - Give Me Love,37,74,"","566,378",114
Taylor Swift - Mine,117,27,"","566,267",0
Sido - Tausend Tattoos,178,41,"","566,250",0
Drake - Controlla,125,42,"","564,823",0
OFFICIAL HIGE DANDISM - Mixed Nuts,301,63,"","564,027",0
Coldplay - Up&Up,93,47,"","563,777",0
Florence + The Machine - You've Got the Love,1,88,"","563,624",0
菅田 将暉 - まちがいさがし,236,109,"","563,555",0
Miley Cyrus - Party In the U.S.A.,73,80,"","563,326",585
Manu Pilas - Bella Ciao,122,27,"","562,986",0
Willow - Whip My Hair,99,24,"","561,908",0
Sarah McLachlan - Angel,28,61,"","560,939",0
Romeo Santos - Eres Mía,--,137,"","560,794",195
CamelPhat & Elderbrook - Cola,158,32,"","560,789",225
Era Istrefi - Bonbon,108,45,"","560,656",0
Marshmello - Alone,46,13,"","560,404",0
Macklemore & Ryan Lewis - White Walls,83,45,"","559,427",0
MIKA - Elle Me Dit,137,53,"","559,146",0
YOASOBI - 群青,151,72,"","558,860",0
Camila Cabello - Don't Go Yet,119,5,"","558,647",0
Maroon 5 - Love Somebody,118,51,"","558,639",0
Lady GaGa - Bloody Mary,131,8,"","558,490",0
ABBA - Happy New Year,85,2,(x1),"558,256",0
Avicii - Lonely Together,158,23,"","558,108",0
Duman - Senden Daha Güzel,--,241,"","557,704",0
Doja Cat - Boss Bitch,153,16,"","557,640",0
10-FEET - Dai Zero Kan,256,58,"","557,622",0
Jessie J - Nobody's Perfect,130,51,"","557,547",0
Måns Zelmerlöw - Heroes,77,9,"","557,541",0
ZERB & Sofiya Nzau - Mwaki,183,18,"","557,374","2,422"
Chris Stapleton - Starting Over,239,38,"","557,133",0
The Rolling Stones - Angry,104,2,(x2),"556,659",0
Sarah Connor - Wie schön du bist,22,76,"","556,372",0
Imagine Dragons - Next To Me,192,13,"","556,336",0
Metallica - The Unforgiven,--,211,"","555,990",0
Childish Gambino - This Is America,89,1,(x1),"555,618",0
Marina and The Diamonds - Primadonna,130,52,"","554,173",44
BTS - FAKE LOVE,83,1,(x4),"553,211",0
UNISON SQUARE GARDEN - Sugar Song and Bitter Step,--,168,"","553,120",0
Christina Aguilera - Your Body,68,4,"","552,988",0
BIGBANG - Bang Bang Bang,21,21,"","552,555",0
Joey Montana - Picky,--,105,"","552,031",0
Labrinth - Jealous,42,45,"","551,581",0
Kiiara - Gold,8,81,"","551,469",0
David Guetta & Chris Willis - Gettin' Over You,78,13,"","551,442",0
Becky Hill & David Guetta - Remember,230,37,"","551,121",0
Red Hot Chili Peppers - Dark Necessities,97,15,"","550,358",0
Sia - Big Girls Cry,62,16,"","550,185",32
Kane Brown & Katelyn Brown - Thank God,281,30,"","549,991",0
"Ellie Goulding, Diplo & Swae Lee - Close to Me",182,26,"","549,919",0
Tears for Fears - Everybody Wants to Rule the World,95,52,"","549,909",0
Creedence Clearwater Revival - Have You Ever Seen the Rain,113,49,"","549,452",137
Luude - Down Under,149,16,"","549,385",0
Alessia Cara - Here,82,47,"","548,252",0
Demi Lovato - Skyscraper,23,71,"","547,779",0
Band Aid 30 - Do They Know It's Christmas,43,1,(x5),"547,699",77
Jain - Come,--,117,"","546,929",0
Lady GaGa - Marry the Night,96,19,"","546,697",0
Madonna - Girl Gone Wild,75,19,"","545,057",0
Selah Sue - This World,9,75,"","544,859",0
YOASOBI - The Blessing,275,28,"","544,551",195
Nicky Jam - Hasta el Amanecer,84,57,"","544,225",0
ChocQuibTown - Hasta el Techo,--,674,"","543,683",0
Louane - Avenir,28,80,"","543,193",0
The Lonely Island - I Just Had Sex,103,28,"","542,522",0
B.o.B - Magic,147,40,"","542,451",0
First Aid Kit - My Silver Lining,2,94,"","540,918",0
Kelly Clarkson - Underneath the Tree,162,18,"","540,524",0
Dasha - Austin,92,10,"","539,764","7,450"
twocolors - Heavy Metal Love,261,54,"","539,581",0
Liam Payne & J Balvin - Familiar,125,4,"","538,931",0
Lost Frequencies - Melody,147,38,"","538,541",0
Robin Schulz & Wes - Alane,125,24,"","538,536",0
Young T & Bugsey - Don't Rush,103,11,"","538,006",0
K'naan - Wavin' Flag,50,28,"","537,676",0
Kenny Rogers - The Gambler,45,3,(x2),"537,101",0
Galantis - Peanut Butter Jelly,122,54,"","537,088",0
Prince & The Revolution - Purple Rain,30,1,(x3),"536,980",221
Helene Fischer - Herzbeben,112,68,"","536,618",0
Taylor Swift - Gorgeous,106,1,(x2),"536,614",0
Coldplay - Midnight,36,2,(x3),"536,216",0
BTS - Run BTS,122,2,(x4),"536,151",221
Jason Derulo & David Guetta - Goodbye,104,5,"","536,131",0
The Script - Rain,118,27,"","535,631",0
Bridgit Mendler - Ready or Not,85,56,"","535,562",0
Calvin Harris - Pray to God,130,42,"","535,482",0
Vitaa & Slimane - Avant toi,183,43,"","535,272",0
Andreas Gabalier - Amoi seg' ma uns wieder,6,80,"","534,724",0
Elle King & Miranda Lambert - Drunk,242,38,"","533,959",0
Miley Cyrus - Adore You,94,39,"","533,625",0
James Arthur & Anne-Marie - Rewrite the Stars,135,12,"","533,462",0
R.E.M. - Losing My Religion,32,46,"","533,234",64
Ryan Gosling & Emma Stone - City of Stars,65,14,"","533,227",0
a-ha - Take On Me,15,97,"","533,148",87
Nicole Scherzinger - Don't Hold Your Breath,118,40,"","532,744",0
Taylor Swift - Everything Has Changed,83,32,"","532,531",0
Marian Hill - Down,95,32,"","532,505",0
Mahmut Orhan - Feel,--,118,"","532,372",0
Calvin Harris - Drinking from the Bottle,116,51,"","532,164",0
Maggie Lindemann - Pretty Girl,116,43,"","532,085",0
George Ezra - Anyone For You,157,14,"","531,078",0
Ava Max - Who's Laughing Now,156,21,"","530,924",0
"DJ Snake, J Balvin & Tyga - Loco Contigo",115,15,"","530,102",0
Kygo - Here for You,103,35,"","529,860",0
Jess Glynne - Don't Be So Hard On Yourself,104,46,"","529,684",0
Romeo Santos - Cancioncitas de Amor,1,88,"","529,660",208
Ali Gatie - It's You,202,34,"","528,706",0
J Balvin - Safari,87,57,"","528,418",0
Alexandra Burke - Hallelujah,--,157,"","528,384",147
Eminem - Survival,60,7,"","528,046",0
Sophie Ellis-Bextor - Murder On the Dancefloor,105,5,"","528,034",127
Lewis Capaldi - Bruises,196,49,"","528,004",0
Lupe Fiasco - The Show Goes On,153,53,"","527,875",0
Martin Solveig - All Stars,132,45,"","527,474",0
Tiësto & KAROL G - Don't Be Shy,172,24,"","527,201",0
Virgoun - Surat Cinta Untuk Starla,--,229,"","526,945",143
Linkin Park & Steve Aoki - A LIGHT THAT NEVER COMES,90,15,"","526,045",0
DJ Khaled - No Brainer,82,1,(x2),"525,642",0
George Michael - Careless Whisper,22,1,(x2),"525,497",75
Zivert - Life,1,199,"","525,370",95
Ariana Grande - we can't be friends,89,1,(x1),"524,486","4,850"
Kid Rock - All Summer Long,--,199,"","524,189",298
Madonna & Sickick - Frozen,138,7,"","524,090",0
Eminem - Godzilla,100,10,"","523,831",0
Maître Gims - Bella,6,95,"","523,812",0
Becky Hill & Topic - My Heart Goes,212,29,"","523,745",0
Queen - Love of My Life,137,28,"","523,708",0
Cardi B - Up,114,4,"","523,697",0
Madcon - Beggin',--,122,"","523,453",0
Lost Frequencies - The Feeling,193,28,"","523,157",0
Lewis Capaldi - Pointless,192,7,"","522,242",0
Angèle - Balance ton quoi,190,78,"","522,112",0
Taylor Swift - Karma,182,5,"","521,606",0
Bausa - Was Du Liebe nennst,192,59,"","521,309",0
Fleur East - Sax,114,50,"","520,780",0
Robin Schulz & J.U.D.G.E. - Show Me Love,138,49,"","520,619",0
Guns N' Roses - Knockin' on Heaven's Door,--,152,"","520,576",0
The Script & will.i.am - Hall of Fame,--,185,"","520,503",116
BTS - Spring Day,47,1,(x2),"520,491",0
SEKAI NO OWARI - RPG,--,213,"","520,299",0
Glockenbach - Dirty Dancing,215,35,"","520,173",0
Jupiter Jones - Still,76,74,"","519,999",0
Sam Feldt - Show Me Love,118,40,"","519,759",0
Disclosure - Omen,82,9,"","519,746",0
Cee Lo Green - Bright Lights Bigger City,137,40,"","519,607",0
Namika - Je ne parle pas français,167,58,"","518,944",0
Ado - New Genesis,234,45,"","518,874",73
Lana Del Rey - West Coast,71,3,(x2),"518,479",0
Alan Walker - Darkside,161,25,"","518,295",0
blackbear - hot girl bummer,166,22,"","517,743",0
Nicki Minaj - Va Va Voom,102,50,"","517,390",0
Chris Brown - Under the Influence,150,13,"","517,324",0
The Killers - Runaways,80,16,"","517,270",0
Years & Years - Shine,113,41,"","517,252",0
Zara Larsson - Can't Tame Her,188,22,"","517,136",294
Jamie Miller - Here's Your Perfect,225,62,"","517,136",0
Jung Kook - Standing Next to You,106,1,(x7),"516,783",0
Maître Gims - J'me tire,15,93,"","516,493",0
Beyoncé - Freedom,59,3,(x1),"516,324",0
Kane Brown - Heaven,192,81,"","515,304",0
米津玄師 - 馬と鹿,293,98,"","515,227",0
"Lost Frequencies, Elley Duhé & X Ambassadors - Back To You",198,33,"","514,390",0
Kid Ink - Show Me,90,41,"","513,418",0
Angèle - Tout oublier,213,71,"","513,250",0
Morgan Wallen - You Proof,248,26,"","513,195",0
Avicii - For a Better Day,88,20,"","513,009",0
Jonas Blue - By Your Side,102,27,"","512,980",0
The Asteroids Galaxy Tour - The Golden Age,81,59,"","512,766",0
B.o.B - So Good,101,33,"","512,745",0
Bakermat - Vandaag,74,73,"","512,471",0
Johnny Cash - Hurt,8,28,"","512,440",0
James Hype - More Than Friends,178,59,"","512,428",0
Chris Brown X Tyga - Ayo,113,33,"","512,235",0
Yiruma - River Flows In You,16,77,"","511,768",188
Depeche Mode - Ghosts Again,104,3,(x2),"511,371",0
Die Fantastischen Vier - Zusammen,186,52,"","511,295",0
BLACKPINK & Selena Gomez - Ice Cream,81,1,(x1),"511,207",5
"Duffy - Well, Well, Well",105,20,"","511,087",0
Pharrell Williams - Marilyn Monroe,97,43,"","510,700",0
Michael Jackson - Billie Jean,--,161,"","510,393",0
KISS - I Was Made for Lovin' You,15,105,"","510,359",340
OneRepublic - Wherever I Go,106,26,"","510,287",0
Aura Dione - Friends,114,62,"","509,933",0
Pitbull - Wild Wild Love,106,15,"","509,173",0
Rihanna - Needed Me,40,27,"","508,821",0
V - Sweet Night,104,1,(x2),"508,528",0
A$AP Rocky - F**kin' Problems,67,53,"","508,352",0
Stereoact - Die immer lacht,36,82,"","507,955",0
Río Roma - Mi Persona Favorita,--,269,"","507,885",137
Plan B - She Said,91,35,"","507,642",0
Leony - Remedy,210,32,"","507,515",0
SZA - Kill Bill,176,27,"","507,212",13
"Laserkraft 3D - Nein, Mann",121,41,"","507,023",0
Regard & Raye - Secrets,145,23,"","506,667",0
Queen - Somebody to Love,116,32,"","506,474",0
OneRepublic - Something I Need,3,91,"","506,246",0
Coldplay - Everglow,24,4,"","506,092",0
Seiler Und Speer - Ham kummst,--,135,"","505,987",191
Natasha Bedingfield - Unwritten,158,14,"","505,377","1,793"
Namika - Lieblingsmensch,78,80,"","505,254",0
菅田 将暉 - さよならエレジー,113,117,"","505,247",0
JJ Lin - If Only,--,130,"","505,202",36
Shakira - Perro Fiel,140,62,"","505,149",0
Fenerin Çocukları - Fenerbahçe Mohikan,--,267,"","504,839",0
Camila Cabello - My Oh My,139,28,"","504,748",0
One Direction - Infinity,51,1,(x3),"504,711",0
Alphaville - Forever Young,11,57,"","504,338",110
Post Malone - I Like You,163,18,"","504,326",0
Ofenbach - Wasted Love,162,32,"","504,183",0
