Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total
AURORA - Runaway,13,"",53,"","291,498","2,480,600"
Joel Adams - Please Don't Go,37,"",27,"","112,811","2,479,608"
Szpaku - Szlam,17,"",13,"","342,764","2,475,205"
Louis Tomlinson - Back to You,17,1,1,(x1),"268,023","2,474,296"
Capital Cities - Safe And Sound,107,7,7,"","56,291","2,471,792"
Otsochodzi - Piegi,6,"",30,"","662,666","2,470,854"
Juice WRLD - All Girls Are The Same,9,"",62,"","362,852","2,469,349"
Malik Montana - Robie YEAH,11,"",123,"","252,308","2,468,366"
Cat Dealers - Sunshine,20,"",34,"","198,837","2,468,180"
The Weeknd - Earned It (Fifty Shades Of Grey),59,9,5,"","144,872","2,461,746"
Liam Payne - For You (Fifty Shades Freed) (& Rita Ora),19,3,5,"","226,151","2,460,785"
Clean Bandit - I Miss You,26,"",27,"","140,481","2,460,273"
BTS - Butter,9,"",15,"","579,879","2,459,119"
Flo Rida - My House,43,"",22,"","108,069","2,449,840"
Igo - Helena,12,"",124,"","238,870","2,449,439"
Sobel - Niech Boli,5,"",18,"","825,063","2,449,052"
Calvin Harris - Desire,10,"",103,"","282,583","2,446,614"
Rudimental - Lay It All on Me,49,"",13,"","99,230","2,446,533"
R3HAB - All Around The World (La La La),15,"",38,"","218,437","2,441,430"
Queen - Another One Bites The Dust - Remastered 2011,24,"",53,"","143,385","2,441,421"
Otsochodzi - Tarcho Terror,9,"",43,"","456,559","2,441,326"
White 2115 - Znowu wieje wiatr,9,"",37,"","434,307","2,440,521"
Nico & Vinz - Am I Wrong,59,17,3,(x3),"81,338","2,437,747"
Ekipa - Szlafroki - Deluxe,9,"",31,"","474,114","2,436,734"
QueQuality - Oda do butli,10,"",95,"","285,725","2,435,193"
Janusz Walczuk - Janusz Walczuk,7,"",18,"","402,773","2,435,164"
Billie Eilish - you should see me in a crown,19,"",13,"","287,435","2,431,819"
Taco Hemingway - Café Belga,17,1,4,"","615,096","2,430,345"
Taco Hemingway - 1990s Utopia,7,1,6,"","1,099,223","2,425,970"
Sobel - Bandyta,3,2,2,(x2),"1,050,057","2,425,795"
OneRepublic - Wherever I Go,35,"",24,"","123,727","2,422,142"
Justin Bieber - Yummy,11,"",19,"","328,121","2,417,454"
Oskar Cyms - Nigdy wcześniej,8,"",97,"","336,050","2,416,223"
Malik Montana - Hotel Lobby,5,"",46,"","567,398","2,415,876"
Grzegorz Hyży - Kochanie to ja!,10,"",97,"","275,499","2,412,687"
Vito Bambino - Mustang,8,"",30,"","495,955","2,411,016"
Smolasty - Fake Love,22,"",43,"","138,128","2,406,551"
Chris Rea - Driving Home for Christmas,14,3,6,"","512,675","2,405,399"
Quebonafide - Zorza,33,"",37,"","114,151","2,405,170"
SB Maffija - TESTOSTERONOWY DON,7,"",34,"","531,947","2,402,899"
Szpaku - Dom,8,"",28,"","584,942","2,401,811"
Dua Lipa - Illusion,7,"",80,"","412,786","2,400,964"
Kendrick Lamar - All The Stars,20,2,7,"","211,289","2,398,747"
Meghan Trainor - All About That Bass,46,15,3,(x2),"102,526","2,398,261"
SB Maffija - Postanowienia noworoczne,7,"",29,"","614,590","2,397,235"
Steve Aoki - Just Hold On,22,1,10,"","169,765","2,396,659"
Daj To Głośniej - WESELE W DUBAJU,10,"",120,"","276,423","2,394,705"
Cardi B - Up,14,"",80,"","221,794","2,392,215"
Young Igi - Promienie Słońca,16,"",24,"","308,891","2,388,570"
Wac Toja - CIEPŁO CIAŁA,20,"",75,"","145,596","2,387,862"
Ariana Grande - Don’t Call Me Angel (Charlie’s Angels),10,1,3,(x1),"561,427","2,383,451"
PRO8L3M - Tekken,6,"",26,"","743,111","2,382,448"
Avi - Fred Astaire,6,"",21,"","597,774","2,379,666"
Dawid Podsiadło - Matylda,14,1,10,"","526,318","2,378,820"
David Guetta - Hey Mama,57,8,3,(x2),"123,408","2,371,841"
ReTo - Balon,6,"",12,"","657,647","2,370,740"
Julia Pośnik - Julia W Mieście,11,"",23,"","386,112","2,368,553"
Malik Montana - W Gore,8,"",47,"","528,232","2,366,768"
Kizo - Patocelebryta,5,"",19,"","633,525","2,365,099"
Brenda Lee - Rockin' Around the Christmas Tree - Rerecorded Version,17,"",44,"","361,037","2,365,017"
Coldplay - Magic,70,16,4,"","69,513","2,355,538"
Halsey - You should be sad,14,"",58,"","242,864","2,350,366"
chillwagon - wowowo - remix,15,"",42,"","216,055","2,347,899"
Szpaku - Zły,11,"",31,"","316,123","2,345,751"
Niall Horan - Heaven,9,"",80,"","321,470","2,344,833"
John Lennon - Happy Xmas (War Is Over) - Remastered,16,"",16,"","418,546","2,342,927"
Selena Gomez - Bad Liar,20,1,3,(x1),"289,602","2,342,918"
Shawn Mendes - Summer of Love (Shawn Mendes & Tainy),12,"",108,"","231,880","2,342,544"
Szpaku - Afryka,7,"",32,"","486,846","2,340,148"
Enrique Iglesias - SUBEME LA RADIO,30,"",29,"","126,708","2,339,589"
SB Maffija - Eldorado,25,"",148,"","99,965","2,336,604"
Deemz - Ptak,15,"",60,"","211,576","2,336,071"
Bedoes 2115 - Mbappé /,10,"",14,"","555,294","2,333,246"
Sarsa - Tęskno Mi,19,"",75,"","158,585","2,329,527"
Taco Hemingway - Wytrawne (z nutą desperacji),9,"",12,"","631,159","2,326,388"
bryska - lato (pocałuj mnie) - MANDEE Remix,10,"",79,"","286,749","2,322,700"
Jan-Rapowanie - Zaczekaj przed drzwiami,18,"",23,"","224,100","2,322,316"
Taco Hemingway - Luxembourg,8,1,2,(x1),"937,712","2,321,023"
Young Igi - Audemars prod. OLEK & August,23,"",22,"","171,567","2,319,924"
ReTo - RS7,19,"",25,"","183,346","2,318,436"
Avi - Apollo,13,"",73,"","272,924","2,318,001"
Billie Eilish - Bored,10,"",98,"","280,115","2,315,487"
Kendrick Lamar - Not Like Us,4,"",32,"","694,425","2,311,300"
sanah - Śrubka,5,"",29,"","700,715","2,309,562"
Nicky Jam - X,26,"",54,"","129,197","2,307,565"
CJ - Whoopty,14,"",73,"","198,673","2,304,870"
ReTo - Loca,9,"",63,"","324,400","2,303,333"
Quebonafide - ŁAJZA,9,"",11,"","721,308","2,296,723"
David Kushner - Skin and Bones,5,"",13,"","823,111","2,294,843"
ZetHa - Polskie Ciężkie Trapisko,10,"",30,"","392,465","2,289,128"
Megan Thee Stallion - Savage,12,"",30,"","286,298","2,286,483"
Michał Szczygieł - Nic Tu Po Mnie,21,"",29,"","171,244","2,282,020"
Paluch - Na Chłodno,9,"",44,"","431,417","2,281,783"
Future - Life Is Good,16,"",82,"","196,088","2,281,022"
ReTo - Kingda Ka,9,"",40,"","429,950","2,280,835"
sanah - Do * w sztambuch (A. Mickiewicz),7,"",33,"","506,064","2,278,973"
Malik Montana - Adwokat Diabła Intro,5,"",11,"","739,420","2,277,758"
Oliver Tree - Life Goes On,8,"",55,"","362,771","2,272,202"
Shawn Mendes - Lost In Japan,22,"",29,"","160,085","2,269,450"
Smith & Thell - Forgive Me Friend,18,"",50,"","170,280","2,267,681"
Coolio - Gangsta's Paradise,10,"",120,"","251,368","2,264,014"
Kaśka Sochacka - Niebo było różowe,9,"",107,"","288,160","2,261,898"
Kabe - Bajlando,7,"",39,"","425,818","2,259,395"
R. City - Locked Away,38,"",11,"","101,725","2,257,058"
Ariana Grande - Break Free,55,8,6,"","85,714","2,250,227"
Taco Hemingway - POL Smoke,6,1,5,"","1,116,576","2,249,423"
Fifth Harmony - Worth It,56,4,9,"","98,018","2,245,337"
LP - Girls Go Wild,20,"",64,"","134,748","2,243,421"
Justin Wellington - Iko Iko,11,"",93,"","239,358","2,240,221"
Jonas Brothers - Like It's Christmas,9,"",58,"","365,420","2,237,730"
Bedoes 2115 - Tajemnice Atlantydy /,10,"",12,"","582,701","2,235,831"
Szpaku - KRAINA LODU,7,"",42,"","482,055","2,234,853"
SB Maffija - Śniadanie w hotelu,7,"",37,"","539,042","2,233,742"
Pitbull - Time of Our Lives,55,2,10,"","238,074","2,233,151"
d4vd - Here With Me,8,"",69,"","367,796","2,231,835"
¥$ - BURN,6,"",48,"","499,198","2,231,256"
AronChupa - Rave in the Grave,21,"",35,"","155,540","2,229,359"
Adam Lambert - Ghost Town,56,"",11,"","86,758","2,226,385"
Otsochodzi - New York Freestyle,6,"",46,"","578,942","2,222,921"
Lithe - Fall Back,6,"",69,"","451,814","2,221,385"
Steve Lacy - Dark Red,11,"",141,"","228,456","2,221,152"
Adi Nowak - Placebo,19,"",26,"","203,209","2,216,946"
Doda - Melodia Ta,9,"",91,"","336,591","2,216,491"
Taylor Swift - Don’t Blame Me,10,"",116,"","255,742","2,211,070"
Sam Smith - Too Good At Goodbyes,20,1,9,"","213,596","2,203,451"
Drake - Fake Love,26,"",20,"","126,495","2,202,201"
Otsochodzi - AHA,24,"",26,"","145,292","2,198,709"
Kizo - MTS,7,"",22,"","642,593","2,196,454"
Kizo - Huragan,8,"",28,"","535,346","2,193,918"
Young Igi - Las Vegas,7,"",26,"","522,208","2,192,664"
Jason Derulo - Love Not War (The Tampa Beat),14,"",86,"","190,492","2,189,215"
Pentatonix - Hallelujah,16,"",67,"","463,377","2,186,861"
BORCREW - Dzieci Burzy,11,"",17,"","362,190","2,184,069"
Sarius - Dziecko wojny,21,"",56,"","149,243","2,183,066"
White 2115 - Rockstar,21,"",43,"","155,464","2,182,793"
JAY-Z - Why I Love You,7,"",55,"","403,889","2,182,530"
Ray Dalton - ALL WE GOT,7,"",107,"","370,221","2,181,562"
Minelli - MMM,10,"",128,"","240,616","2,178,774"
David Guetta - Bang My Head,36,"",21,"","101,010","2,178,718"
Ariana Grande - boyfriend,11,"",19,"","364,307","2,174,653"
Oki - Oni Nie Zamkną Mnie,10,"",57,"","338,151","2,172,429"
Mr. Polska - Benzyna,7,"",85,"","364,115","2,171,965"
Szpaku - Jeździec Bez Głowy,6,"",30,"","578,322","2,170,565"
Jonas Brothers - X,13,"",86,"","202,486","2,169,528"
Major Lazer - Powerful,62,"",16,"","81,908","2,168,508"
The Chainsmokers - Who Do You Love,16,"",43,"","196,463","2,163,195"
Karolina Stanisławczyk - Cliché,15,"",160,"","159,689","2,162,477"
Margaret - In My Cabana,27,"",50,"","132,017","2,160,027"
Pezet - Zonda (prod. Auer),12,"",26,"","342,226","2,157,546"
Ariana Grande - Problem,56,15,4,"","87,378","2,154,656"
Vito Bambino - Podpalmy to,8,"",82,"","331,550","2,154,145"
Kacperczyk - Pokolenie Końca Świata,8,"",83,"","310,413","2,151,646"
Blacha 2115 - Bonnie & Clyde,15,"",24,"","202,434","2,151,031"
Taco Hemingway - Głupi byt,27,2,10,"","220,716","2,150,385"
Daj To Głośniej - Mama ostrzegała,16,"",71,"","166,161","2,147,829"
Kris Kross Amsterdam - Early In The Morning,11,"",93,"","248,709","2,145,971"
Chivas - RysunKOwY PoTwóR,6,"",32,"","589,718","2,145,564"
Nemo - The Code,3,"",16,"","998,208","2,143,175"
Yeat - Breathe,7,"",87,"","353,677","2,141,845"
A Great Big World - Say Something,113,"",23,"","30,822","2,139,068"
Travis Scott - K-POP,5,"",19,"","665,206","2,137,635"
Bedoes 2115 - Kwiat polskiej młodzieży,20,"",29,"","211,569","2,137,543"
Bella Poarch - Build a Bitch,11,"",81,"","252,124","2,136,080"
Dasha - Austin,8,"",156,"","299,255","2,135,695"
White Widow - BŁĄD W SYMULACJI,7,"",40,"","487,686","2,135,374"
Cleo - Za Krokiem Krok,15,"",55,"","184,344","2,135,268"
Selena Gomez - Fetish,20,3,1,(x1),"307,680","2,134,376"
Kizo - Życie Jest Piękne,19,"",88,"","141,746","2,133,189"
"sanah - Wszystko mi mówi, że mnie ktoś pokochał",10,"",72,"","296,871","2,130,979"
schafter - ridin' round the town w czyimś bel air,11,1,7,"","455,175","2,130,507"
TACONAFIDE - PIN,13,1,9,"","554,696","2,130,170"
Lost Frequencies - Crazy,24,"",40,"","131,916","2,129,649"
Ariana Grande - Dangerous Woman,30,"",13,"","135,249","2,126,681"
Avi - Leśmian,6,"",26,"","522,664","2,126,121"
Żabson - BIBA,5,"",27,"","559,429","2,125,005"
White Widow - GORĄCY TEMAT,6,"",34,"","570,724","2,124,764"
AJR - Weak,25,"",14,"","149,032","2,122,880"
Billie Eilish - idontwannabeyouanymore,23,"",96,"","119,711","2,121,789"
WERSOW - Nie wypada,6,"",65,"","439,988","2,121,385"
SB Maffija - 2kcal,6,"",26,"","659,540","2,118,162"
VIZE - Stars,16,"",95,"","150,386","2,117,627"
Ed Sheeran - Cross Me,12,"",26,"","261,563","2,117,354"
Camila Cabello - Never Be the Same,19,"",12,"","199,462","2,112,291"
Kacperczyk - Kryzys Wieku Wczesnego,10,"",99,"","269,443","2,111,330"
Pedro Capó - Calma - Remix,17,"",59,"","160,360","2,111,244"
sanah - oscar,7,"",31,"","524,865","2,111,183"
Mr. Polska - Czarny Dress,12,"",74,"","200,366","2,109,743"
Queen - Don't Stop Me Now - Remastered 2011,31,"",86,"","110,530","2,107,476"
Fukaj - OWOCE 33,8,"",57,"","387,590","2,105,082"
PRO8L3M - Freon,8,"",11,"","462,238","2,101,671"
Godface Killa - GODFACE,5,"",11,"","758,596","2,100,918"
Ava Max - Who's Laughing Now,14,"",105,"","167,715","2,097,211"
Gromee - Light Me Up,19,"",27,"","160,008","2,095,890"
24kGoldn - CITY OF ANGELS,17,"",125,"","139,975","2,093,693"
Ava Max - EveryTime I Cry,12,"",147,"","203,740","2,090,314"
Maciej Zielinski - Kto Wie? feat. De Su,11,"",28,"","497,303","2,088,807"
Kizo - HAJ,8,"",83,"","370,907","2,077,884"
Bedoes 2115 - Hardcore Pleasure,15,"",36,"","270,970","2,065,371"
Nico Santos - Rooftop,23,"",58,"","122,095","2,063,892"
Dotan - Numb,13,"",79,"","185,980","2,062,471"
Kygo - First Time,26,"",17,"","158,953","2,061,161"
SB Maffija - Hotel Maffija 3,7,"",64,"","382,423","2,060,712"
Olly Alexander (Years & Years) - If You're Over Me,16,"",25,"","192,494","2,059,746"
Timeflies - Once In a While,34,"",33,"","94,492","2,057,204"
Taco Hemingway - #3 - TUTTO PASSA,3,"",18,"","1,322,718","2,054,857"
PlanBe - Hollywood$,35,"",87,"","75,691","2,051,809"
Young Igi - Neandertalczyk,11,"",25,"","357,242","2,051,757"
Maroon 5 - Animals,54,5,7,"","83,890","2,047,877"
Szpaku - Alicja,16,"",18,"","273,154","2,047,667"
Dawid Podsiadło - Cantate Tutti,11,1,8,"","581,409","2,044,372"
Tove Lo - Cool Girl,25,"",19,"","121,231","2,042,645"
XXXTENTACION - Arms Around You,14,"",27,"","202,933","2,041,732"
GOMBAO 33 - a r I z o n a (2013-2016),6,"",36,"","403,295","2,040,725"
KęKę - Cesarz,20,"",18,"","179,330","2,034,309"
Dimitri Vegas & Like Mike - Instagram,15,"",52,"","197,764","2,032,279"
Charlie Puth - How Long,21,"",25,"","141,149","2,031,453"
Malik Montana - VvsNike,11,"",27,"","265,677","2,027,028"
Dawid Podsiadło - Blant,4,"",16,"","983,888","2,025,722"
Demi Lovato - Cool for the Summer,26,"",20,"","345,976","2,023,780"
EMO - Letni deszcz - Single Version,8,"",95,"","302,213","2,023,718"
Billie Eilish - Your Power,7,"",12,"","584,560","2,021,719"
RAYE - Escapism. - Sped Up,7,"",46,"","420,736","2,020,163"
Tyga - Taste,21,"",60,"","134,197","2,019,309"
Rihanna - FourFiveSeconds,57,4,4,"","117,004","2,017,519"
Bitamina - Dom,27,"",85,"","103,711","2,017,039"
ReTo - Wilk,5,"",26,"","572,663","2,015,951"
Wac Toja - NIU NIU,12,"",115,"","191,464","2,013,754"
Black Eyed Peas - Don't You Worry,9,"",132,"","256,536","2,013,662"
Salvador - Yabadabadoo,13,"",159,"","189,147","2,012,439"
Ashnikko - Daisy,14,"",102,"","178,970","2,010,646"
Lost Frequencies - Melody,18,"",48,"","160,540","2,005,721"
Taco Hemingway - Dwuzłotówki Dancing,5,1,7,"","1,072,704","2,003,911"
Foster The People - Pumped Up Kicks,80,"",105,"","62,943","2,002,192"
Michele Morrone - Feel It,13,"",59,"","235,023","2,001,691"
Alessia Cara - How Far I'll Go,24,"",21,"","132,685","2,001,327"
Szpaku - Ja YETI,17,"",36,"","196,859","2,000,825"
Khalid - Young Dumb & Broke,27,"",45,"","108,747","1,999,871"
Olly Alexander (Years & Years) - King,57,"",18,"","79,900","1,999,538"
5 Seconds of Summer - Easier,14,"",22,"","231,730","1,996,544"
Khalid - Love Lies,18,"",27,"","148,712","1,990,211"
Zeamsone - 4TB,6,"",28,"","538,863","1,989,088"
Nirvana - Smells Like Teen Spirit,110,"",40,"","40,945","1,987,015"
Halsey - Now Or Never,23,"",25,"","136,096","1,986,285"
Travis Scott - MELTDOWN,5,"",14,"","763,957","1,986,179"
Petit Biscuit - Sunset Lover,37,"",35,"","107,743","1,985,682"
Malik Montana - Spaceship,6,"",58,"","402,229","1,984,758"
Żabson - Przynajmniej nie kłamię,4,"",17,"","660,043","1,982,423"
Ed Sheeran - Sing,54,4,7,"","72,672","1,981,704"
Sia - The Greatest,15,9,3,(x1),"211,912","1,981,009"
Bebe Rexha - I Got You,36,"",39,"","104,763","1,980,078"
SB Maffija - NOBOCOTEL,9,"",15,"","414,148","1,979,409"
Ofenbach - Paradise,22,"",87,"","101,848","1,975,444"
FAVE7 - Kredki,8,"",102,"","301,163","1,974,976"
Rihanna - Lift Me Up,6,"",51,"","441,419","1,974,798"
Young Multi - BEZ SERCA,9,"",125,"","301,935","1,974,335"
Billie Eilish - bellyache,19,"",89,"","127,463","1,972,248"
Bryan Adams - Christmas Time,9,"",74,"","426,673","1,971,432"
Kubi Producent - Więcej Życia,5,"",22,"","596,967","1,970,992"
Michael Patrick Kelly - Throwback,9,"",107,"","255,435","1,969,022"
Shellerini - Restart,12,"",35,"","238,343","1,963,531"
Robin Thicke - Blurred Lines,77,19,1,(x2),"81,805","1,963,501"
Felix Jaehn - No Therapy,13,"",113,"","176,982","1,960,425"
Gibbs - Czerwone łzy,6,"",38,"","458,628","1,955,916"
Leona Lewis - One More Sleep,14,"",67,"","273,303","1,954,215"
Galantis - Heartbreak Anthem,10,"",95,"","246,460","1,951,589"
Ekipa - EKIPA - SE4ON,7,"",45,"","389,502","1,949,992"
Myslovitz - Dlugość dźwięku samotności,7,"",108,"","309,280","1,948,879"
PRO8L3M - Rotterdam,12,1,5,"","530,087","1,947,654"
Paweł Domagała - Wystarczę ja,15,"",45,"","164,939","1,946,723"
Kygo - Higher Love,15,"",50,"","178,182","1,946,116"
Paluch - Cardio,29,"",45,"","110,496","1,945,779"
Post Malone - I Fall Apart,24,"",40,"","105,043","1,942,971"
PRO8L3M - V,8,"",20,"","343,294","1,941,588"
Quebonafide - COJESTMAŁPY,7,"",12,"","715,238","1,939,851"
Otsochodzi - BLOK!,5,"",44,"","628,297","1,938,230"
Julia Rocka - Oficjalna wersja zdarzeń,8,"",59,"","335,332","1,937,513"
Lanek - Powiemy Ci to w twarz,6,"",29,"","468,910","1,937,155"
Imany - Don't Be So Shy - Filatov & Karas Remix,52,"",22,"","72,500","1,936,895"
Taco Hemingway - Marmur,48,"",67,"","296,713","1,936,153"
Pusher - SQP,9,"",107,"","251,917","1,932,188"
Bedoes 2115 - SAUVAGE,10,"",12,"","455,685","1,930,405"
Szpaku - Człowiek Motyl,5,"",16,"","743,148","1,930,199"
Oki - WMTB,7,1,8,"","449,152","1,929,650"
Camila Cabello - Crying in the Club,24,"",31,"","131,973","1,928,461"
Mata - PŁYTA NIE SIADA,4,"",23,"","625,131","1,928,378"
Shakira - Chantaje,33,"",24,"","123,822","1,923,522"
ReTo - Deadphone,13,"",43,"","245,614","1,922,182"
New Name - Zabić Stan,7,"",103,"","303,114","1,920,844"
Taco Hemingway - W.N.P,5,1,9,"","1,038,330","1,919,640"
Nick Jonas - Close,24,"",20,"","120,518","1,917,880"
WERSOW - Nad wodę,6,"",90,"","396,494","1,917,172"
Dante Klein - Let Me Hold You (Turn Me On),28,"",29,"","110,594","1,914,200"
Amy Winehouse - Back To Black,8,"",101,"","384,272","1,911,928"
Sarius - Sam,13,"",41,"","220,598","1,911,554"
P!nk - What About Us,17,1,10,"","174,878","1,909,418"
Ariana Grande - One Last Time,60,1,10,"","73,420","1,907,560"
Kali - 30 km/h,22,"",56,"","117,807","1,907,425"
Alan Walker - Sing Me to Sleep,42,"",44,"","89,990","1,906,968"
Żabson - Relax,9,"",74,"","347,801","1,905,383"
Tymek - Milion,6,"",15,"","398,541","1,903,063"
Mata - Kryształowa kula,6,"",48,"","470,852","1,896,274"
Jason Derulo - Wiggle,44,11,2,(x3),"89,411","1,895,657"
OneRepublic - No Vacancy,25,"",27,"","129,597","1,895,520"
Jakub Grabowski - Mój przykry lajf (Jakub On Stage),5,"",22,"","543,115","1,894,001"
Galantis - Runaway (U & I),80,"",36,"","50,717","1,890,790"
Mr. Polska - Subway Surfer,8,"",86,"","315,019","1,884,022"
Michael Bublé - Jingle Bells,22,"",38,"","270,195","1,881,568"
21 Savage - Bank Account,28,"",55,"","80,494","1,880,451"
Taco Hemingway - #4 - NESESER,3,"",22,"","1,207,093","1,879,005"
Qry - Mały ale wariat,9,"",28,"","306,068","1,878,033"
Young Igi - Oznaka Mężczyzn prod. 2K,14,"",41,"","159,640","1,874,947"
Taco Hemingway - #1 - WIELKOMIEJSKA BEZSENNOŚĆ,3,"",20,"","1,248,766","1,873,781"
Ava Max - Maybe You’re The Problem,7,"",87,"","300,485","1,869,998"
Zedd - Happy Now,16,"",37,"","188,525","1,868,511"
Sia - The Greatest,23,6,4,"","213,560","1,867,301"
Dua Lipa - Blow Your Mind (Mwah),48,"",102,"","57,711","1,867,086"
Wiatr - Slow Mo,17,"",119,"","120,312","1,862,809"
Dawid Podsiadło - awejniak,4,"",22,"","896,414","1,861,934"
Ray Dalton - In My Bones,12,"",93,"","186,837","1,861,180"
A$AP Rocky - Sundress,7,"",95,"","320,106","1,860,931"
Szpaku - Kamizelka,10,"",26,"","288,496","1,858,722"
Zeamsone - Sport,14,"",86,"","154,403","1,857,169"
2115 - ZERO SNU,6,"",62,"","359,018","1,853,983"
Otsochodzi - 0:00,4,"",32,"","704,607","1,851,633"
Slade - Merry Xmas Everybody,10,"",60,"","382,483","1,851,443"
Sam Smith - Have Yourself A Merry Little Christmas,14,"",49,"","332,629","1,847,848"
Kizo - Tsunami,9,"",17,"","403,705","1,846,799"
Kali Uchis - telepatía,10,"",55,"","225,401","1,846,469"
PRO8L3M - Backstage,11,"",25,"","340,881","1,844,064"
Oki - NA ZAWSZE MAŁOLAT,3,"",34,"","724,389","1,840,505"
Aliyah's Interlude - IT GIRL,6,"",61,"","373,177","1,840,292"
Labrinth - Never Felt So Alone,6,"",20,"","460,205","1,840,266"
AronChupa - I'm an Albatraoz,49,10,3,(x1),"96,954","1,839,919"
Kinny Zimmer - WCHJ,6,"",44,"","423,310","1,836,887"
Drenchill - Forever Summer,12,"",83,"","203,114","1,836,545"
ReTo - Bon appetit,7,"",34,"","441,236","1,835,938"
Armin van Buuren - Blah Blah Blah,21,"",72,"","112,326","1,835,659"
Labrinth - Mount Everest,8,"",85,"","280,396","1,835,564"
Nathan Dawe - 21 Reasons,8,"",129,"","247,857","1,834,240"
Olivia Rodrigo - happier,10,"",92,"","223,025","1,833,601"
Tymek - Milion,11,"",73,"","196,839","1,833,476"
PRO8L3M - False flag,4,"",37,"","629,797","1,832,674"
Iggy Azalea - Fancy,53,"",11,"","63,970","1,828,062"
Childish Gambino - Redbone,37,"",50,"","91,400","1,827,728"
ElyOtto - SugarCrash!,10,"",48,"","231,966","1,827,217"
Mata - JOEY TRIBBIANI,4,"",14,"","790,145","1,826,349"
Young Leosia - Pościg,8,"",54,"","383,809","1,823,953"
Jonas Blue - By Your Side,37,"",29,"","117,591","1,822,816"
Frank Sinatra - White Christmas - Remastered 1999,10,"",116,"","299,979","1,819,629"
Fetty Wap - Trap Queen,48,"",24,"","67,535","1,818,186"
Sobel - Patologiczny Zew,6,"",44,"","486,973","1,812,916"
mgk - Bad Things - With Camila Cabello,25,"",20,"","124,246","1,810,804"
Robin Schulz - Alane,12,"",94,"","195,798","1,807,732"
Young Igi - Idealne Połączenie,10,"",25,"","277,218","1,806,241"
Taylor Swift - ME!,13,"",37,"","191,311","1,804,054"
The Neighbourhood - Reflections,8,"",142,"","247,688","1,802,471"
Bedoes 2115 - Bukiet Białych Róż (SQUADSHIT #13) /,6,1,7,"","647,137","1,800,400"
Avicii - Hey Brother,71,16,3,(x1),"93,663","1,797,413"
Beyoncé - 7/11,65,5,7,"","78,528","1,793,874"
Young Igi - 15 MINUT,5,"",50,"","492,324","1,790,173"
Dreamme - YOGA,7,"",90,"","292,701","1,787,078"
Black Eyed Peas - RITMO (Bad Boys For Life),12,"",87,"","162,755","1,786,423"
Szpaku - Młody 2Pac,9,"",44,"","327,813","1,786,002"
Otsochodzi - Paczkomat,6,"",31,"","512,062","1,785,399"
Otsochodzi - Oopsy Daisy,11,"",38,"","283,998","1,784,435"
Masno - MAMALE,12,"",106,"","195,884","1,782,913"
Mr. Polska - Kota,9,"",56,"","287,211","1,778,979"
chillwagon - david hustlehoff,9,"",14,"","376,651","1,778,093"
Filatov & Karas - Au Au,14,"",62,"","161,603","1,775,928"
PRO8L3M - eXplosion,6,"",77,"","442,476","1,772,984"
Taco Hemingway - 2031,12,1,5,"","571,386","1,764,123"
Young Igi - Deszcz Banknotów,24,"",42,"","116,557","1,763,739"
Ed Sheeran - Tenerife Sea,84,"",58,"","40,953","1,762,692"
Kukon - she is mine,5,"",37,"","483,459","1,762,514"
WERSOW - Ten Jeden Moment,5,"",35,"","493,355","1,760,528"
SB Maffija - Jeep Wrangler,5,"",37,"","488,789","1,759,731"
TV Girl - Not Allowed,7,"",157,"","274,263","1,758,733"
Macklemore & Ryan Lewis - Thrift Shop,93,19,4,"","42,422","1,758,536"
"Flo Rida - I Don't Like It, I Love It",45,3,8,"","95,762","1,755,781"
Hailee Steinfeld - Love Myself,41,"",20,"","72,973","1,752,805"
Oliwka Brazil - Mamacita,5,"",43,"","403,192","1,750,572"
Paul McCartney - Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,8,"",12,"","377,069","1,750,316"
Bedoes 2115 - Rewolucja Romantyczna,8,"",19,"","504,899","1,749,740"
Ryan Gosling - I’m Just Ken (From Barbie The Album),5,"",50,"","454,931","1,747,105"
Blacha 2115 - Mademoiselle,19,"",78,"","111,625","1,746,125"
SB Maffija - Przepis na dzień dobry,9,"",45,"","263,360","1,745,989"
"Męskie Granie Orkiestra 2021 - Nikt tak pięknie nie mówił, że się boi miłości",7,"",54,"","400,973","1,745,858"
Young Multi - Skrzydła,16,"",40,"","192,037","1,744,857"
Szpaku - Różowa Pantera,9,"",24,"","325,466","1,741,583"
Drake - Passionfruit,17,1,8,"","195,403","1,739,996"
Zara Larsson - Ain't My Fault,24,"",20,"","120,038","1,738,864"
Kinny Zimmer - WINDA,4,"",30,"","628,722","1,737,750"
Avi - Warsaw Vice,7,"",53,"","408,722","1,737,021"
Michael Bublé - White Christmas (duet with Shania Twain),20,"",46,"","252,266","1,736,754"
White 2115 - Nowi kumple,16,"",40,"","160,803","1,735,817"
Billie Eilish - BIRDS OF A FEATHER,2,"",18,"","931,828","1,734,986"
Bazzi - Mine,14,"",15,"","172,160","1,731,896"
Kygo - Remind Me to Forget,17,"",36,"","145,914","1,731,087"
One Direction - Perfect,30,2,1,(x1),"185,154","1,726,407"
Sam Smith - I'm Not The Only One,25,7,4,"","103,613","1,725,594"
David Guetta - Dangerous,37,11,3,(x5),"106,144","1,719,754"
Taylor Swift - You Need To Calm Down,12,"",33,"","225,329","1,718,646"
Qry - Ameryka,4,"",39,"","580,867","1,716,850"
