Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total
Taco Hemingway - Leci nowy Future,71,11,2,(x2),"1,122,132","19,906,827"
Kukon - kokaina nie pomaga ci w depresji,78,"",62,"","350,004","19,822,516"
Lewis Capaldi - Someone You Loved,117,"",22,"","309,911","19,781,432"
Doja Cat - Paint The Town Red,32,4,3,(x1),"1,338,581","19,570,999"
"Dawid, Artysta - KOCIMIĘTKA",59,"",26,"","548,395","19,542,055"
Kizo - Fitness,59,2,8,"","462,443","19,512,172"
SKUTE BOBO - SKUTE BOBO,46,"",11,"","919,375","19,489,724"
Purple Disco Machine - Substitution,48,"",11,"","695,447","19,460,993"
Malik Montana - Niedostępny (prod. by Olek),67,12,1,(x1),"741,157","19,458,572"
Taco Hemingway - Polskie Tango,57,11,1,(x2),"1,527,412","19,362,931"
Kizo - Król balu,50,1,6,"","1,000,167","19,312,111"
Don Omar - Danza Kuduro,65,"",50,"","418,816","19,286,028"
Marie - Zero Calorie Cookie,56,"",29,"","501,893","19,263,396"
Żabson - Nie Mam Czasu Na Wakacje,37,9,5,"","996,527","19,210,348"
Białas - Uzi,30,8,1,(x3),"1,835,569","19,139,073"
Dean Martin - Let It Snow! Let It Snow! Let It Snow!,41,9,4,"","1,376,177","19,121,697"
Tymek - Oczko w głowie,75,"",34,"","350,967","19,081,728"
Tymek - Rainman,41,21,2,(x2),"734,027","19,058,956"
Kukon - w aucie noc i 90bpm,57,"",23,"","673,922","19,021,833"
Smolasty - Herbata Z Imbirem,41,"",14,"","590,346","18,963,846"
Bedoes 2115 - 05:05,136,7,3,(x2),"246,633","18,941,261"
Lady Gaga - Shallow,92,23,1,(x4),"575,172","18,926,783"
Bobby Helms - Jingle Bell Rock,35,8,4,"","1,529,054","18,773,750"
Shakin' Stevens - Merry Christmas Everyone,42,10,5,"","1,569,266","18,771,814"
Ronnie Ferrari - Origami,34,5,1,(x1),"1,323,709","18,765,679"
SB Maffija - Bungee,40,6,4,"","1,464,518","18,564,744"
Dua Lipa - Dance The Night (From Barbie The Album),42,1,9,"","941,822","18,524,361"
Figo i Samogony - Erotyczne Pif-Paf,23,9,1,(x2),"1,693,819","18,470,857"
Imagine Dragons - Believer,136,20,2,(x1),"311,779","18,468,630"
Kleks - Całkiem Nowa Bajka,28,6,8,"","1,028,620","18,433,224"
Oliver Tree - Miss You,35,7,6,"","1,033,895","18,411,579"
Mata - MŁODY PADEREWSKI,35,5,2,(x1),"2,107,348","18,298,196"
Wac Toja - Kapitan,76,"",17,"","317,892","18,267,673"
White 2115 - Noc,133,"",96,"","295,067","18,177,089"
Miszel - Sheraton,37,8,1,(x2),"1,714,712","18,023,135"
Białas - Święto ogródka,59,1,7,"","912,117","17,964,302"
Ofenbach - Overdrive,30,"",11,"","838,408","17,944,088"
Oki - SPRZEDAŁEM SIĘ,33,7,1,(x1),"1,948,555","17,903,202"
ReTo - Blask,50,"",19,"","739,065","17,891,835"
SB Maffija - Hotel Maffija,76,7,2,(x1),"601,695","17,889,064"
Young Multi - Młody Manson,18,8,1,(x3),"2,278,588","17,835,921"
Kabe - Cały hajs,52,"",26,"","590,398","17,815,677"
cassö - Prada,40,"",28,"","542,800","17,768,190"
White 2115 - Broly,48,2,6,"","1,217,382","17,763,240"
Kacperczyk - Jakbym zjadł mentosy i popił je colą,29,8,3,(x1),"1,532,080","17,709,365"
Sentino - Trójkąt Bermudzki,28,8,1,(x1),"1,767,472","17,674,443"
Macklemore & Ryan Lewis - Can't Hold Us,64,"",81,"","335,291","17,650,784"
Bedoes 2115 - 1998 (mam to we krwi),69,8,1,(x1),"993,547","17,647,990"
SB Maffija - Łyk i buch,33,6,3,(x2),"1,736,976","17,553,024"
Chivas - kupić jej gaz czy torebkę?,43,4,3,(x1),"1,272,032","17,546,731"
Tiësto - Lay Low,45,"",12,"","561,356","17,418,741"
Andy Williams - It's the Most Wonderful Time of the Year,47,6,4,"","1,196,394","17,353,141"
White Widow - TYLE SŁOŃCA,31,2,9,"","1,070,259","17,349,336"
bambi - Millie Walky,26,5,9,"","1,161,015","17,289,409"
Young Igi - Polski Karnawał,33,6,3,(x2),"1,062,337","17,226,897"
Benson Boone - Beautiful Things,19,6,6,"","1,303,265","17,093,262"
Axwell /\ Ingrosso - More Than You Know,117,26,2,(x4),"271,565","17,080,474"
Måneskin - GOSSIP,43,3,9,"","713,572","17,054,909"
Mata - Biblioteka Trap,81,3,3,(x1),"636,013","17,047,199"
Mata - MC,42,3,1,(x1),"1,417,914","16,959,823"
Kizo - Discopolo,30,7,2,(x1),"1,313,033","16,952,908"
The Weeknd - Stargirl Interlude,67,"",37,"","302,063","16,906,830"
Otsochodzi - Nowy Kolor,120,11,5,"","262,370","16,894,530"
Alberto - Z BRATEM ZARABIAM PAPIER,34,4,6,"","1,277,484","16,846,939"
Białas - Zosia,31,3,3,(x1),"1,509,820","16,832,917"
Olivia Rodrigo - drivers license,53,11,1,(x3),"1,063,549","16,818,743"
Guzior - WTC,50,"",18,"","472,003","16,720,116"
Miszel - Rarara,35,1,4,"","1,002,392","16,703,347"
Teddy Swims - Lose Control,22,"",11,"","1,032,287","16,703,251"
Dynoro - In My Mind,72,14,1,(x10),"682,213","16,667,520"
sanah - Oczy,54,"",18,"","719,286","16,628,535"
Metro Boomin - Creepin',42,"",18,"","573,759","16,623,767"
Skolim - Wyglądasz Idealnie,51,"",16,"","649,741","16,611,845"
Dua Lipa - Levitating,58,"",21,"","452,845","16,604,249"
SB Maffija - Agrest i bez,31,5,2,(x1),"1,862,175","16,591,965"
Kabe - Nad ranem,58,7,5,"","564,267","16,581,776"
Bedoes 2115 - Opowieści z Doliny Smoków,59,10,1,(x1),"918,488","16,517,944"
Kate Bush - Running Up That Hill (A Deal With God),32,4,7,"","1,235,627","16,488,054"
Calvin Harris - One Kiss,83,13,2,(x2),"420,867","16,469,177"
bambi - MILLIE WALKY,28,"",21,"","884,119","16,385,214"
Kacperczyk - Sebiksy,46,1,10,"","810,480","16,358,833"
Dua Lipa - Houdini,29,"",14,"","742,967","16,337,871"
B.R.O - Jeszcze Będzie Pięknie,46,"",25,"","512,212","16,294,579"
L.U.C. - Autumn Dance,28,3,7,"","864,581","16,279,347"
Rema - Calm Down,40,"",14,"","569,464","16,244,171"
Michael Bublé - It's Beginning to Look a Lot Like Christmas,51,3,4,"","1,219,982","16,127,214"
Mata - Prawy do Lewego,90,"",16,"","447,534","16,112,693"
Blacha 2115 - Casablanca (Bonus Track) - Bonus Track,93,"",70,"","298,902","16,100,426"
¥$ - CARNIVAL,16,8,2,(x2),"1,598,316","16,033,257"
Rosa Linn - SNAP,48,"",31,"","500,057","15,953,669"
Kizo - Lucky Punch,66,1,8,"","467,430","15,952,652"
Ava Max - Sweet but Psycho,90,6,2,(x1),"396,039","15,850,771"
PRO8L3M - Miyabi,26,3,9,"","930,056","15,818,506"
MASNY BEN - LOUDA,31,5,3,(x1),"1,266,382","15,776,573"
Tiësto - The Business,51,8,7,"","482,488","15,754,840"
Żabson - Icey,29,6,6,"","961,287","15,696,061"
MODELKI - Chyba że z Tobą,8,8,1,(x1),"2,592,938","15,670,096"
Żabson - Młody Boss,67,1,10,"","421,759","15,658,474"
ReTo - Król jest nagi,34,3,5,"","995,254","15,628,050"
Kizo - Pogo,36,1,9,"","1,010,485","15,609,704"
Major Lazer - Lean On,181,36,1,(x15),"285,216","15,591,801"
Ed Sheeran - Shivers,46,"",21,"","617,960","15,550,405"
Chivas - koleżanko mojej byłej,33,2,5,"","1,197,827","15,518,705"
WŁODAR - SIĘ WJEŻDŻA,37,1,10,"","805,801","15,495,453"
Michael Bublé - Holly Jolly Christmas,43,1,9,"","1,137,907","15,468,571"
Young Leosia - Przester,9,8,2,(x1),"2,091,943","15,444,487"
Favst - dddd,53,"",21,"","517,514","15,314,406"
Chivas - Jakbym Miał W Ręku Klamkę,61,"",15,"","485,110","15,283,712"
Szpaku - Hinata,105,3,9,"","277,533","15,283,664"
Quebonafide - Half Dead,127,2,10,"","202,496","15,241,511"
Post Malone - rockstar,95,25,1,(x14),"348,708","15,154,092"
Lil Peep - Star Shopping,67,"",121,"","282,142","15,103,005"
Trill Pem - NICKI,64,6,3,(x1),"558,167","15,040,186"
Jacuś - Queen,44,"",18,"","673,555","15,020,658"
Young Igi - Robotniczy Trap,30,5,5,"","1,145,390","14,993,367"
Ariana Grande - 7 rings,72,15,1,(x3),"920,764","14,991,269"
Bedoes 2115 - Brzydkie Rzeczy,58,8,1,(x1),"860,653","14,896,304"
CYRIL - Stumblin' In,24,"",19,"","716,827","14,874,089"
SB Maffija - co to za bluza lanek?,34,4,6,"","1,295,939","14,835,219"
Taco Hemingway - Gelato,22,3,1,(x1),"2,050,641","14,817,891"
Mata - Żółte flamastry i grube katechetki,65,2,4,"","548,851","14,807,205"
Lil Nas X - INDUSTRY BABY,43,"",22,"","608,914","14,728,647"
Elley Duhé - MONEY ON THE DASH - SPED UP,32,"",29,"","621,189","14,684,078"
Olivia Rodrigo - good 4 u,47,1,9,"","756,793","14,680,950"
Sarius - Wiking,96,"",14,"","269,504","14,661,308"
Sylwia Grzeszczak - Motyle,21,3,7,"","1,034,528","14,588,483"
Ed Sheeran - I Don't Care,60,10,2,(x2),"702,514","14,512,104"
Portugal. The Man - Feel It Still,99,22,3,(x2),"270,062","14,484,869"
Lil Nas X - MONTERO (Call Me By Your Name),40,4,6,"","723,813","14,463,604"
Bedoes 2115 - FPS,64,2,9,"","436,505","14,457,766"
Joel Corry - Head & Heart,58,"",14,"","350,942","14,360,400"
Regard - Ride It,78,"",25,"","328,878","14,303,201"
Dennis Lloyd - Nevermind,77,10,7,"","334,215","14,282,022"
Chris Rea - Driving Home for Christmas - 2019 Remaster,25,4,5,"","1,289,353","14,272,069"
Tiësto - The Motto,46,"",38,"","476,848","14,226,878"
Pusher - Baba Hassan,54,"",42,"","359,492","14,199,577"
Sobel - Każdego Dnia,73,"",34,"","353,275","14,126,036"
FAST BOY - Forget You,33,"",16,"","617,772","14,084,983"
chillwagon - jumper,62,7,4,"","653,264","14,058,713"
Gibbs - Zawsze chciałem,33,"",13,"","840,151","14,033,608"
"Oki - Pieniądze, Dziewczyny, Zwrotki",34,"",11,"","1,053,213","14,032,393"
Travis Scott - goosebumps,89,"",27,"","355,137","14,028,224"
Bedoes 2115 - Nadchodzi lato,64,7,2,(x1),"708,040","13,983,340"
Mrozu - Za Daleko,45,"",36,"","451,399","13,981,125"
Young Igi - THC,31,1,8,"","926,204","13,974,431"
Daria Zawiałow - Z Tobą na chacie,34,"",17,"","795,519","13,962,370"
Imagine Dragons - Enemy,40,"",18,"","591,005","13,940,767"
Måneskin - Beggin',33,1,9,"","872,052","13,905,193"
Young Leosia - Te numery,12,9,5,"","1,543,212","13,900,694"
Quebonafide - SZUBIENICAPESTYCYDYBROŃ,47,9,1,(x1),"1,428,756","13,793,030"
DR. VODKA - KOKAINA,27,1,9,"","912,134","13,760,039"
Tribbs - Krakowski Spleen,30,"",16,"","656,934","13,738,846"
Clean Bandit - Solo,74,12,2,(x2),"439,462","13,696,823"
Metro Boomin - Trance,46,"",11,"","667,368","13,664,181"
Paktofonika - Jestem Bogiem,56,"",72,"","346,239","13,659,847"
Dua Lipa - Physical,60,1,6,"","529,578","13,659,231"
Travis Scott - MY EYES,42,"",19,"","684,644","13,595,911"
Bedoes 2115 - TOA$T /,50,5,1,(x1),"958,782","13,588,505"
Eryk Moczko - NAPALONE FANKI,17,5,4,"","1,159,164","13,582,694"
Daria Zawiałow - FIFI HOLLYWOOD,29,"",12,"","673,570","13,572,795"
Żabson - OBOK,52,4,2,(x1),"756,893","13,569,220"
BLANKA - Solo,26,4,3,(x1),"1,475,164","13,490,121"
Malik Montana - Jagodzianki,63,4,8,"","317,112","13,473,185"
Doja Cat - Woman,48,"",34,"","462,135","13,441,984"
The Ronettes - Sleigh Ride,35,1,9,"","1,266,501","13,432,168"
24kGoldn - Mood,48,"",11,"","396,815","13,427,296"
SB Maffija - Czarna Perła,33,2,9,"","955,035","13,396,159"
Young Leosia - Baila Ella,31,"",13,"","944,200","13,377,571"
Farruko - Pepas,48,"",33,"","464,222","13,316,166"
MIÜ - PASEK PLAYBOYA,23,"",12,"","836,842","13,278,590"
Majki - Pasek Gucci - La La La - Majki Remix,35,"",46,"","472,391","13,266,495"
Billie Eilish - when the party's over,84,1,7,"","328,421","13,257,397"
Oki - Jeżyk!,9,8,2,(x5),"1,986,923","13,242,788"
sanah - To koniec,48,"",38,"","450,937","13,162,134"
Powfu - death bed,55,"",11,"","399,941","13,081,033"
Taco Hemingway - Następna stacja,181,"",44,"","306,615","13,079,415"
Malik Montana - 3 Telefony,30,2,7,"","1,139,821","13,050,032"
Białas - PDW,47,6,5,"","632,544","13,049,267"
Dawid Podsiadło - Nie Ma Fal,61,10,1,(x7),"1,004,122","12,975,342"
Camila Cabello - Havana,82,25,1,(x3),"324,252","12,971,069"
sanah - Królowa dram,73,"",20,"","326,942","12,959,930"
