Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total
The Kid LAROI - SO DONE,19,"",46,"","10,855,603","153,282,822"
Jason Derulo - Talk Dirty,57,11,7,"","4,465,856","152,920,396"
J Balvin - Poblado - Remix,17,"",33,"","12,638,129","152,900,986"
ROSALÍA - LA FAMA,20,"",32,"","14,552,083","152,621,619"
Sebastian Yatra - VAGABUNDO,17,"",115,"","9,589,269","152,530,786"
Maluma - El Préstamo,24,"",52,"","8,568,607","152,312,836"
MKTO - Classic,56,"",14,"","6,252,786","151,991,894"
Drake - Girls Want Girls,11,1,2,(x1),"45,594,878","151,949,836"
Justin Bieber - I'll Show You,25,5,6,"","16,202,263","151,847,932"
Ofenbach - Head Shoulders Knees & Toes,26,"",91,"","7,295,320","151,533,905"
Rich Music LTD - Quizas,21,"",52,"","8,814,040","151,331,215"
Kanye West - Hurricane,11,1,5,"","30,609,671","151,326,617"
Little Mix - Woman Like Me,18,"",22,"","13,304,136","151,277,585"
Harry Styles - Music For a Sushi Restaurant,13,1,6,"","34,720,813","151,201,496"
Lauren Spencer Smith - Fingers Crossed,16,"",17,"","18,286,101","151,020,521"
Shakira - Perro Fiel,22,"",46,"","9,130,643","150,957,974"
Khalid - Know Your Worth,21,"",36,"","12,643,254","150,811,295"
Conan Gray - Maniac,28,"",112,"","6,386,663","150,712,085"
Rvssian - Santa,6,"",14,"","28,514,611","150,502,242"
X Ambassadors - Renegades,51,"",43,"","5,231,323","150,108,837"
Nicky Jam - Muévelo,20,"",44,"","11,224,878","149,955,246"
Jere Klein - ANDO,16,"",99,"","10,013,311","149,661,215"
Daddy Yankee - Dura - Remix,22,"",52,"","8,594,481","149,564,907"
Rae Sremmurd - Powerglide,22,"",50,"","9,616,734","149,561,653"
Coldplay - Christmas Lights,25,"",60,"","14,671,973","149,432,372"
Feid - PORFA,21,"",56,"","8,789,334","149,366,820"
J Balvin - Reggaeton,23,"",74,"","7,566,171","149,283,116"
BROCKHAMPTON - SUGAR,19,"",38,"","12,092,669","149,269,919"
Good Neighbours - Home,13,"",68,"","12,657,735","149,265,113"
Becky G - Bubalu,22,"",71,"","7,779,098","148,995,129"
Bad Bunny - Otro Atardecer,17,"",24,"","20,727,239","148,941,334"
Julión Álvarez y su Norteño Banda - Regalo De Dios,15,"",100,"","10,841,491","148,936,259"
Ghost - Mary On A Cross,15,"",36,"","13,143,117","148,591,579"
Travis Scott - K-POP,8,2,3,(x1),"33,693,139","148,410,249"
SZA - I Hate U,16,"",19,"","17,740,494","148,233,846"
Taylor Swift - Bejeweled,8,"",11,"","43,602,597","148,180,114"
Reik - Amigos Con Derechos,23,"",69,"","7,746,544","148,128,615"
Ashnikko - Daisy,20,"",45,"","10,615,410","148,123,047"
Cris Mj - Marisola - Remix,16,"",72,"","11,031,725","147,382,738"
Jung Kook - Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],12,"",14,"","19,943,157","147,033,524"
Billie Eilish - Your Power,12,2,4,"","32,938,716","146,948,982"
Blueface - Thotiana,16,"",29,"","14,588,485","146,731,807"
Sigala - Easy Love,34,"",15,"","8,129,356","146,524,768"
Sech - 911 - Remix,17,"",35,"","12,431,398","146,378,193"
J Balvin - Blanco,23,"",74,"","8,608,612","146,354,463"
Xavi - Poco A Poco,14,"",69,"","12,176,842","146,285,964"
Enrique Iglesias - EL BAÑO,21,"",38,"","10,432,928","146,227,713"
Iggy Azalea - Black Widow,40,3,8,"","7,308,886","146,175,854"
Kygo - Happy Now,21,"",37,"","10,974,050","145,797,551"
Adele - Someone Like You,45,"",38,"","11,817,942","145,713,127"
Frank Ocean - Lost,18,"",50,"","9,880,886","145,612,635"
21 Savage - X,37,"",76,"","5,135,526","145,386,210"
Dua Lipa - Love Again,20,"",69,"","8,360,103","145,166,714"
Lizzo - Good As Hell,18,"",44,"","10,254,273","144,934,954"
Ellie Goulding - Burn,66,16,6,"","3,862,233","144,859,253"
IAmChino - Ay Mi Dios,39,"",74,"","5,387,559","144,838,907"
Martin Garrix - So Far Away,20,"",42,"","9,799,207","144,794,103"
Lunay - Aventura,20,"",50,"","8,874,749","144,249,595"
Taylor Swift - Who’s Afraid of Little Old Me?,6,"",12,"","49,947,775","144,200,901"
Zara Larsson - I Would Like,21,"",29,"","10,484,579","143,896,819"
Little Mix - Touch,27,"",59,"","7,656,418","143,837,369"
Troye Sivan - Angel Baby,20,"",59,"","8,449,976","143,815,887"
Camilo - BEBÉ,18,"",45,"","10,511,207","143,582,236"
J Balvin - Ginza,41,"",35,"","5,732,521","143,504,841"
Mesita - Una Foto Remix,13,"",58,"","13,232,332","143,409,545"
Jhayco - CÓMO SE SIENTE - Remix,24,"",63,"","8,701,112","143,396,217"
Taylor Swift - My Boy Only Breaks His Favorite Toys,6,1,7,"","57,022,276","143,191,943"
Drake - Search & Rescue,11,1,7,"","26,654,746","142,945,619"
Kendrick Lamar - euphoria,5,1,4,"","51,323,309","142,877,739"
Logic - Everyday,19,"",16,"","16,130,395","142,691,584"
Taylor Swift - Wildest Dreams (Taylor's Version),15,"",19,"","25,877,270","142,599,032"
Lil Baby - Woah,21,"",56,"","9,067,344","142,520,438"
Katy Perry - Swish Swish,24,"",41,"","10,921,671","142,373,506"
Bad Bunny - UN PREVIEW,9,1,9,"","23,766,510","142,227,219"
Ariana Grande - pov,15,"",20,"","14,687,854","142,167,228"
Panic! At The Disco - House of Memories,19,"",64,"","9,865,189","142,125,368"
Dean Lewis - How Do I Say Goodbye,17,"",86,"","9,736,753","142,115,056"
Beach House - Space Song,21,"",119,"","8,502,939","142,070,539"
Cartel De Santa - Shorty Party,11,"",16,"","20,035,438","142,016,895"
Ariana Grande - Focus,22,3,8,"","12,208,662","141,942,832"
KAROL G - Culpables,24,"",89,"","6,823,544","141,937,323"
Carly Rae Jepsen - I Really Like You,34,"",15,"","7,684,232","141,537,318"
girl in red - we fell in love in october,17,"",73,"","11,341,311","141,259,230"
Katy Perry - Roar,65,14,2,(x3),"5,549,675","141,090,106"
Enrique Iglesias - Bailando - Spanish Version,62,"",39,"","3,132,780","141,087,933"
Beyoncé - 7/11,56,"",17,"","5,440,544","140,962,617"
Drake - Signs,17,"",19,"","15,924,680","140,710,058"
Bebe Rexha - I Got You,29,"",55,"","7,079,065","140,554,199"
Halsey - Bad At Love,26,"",68,"","7,147,419","140,454,553"
Cardi B - Please Me,15,"",20,"","16,331,768","140,425,335"
Joji - Die For You,13,"",21,"","21,735,446","140,317,047"
Little Mix - Shout Out to My Ex,21,"",17,"","13,092,597","140,269,572"
XXXTENTACION - BAD!,13,1,6,"","22,370,036","139,961,391"
Taylor Swift - Guilty as Sin?,6,"",14,"","46,162,711","139,909,485"
David Guetta - Bad,30,10,2,(x2),"7,673,364","139,791,905"
Sia - Cheap Thrills,38,"",59,"","5,068,632","139,773,219"
Sage The Gemini - Now and Later,19,"",29,"","10,654,068","139,602,315"
Quevedo - PLAYA DEL INGLÉS,16,"",71,"","10,972,453","139,255,452"
Lil Uzi Vert - The Way Life Goes,23,"",44,"","9,341,555","139,089,148"
Chino & Nacho - Andas En Mi Cabeza,44,"",105,"","3,629,891","139,073,573"
Post Malone - Cooped Up,13,"",18,"","19,140,766","138,848,194"
Bellakath - Reggaeton Champagne,14,"",78,"","11,189,634","138,777,705"
Macklemore & Ryan Lewis - Downtown,30,"",16,"","8,352,728","138,661,832"
Taylor Swift - Now That We Don't Talk (Taylor's Version) (From The Vault),8,1,2,(x1),"39,935,856","138,651,995"
Marshmello - Numb,20,"",110,"","7,723,384","138,606,962"
Jasleen Royal - Heeriye,11,"",33,"","15,501,402","138,568,228"
Ava Max - My Head & My Heart,18,"",59,"","9,344,754","138,369,251"
The Weeknd - Sacrifice,11,2,3,(x1),"29,522,371","138,231,128"
Gustavo Mioto - Eu Gosto Assim - Ao Vivo,18,"",99,"","8,970,847","137,744,131"
Alan Walker - Alone,21,"",36,"","9,173,336","137,666,887"
Tones And I - Never Seen the Rain,22,"",74,"","7,767,566","137,556,302"
Ariana Grande - Don’t Call Me Angel (Charlie’s Angels),11,2,3,(x1),"32,667,288","137,203,073"
Doechii - What It Is (Solo Version),15,"",92,"","10,402,536","137,166,101"
Billie Eilish - bad guy,13,1,9,"","21,458,729","136,746,503"
Taylor Swift - But Daddy I Love Him,6,1,9,"","53,434,247","136,671,826"
JAY-Z - Ni**as In Paris,80,"",132,"","2,527,335","136,437,369"
Lady Gaga - The Cure,19,"",33,"","11,818,268","136,360,277"
Taylor Swift - The Tortured Poets Department,6,1,6,"","59,746,801","136,276,197"
Taylor Swift - ...Ready For It?,19,"",13,"","17,763,978","136,086,748"
Shakira - Me Enamoré,26,"",71,"","6,525,973","135,848,478"
Rihanna - Diamonds,33,"",77,"","10,810,000","135,792,805"
Alex Rose - Jangueo,27,"",122,"","5,625,362","135,776,730"
Famous Dex - JAPAN,20,"",34,"","10,795,322","135,679,938"
Guns N' Roses - Sweet Child O' Mine,21,"",101,"","7,448,276","135,545,545"
Robin Schulz - Headlights,35,"",21,"","7,022,425","135,536,701"
Major Lazer - Que Calor,23,"",77,"","7,093,193","135,525,018"
Elton John - Hold Me Closer,13,"",25,"","14,768,366","135,375,171"
Eminem - 'Till I Collapse,53,"",149,"","3,965,342","135,371,701"
Mora - 512,18,"",55,"","9,941,905","135,206,532"
Ozuna - Solita,26,"",75,"","6,811,201","135,069,082"
Michael Bublé - Santa Claus Is Coming to Town,26,"",34,"","11,844,085","135,045,790"
MC Fioti - Bum Bum Tam Tam,21,"",66,"","7,524,726","134,979,902"
Lil Uzi Vert - Watch This - ARIZONATEARS Pluggnb Remix,13,"",54,"","13,253,496","134,770,524"
Ed Sheeran - Dive,21,"",11,"","22,520,144","134,677,281"
Kina - Can We Kiss Forever?,26,"",131,"","5,804,236","134,533,265"
Dalex - Cuaderno,21,"",66,"","8,152,027","134,198,033"
Travis Scott - TELEKINESIS,11,"",24,"","21,881,751","134,164,423"
Nicky Jam - X - Remix,19,"",37,"","11,380,927","134,146,384"
Piso 21 - Te Amo,25,"",76,"","6,583,634","134,144,734"
Selena Gomez - Look At Her Now,14,1,9,"","21,790,923","133,920,158"
Polimá Westcoast - ULTRA SOLO REMIX,15,"",44,"","12,640,238","133,879,193"
Trippie Redd - Miss The Rage,18,"",19,"","17,348,179","133,872,952"
Becky G - Shower,41,1,10,"","6,395,087","133,754,216"
BANNERS - Someone To You,26,"",121,"","6,003,630","133,590,328"
Niall Horan - This Town,23,"",22,"","12,612,335","133,465,169"
Taylor Swift - All Of The Girls You Loved Before,11,"",12,"","22,778,018","133,453,137"
BLACKPINK - Lovesick Girls,15,1,6,"","26,331,588","133,333,407"
Olly Alexander (Years & Years) - King,34,"",21,"","7,173,514","133,115,545"
Queen - Somebody To Love - Remastered 2011,22,"",50,"","9,260,667","132,982,997"
Olivia Rodrigo - enough for you,12,"",11,"","27,845,206","132,980,288"
Tove Lo - Stay High - Habits Remix,44,"",12,"","5,045,008","132,875,683"
V - Slow Dancing,11,"",20,"","17,648,104","132,791,421"
V - FRI(END)S,11,"",15,"","22,994,290","132,637,129"
Jaxomy - Pedro,7,"",29,"","22,181,313","132,603,359"
P!nk - Cover Me In Sunshine,19,"",59,"","8,745,047","132,526,342"
AronChupa - I'm an Albatraoz,46,"",21,"","4,552,106","132,335,496"
Big Shaq - Man's Not Hot,19,"",36,"","10,229,463","132,292,671"
Henrique & Juliano - Arranhão - Ao Vivo,20,"",84,"","7,524,288","131,535,892"
Post Malone - Paranoid,13,1,4,"","31,182,644","131,467,348"
Sheppard - Geronimo,43,"",18,"","5,387,659","131,464,626"
Tion Wayne - Body (Remix),12,"",17,"","18,311,771","131,383,409"
Frank Sinatra - Jingle Bells - Remastered 1999,13,"",38,"","19,774,217","131,336,544"
Xamã - Malvadão 3,15,"",33,"","11,140,475","131,288,711"
Troye Sivan - Rush,13,"",31,"","15,561,397","131,281,264"
Ariana Grande - the boy is mine,9,"",11,"","27,666,920","131,226,468"
Taylor Swift - Love Story (Taylor’s Version),15,1,8,"","18,627,530","131,094,398"
Gabito Ballesteros - LOU LOU,12,"",43,"","14,019,051","131,070,357"
"Taylor Swift - ""Slut!"" (Taylor's Version) (From The Vault)",9,1,3,(x1),"38,691,553","130,793,473"
Drake - What’s Next,12,1,2,(x1),"28,117,894","130,679,820"
Drake - Pop Style,27,"",23,"","11,898,517","130,356,369"
Lana Del Rey - Radio,15,"",125,"","9,324,153","130,299,132"
Bryson Tiller - Exchange,45,"",65,"","4,020,032","130,212,326"
Adele - Water Under the Bridge,25,"",51,"","7,530,043","130,072,233"
Myke Towers - Si Se Da,22,"",97,"","6,822,944","130,043,307"
J Balvin - Mi Gente,14,"",15,"","15,823,808","129,880,923"
Peso Pluma - LAGUNAS,15,"",113,"","9,524,159","129,855,425"
Lady Gaga - Stupid Love,14,"",13,"","24,400,673","129,827,120"
Post Malone - Hollywood's Bleeding,13,1,5,"","28,946,369","129,787,906"
Tove Lo - Talking Body,38,"",27,"","6,208,542","129,753,440"
Wisin - Fiel - Remix,14,"",29,"","13,822,347","129,729,188"
Lay Bankz - Tell Ur Girlfriend,7,"",23,"","24,017,665","129,723,970"
Jennifer Lopez - Ain't Your Mama,30,"",54,"","5,758,619","129,575,363"
"benny blanco - I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",13,"",21,"","16,111,773","128,974,936"
Billie Eilish - LUNCH,2,2,1,(x1),"65,579,921","128,866,299"
Labrinth - Still Don't Know My Name,20,"",53,"","9,488,078","128,666,708"
Milly - No Te Enamores - Remix,19,"",58,"","8,522,956","128,657,047"
G-Eazy - Good Life,17,"",25,"","12,786,896","128,556,553"
Sam Smith - Money On My Mind,52,"",13,"","4,103,335","128,529,242"
Ali Gatie - What If I Told You That I Love You,15,"",29,"","13,658,542","128,458,623"
Nevada - The Mack,20,"",32,"","8,814,434","128,422,588"
Petit Biscuit - Sunset Lover,25,"",53,"","7,245,899","127,926,039"
Jessica Darrow - Surface Pressure,13,"",23,"","13,479,659","127,800,585"
Post Malone - Enemies,13,1,7,"","25,861,671","127,662,405"
Niall Horan - Too Much To Ask,18,"",37,"","11,073,444","127,598,111"
Calvin Harris - Rollin,17,"",38,"","11,604,438","127,584,680"
Sebastian Yatra - Por Perro,22,"",84,"","6,707,725","127,370,734"
Alvaro Soler - La Cintura,18,"",42,"","10,848,362","127,107,786"
Fall Out Boy - Centuries,53,"",21,"","5,282,344","126,934,681"
Lorde - Team,57,"",14,"","3,798,882","126,720,090"
Taylor Swift - Florida!!!,6,1,10,"","50,743,539","126,620,254"
YOASOBI - アイドル,14,"",95,"","10,216,723","126,551,606"
Lil Uzi Vert - Sanguine Paradise,18,"",38,"","10,891,403","126,518,401"
Ruth B. - Lost Boy,43,"",79,"","3,787,147","126,471,242"
TWICE - The Feels,17,"",57,"","9,255,118","126,459,551"
Maluma - Hawái - Remix,15,"",17,"","15,884,698","125,857,481"
Becky G - Chanel,11,"",49,"","13,365,593","125,852,457"
Raim Laode - Komang,14,"",61,"","12,709,530","125,661,194"
Ofenbach - Wasted Love,20,"",90,"","7,483,373","125,451,999"
The Weeknd - In The Night,28,"",28,"","7,386,246","125,286,757"
Khalid - Talk,8,"",17,"","17,410,486","125,251,511"
Billie Eilish - Happier Than Ever - Edit,19,"",70,"","8,274,552","125,073,413"
DJ Snake - Turn Down for What,59,"",14,"","4,322,985","124,742,389"
Alejo - Pantysito,17,"",55,"","9,279,709","124,015,852"
Tiago PZK - Salimo de Noche,17,"",72,"","9,289,460","123,950,882"
Wallows - Are You Bored Yet?,23,"",105,"","6,632,270","123,943,551"
Daddy Yankee - Vuelve,23,"",71,"","6,653,418","123,879,341"
Ozuna - Unica,21,"",63,"","7,754,505","123,578,496"
"Bizarrap - Villano Antillano: Bzrp Music Sessions, Vol. 51",14,"",45,"","11,083,217","123,525,427"
Pop Smoke - Got It On Me,19,"",41,"","10,606,428","123,416,577"
Israel & Rodolffo - Batom de Cereja - Ao Vivo,17,"",55,"","9,175,119","123,254,916"
Meghan Trainor - Lips Are Movin,34,1,9,"","7,073,920","123,100,945"
Curtis Waters - Stunnin',18,"",68,"","8,493,044","122,955,379"
Future - Selfish,18,"",45,"","9,935,891","122,944,542"
Billie Eilish - my future,14,1,5,"","23,520,611","122,773,561"
Imagine Dragons - Follow You,19,"",75,"","7,740,318","122,688,367"
Regard - Secrets,17,"",64,"","8,515,783","122,645,844"
Billie Eilish - TV,16,"",27,"","14,088,818","122,634,392"
Apache 207 - Roller,19,"",66,"","8,395,606","122,348,079"
Taylor Swift - Vigilante Shit,6,1,9,"","46,504,014","122,300,185"
"Chappell Roan - Good Luck, Babe!",7,"",37,"","18,655,642","122,004,031"
CNCO - Reggaetón Lento (Remix),20,"",56,"","7,716,858","121,993,437"
Bruno Mars - Versace on the Floor,30,"",80,"","5,137,524","121,744,296"
Tiësto - Wasted,44,6,7,"","5,984,920","121,736,213"
David Guetta - Lovers on the Sun,40,"",13,"","5,798,766","121,682,700"
Taylor Swift - Delicate,18,"",26,"","12,788,750","121,403,504"
"Daya - Sit Still, Look Pretty",36,"",74,"","4,595,306","121,398,109"
Anuel AA - Quiere Beber,17,"",45,"","9,739,397","121,332,715"
Kanye West - All Mine,11,2,3,(x1),"27,716,117","121,282,862"
The Rare Occasions - Notion,17,"",67,"","8,821,888","120,835,864"
Wisin - Vacaciones,31,"",79,"","5,214,524","120,790,549"
Kesha - Praying,20,"",37,"","9,957,610","120,718,178"
Jason Derulo - If It Ain't Love,20,"",38,"","8,780,099","120,571,011"
Paulo Londra - Plan A,10,2,4,"","24,746,212","120,543,943"
The Weeknd - Often,62,"",41,"","5,054,030","120,070,975"
Logic - Homicide,12,2,3,(x1),"27,894,553","119,989,488"
Lil Uzi Vert - Futsal Shuffle 2020,12,"",18,"","20,451,202","119,905,873"
Stormzy - Own It,15,"",36,"","11,310,793","119,884,192"
João Gomes - Meu Pedaço de Pecado,16,"",57,"","9,231,666","119,869,288"
Justin Quiles - DJ No Pare,21,"",85,"","6,682,269","119,781,316"
6ix9ine - KIKA,15,"",12,"","17,735,352","119,680,983"
Sebastian Yatra - SUTRA,24,"",96,"","6,224,427","119,635,665"
Jason Derulo - Trumpets,60,"",26,"","3,583,542","119,271,329"
Post Malone - Motley Crew,12,"",18,"","20,518,441","119,099,898"
Nicky Jam - Polvo,18,"",82,"","7,330,583","118,844,500"
S3BZS - MONTAGEM - PR FUNK,13,"",90,"","10,504,297","118,683,547"
Shakira - Me Gusta,15,"",47,"","11,157,044","118,679,933"
Trueno - Mamichula,14,"",37,"","12,258,388","118,185,633"
Jax Jones - Breathe,20,"",48,"","9,283,638","117,899,105"
Miguel - Sky Walker,21,"",69,"","7,143,348","117,642,137"
Eugenio Esquivel - Alucin,11,"",60,"","12,949,130","117,509,505"
Normani - Motivation,14,"",42,"","10,353,406","117,321,765"
Taylor Swift - I Can See You (Taylor’s Version) (From The Vault),9,1,4,"","29,892,837","117,281,446"
Calum Scott - Dancing On My Own,32,"",70,"","4,798,016","116,897,730"
Queen - We Will Rock You - Remastered,22,"",73,"","7,615,977","116,777,009"
Sam Smith - Diamonds,17,"",42,"","10,413,301","116,651,292"
Gunna - DOLLAZ ON MY HEAD,22,"",69,"","7,570,232","116,648,110"
Taylor Swift - Question...?,6,1,10,"","45,085,239","116,467,195"
bbno$ - edamame,17,"",76,"","7,800,896","116,397,095"
Young Thug - pick up the phone,34,"",87,"","4,277,147","116,352,106"
Eartha Kitt - Santa Baby,14,"",48,"","18,101,393","116,333,034"
Nicki Minaj - Bed,12,"",22,"","14,917,808","116,241,025"
Big Sean - I Don't Fuck With You,51,"",34,"","3,981,169","116,037,513"
Avicii - The Days,35,5,4,"","7,862,217","115,777,670"
Jack Harlow - Tyler Herro,17,"",62,"","9,236,771","115,611,739"
Liam Payne - Familiar,18,"",57,"","10,135,185","115,586,518"
Vishal Mishra - Pehle Bhi Main,10,"",49,"","15,323,148","115,580,112"
KAROL G - S91,11,"",41,"","14,742,843","115,402,739"
Nicky Jam - Si Tú La Ves,30,"",117,"","4,306,871","114,894,480"
Brytiago - Asesina,18,"",73,"","7,188,038","114,816,809"
Miley Cyrus - Wrecking Ball,44,16,1,(x5),"6,033,827","114,320,139"
JNR CHOI - TO THE MOON,15,"",55,"","9,614,884","114,291,711"
James Arthur - Car's Outside,14,"",145,"","8,553,077","114,244,153"
OMI - Hula Hoop,28,"",26,"","6,732,598","113,968,894"
Lil Peep - Star Shopping,23,"",152,"","5,623,187","113,643,496"
YNW Melly - Mixed Personalities,17,"",59,"","8,922,507","113,541,444"
OneRepublic - Rich Love,18,"",49,"","9,304,763","113,527,123"
Taylor Swift - You’re Losing Me (From The Vault),9,"",14,"","25,767,209","113,482,436"
Bill Withers - Ain't No Sunshine,12,"",76,"","11,997,888","113,367,464"
Lil Uzi Vert - P2,15,"",21,"","18,179,065","113,211,830"
Tory Lanez - LUV,22,"",40,"","8,807,940","113,130,035"
Tinie Tempah - Girls Like,27,"",53,"","5,740,481","113,048,547"
KAROL G - Créeme,21,"",114,"","6,222,776","112,683,252"
Doja Cat - Like That,19,"",69,"","7,546,129","112,619,024"
Yung Gravy - Betty (Get Money),14,"",73,"","9,050,913","112,392,820"
"Kygo - Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",14,"",36,"","11,997,661","112,350,215"
Kane Brown - Be Like That,19,"",86,"","6,929,241","112,301,523"
"Metro Boomin - Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",8,"",14,"","20,500,463","112,285,319"
Rauw Alejandro - BABY HELLO,11,"",51,"","13,781,210","112,097,926"
Maroon 5 - Wait,21,"",67,"","7,246,334","112,003,633"
Drake - Back To Back,41,"",55,"","3,888,413","111,877,007"
SZA - Love Galore,23,"",73,"","6,402,678","111,770,526"
Snakehips - Don't Leave,17,"",40,"","9,379,581","111,727,169"
Nio Garcia - La Jeepeta - Remix,10,"",14,"","17,051,952","111,620,242"
Olivia Rodrigo - get him back!,7,1,6,"","30,243,352","111,549,892"
Ant Saunders - Yellow Hearts,14,"",45,"","9,630,162","111,542,926"
5 Seconds of Summer - Teeth,15,"",46,"","9,555,911","111,446,926"
Chris Brown - Ayo,41,"",23,"","6,012,390","111,309,831"
Fetty Wap - Again,34,"",43,"","5,040,302","111,166,378"
Jeremy Zucker - comethru,21,"",111,"","6,088,886","111,135,224"
One Direction - History,34,"",29,"","7,159,428","111,125,951"
Dhruv - double take,16,"",65,"","8,463,711","110,422,596"
The Kid LAROI - GO,17,"",60,"","9,137,903","110,331,211"
Manuel Turizo - Esclavo de Tus Besos,17,"",73,"","7,761,767","110,198,680"
P!nk - Walk Me Home,16,"",55,"","8,647,234","110,034,730"
Aaron Smith - Dancin,21,"",101,"","6,605,984","109,888,832"
Hailee Steinfeld - Capital Letters,14,"",34,"","11,580,726","109,875,183"
Kendrick Lamar - N95,8,1,3,(x1),"37,163,341","109,732,617"
(G)I-DLE - Queencard,12,"",101,"","10,348,654","109,659,143"
Selena Gomez - Rare,9,"",12,"","23,340,577","109,645,288"
Harry Nach - Tak Tiki Tak,17,"",76,"","7,587,351","109,508,977"
Drake - Gyalchester,17,"",25,"","14,823,651","109,393,222"
Lasso - Ojos Marrones,14,"",71,"","9,107,285","109,338,564"
Harry Styles - Daylight,9,1,10,"","30,158,062","109,292,793"
Blanco Brown - The Git Up,18,"",64,"","7,922,819","109,244,732"
Taylor Swift - exile,10,2,4,"","30,941,803","109,139,485"
5 Seconds of Summer - Easier,13,"",23,"","13,581,944","109,119,377"
Chris Brown - Questions,17,"",56,"","7,682,316","108,971,155"
LISA - LALISA,10,"",18,"","18,455,241","108,900,615"
"Alan Walker - Alone, Pt. II",18,"",80,"","7,524,185","108,858,748"
J Balvin - Bobo,31,"",72,"","4,385,391","108,699,305"
Jason Derulo - Acapulco,17,"",90,"","7,159,146","108,449,508"
"Bruce Springsteen - Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",14,"",67,"","15,193,195","108,438,949"
24kGoldn - CITY OF ANGELS,14,"",54,"","9,681,551","107,979,127"
Taylor Swift - The Smallest Man Who Ever Lived,6,"",20,"","39,919,938","107,941,691"
Paul McCartney - Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,11,"",15,"","18,378,455","107,774,744"
Gotye - Somebody That I Used To Know,21,"",129,"","5,988,246","107,743,723"
Juice WRLD - Lean Wit Me,19,"",84,"","7,126,666","107,740,635"
Ella Henderson - Ghost,36,"",23,"","4,637,141","107,718,733"
Peso Pluma - BYE,10,"",44,"","14,630,120","107,524,582"
ZAYN - Still Got Time,17,"",46,"","9,993,322","107,373,959"
The Beach Boys - Little Saint Nick - 1991 Remix,12,"",50,"","17,852,287","107,310,202"
Natalie La Rose - Somebody,30,"",30,"","5,831,086","107,267,766"
Zay Hilfigerrr - Juju On That Beat (TZ Anthem),17,"",28,"","9,428,231","107,164,431"
Dr. Dre - Still D.R.E.,14,"",29,"","12,255,788","107,148,517"
Thalia - No Me Acuerdo,18,"",66,"","7,460,620","106,993,167"
"Olivia Rodrigo - 1 step forward, 3 steps back",10,"",13,"","24,592,939","106,906,942"
Eminem - Venom - Music From The Motion Picture,15,"",34,"","13,202,544","106,471,014"
Eliza Rose - B.O.T.A. (Baddest Of Them All) - Edit,12,"",52,"","11,003,367","106,426,241"
LE SSERAFIM - Smart,10,"",82,"","11,947,662","106,364,299"
"Pritam - Kesariya (From ""Brahmastra"")",11,"",33,"","12,391,566","106,355,474"
Rachel Platten - Fight Song,37,"",38,"","5,371,926","106,317,603"
BTS - Yet To Come,8,1,7,"","31,936,642","106,047,503"
La Pantera - Cayó La Noche,14,"",58,"","8,856,103","106,044,885"
Sech - Sal y Perrea,14,"",59,"","9,719,971","105,896,548"
Mabel - Mad Love,15,"",54,"","9,823,977","105,881,669"
Blxst - Chosen,16,"",85,"","7,601,207","105,790,086"
Ashe - Moral of the Story,12,"",42,"","13,675,094","105,594,686"
Kendrick Lamar - ELEMENT.,16,1,10,"","21,832,141","105,356,912"
Charli XCX - Speed Drive (From Barbie The Album),10,"",51,"","14,856,558","105,340,285"
Wisin & Yandel - Aullando,18,"",109,"","6,475,650","105,327,096"
Alex Rose - Toda - Remix,20,"",103,"","6,027,173","105,208,507"
David Guetta - Crazy What Love Can Do,17,"",127,"","6,873,602","105,187,399"
Drake - Sneakin’,22,"",43,"","8,062,614","104,875,536"
Lady Gaga - Sour Candy,11,1,5,"","27,584,074","104,865,459"
David Guetta - Don't Leave Me Alone,15,"",42,"","10,332,824","104,744,850"
CYRIL - Stumblin' In,10,"",95,"","11,320,543","104,729,244"
R3HAB - All Around The World (La La La),15,"",59,"","9,125,803","104,395,994"
"Feid - PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",16,"",81,"","7,980,618","104,092,101"
Ozuna - Tú Foto,20,"",73,"","6,466,640","103,781,272"
DJ Snake - You Know You Like It,35,"",22,"","6,651,427","103,739,242"
Playboi Carti - Sky,17,"",113,"","6,698,063","103,602,736"
Sebastian Yatra - Runaway,15,"",57,"","9,284,418","103,506,300"
Anuel AA - Keii,13,"",37,"","12,471,842","103,435,785"
Bad Bunny - Un Verano Sin Ti,11,"",20,"","22,085,111","103,418,152"
Queen - Thank God It's Christmas - Non-Album Single,11,"",57,"","15,222,270","103,389,358"
Bad Bunny - Solo de Mi,14,"",38,"","10,172,678","103,367,656"
One Direction - Steal My Girl,26,2,9,"","7,108,569","103,320,466"
Tiësto - Ritual,16,"",72,"","7,660,524","103,252,399"
Burna Boy - Last Last,14,"",92,"","8,184,143","103,250,128"
Megan Thee Stallion - Thot Shit,12,"",46,"","10,676,414","103,136,459"
