Artist,Total,Today,1M,2M,3M,4M,5M
Leningrad,"1,565,891",0,0,0,0,0,0
Sofi Tukker,"1,565,124",0,0,0,0,0,0
Lo & Leduc,"1,561,933",0,0,0,0,0,0
The BossHoss,"1,561,759",0,0,0,0,0,0
Люся Чеботина,"1,559,235","2,829",0,0,0,0,0
THIRTY SECONDS TO MARS,"1,558,916",0,0,0,0,0,0
Rasmus Seebach,"1,557,182",226,0,0,0,0,0
Nielson,"1,556,064",0,0,0,0,0,0
Kodaline,"1,555,101",174,0,0,0,0,0
The Beatles,"1,554,520",0,0,0,0,0,0
"ATB, Topic & A7S","1,554,458",0,1,0,0,0,0
Loud Luxury,"1,553,603",0,1,0,0,0,0
Cardi B,"1,552,205",0,0,0,0,0,0
Monatik,"1,549,833",67,0,0,0,0,0
DJ Antoine,"1,547,265",370,0,0,0,0,0
Fleetwood Mac,"1,546,881",242,0,0,0,0,0
Grigory Leps,"1,545,011",0,0,0,0,0,0
Nina Chuba,"1,544,916","1,915",1,0,0,0,0
Silbermond,"1,542,687",0,0,0,0,0,0
David Bowie,"1,541,313",375,0,0,0,0,0
Glockenbach,"1,538,354",0,0,0,0,0,0
Артур Пирожков,"1,531,120",0,0,0,0,0,0
Trois Cafés Gourmands,"1,521,905",0,1,0,0,0,0
Danny Vera,"1,512,251",191,1,0,0,0,0
PNL,"1,504,649",0,0,0,0,0,0
Måns Zelmerlöw,"1,504,622",0,0,0,0,0,0
Bonez MC & Raf Camora,"1,502,869",0,0,0,0,0,0
Dr. Dre,"1,500,565",117,0,0,0,0,0
Dani Martín,"1,498,074",0,0,0,0,0,0
Lost Frequencies & Zonderling,"1,493,565",0,1,0,0,0,0
Elton John,"1,491,092",459,0,0,0,0,0
Tyga,"1,490,217",0,0,0,0,0,0
Ofenbach & Quarterhead,"1,486,523",0,1,0,0,0,0
Mike Perry,"1,484,055",0,1,0,0,0,0
Sam Fender,"1,478,194",174,0,0,0,0,0
Francesca Michielin,"1,472,336",0,0,0,0,0,0
X Ambassadors,"1,471,243",0,1,0,0,0,0
Bob Sinclar,"1,467,500",0,0,0,0,0,0
Mart Hoogkamer,"1,467,295","1,202",0,0,0,0,0
Nea,"1,466,981",0,1,0,0,0,0
Milow,"1,465,765",0,0,0,0,0,0
Martin Garrix & Bebe Rexha,"1,462,638",0,1,0,0,0,0
CKay,"1,458,792",0,1,0,0,0,0
Zedd,"1,457,317",0,0,0,0,0,0
Kenya Grace,"1,448,713",333,1,0,0,0,0
Nirvana,"1,446,188",230,1,0,0,0,0
2 Chainz,"1,446,076",0,1,0,0,0,0
Future,"1,445,551",0,0,0,0,0,0
Eagles,"1,438,563",565,1,0,0,0,0
Smiley,"1,434,654",75,0,0,0,0,0
Ramil',"1,433,720",0,0,0,0,0,0
Hoshi,"1,432,370",0,0,0,0,0,0
"Lil Wayne, Wiz Khalifa & Imagine Dragons","1,431,901",0,1,0,0,0,0
Pietro Lombardi,"1,430,911",0,0,0,0,0,0
Glasperlenspiel,"1,428,779",0,0,0,0,0,0
Inna & Sean Paul,"1,427,422",988,1,0,0,0,0
Max Barskih,"1,427,296",169,0,0,0,0,0
Swedish House Mafia & The Weeknd,"1,426,423",0,1,0,0,0,0
MØ,"1,426,202",0,0,0,0,0,0
The Black Eyed Peas & J Balvin,"1,425,139",0,1,0,0,0,0
Мари Краймбрери,"1,423,047",158,0,0,0,0,0
Kontra K,"1,422,961",0,0,0,0,0,0
Foo Fighters,"1,421,780",0,0,0,0,0,0
Cedric Gervais,"1,420,675",0,1,0,0,0,0
Avril Lavigne,"1,418,083",0,0,0,0,0,0
Rae Sremmurd,"1,416,225",0,1,0,0,0,0
Дима Билан,"1,411,766",0,0,0,0,0,0
Leona Lewis,"1,408,673",456,0,0,0,0,0
Alessia Cara,"1,407,494",0,0,0,0,0,0
Jeffrey Heesen,"1,406,701",989,0,0,0,0,0
"David Guetta, Bebe Rexha & J Balvin","1,404,654",0,1,0,0,0,0
Travis Scott,"1,402,542",109,0,0,0,0,0
24kgoldn,"1,396,819",0,1,0,0,0,0
The 1975,"1,394,028",0,0,0,0,0,0
JVG,"1,393,626",125,0,0,0,0,0
Christopher,"1,393,454",0,0,0,0,0,0
Ray Dalton,"1,392,140",818,0,0,0,0,0
Kerstin Ott,"1,387,399",0,0,0,0,0,0
BLANCO,"1,380,194",0,0,0,0,0,0
Bebe Rexha,"1,377,905",0,0,0,0,0,0
Angelina Mango,"1,377,347","5,700",0,0,0,0,0
Radiohead,"1,375,777","1,828",0,0,0,0,0
Leonard Cohen,"1,371,126",0,0,0,0,0,0
Mumford & Sons,"1,368,200",0,0,0,0,0,0
Loredana,"1,365,272",0,0,0,0,0,0
Marlon Roudette,"1,359,348",0,1,0,0,0,0
Oliver Tree & Robin Schulz,"1,354,146",0,1,0,0,0,0
First Aid Kit,"1,353,451",79,1,0,0,0,0
Diodato,"1,351,716",0,0,0,0,0,0
Noel Gallagher's High Flying Birds,"1,349,253",0,0,0,0,0,0
Martin Solveig & GTA,"1,347,774",0,1,0,0,0,0
KAROL G & Nicki Minaj,"1,342,733",0,1,0,0,0,0
NILETTO,"1,337,852",0,0,0,0,0,0
Antonia,"1,337,534",234,0,0,0,0,0
Jessie Ware,"1,336,032",0,0,0,0,0,0
Naps,"1,332,092",0,0,0,0,0,0
Melendi,"1,331,738",0,0,0,0,0,0
Loren Allred,"1,330,605",0,1,0,0,0,0
Wanda,"1,324,480",0,0,0,0,0,0
Usher,"1,322,584",0,0,0,0,0,0
V,"1,318,579",37,0,0,0,0,0
"cassö, RAYE & D-Block Europe","1,317,546",0,1,0,0,0,0
Celeste,"1,315,734",0,0,0,0,0,0
"David Guetta, Becky Hill & Ella Henderson","1,314,625",0,1,0,0,0,0
John Mayer,"1,313,364",0,0,0,0,0,0
Madame,"1,309,733",0,0,0,0,0,0
Django Wagner,"1,308,164",417,0,0,0,0,0
Ed Sheeran & Elton John,"1,307,442",0,1,0,0,0,0
Petit Biscuit,"1,304,890",0,1,0,0,0,0
Jamie Woon,"1,301,028",0,1,0,0,0,0
Loco Escrito,"1,300,737",0,0,0,0,0,0
Haloo Helsinki!,"1,299,871",217,0,0,0,0,0
El Profesor,"1,298,158",0,1,0,0,0,0
Fabri Fibra,"1,296,369",0,0,0,0,0,0
Xolidayboy,"1,296,048","1,913",0,0,0,0,0
Journey,"1,295,448","3,073",1,0,0,0,0
"Black Eyed Peas, Ozuna & J. Rey Soul","1,293,936",0,1,0,0,0,0
Liam Payne,"1,292,556",0,0,0,0,0,0
Welshly Arms,"1,286,811",0,0,0,0,0,0
FISHER,"1,286,492",0,0,0,0,0,0
The Common Linnets,"1,279,970",0,1,0,0,0,0
G-Eazy x Bebe Rexha,"1,276,509",0,1,0,0,0,0
Jax Jones & MNEK,"1,275,998",123,1,0,0,0,0
Eva Simons,"1,275,858",0,0,0,0,0,0
Riton & Oliver Heldens,"1,275,374",0,1,0,0,0,0
Henk Bernard,"1,268,900","1,069",0,0,0,0,0
Ben Zucker,"1,268,453",0,0,0,0,0,0
Peter Fox,"1,268,288",172,0,0,0,0,0
Starley,"1,265,112",0,1,0,0,0,0
Tananai,"1,265,111","2,223",0,0,0,0,0
AnnenMayKantereit,"1,258,690",0,0,0,0,0,0
Mabel Matiz,"1,258,344",191,0,0,0,0,0
Sam Feldt,"1,256,184",0,0,0,0,0,0
Maite Kelly,"1,255,978",272,0,0,0,0,0
Darin,"1,254,820","1,267",0,0,0,0,0
Mentissa,"1,250,864",0,0,0,0,0,0
Nekfeu,"1,249,285",0,0,0,0,0,0
Martin Garrix & Dua Lipa,"1,248,229",0,1,0,0,0,0
Keen'V,"1,245,266",0,0,0,0,0,0
Troye Sivan,"1,244,026",0,0,0,0,0,0
Iowa,"1,242,259",0,0,0,0,0,0
Kim Cesarion,"1,238,151",167,1,0,0,0,0
Camille,"1,237,641",0,0,0,0,0,0
Morat,"1,235,623",0,0,0,0,0,0
Wesly Bronkhorst,"1,233,467",0,0,0,0,0,0
Krisko,"1,229,342",127,0,0,0,0,0
The Prince Karma,"1,226,650",0,1,0,0,0,0
Elka,"1,221,158",0,0,0,0,0,0
Anouk,"1,220,365",0,0,0,0,0,0
Kygo & Tina Turner,"1,219,574",0,1,0,0,0,0
Rocco Hunt,"1,219,065",388,0,0,0,0,0
BLACKPINK,"1,217,624",0,0,0,0,0,0
Kay One,"1,214,669",0,0,0,0,0,0
James Newton Howard,"1,209,965",175,1,0,0,0,0
Nickelback,"1,209,211","1,041",0,0,0,0,0
Giusy Ferreri,"1,201,763",111,0,0,0,0,0
Stereoact,"1,199,773",0,0,0,0,0,0
Shade,"1,194,186",0,0,0,0,0,0
DaBro,"1,192,901","1,419",0,0,0,0,0
Iñigo Quintero,"1,192,368",129,1,0,0,0,0
Alec Benjamin,"1,189,539",0,1,0,0,0,0
Afrojack,"1,188,928",0,0,0,0,0,0
Tina Turner,"1,188,370",433,0,0,0,0,0
Sel,"1,185,287",50,0,0,0,0,0
Martin Jensen,"1,183,858",0,0,0,0,0,0
Lucio Battisti,"1,179,390",0,0,0,0,0,0
José Feliciano,"1,178,482",0,1,0,0,0,0
Ленинград,"1,177,319",160,0,0,0,0,0
Леша Свик,"1,177,169",0,0,0,0,0,0
BLØF,"1,175,842",0,0,0,0,0,0
Jack Harlow,"1,173,399",444,0,0,0,0,0
Ksi,"1,173,102",0,0,0,0,0,0
Swedish House Mafia,"1,169,073",0,0,0,0,0,0
Walking On Cars,"1,168,219",0,0,0,0,0,0
Shouse & David Guetta,"1,166,407",0,1,0,0,0,0
The Pogues,"1,165,406",0,1,0,0,0,0
Sound Of Legend,"1,164,928",0,0,0,0,0,0
Jung Kook,"1,164,592",104,0,0,0,0,0
Louis Tomlinson,"1,163,945",0,0,0,0,0,0
Bizarrap & Quevedo,"1,163,227",118,1,0,0,0,0
LA Vision & Gigi D'Agostino,"1,162,862",0,1,0,0,0,0
DaBaby,"1,162,464",0,1,0,0,0,0
SANTA,"1,161,084","6,578",1,0,0,0,0
Alok & Bruno Martini,"1,159,361",0,1,0,0,0,0
Joris,"1,158,356",0,0,0,0,0,0
CNCO & Little Mix,"1,158,222",0,1,0,0,0,0
Parov Stelar,"1,156,594",0,0,0,0,0,0
Antonis Remos,"1,155,157",206,0,0,0,0,0
Imanbek & BYOR,"1,154,742",0,1,0,0,0,0
Davina Michelle,"1,150,600",0,0,0,0,0,0
Medina,"1,148,786",864,0,0,0,0,0
"Zedd, Maren Morris & Grey","1,147,559",0,1,0,0,0,0
Alma,"1,145,343",0,0,0,0,0,0
Deorro & Chris Brown,"1,144,400",0,1,0,0,0,0
Gossip,"1,142,610",143,0,0,0,0,0
Alonzo,"1,137,954",0,0,0,0,0,0
Racoon,"1,137,654",0,0,0,0,0,0
Grand Corps Malade & Camille Lellouche,"1,137,274",0,1,0,0,0,0
David Kushner,"1,136,462",102,1,0,0,0,0
Kygo & Imagine Dragons,"1,133,972",0,1,0,0,0,0
Kinderen Voor Kinderen,"1,132,758",0,0,0,0,0,0
Nathan Dawe,"1,132,518","1,151",0,0,0,0,0
Echosmith,"1,131,778",0,1,0,0,0,0
Полина Гагарина,"1,129,975",268,0,0,0,0,0
Eros Ramazzotti,"1,126,016",499,0,0,0,0,0
Christophe Maé,"1,125,558",0,0,0,0,0,0
Mahmut Orhan,"1,125,057",0,1,0,0,0,0
MHD,"1,124,852",0,0,0,0,0,0
La petite culotte,"1,123,310","1,643",1,0,0,0,0
Francesco Renga,"1,118,032",0,0,0,0,0,0
Jimin,"1,114,323",0,0,0,0,0,0
Lucenzo,"1,113,525",129,0,0,0,0,0
Elle King,"1,112,315",0,1,0,0,0,0
Post Malone & Swae Lee,"1,111,891",0,1,0,0,0,0
Ozuna,"1,110,187",0,0,0,0,0,0
Элджей,"1,108,377",0,0,0,0,0,0
Creeds,"1,106,957",321,1,0,0,0,0
Gorgon City,"1,106,162",0,0,0,0,0,0
Rachel Platten,"1,104,847",0,1,0,0,0,0
Nils van Zandt,"1,104,330",0,0,0,0,0,0
ZERB & Sofiya Nzau,"1,103,205","4,599",1,0,0,0,0
G-Eazy & Halsey,"1,102,886",53,1,0,0,0,0
Fréro Delavega,"1,102,751",0,0,0,0,0,0
Snow Patrol,"1,100,195","2,357",0,0,0,0,0
Bausa,"1,098,384",0,0,0,0,0,0
Lauv,"1,098,036",0,0,0,0,0,0
Family of the Year,"1,096,287",0,1,0,0,0,0
Frans,"1,095,690",93,1,0,0,0,0
Salmo,"1,094,482",0,0,0,0,0,0
Sportfreunde Stiller,"1,092,180",0,0,0,0,0,0
Oscar and the Wolf,"1,090,133",880,0,0,0,0,0
Cecilia Krull,"1,090,094",0,1,0,0,0,0
Edmund,"1,084,974",646,0,0,0,0,0
NEIKED,"1,084,353",0,1,0,0,0,0
Jason Mraz,"1,081,097",394,0,0,0,0,0
Beatrice Egli,"1,080,787",0,0,0,0,0,0
Chayanne,"1,075,316","1,613",0,0,0,0,0
Camilo,"1,073,124",0,0,0,0,0,0
Claudia de Breij,"1,071,247",0,0,0,0,0,0
Mari Kraymbreri,"1,069,286",0,0,0,0,0,0
LunchMoney Lewis,"1,067,955",0,0,0,0,0,0
James Hype,"1,065,562",0,0,0,0,0,0
Julian Perretta,"1,064,312",0,0,0,0,0,0
Pablo López,"1,060,641",0,0,0,0,0,0
MATRANG,"1,060,313",899,0,0,0,0,0
Kid Ink,"1,058,773",0,0,0,0,0,0
Die Fantastischen Vier,"1,057,487",0,0,0,0,0,0
Mimi Webb,"1,057,067",0,0,0,0,0,0
Tiromancino,"1,056,333",0,0,0,0,0,0
Triggerfinger,"1,055,292",0,1,0,0,0,0
Marco Schuitmaker,"1,054,315","2,396",0,0,0,0,0
Bring Me the Horizon,"1,051,166",0,0,0,0,0,0
Evanescence,"1,049,493",163,0,0,0,0,0
Gaia,"1,047,995",0,0,0,0,0,0
Irina Allegrova,"1,047,358",642,1,0,0,0,0
Metejoor,"1,046,619","1,396",0,0,0,0,0
RIDSA,"1,044,835",0,0,0,0,0,0
Röyksopp,"1,042,661",0,0,0,0,0,0
Zara Larsson & MNEK,"1,041,156",0,1,0,0,0,0
Clueso,"1,039,788",0,0,0,0,0,0
Astrid S,"1,039,673",571,0,0,0,0,0
Sezen Aksu,"1,039,272",37,0,0,0,0,0
Kygo & Miguel,"1,037,164",0,1,0,0,0,0
Antti Tuisku,"1,036,731",102,0,0,0,0,0
Bob Marley & The Wailers,"1,029,883",351,0,0,0,0,0
Burito,"1,028,712",0,0,0,0,0,0
Grand Corps Malade,"1,028,648",0,0,0,0,0,0
Carlos Vives & Shakira,"1,028,417",0,1,0,0,0,0
Joel Corry & Tom Grennan,"1,025,878",0,1,0,0,0,0
KAZKA,"1,025,855",201,0,0,0,0,0
BoomDaBash,"1,019,991","1,536",0,0,0,0,0
Delia,"1,018,592",0,0,0,0,0,0
Yall,"1,017,215",0,1,0,0,0,0
"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble","1,016,788",0,1,0,0,0,0
Little Big,"1,015,275",0,0,0,0,0,0
Soolking,"1,014,077",0,0,0,0,0,0
6ix9ine,"1,011,679",0,0,0,0,0,0
Nothing but Thieves,"1,009,891",0,0,0,0,0,0
Goldband,"1,009,504",394,0,0,0,0,0
"Dimitri Vegas & Like Mike, Tiësto & Dido","1,008,068","1,799",1,0,0,0,0
"Tiësto, Jonas Blue & Rita Ora","1,007,833",0,1,0,0,0,0
Kygo & Ava Max,"1,007,315","1,098",1,0,0,0,0
Ninho,"1,005,574",0,0,0,0,0,0
Pegasus,"1,004,656",0,0,0,0,0,0
Indochine,"1,003,901",0,0,0,0,0,0
Loïc Nottet,"1,000,968",0,0,0,0,0,0
Il Pagante,"999,936",120,0,0,0,0,0
Marco de Hollander,"999,551",565,0,0,0,0,0
Broederliefde,"998,782",0,0,0,0,0,0
Gregory Porter,"998,447",0,0,0,0,0,0
Take That,"996,220",64,0,0,0,0,0
Ermal Meta,"995,784",0,0,0,0,0,0
Patent Ochsner,"994,716",166,0,0,0,0,0
Elettra Lamborghini,"991,684",0,0,0,0,0,0
Egor Krid,"990,932",0,0,0,0,0,0
Becky G,"989,407",0,0,0,0,0,0
Agust D,"989,244",0,0,0,0,0,0
Danny Ocean,"988,176",0,0,0,0,0,0
"DJ Snake, J Balvin & Tyga","987,650",0,0,0,0,0,0
Gradur,"987,254",0,0,0,0,0,0
FLEMMING,"984,720",753,0,0,0,0,0
Burna Boy,"984,662",0,0,0,0,0,0
Paul Kalkbrenner,"983,432",0,0,0,0,0,0
Korol I Shut,"977,856","1,316",0,0,0,0,0
Scorpions,"977,492",327,0,0,0,0,0
Tarkan,"977,211",197,0,0,0,0,0
Nek,"977,114",0,0,0,0,0,0
DI-RECT,"975,356",277,0,0,0,0,0
Malú,"975,343",0,0,0,0,0,0
Zedd & Alessia Cara,"974,890",0,0,0,0,0,0
Tiësto & Dzeko,"974,148",0,0,0,0,0,0
Hecht,"972,571",0,0,0,0,0,0
Gente de Zona,"969,326",0,0,0,0,0,0
Helemaal Hollands,"966,958",0,0,0,0,0,0
Ирина Аллегрова,"966,709",0,0,0,0,0,0
Foster the People,"966,260",0,0,0,0,0,0
Cian Ducrot,"966,242",0,0,0,0,0,0
Kadebostany,"965,958",0,0,0,0,0,0
David Bisbal,"965,834",0,0,0,0,0,0
Il Volo,"965,600",523,0,0,0,0,0
Snoop Dogg,"965,068",46,0,0,0,0,0
Chef'Special,"961,992",263,0,0,0,0,0
Tiësto & Tate McRae,"961,550",0,0,0,0,0,0
Gala,"961,475",458,0,0,0,0,0
Of Monsters and Men,"961,381",0,0,0,0,0,0
Karol G,"958,037",0,0,0,0,0,0
Marina Kaye,"957,897",0,0,0,0,0,0
Regi,"956,762",0,0,0,0,0,0
Benjamin Biolay,"952,206",0,0,0,0,0,0
Jarabe de Palo,"952,183",0,0,0,0,0,0
Vaiko Eplik,"951,051",404,0,0,0,0,0
Jenni Vartiainen,"950,773",676,0,0,0,0,0
"twocolors, Safri Duo & Chris de Sarandy","950,720",158,0,0,0,0,0
Galibri & Mavik,"949,942",102,0,0,0,0,0
Low Deep T,"948,129",143,0,0,0,0,0
Maître Gims & Maluma,"947,161",0,0,0,0,0,0
Aitana,"944,907",0,0,0,0,0,0
Robin Schulz & Wes,"944,583",0,0,0,0,0,0
Bosse,"942,356",0,0,0,0,0,0
Shakin' Stevens,"941,054",0,0,0,0,0,0
Emis Killa,"940,099",0,0,0,0,0,0
Miriam Bryant,"939,626",0,0,0,0,0,0
Malika Ayane,"938,753",0,0,0,0,0,0
K3,"938,540",282,0,0,0,0,0
Sam Ryder,"936,366",0,0,0,0,0,0
Oasis,"935,677",852,0,0,0,0,0
Marshmello & Jonas Brothers,"932,454",0,0,0,0,0,0
Synapson,"930,435",0,0,0,0,0,0
Robin,"929,142",0,0,0,0,0,0
Roland Kaiser,"927,109",431,0,0,0,0,0
Gianna Nannini,"926,751",0,0,0,0,0,0
The Strumbellas,"925,383",0,0,0,0,0,0
Meduza & James Carter,"925,018",0,0,0,0,0,0
Halott Pénz,"924,606",279,0,0,0,0,0
Maan,"924,328",0,0,0,0,0,0
KAMRAD,"923,365",507,0,0,0,0,0
Tobias Rahim,"922,110",717,0,0,0,0,0
Fall Out Boy,"922,097",0,0,0,0,0,0
Chris Isaak,"920,932",0,0,0,0,0,0
Alex Hepburn,"920,844",0,0,0,0,0,0
Fetty Wap,"920,468",0,0,0,0,0,0
Juan Magan,"919,579",0,0,0,0,0,0
Xavier Naidoo,"919,546",0,0,0,0,0,0
CamelPhat & Elderbrook,"919,506",352,0,0,0,0,0
Ana Mena,"919,288",182,0,0,0,0,0
HATIK,"917,576",416,0,0,0,0,0
Bizarrap & Shakira,"916,007",0,0,0,0,0,0
"Gabry Ponte, LUM!X & Prezioso","913,728",99,0,0,0,0,0
Kaaris,"913,623",0,0,0,0,0,0
Coolio,"912,219",279,0,0,0,0,0
Alejandro Sanz,"912,129",0,0,0,0,0,0
Levante,"911,045",0,0,0,0,0,0
Niels Destadsbader,"910,408",0,0,0,0,0,0
DJ Robin & Schürze,"909,497",0,0,0,0,0,0
Beret,"908,920",711,0,0,0,0,0
Buray,"908,488",0,0,0,0,0,0
Rocco Hunt & Ana Mena,"908,365",0,0,0,0,0,0
Arisa,"907,152",535,0,0,0,0,0
Vicetone & Tony Igy,"906,060",0,0,0,0,0,0
Pink Floyd,"904,690",107,0,0,0,0,0
Rozalén,"900,573",0,0,0,0,0,0
BoomDaBash & Alessandra Amoroso,"900,403",0,0,0,0,0,0
Ariana Grande & Justin Bieber,"899,134",0,0,0,0,0,0
Silento,"899,101",0,0,0,0,0,0
Monaldin,"898,807",79,0,0,0,0,0
Gestört aber GeiL,"898,680",0,0,0,0,0,0
Khalid,"898,550",0,0,0,0,0,0
Fritz Kalkbrenner,"898,201",0,0,0,0,0,0
"benny blanco, Halsey & Khalid","898,164",0,0,0,0,0,0
Young T & Bugsey,"893,790",0,0,0,0,0,0
Robin Schulz & J.U.D.G.E.,"892,741",0,0,0,0,0,0
Wellhello,"892,553",0,0,0,0,0,0
Loredana Bertè,"892,425",480,0,0,0,0,0
Conkarah,"891,359",0,0,0,0,0,0
Damso,"888,856",0,0,0,0,0,0
Ольга Бузова,"888,552",0,0,0,0,0,0
Max Gazzè,"885,830",0,0,0,0,0,0
The Vamps,"885,340",0,0,0,0,0,0
Severina,"885,239",337,0,0,0,0,0
Yellow Claw,"884,757",0,0,0,0,0,0
DJ Snake & AlunaGeorge,"883,193",0,0,0,0,0,0
"The Weeknd, Kendrick Lamar","882,843",0,0,0,0,0,0
Moya Mishel,"882,817","1,507",0,0,0,0,0
Era Istrefi,"882,361",0,0,0,0,0,0
Nyusha,"880,999",0,0,0,0,0,0
Marteria,"880,462",0,0,0,0,0,0
Michael Kiwanuka,"879,612",0,0,0,0,0,0
Ezhel,"878,689",0,0,0,0,0,0
Miss Li,"878,635",338,0,0,0,0,0
Sebastián Yatra,"878,259",0,0,0,0,0,0
Kids United,"877,651",0,0,0,0,0,0
Magic System,"877,048",0,0,0,0,0,0
Lorenzo Fragola,"876,458",0,0,0,0,0,0
Disciples,"876,384",0,0,0,0,0,0
John de Bever,"874,017",272,0,0,0,0,0
Artemas,"873,304","12,289",0,0,0,0,0
Mads Langer,"872,810",98,0,0,0,0,0
Ahzee,"872,551",0,0,0,0,0,0
Marc Anthony,"869,792",140,0,0,0,0,0
Ludovico Einaudi,"869,255",321,0,0,0,0,0
Liam Gallagher,"868,139",0,0,0,0,0,0
Elena Temnikova,"866,711",0,0,0,0,0,0
Ислам Итляшев,"866,496",0,0,0,0,0,0
Елена Темникова,"866,460",0,0,0,0,0,0
Fleur East,"865,687",0,0,0,0,0,0
j-hope,"863,526",63,0,0,0,0,0
Clean Bandit & Mabel,"863,415",0,0,0,0,0,0
Stefanie Heinzmann,"863,332",0,0,0,0,0,0
"Jaxomy, Agatino Romero & Raffaella Carrà","860,540","12,822",0,0,0,0,0
Mando Diao,"859,865",0,0,0,0,0,0
Biagio Antonacci,"856,618",0,0,0,0,0,0
Cats On Trees,"852,421",0,0,0,0,0,0
Calum Scott & Leona Lewis,"850,771",0,0,0,0,0,0
Amy Macdonald,"849,498",0,0,0,0,0,0
Aurora,"848,732",0,0,0,0,0,0
DJ Smash & NIVESTA,"845,082",0,0,0,0,0,0
Vama,"843,877",198,0,0,0,0,0
Backstreet Boys,"842,909",240,0,0,0,0,0
"Jul, SCH, Naps, Kofs, Elams, Solda, Houari & Soso Maness","842,538",0,0,0,0,0,0
İrem Derici,"842,403",0,0,0,0,0,0
Ladynsax,"842,383",243,0,0,0,0,0
Band Aid 30,"842,219",178,0,0,0,0,0
HammAli & Navai & Jah Khalib,"842,163",970,0,0,0,0,0
Calcutta,"842,148",0,0,0,0,0,0
Martin Tungevaag,"841,757",0,0,0,0,0,0
Dj Belite,"841,705",0,0,0,0,0,0
Giordana Angi,"841,464",0,0,0,0,0,0
Instasamka,"840,366",0,0,0,0,0,0
Gabrielle,"840,109",307,0,0,0,0,0
Maria Mena,"838,622",237,0,0,0,0,0
Arash,"837,917",0,0,0,0,0,0
Valerio Scanu,"836,215",0,0,0,0,0,0
Snelle,"835,594",0,0,0,0,0,0
Султан Лагучев,"834,628",0,0,0,0,0,0
SDP,"831,962",0,0,0,0,0,0
Empire of the Sun,"829,705",0,0,0,0,0,0
The Kid LAROI,"829,521",0,0,0,0,0,0
Alvaro Soler & Topic,"828,508",0,0,0,0,0,0
ClockClock,"827,625",0,0,0,0,0,0
Jasmine Thompson,"825,484",0,0,0,0,0,0
"YOUNOTUS, Janieck & Senex","824,222",0,0,0,0,0,0
Alekseev,"823,837",0,0,0,0,0,0
Demet Akalın,"823,483",0,0,0,0,0,0
Fred again.. & The Blessed Madonna,"822,019",327,0,0,0,0,0
Nemo,"821,747","2,038",0,0,0,0,0
Arcade Fire,"820,948",0,0,0,0,0,0
Lacrim,"819,417",0,0,0,0,0,0
Chris Steger,"818,590",0,0,0,0,0,0
Tungevaag & Raaban,"816,631",0,0,0,0,0,0
Manu Pilas,"814,883",0,0,0,0,0,0
Bligg,"813,866",0,0,0,0,0,0
Sean Paul & David Guetta,"812,148",0,0,0,0,0,0
Therapie TAXI,"811,382",0,0,0,0,0,0
Хабиб,"810,899",0,0,0,0,0,0
"Lost Frequencies, Elley Duhé & X Ambassadors","810,013",0,0,0,0,0,0
Colapesce & Dimartino,"809,772",259,0,0,0,0,0
Zaho de Sagazan,"807,159","6,298",0,0,0,0,0
Cher,"807,011",0,0,0,0,0,0
Ronnie Flex,"805,867",0,0,0,0,0,0
NF,"805,816",0,0,0,0,0,0
Amy Winehouse,"805,740","1,699",0,0,0,0,0
RASA,"805,239",0,0,0,0,0,0
Maruv,"805,075",97,0,0,0,0,0
Zucchero,"803,797",0,0,0,0,0,0
Griby,"803,107",293,0,0,0,0,0
Josef Salvat,"802,714",40,0,0,0,0,0
Jorja Smith,"802,592",0,0,0,0,0,0
Lion Cayden,"802,443",0,0,0,0,0,0
MACAN,"801,616",516,0,0,0,0,0
Danny Saucedo,"800,992",340,0,0,0,0,0
Philipp Dittberner & Marv,"800,643",0,0,0,0,0,0
Ivan Dorn,"799,921",0,0,0,0,0,0
Maaike Ouboter,"797,783",0,0,0,0,0,0
Toygar Işıklı,"797,670",507,0,0,0,0,0
Chris Malinchak,"796,072",0,0,0,0,0,0
Duman,"795,785",0,0,0,0,0,0
Lazza,"792,552","2,222",0,0,0,0,0
L'One,"791,511",0,0,0,0,0,0
Skrillex,"790,373",221,0,0,0,0,0
Seinabo Sey,"789,540",0,0,0,0,0,0
Hande Yener,"789,449",242,0,0,0,0,0
Melissa Naschenweng,"788,927","1,458",0,0,0,0,0
Grand Corps Malade & Kimberose,"788,409",0,0,0,0,0,0
Bobby Helms,"788,403",0,0,0,0,0,0
"Silk City, Dua Lipa","787,752",0,0,0,0,0,0
MORGENSHTERN,"787,191",0,0,0,0,0,0
Jan Biggel,"786,505","1,417",0,0,0,0,0
Broiler,"785,490",0,0,0,0,0,0
Big Shaq,"785,133",0,0,0,0,0,0
picture this,"783,665",0,0,0,0,0,0
Nicky Romero,"782,950",0,0,0,0,0,0
Barbara Pravi,"782,936","1,141",0,0,0,0,0
Calvin Harris & Sam Smith,"781,358",0,0,0,0,0,0
JP Cooper,"779,243",0,0,0,0,0,0
Israel Kamakawiwo'ole,"778,984",312,0,0,0,0,0
Neil Diamond,"777,573",0,0,0,0,0,0
Sam Hunt,"777,380",0,0,0,0,0,0
Fabrizio Moro,"776,573",0,0,0,0,0,0
"Kendrick Lamar, SZA","776,497",0,0,0,0,0,0
Müslüm Gürses,"776,238",117,0,0,0,0,0
Scarlet Pleasure,"775,889",0,0,0,0,0,0
