Artist and Title,Days,Pk,(x?),Total,Today
Benson Boone & Philippine Lavrey - In The Stars,115,56,"","325,428",109
Mariah Carey - #Beautiful,49,16,"","325,338",0
Gorgon City - Ready For Your Love,76,52,"","325,264",0
Lomepal - Trop beau,76,60,"","325,257",0
The Boy Next Door & Fresh Coast - La Colegiala,82,52,"","325,055",0
Møme - Aloha,11,89,"","324,997",0
"Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo - Azukita",59,45,"","324,965",0
"Black Eyed Peas, Anitta & El Alfa - SIMPLY THE BEST",131,28,"","324,612",0
Angèle - Flou,94,50,"","324,555",0
Die Toten Hosen - Alles passiert,105,63,"","324,553",0
The Verve - Bitter Sweet Symphony,7,105,"","324,411",784
JONY - Ты беспощадна,114,52,"","324,157",0
polnalyubvi - Кометы,81,82,"","324,086",0
Justin Timberlake - Not a Bad Thing,61,51,"","324,071",0
Fisher - You Little Beauty,108,30,"","324,059",0
Nico Santos & Topic - Like I Love You,107,34,"","323,779",0
Selena Gomez - Single Soon,84,1,(x1),"323,698",0
Die Zipfelbuben - Olivia,90,24,"","323,501",0
Queen - Face It Alone,40,1,(x6),"323,373",0
Alle Farben & James Blunt - Walk Away,132,52,"","323,372",0
Michael Schulte - For a Second,113,68,"","322,903",0
Wanda - Columbo,2,76,"","322,886",0
Fred De Palma - Ti raggiungerò,121,48,"","322,846",0
Polina Gagarina - Кукушка,5,165,"","322,821",0
Grete Paia - Päästke Noored Hinged,--,945,"","322,763",79
Fedez - Bella Storia,132,63,"","322,636",0
Shawn Mendes & Tainy - Summer Of Love,70,7,"","322,402",0
Bedouin Soundclash - Brutal Hearts,--,158,"","322,315",0
Fedez - Cigno nero,--,114,"","322,090",0
GAYAZOV$ BROTHER$ & Filatov & Karas - Пошла жара,95,106,"","321,520",0
HATIK - Angela,123,64,"","321,404",0
ROSALÍA & Travis Scott - TKN,71,8,"","321,319",69
Sting & Shaggy - Just One Lifetime,82,25,"","321,305",0
BTS - FAKE LOVE,37,1,(x2),"321,181",0
MIKA - Underwater,31,41,"","320,936",0
Artik & Asti - Неделимы,--,200,"","320,877",0
Capital Bra - Neymar,84,54,"","320,874",0
Billie Eilish & Justin Bieber - bad guy,57,6,"","320,866",0
Matoma & The Notorious B.I.G. - Old Thing Back,58,65,"","320,833",0
Nina Chuba - Mangos mit Chili,108,65,"","320,617",0
ZAZ - On ira,41,45,"","320,579",0
Imen Es - 1ère fois,37,110,"","320,546",0
MORGENSHTERN & Элджей - Cadillac,98,67,"","320,476",0
Shakira & Anuel AA - Me Gusta,70,14,"","320,061",0
Taylor Swift - 22,60,42,"","320,001",0
Marcus & Martinus - Girls,--,113,"","319,930",0
The Script - The Last Time,113,16,"","319,854",0
LOBODA - Парень,81,73,"","319,625",0
Travis Scott - SICKO MODE,46,26,"","319,375",0
Son Mieux - Multicolor,--,202,"","319,209",0
Alekseev - Пьяное солнце,--,147,"","319,082",0
Nathaniel Rateliff & The Night Sweats - S.O.B.,3,82,"","318,994",0
Toto - Africa,1,143,"","318,939",108
Stephen Sanchez - Until I Found You,62,31,"","318,853",609
"MACE, BLANCO & Salmo - LA CANZONE NOSTRA",101,62,"","318,684",0
Taylor Swift - Is It Over Now,113,17,"","318,462",0
SEREBRO - Mi Mi Mi,69,65,"","318,274",0
Robin Schulz & Felix Jaehn - One More Time,122,31,"","318,219",0
Milow - Whatever It Takes,106,46,"","318,204",0
Stormzy - Vossi Bop,97,40,"","318,152",0
Annalisa - Movimento lento,125,47,"","318,146",0
Blonde - I Loved You,57,46,"","318,093",0
Joost - Europapa,97,13,"","318,025","3,058"
Pinguini Tattici Nucleari - Ricordi,134,55,"","317,929",0
Coldplay - Clocks,4,150,"","317,912",0
Florence + The Machine - Spectrum,17,62,"","317,507",0
Loïc Nottet - Rhythm Inside,35,4,"","317,421",0
Scarlet Pleasure - What A Life,7,147,"","316,948",0
House of Pain - Jump Around,17,126,"","316,704",137
Grigory Leps - Самый Лучший День,--,223,"","316,634",0
Mahmood - TUTA GOLD,113,17,"","316,506","1,449"
Stromae - Ta fête,--,102,"","316,453",0
Becky G. - Arranca,102,29,"","316,441",0
Europe - The Final Countdown,8,49,"","316,054",193
Tones and I - Never Seen the Rain,114,44,"","316,002",0
Fenerin Çocukları - Fenerbahçe Mohikan,--,495,"","315,918",0
Valerio Scanu - Finalmente piove,--,102,"","315,876",0
"CNCO, Meghan Trainor & Sean Paul - Hey DJ",114,56,"","315,631",0
Marteria - Kids,30,71,"","315,305",0
Marco Mengoni & Elodie - Pazza Musica,128,32,"","315,300",0
Camila Cabello - My Oh My,104,43,"","315,126",0
Jvla - Such a Whore,114,63,"","315,119",0
Max Gazzè - La vita com'è,--,113,"","314,891",0
Baby K - Playa,112,67,"","314,889",0
Giusy Ferreri - Non Ti Scordar Mai Di Me,--,426,"","314,683",111
Parchís - Cumpleaños Feliz,--,227,"","314,645",0
Mot - Абсолютно всё,--,166,"","314,624",0
Sam Smith - Lay Me Down,37,24,"","314,459",0
U2 - Invisible,20,3,(x3),"314,315",0
Fred De Palma - Extasi,121,53,"","314,310",0
"Marco Borsato, Jada Borsato, Willem Frederiks, Lange Frans, Day Ewbank & John Ewbank - Samen Voor Altijd",20,83,"","313,905",0
AJ Tracey - Ladbroke Grove,108,98,"","313,684",0
Hypaton & David Guetta - Be My Lover,81,8,"","313,675",0
The Weeknd - In the Night,65,41,"","313,575",0
Enrique Iglesias & Maria Becerra - ASI ES LA VIDA,66,23,"","313,544",739
Vasco Rossi - Una Canzone D'Amore Buttata Via,86,38,"","313,513",0
CamelPhat & Cristoph - Breathe,90,48,"","313,452",0
Caparezza - Ti Fa Stare Bene,77,86,"","313,300",0
DNCE - Kissing Strangers,26,40,"","313,299",0
Last Train - On Our Knees,5,135,"","313,219",0
Ariana Grande & Social House - Boyfriend,52,1,(x1),"312,766",0
Zivert - WAKE UP,105,86,"","312,520",0
Snelle - Smoorverliefd,95,82,"","312,168",0
Christine and the Queens - Paradis perdus,--,114,"","312,082",0
Duke Dumont - Need U,78,48,"","312,041",0
Charlie Charles - Calipso,125,68,"","312,018",0
The Beatles - Here Comes the Sun,2,137,"","311,583",0
AC/DC - Rock or Bust,22,2,(x2),"311,557",0
L.E.J - Summer 2015,58,62,"","311,496",0
KeeMo & Tim Royko - Beautiful Lie,--,590,"","311,362",352
Mando Diao - Strövtåg I Hembygden,--,185,"","311,050",0
Becky Hill & Chase & Status - Disconnect,110,45,"","310,972",272
Ariana Grande - we can't be friends,66,5,"","310,808","1,902"
Scorpions - Wind of Change,6,85,"","310,635",0
Mark Forster & Vize - Bist du Okay,90,33,"","310,622",0
Karol G - Ocean,52,71,"","310,589",0
Hoshi - Amour censure,65,61,"","310,531",0
Miracle of Sound - Valhalla Calling,46,49,"","310,527",0
Дима Билан - Про белые розы,73,90,"","310,462",0
Jessie J - Masterpiece,35,20,"","310,405",0
Juliette Armanet - Flamme,126,40,"","310,122",0
The Black Eyed Peas - Where Is the Love,9,34,"","310,022",0
Клава Кока - Покинула чат,110,95,"","310,011",0
Loboda - 40 Градусов,--,340,"","309,915",0
blackbear - hot girl bummer,98,33,"","309,893",0
Sifax & Sofiane - Mecs de cités,1,174,"","309,793",0
ANNA ASTI - Верю в тебя,112,62,"","309,768",0
Machine Gun Kelly & Camila Cabello - Bad Things,60,20,"","309,694",0
Татьяна Куртукова - Матушка,140,59,"","309,686","2,357"
Ana Mena - Música Ligera,10,89,"","309,530",0
Sevak - Жди меня там,17,158,"","309,481",0
Tom Grennan - Remind Me,126,43,"","309,412",0
ZAZ - Si jamais j'oublie,9,76,"","309,408",0
"Alan Walker, Sabrina Carpenter & Farruko - On My Way",83,12,"","309,354",0
Skrillex & Rick Ross - Purple Lamborghini,52,23,"","309,281",0
Cheek - Timantit On Ikuisia,--,297,"","309,075",142
Pornofilmy - Я так соскучился,18,138,"","309,058",0
Nirvana - Come As You Are,42,47,"","309,033",124
James Blunt - Beside You,95,26,"","308,992",0
Madonna - Bitch I'm Madonna,27,3,(x2),"308,657",0
Fedez - L'amore eternit,--,109,"","308,577",0
Indochine - Nos célébrations,118,32,"","308,528",0
Dons & Ingus Bērziņš - Māsa Upe,--,901,"","308,407",76
Saint Motel - My Type,8,92,"","308,321",0
Kygo - Say Say Say,97,7,"","308,140",0
Orelsan - Basique,40,72,"","308,063",0
Guns N' Roses - November Rain,4,98,"","307,953",0
Elton John - I'm Still Standing,22,57,"","307,751",459
Ислам Итляшев - Она любила розы,50,116,"","307,511",0
LEA & Cyril - Immer wenn wir uns sehn,81,71,"","307,343",0
Texas - The Conversation,14,73,"","307,136",0
Mr Belt & Wezol - It's Not Right,99,15,"","307,133","2,494"
Benson Boone - In The Stars,65,35,"","306,917",0
Rihanna - What Now,36,40,"","306,777",0
Filatov & Karas - Мимо меня,100,81,"","306,650",0
Soprano - Mon Everest,1,89,"","306,442",0
Ultimo - Pianeti,11,109,"","306,427",0
Sebastian Böhm - Paint It Black,3,166,"","306,392",0
Jadu Heart - Caroline,13,113,"","306,254",0
Flume - Never Be Like You,6,68,"","306,141",0
Little Big - Skibidi,79,54,"","305,955",0
ClockClock - Someone Else,86,36,"","305,690",0
Sam Smith - Fire on Fire,52,12,"","305,546",0
Argy & Omnya - Aria,102,48,"","305,469",597
Racoon - Oceaan,--,114,"","304,952",0
Rudimental - Feel the Love,--,115,"","304,895",0
Vianney - Pas là,5,80,"","304,813",0
Kavinsky - Roadgame,--,113,"","304,743",0
Sfera Ebbasta - Cupido,81,71,"","304,732",0
Metallica - Whiskey In the Jar,1,193,"","304,537",0
Liu - Ringtone Drop,60,6,"","304,491",0
Seiler und Speer - Herr Inspektor,4,147,"","304,376",0
ADELE - Make You Feel My Love,10,48,"","304,042",75
Ed Sheeran - How Would You Feel,27,5,"","303,975",0
Filatov & Karas - Au Au,102,70,"","303,885",0
Blas Cantó - Él No Soy Yo,--,229,"","303,558",0
Julien Doré - Sublime & silence,--,124,"","303,537",0
Queen - Who Wants to Live Forever,43,47,"","303,524",0
Francesco Gabbani - Tra le granite e le granate,52,84,"","303,460",0
Birdy - Keeping Your Head Up,42,37,"","303,459",0
Kadebostany - Mind If I Stay,7,124,"","303,334",0
Lost Frequencies - Like I Love You,104,45,"","303,301",0
Yolanda Be Cool & Dcup - We No Speak Americano,--,267,"","303,203",0
Dons - Pedeja Vestule,--,789,"","303,145",0
Beginner - Ahnma,14,67,"","302,973",0
Haddaway - What Is Love,10,131,"","302,970",137
Artik & Asti - Истеричка,126,53,"","302,936",0
Lil Peep & XXXTENTACION - Falling Down,68,3,(x1),"302,930",0
The Weeknd & Madonna - Popular,88,25,"","301,786",0
Felix Jaehn & Leony - Waking Up,111,21,"","301,704",718
Jax Jones & Zoe Wees - Never Be Lonely,114,24,"","301,627","1,689"
Little Big - UNO,97,25,"","301,605",0
Demarco Flamenco - La isla del Amor,--,186,"","301,516",0
Lorenz Büffel - Johnny Däpp,15,49,"","300,834",0
Take That - These Days,72,48,"","300,782",0
Beyoncé - Single Ladies,--,172,"","300,552",264
Luke Combs - Fast Car,76,31,"","300,427",0
Niels Geusebroek - Take Your Time Girl,--,108,"","300,404",0
will.i.am - This Is Love,1,95,"","300,348",0
Panzer Flower - We Are Beautiful,51,71,"","300,337",0
Sofi Tukker - Drinkee,1,97,"","300,334",0
Dima Bilan & Mari Kraymbreri - Ты не моя пара,79,90,"","300,219",0
Whitney Houston - I Will Always Love You,2,135,"","299,983",0
Bonez MC & Raf Camora - Ohne mein Team,2,87,"","299,909",0
Егор Крид - Миллион алых роз,94,91,"","299,884",0
Elettra Lamborghini - Pem Pem,78,76,"","299,878",0
Aloe Blacc - Wake Me Up,34,35,"","299,816",0
Metejoor & Babet - 1 Op Een Miljoen,20,120,"","299,691",0
Polina Gagarina - Спектакль Окончен,--,214,"","299,655",0
Beyoncé - Don't Hurt Yourself,21,14,"","299,512",0
Billy Ocean - Red Light Spells Danger,24,104,"","299,205",185
Rocco Hunt - Non litighiamo più,138,43,"","299,104",0
Ultimo - Rondini al guinzaglio,51,85,"","298,809",0
Джиган - ДНК,124,99,"","298,802",0
Elisa - No Hero,--,104,"","298,420",0
Kungs - Lipstick,107,28,"","298,277",0
Fred again.. & Swedish House Mafia - Turn On The Lights again..,100,30,"","298,272",0
LEA - 110,98,38,"","298,135",0
Jung Kook - Dreamers,34,1,(x4),"298,065",0
Kiesza - Giant In My Heart,61,51,"","298,000",0
J-Ax - Tutto tua madre,105,61,"","297,938",0
Idina Menzel & AURORA - Into the Unknown,75,39,"","297,692",0
Krisko - Ministarat Na Veselieto,--,508,"","297,677",0
"SIRA, Bausa & badchieff - 9 bis 9",102,37,"","297,551",0
escape - Please don’t break my heart,48,120,"","297,455",0
Jon Bellion - All Time Low,53,51,"","297,392",0
Vitaa - Game Over,39,80,"","297,340",0
La Zarra - Tu t’en iras,114,62,"","297,266",0
Gustaph - Because of You,22,5,"","297,083",0
Negramaro - Fino all'imbrunire,65,75,"","297,065",0
Soprano - Fresh Prince,--,110,"","297,051",0
Madilyn Bailey - Titanium,--,112,"","296,655",0
BLANCO - Nostalgia,137,57,"","296,493",0
Julien Doré - Chou Wasabi,3,67,"","296,451",0
Willy William & J Balvin - Mi Gente,38,86,"","296,340",0
Die Flippers - Wir sagen danke schön,63,64,"","296,170",0
Kerstin Ott & Howard Carpendale - Wegen Dir,71,48,"","296,006",0
Maite Kelly - Ich brauch einen Mann,91,26,"","295,933",0
Rolf Sanchez - Más Más Más,54,79,"","295,929",0
Egor Krid - Самая самая,--,136,"","295,762",0
Martin Solveig - Do It Right,59,47,"","295,754",0
Robin Schulz & David Guetta - On Repeat,105,26,"","295,680",0
Jakone & SCIRENA - По весне,118,74,"","295,550",0
"Purple Disco Machine, Duke Dumont & Nothing But Thieves - Something On My Mind",87,9,"","295,428",0
Zhang Zhe Han - Journey,49,4,"","295,386",0
Benji & Fede - Tutto per una ragione,36,78,"","295,327",0
Lo & Leduc - Jung verdammt,--,218,"","295,201",0
Queen - Somebody To Love,50,53,"","295,132",0
J-AX & Fedez - Piccole cose,7,79,"","294,982",0
Dedublüman & Çağrı Çelik - Gamzedeyim Deva Bulmam,--,469,"","294,969",0
Irama - 5 Gocce,138,79,"","294,962",0
Depeche Mode - Enjoy the Silence,12,54,"","294,882",167
Christina Perri - Human,26,64,"","294,558",0
Meghan Trainor - Like I'm Gonna Lose You,4,84,"","294,478",0
Shawn Mendes & Camila Cabello - I Know What You Did Last Summer,17,12,"","294,457",0
Jay Sean - Make My Love Go,55,46,"","294,281",0
Ina Wroldsen - Strongest,3,93,"","294,264",0
Jan Delay & Marteria - EULE,116,47,"","293,999",0
Sting & Shaggy - Don't Make Me Wait,101,39,"","293,840",0
Rigoberta Bandini - Ay Mamá,16,172,"","293,838",0
Maria Mena - Home for Christmas,--,215,"","293,778",144
Jax Jones & Mabel - Ring Ring,89,37,"","293,724",0
Kygo & Rita Ora - Carry On,73,9,"","293,713",0
Robbie Williams - Angels,18,55,"","293,692",0
Martin Solveig - Hello,--,259,"","293,650",0
Josef Salvat - Open Season,1,90,"","293,629",40
Inna - Cola Song,11,68,"","293,426",0
"C. Tangana, Niño de Elche & La Húngara - Tú Me Dejaste De Querer",--,224,"","293,414",0
DJ Ötzi - Der hellste Stern,72,38,"","293,284",0
Eminem - Mockingbird,58,26,"","293,178",146
Mentissa - Mamma Mia,97,42,"","293,084",0
Broederliefde - Jungle,--,141,"","293,076",0
Delia - Pe Aripi De Vant,--,289,"","293,040",0
Barbariki - С днём рождения,6,188,"","292,881",0
Гио ПиКа - Листопадом,58,88,"","292,589",882
Usher - Yeah,14,9,"","292,498",0
DJ Katch - The Horns,--,110,"","292,431",0
Mark Eliyahu & Cem Adrian - Kül,--,475,"","292,361",128
Jung Kook & Jack Harlow - 3D,35,1,(x7),"292,316",0
Kendji Girac - Evidemment,103,47,"","292,240",0
Kodaline - High Hopes,--,140,"","292,177",105
Edmund - Freindschoft,--,256,"","292,079",0
Stefanie Heinzmann - Build a House,115,58,"","291,892",0
"Sebastián Yatra, Manuel Turizo & Beéle - VAGABUNDO",31,97,"","291,736",0
Jazzy - Giving Me,110,47,"","291,647",0
"Farruko, Victor Cardenas & Dj Adoni - El Incomprendido",108,42,"","291,629",0
Pinguini Tattici Nucleari - Rubami la Notte,128,60,"","291,549",0
Coez - Domenica,122,102,"","291,392",0
Enrique Iglesias - Loco,--,228,"","291,264",0
Cream Soda - Никаких больше вечеринок,30,93,"","291,221",0
Kylie Minogue - Magic,50,3,(x1),"291,216",0
Gerry & The Pacemakers - You'll Never Walk Alone,45,12,"","291,212",0
Rudimental - Free,34,79,"","290,956",0
Rihanna - American Oxygen,42,3,(x1),"290,638",0
Баста - Выпускной,11,118,"","290,342",272
Fun. - Some Nights,9,72,"","290,271",291
Gabriel Rios - Gold,--,106,"","290,052",0
Giorgia & Marco Mengoni - Come neve,85,45,"","289,738",0
Olexesh - Magisch,91,62,"","289,735",0
Mari Kraymbreri - Если устал,99,85,"","289,333",0
Austin Mahone - Mmm Yeah,17,12,"","289,246",0
LOBODA - Родной,113,40,"","289,187",0
Khalid - Young Dumb & Broke,78,60,"","289,003",0
Cher - DJ Play A Christmas Song,43,8,"","288,976",0
will.i.am - It’s My Birthday,59,54,"","288,881",0
Marvin Gaye - Sexual Healing,29,49,"","288,865",0
Shaboozey - A Bar Song,54,9,"","288,808","9,433"
Boulevard des Airs - Allez reste,68,97,"","288,791",0
"Kris Kross Amsterdam, MAAN & Tabitha - Hij is van mij",11,153,"","288,493",0
The Rolling Stones & Lady Gaga - Sweet Sounds Of Heaven,42,1,(x1),"288,400",244
The Carters - APESHIT,44,4,"","288,345",0
Макс Барских - БЕРЕГА,107,86,"","288,287",0
Shade - Irraggiungibile,58,72,"","288,224",0
Marnik & Smack - Gam Gam,98,40,"","288,176",0
Rocco Hunt & Ana Mena - Un bacio all'improvviso,109,37,"","288,098",0
"Ikke Hüftgold, Schürze & DJ Robin - Bumsbar",78,16,"","288,096",0
Amanda - Blau,4,95,"","288,072",0
Mot - Капкан,--,104,"","288,043",0
La La Love You - El Fin del Mundo,--,241,"","288,032","1,048"
Kygo - Happy Now,90,14,"","287,993",0
Kygo & OneRepublic - Lose Somebody,84,9,"","287,984",0
"Christine and the Queens - Damn, dis-moi",106,61,"","287,940",0
Melissa Naschenweng - I steh auf Bergbauernbuam,7,76,"","287,759",0
Giordana Angi - Stringimi Più Forte,103,63,"","287,611",0
Major Lazer - Come On To Me,9,88,"","287,563",0
Adelén - Bombo,1,99,"","287,268",0
The Chainsmokers & Illenium - Takeaway,98,14,"","287,044",0
C2C - Happy,22,84,"","286,913",0
Avicii - Broken Arrows,23,39,"","286,912",0
Mumford & Sons - Believe,62,9,"","286,874",0
Toto Cutugno - L'italiano,26,1,(x1),"286,805",431
Jennifer Lopez - Ni Tú Ni Yo,42,18,"","286,768",0
"Moses, EMR3YGUL & Alexiane - A Million on My Soul",62,71,"","286,759",0
Arnon - Te Molla,75,82,"","286,618",0
Kanye West - Black Skinhead,5,39,"","286,615",0
Gestört aber GeiL - Ich & Du,--,103,"","286,559",0
John Newman - Cheating,21,35,"","286,451",0
OneRepublic - No Vacancy,32,31,"","286,445",0
Polina Gagarina - Нет,--,173,"","286,381",0
Ozark Henry - I'm Your Sacrifice,--,128,"","286,184",0
L.A. WITCH - Maybe the Weather,18,169,"","285,946",0
Cat Janice - Dance You Outta My Head,40,4,"","285,770",0
Fatboy Slim & Riva Starr - Eat Sleep Rave Repeat,49,49,"","285,767",0
Rammstein - RADIO,49,4,"","285,658",0
Ицык Цыпер - Дымок,123,41,"","285,631",535
Jung Kook - Standing Next to You,34,1,(x3),"285,606",0
Apache 207 - 200 km/h,87,76,"","285,523",0
Angèle - Libre,116,55,"","285,360",0
Tony Igy - Astronomia,58,15,"","285,337",0
Junge Junge - Run Run Run,2,90,"","285,333",0
Eminem - Without Me,8,48,"","284,822","1,349"
Alle Farben - Alright,118,46,"","284,767",0
James Arthur - Falling like the Stars,65,15,"","284,689",0
Future - Life Is Good,65,10,"","284,673",0
L'Algérino - Va Bene,100,74,"","284,642",0
CVRTOON - Plevne,--,509,"","284,637",0
Little Mix - Holiday,78,2,(x3),"284,559",0
Burito - Ты знаешь,--,180,"","284,496",0
Nico Santos - Would I Lie To You,119,45,"","284,467",0
Mr.Rain - Fiori di Chernobyl,93,71,"","284,138",0
Elton John - Step Into Christmas,59,78,"","284,134",0
"Kris Kross Amsterdam, Shaggy & Conor Maynard - Early In The Morning",123,67,"","284,017",0
"Robin Schulz, Alle Farben & Israel Kamakawiwo'ole - Over The Rainbow",88,24,"","283,538",0
Calvin Harris - Open Wide,20,4,"","283,533",0
Maroon 5 & Megan Thee Stallion - Beautiful Mistakes,94,35,"","283,531",0
Passenger - Holes,16,84,"","283,501",0
Dua Lipa - Homesick,100,73,"","283,497",0
Jasmine Thompson - Adore,7,80,"","283,484",0
Luca Carboni - Una grande festa,125,88,"","283,450",0
Don Patricio - Contando Lunares,--,225,"","282,989",0
Sevara Nazarkhan - Там нет меня,93,68,"","282,909",163
OneRepublic - Didn't I,81,15,"","282,828",0
Mahmood - Barrio,102,29,"","282,638",0
Sia - California Dreamin',27,31,"","282,557",0
Sarah Connor - Bye Bye,87,19,"","282,376",0
M83 - Midnight City,2,146,"","281,925",0
Kay One - Louis Louis,22,63,"","281,850",0
LOBODA - moLOko,114,54,"","281,826",0
Elisa - L'anima vola,1,98,"","281,804",0
Troye Sivan - Happy Little Pill,26,1,(x1),"281,606",0
Robin Thicke - Give It 2 U,64,49,"","281,579",0
Jovanotti - Chiaro di luna,74,77,"","281,195",0
Oscar and the Wolf - Warrior,32,152,"","281,026",0
Gary Barlow - Let Me Go,21,84,"","281,000",0
Shouse - Won't Forget You,91,29,"","280,970",0
Tolan Shaw - Gold,17,149,"","280,966",0
P!nk - Whatever You Want,96,27,"","280,935",0
OneRepublic & Seeb - Rich Love,42,37,"","280,853",0
Little Mix - Hair,54,12,"","280,816",0
Robin Schulz & Piso 21 - Oh Child,98,66,"","280,405",0
Edward Maya - Stereo Love,--,259,"","280,394",320
Saule & Charlie Winston - Dusty Men,--,145,"","280,388",0
Soolking & Dadju - Meleğim,105,48,"","280,383",0
Billie Eilish - you should see me in a crown,47,61,"","280,188",0
Camilo & Evaluna Montaner - Índigo,22,149,"","279,980",0
Years & Years - Take Shelter,--,174,"","279,879",0
Metejoor - Dit Is Wat Mijn Mama Zei,4,171,"","279,741",0
Jamiroquai - Cloud 9,46,24,"","279,574",0
Matthew Koma - Kisses Back,--,108,"","279,299",0
SHAED - Trampoline,30,38,"","279,031",0
Noemi & Carl Brave - MAKUMBA,119,61,"","279,012",0
Cream Soda & ХЛЕБ - Плачу на техно,104,66,"","278,996",0
"AVA, ANNA & Capo Plaza - VETRI NERI",118,91,"","278,970",0
Lost Frequencies - What Is Love 2016,60,36,"","278,962",0
Alvaro Soler - Libre,1,97,"","278,961",0
Okean Elzy - Без Бою,--,188,"","278,807",0
Монеточка - Каждый раз,86,97,"","278,795",0
Giorgia - Oronero,1,100,"","278,739",0
John Mayer - In the Blood,3,58,"","278,650",0
Ruelle - I Get to Love You,21,99,"","278,446",0
Seiler und Speer - Principessa,1,196,"","278,262",0
Nemo - The Code,32,1,(x3),"278,212","2,038"
Bob Marley & The Wailers - Is This Love,38,65,"","278,198",0
Jengi - Bel Mercy,80,26,"","277,955",0
"Fabri Fibra, Colapesce & Dimartino - Propaganda",107,45,"","277,952",0
Måneskin - Chosen,69,71,"","277,765",0
Jax Jones & Ella Henderson - This Is Real,85,68,"","277,630",0
Mahmood - Rapide,97,42,"","277,592",0
Kendji Girac - Me Quemo,16,70,"","277,554",0
XXXTENTACION - Changes,37,7,"","277,521",0
Ewert and the Two Dragons - Good Man Down,--,825,"","277,357",0
Egor Kreed - Самая самая,--,130,"","277,215",63
Måneskin - GOSSIP,76,11,"","277,141",0
Tobias Rahim - STOR MAND,--,378,"","276,881",0
Baby K - Non mi basta più,91,50,"","276,865",0
JP Saxe - If The World Was Ending,113,92,"","276,851",0
Achille Lauro - 16 marzo,90,70,"","276,822",0
Flo Rida - How I Feel,40,50,"","276,771",0
Stephen Sanchez & Em Beihold - Until I Found You,81,39,"","276,475",0
Southstar - Miss You,95,46,"","276,466",0
Train - Angel in Blue Jeans,49,47,"","276,442",0
Little Mix - Move,34,30,"","276,333",0
Мачете - Нежность,1,161,"","276,305",0
Diplo & Sleepy Tom - Be Right There,40,64,"","276,086",0
Avril Lavigne - Here's To Never Growing Up,27,9,"","276,066",0
Semicenk & Funda Arar - Al Sevgilim,--,360,"","275,899",0
Hugh Jackman & Zac Efron - The Other Side,14,154,"","275,856",0
Placebo - Too Many Friends,48,35,"","275,590",0
Alle Achtung - Marie,64,56,"","275,515",0
Cian Ducrot - All For You,88,46,"","275,405",0
Soprano - Clown,1,72,"","275,284",0
Ani Lorak - Забирай,--,222,"","275,146",0
Bastard! - F..k That,92,72,"","275,022",221
Bigflo & Oli - Plus tard,86,57,"","274,788",0
Mr.Kitty - After Dark,8,129,"","274,773",0
The Irrepressibles - In This Shirt,10,136,"","274,770",0
Bebe Rexha - I Got You,48,49,"","274,675",0
The Kolors - UN RAGAZZO UNA RAGAZZA,96,25,"","274,657",933
AnnenMayKantereit - Ausgehen,86,38,"","274,605",0
ROSALÍA - LLYLM,101,19,"","274,441",0
Paloma Faith - Make Your Own Kind of Music,74,91,"","274,278",0
Jony - Аллея,54,90,"","274,208",0
Conchita Wurst - Rise Like a Phoenix,21,1,(x2),"274,121",0
Master KG - Jerusalem,54,8,"","274,019",0
Enrique Iglesias - Noche y de Día,--,141,"","273,712",0
Shakira - Don't Wait Up,94,9,"","273,618",0
Ben E. King - Stand by Me,12,17,"","273,590",0
Lana Del Rey - Video Games,--,137,"","273,546",0
Nathan Dawe - Lighter,76,17,"","273,496",0
Reik - Me Niego,54,101,"","273,472",0
Diodato - Che vita meravigliosa,75,87,"","273,454",0
Jovanotti - L'estate addosso,--,114,"","273,452",0
8P-SB - 8bit boy,1,154,"","273,303",0
Big Boi - All Night,82,53,"","273,228",0
Flo Rida - Low,--,134,"","273,036",0
Maejor & Greeicy - I Love You,70,87,"","272,918",0
Полина Гагарина - Выше головы,58,90,"","272,811",0
Nothing But Thieves - Overcome,67,32,"","272,772",0
Siddharta - Ledena,--,788,"","272,765",0
Laurent Wolf - No Stress,--,438,"","272,729",345
"Anna Naklab, Alle Farben & YOUNOTUS - Supergirl",--,386,"","272,675",51
Logic - 1-800-273-8255,53,42,"","272,441",0
BTS - Boy With Luv,35,1,(x2),"272,306",0
Freya Ridings - Weekends,105,25,"","272,288",0
Gabry Ponte - Che Ne Sanno I 2000,--,126,"","272,274",0
Alvaro De Luna - Todo Contigo,1,200,"","272,268",0
Filatov & Karas - Движ,81,100,"","272,233",0
Lartiste - Catchu Catchu,61,73,"","272,194",0
Tiziano Ferro - Accetto miracoli,91,41,"","272,057",0
"Kristen Bell, Agatha Lee Monn & Katie Lopez - Do You Want to Build a Snowman",--,129,"","271,758",0
Natti Natasha & Ozuna - Criminal,5,168,"","271,677",0
Элджей & Feduk - Розовое вино,52,131,"","271,552",0
"Ski Aggu, Joost & Otto Waalkes - Friesenjung",83,20,"","271,473",0
BTS - Life Goes On,21,1,(x8),"271,420",0
venbee & Goddard - messy in heaven,105,66,"","271,364",0
Carla's Dreams - Te Rog,--,265,"","271,334",0
Vianney - Call on me,93,17,"","271,326",0
Annalisa - Euforia,99,42,"","271,166",0
TRAFFIC - Für Elise,--,794,"","271,111",81
Diskoteka Avariya - Новогодняя,95,51,"","271,063",0
Morat - Cuando Nadie Ve,--,216,"","270,888",0
Thegiornalisti - Completamente,1,172,"","270,858",0
