Artist,Streams,Daily,As lead,Solo,As feature
Kenia OS,"2,090.2",3.110,"1,658.4","1,461.0",431.7
Chris Jedi,"2,089.3",1.565,"1,586.8","",502.5
Blondie,"2,089.1",1.273,"2,088.6","2,074.7",0.5
Lucenzo,"2,087.4",1.825,"2,074.4",333.6,13.0
TOOL,"2,086.9",1.474,"2,086.9","2,086.9",""
Mr. Probz,"2,085.5",0.557,"1,679.4",566.4,406.2
Coi Leray,"2,084.3",1.786,952.2,629.5,"1,132.1"
Estopa,"2,084.2",1.319,"1,861.3","1,683.9",222.9
Counting Crows,"2,083.5",0.968,"2,077.8","1,847.9",5.6
Pantera,"2,081.3",1.134,"2,081.3","2,081.3",""
Nanpa Básico,"2,079.7",1.478,"1,425.4",740.9,654.3
Pouya,"2,078.7",0.904,"1,120.1",463.2,958.6
Gotye,"2,076.5",1.442,"2,070.3",233.1,6.2
B Praak,"2,075.8",2.201,"1,255.2",210.2,820.6
Frenna,"2,075.6",0.813,"1,153.9",261.8,921.7
The Greatest Showman Ensemble,"2,073.3",0.655,4.2,4.2,"2,069.1"
Will Smith,"2,073.0",0.867,"1,582.7","1,445.3",490.3
Lil Dicky,"2,072.5",0.361,"1,973.2",539.4,99.3
Franco De Vita,"2,071.8",1.015,"1,897.3","1,201.6",174.5
Thundercat,"2,070.4",1.507,"1,351.5","1,071.2",718.8
INNA,"2,068.9",1.629,"1,483.2",929.9,585.7
City Girls,"2,068.0",0.549,"1,048.0",636.4,"1,020.0"
Ronnie Flex,"2,067.1",0.686,639.9,115.3,"1,427.2"
Night Lovell,"2,067.0",0.758,"1,754.7","1,489.6",312.3
CHVRCHES,"2,065.5",0.411,"1,357.6","1,224.3",707.9
Xand Avião,"2,064.5",1.603,882.8,507.0,"1,181.8"
Johann Sebastian Bach,"2,063.5",1.256,"2,060.6","",2.9
Chino Pacas,"2,063.4",5.339,"1,039.9",672.0,"1,023.6"
Icona Pop,"2,062.9",0.789,"1,558.7",522.3,504.2
WOS,"2,062.8",1.268,"1,842.9","1,684.3",219.9
KSI,"2,061.1",0.263,"1,720.4",475.4,340.7
Emeli Sandé,"2,059.6",0.366,"1,252.9","1,176.5",806.7
La Santa Grifa,"2,059.2",2.444,"1,936.7","1,769.8",122.6
Kimbra,"2,057.9",1.443,163.8,156.7,"1,894.1"
Earl Sweatshirt,"2,056.5",0.980,"1,232.2",644.4,824.4
Río Roma,"2,056.0",0.647,"1,987.7","1,187.1",68.3
Raekwon,"2,054.5",0.759,236.0,43.8,"1,818.5"
Jamie Foxx,"2,052.1",0.943,476.7,89.2,"1,575.4"
j-hope,"2,049.7",1.787,"1,908.5","1,339.8",141.2
Blxst,"2,049.5",1.144,"1,098.5",394.5,951.0
Wu-Tang Clan,"2,048.9",0.821,"1,924.3",134.9,124.6
IVE,"2,046.3",2.833,"2,046.3","2,026.4",""
Masego,"2,046.0",1.551,"1,592.3",562.8,453.7
Alvaro Soler,"2,044.0",0.693,"1,704.2","1,288.7",339.8
Kiiara,"2,041.1",0.235,"1,164.8",924.1,876.3
Caifanes,"2,033.3",1.457,"2,033.3","2,033.3",""
Tungevaag,"2,028.9",0.478,"1,272.7",354.1,756.2
Melim,"2,024.9",0.671,"1,718.7","1,597.5",306.2
Rocío Dúrcal,"2,023.6",1.382,"1,965.2","1,533.5",58.4
Upchurch,"2,023.2",0.729,"1,858.5","1,354.4",164.7
Tiakola,"2,021.3",2.215,779.8,550.8,"1,241.5"
El Komander,"2,020.5",2.071,"1,980.1","1,857.8",40.4
Sage The Gemini,"2,019.6",0.380,"1,101.5",543.3,918.2
Lil Kleine,"2,017.9",0.478,"1,252.4",615.5,765.5
Ana Gabriel,"2,016.8",1.760,"1,968.5","1,887.8",48.4
Eurythmics,"2,016.7",1.480,"1,999.9",9.1,16.8
RM,"2,015.7",5.760,"1,435.9",701.6,579.8
Ed Maverick,"2,013.7",1.270,"1,832.6","1,585.3",181.1
Fonseca,"2,013.6",0.962,"1,598.5","1,239.2",415.2
Nikhita Gandhi,"2,013.5",1.424,39.5,7.8,"1,974.0"
Tayc,"2,012.7",2.302,"1,522.8","1,165.9",489.9
Mc Livinho,"2,011.8",1.265,"1,470.4",293.5,541.4
GoldLink,"2,007.7",0.545,"1,517.3",151.8,490.4
Ricardo Montaner,"2,006.6",0.788,"1,864.8","1,641.9",141.8
Khruangbin,"2,005.5",1.603,"1,890.7","1,347.5",114.8
Fat Joe,"2,004.9",0.696,"1,629.8",63.1,375.1
Selena Gomez & The Scene,"2,004.6",0.898,"2,004.6","1,993.1",""
Dreamville,"2,004.4",0.661,"1,841.0","",163.4
Tom Petty and the Heartbreakers,"2,003.0",1.088,"1,933.6","1,923.2",69.5
Robin Thicke,"2,002.9",0.533,"1,428.1",431.4,574.8
Asees Kaur,"1,999.6",2.026,375.2,61.5,"1,624.4"
Moira Dela Torre,"1,999.0",0.732,"1,615.8","1,214.5",383.2
Felipe Amorim,"1,998.7",2.056,"1,454.1",989.8,544.6
Brantley Gilbert,"1,993.1",0.646,"1,936.5","1,546.9",56.6
Rvfv,"1,992.8",2.532,"1,428.5",278.5,564.4
Grupo Bryndis,"1,992.5",1.690,"1,957.2","1,789.9",35.3
MadeinTYO,"1,990.2",0.227,"1,262.3",702.8,728.0
Dance Fruits Music,"1,990.2",0.422,"1,526.4",531.4,463.8
Bad Gyal,"1,988.8",1.966,"1,525.1",699.7,463.7
Kumaar,"1,987.8",2.135,135.4,"","1,852.4"
Maite Perroni,"1,987.6",0.842,356.5,82.3,"1,631.1"
INXS,"1,986.9",1.041,"1,964.1","1,953.4",22.8
Ñejo,"1,986.4",1.218,654.9,186.0,"1,331.5"
Ramin Djawadi,"1,984.1",0.619,"1,982.1","1,867.0",2.0
Chicago,"1,983.8",1.028,"1,983.8","1,979.5",""
KC Rebell,"1,979.7",0.310,"1,474.3",474.0,505.4
Mc Kevin,"1,978.6",2.351,"1,381.4",302.4,597.2
Orelsan,"1,977.4",0.631,"1,757.5","1,326.8",219.9
Cordae,"1,976.9",0.636,"1,398.2",776.6,578.7
I Prevail,"1,976.4",1.049,"1,909.4","1,706.2",67.1
Shoreline Mafia,"1,975.1",1.753,"1,792.6",837.2,182.5
White 2115,"1,974.6",1.138,944.2,745.5,"1,030.4"
Cardenales De Nuevo León,"1,972.7",2.049,"1,972.3","1,958.8",0.4
Cole Swindell,"1,969.1",0.759,"1,935.8","1,726.7",33.3
Alanis Morissette,"1,968.1",1.020,"1,943.9","1,928.9",24.2
The Temptations,"1,968.0",1.191,"1,919.8","1,913.0",48.1
Yellow Claw,"1,967.7",0.322,"1,659.8",270.8,307.9
Descemer Bueno,"1,965.1",0.645,64.4,3.1,"1,900.7"
Def Leppard,"1,964.5",1.175,"1,955.1","1,939.1",9.4
Marc E. Bassy,"1,964.2",0.201,"1,226.3",495.7,737.9
JENNIE,"1,962.3",5.571,907.5,907.5,"1,054.8"
Matisse,"1,959.4",0.659,"1,719.4",883.8,240.0
Dustin Lynch,"1,958.9",0.771,"1,921.4","1,562.0",37.5
ZHU,"1,958.6",0.293,"1,706.4",939.8,252.3
Pablo Chill-E,"1,958.1",2.370,620.1,186.6,"1,338.0"
Lauana Prado,"1,955.1",3.238,"1,670.1","1,173.6",284.9
Sam Cooke,"1,952.5",0.883,"1,946.6","1,890.5",5.8
"Tito ""El Bambino""","1,951.3",1.301,"1,586.8",469.7,364.5
John Martin,"1,947.6",0.893,112.7,96.4,"1,834.8"
Virlan Garcia,"1,947.6",1.659,"1,909.0","1,728.7",38.5
Tony Dize,"1,946.9",1.835,"1,237.2",380.5,709.6
Davido,"1,945.5",1.432,"1,069.1",511.0,876.5
Valentín Elizalde,"1,943.7",0.980,"1,936.3","1,913.5",7.4
Brad Paisley,"1,942.8",0.546,"1,908.8","1,405.8",34.0
Murilo Huff,"1,940.1",3.719,"1,648.0",874.0,292.2
Ivan Cornejo,"1,933.5",1.949,"1,557.3","1,318.3",376.2
Kidz Bop Kids,"1,933.3",0.773,"1,933.3","1,932.9",""
Waka Flocka Flame,"1,933.0",0.642,"1,296.6",268.0,636.5
Duran Duran,"1,932.2",1.250,"1,932.2","1,897.0",""
Jarabe De Palo,"1,931.4",0.972,"1,894.8","1,720.2",36.6
Angèle,"1,930.2",0.567,"1,401.2","1,121.1",529.0
Duelo,"1,930.1",1.499,"1,834.6","1,833.9",95.5
Maxwell,"1,929.8",0.499,317.3,59.9,"1,612.5"
MK,"1,929.7",0.974,"1,032.2",279.9,897.5
Simone & Simaria,"1,929.3",0.404,"1,319.6",786.1,609.6
HAIM,"1,928.1",0.450,"1,341.7","1,212.5",586.4
Lomepal,"1,923.9",0.407,"1,800.0","1,452.2",124.0
Godsmack,"1,922.0",0.869,"1,922.0","1,922.0",""
FINNEAS,"1,921.7",0.747,"1,537.4","1,534.7",384.3
Patrick Watson,"1,920.8",1.589,"1,309.5","1,281.3",611.2
Pailita,"1,920.2",1.063,651.3,104.7,"1,268.9"
Natasha Bedingfield,"1,919.4",3.070,"1,658.1","1,600.7",261.3
James Taylor,"1,918.2",0.862,"1,724.9","1,662.6",193.3
Alina Baraz,"1,916.6",0.504,"1,803.9",513.5,112.6
Ruel,"1,916.6",0.393,"1,722.3","1,660.9",194.3
Riton,"1,916.3",0.861,"1,851.1",1.9,65.2
The All-American Rejects,"1,915.7",0.828,"1,915.7","1,915.7",""
David Kushner,"1,915.5",2.889,"1,902.0","1,897.3",13.5
Cash Cash,"1,914.3",0.308,"1,504.5",124.6,409.9
J Hus,"1,913.5",0.733,"1,423.1",888.3,490.5
Ratatat,"1,912.8",0.588,444.6,442.9,"1,468.2"
Coez,"1,908.9",0.993,"1,278.6","1,102.6",630.3
Kaskade,"1,905.3",0.530,"1,221.8",314.5,683.5
Darius Rucker,"1,904.4",0.917,"1,813.6","1,764.6",90.8
Kid Rock,"1,903.2",1.019,"1,689.9","1,440.7",213.3
Air Supply,"1,902.8",1.253,"1,901.6","1,893.5",1.2
Omar Montes,"1,902.0",2.465,851.5,55.5,"1,050.5"
Neil Young,"1,899.8",1.034,"1,878.2","1,481.9",21.6
Omar Varela,"1,897.9",1.306,55.3,2.7,"1,842.7"
LP,"1,897.5",0.771,"1,825.4","1,807.8",72.1
Soundgarden,"1,897.3",0.975,"1,897.3","1,892.5",""
Polimá Westcoast,"1,896.6",0.757,"1,215.4",54.5,681.2
Manuel Medrano,"1,896.6",1.197,"1,702.4","1,554.5",194.2
grandson,"1,896.5",0.618,"1,724.7","1,533.5",171.8
Carpenters,"1,896.1",0.970,"1,896.1","1,825.6",""
Miguel Bosé,"1,895.9",0.847,"1,670.9","1,172.1",225.0
A Tribe Called Quest,"1,895.6",0.797,"1,894.5","1,410.8",1.1
Xamã,"1,895.2",0.788,888.1,11.6,"1,007.1"
Kris Kross Amsterdam,"1,890.8",0.553,"1,161.3","",729.5
No Doubt,"1,890.7",1.232,"1,890.1","1,733.8",0.5
Beck,"1,889.9",0.645,"1,723.0","1,682.4",166.9
Tulsi Kumar,"1,889.4",1.780,385.8,47.9,"1,503.6"
Snakehips,"1,889.2",0.296,"1,634.8",4.4,254.3
Bas,"1,888.2",1.013,872.4,153.3,"1,015.8"
Brando,"1,887.7",0.727,267.7,188.5,"1,619.9"
JP Saxe,"1,887.7",0.592,"1,795.6",423.3,92.0
Waylon Jennings,"1,885.1",1.137,"1,290.2",610.4,594.9
Julio Iglesias,"1,880.6",1.313,"1,771.2","1,468.4",109.4
Bedoes 2115,"1,880.2",1.036,"1,006.7",19.3,873.5
FISHER,"1,880.1",2.341,"1,591.8","1,290.4",288.4
Anthony Ramos,"1,878.5",0.661,95.6,83.4,"1,782.8"
Sky Rompiendo,"1,876.7",2.127,536.8,"","1,339.9"
Lindsey Stirling,"1,876.6",0.562,"1,508.1","1,258.7",368.5
Juanka,"1,876.1",0.661,165.2,74.5,"1,710.9"
Kenny Rogers,"1,875.3",1.145,"1,411.0","1,180.4",464.3
Duke Dumont,"1,874.6",0.756,"1,813.0",907.2,61.5
Cypress Hill,"1,873.5",0.827,"1,850.4","1,496.7",23.1
Paloma Faith,"1,872.9",0.709,"1,398.4","1,221.5",474.5
070 Shake,"1,872.9",1.128,504.3,321.4,"1,368.6"
RIN,"1,872.8",0.693,"1,598.7","1,370.0",274.1
LSD,"1,872.3",0.461,"","","1,872.3"
Belinda,"1,871.8",1.681,481.5,406.0,"1,390.3"
Jimmy Eat World,"1,871.1",1.094,"1,871.1","1,844.5",""
Azet,"1,868.5",1.555,"1,413.7",591.4,454.9
88rising,"1,866.0",0.779,"1,638.5","",227.5
Bruno Martini,"1,865.3",0.475,397.6,44.2,"1,467.7"
Billy Currington,"1,863.9",0.832,"1,810.7","1,802.4",53.2
Coolio,"1,863.6",1.347,"1,859.1",145.6,4.5
Emmanuel,"1,861.5",1.058,"1,809.7","1,697.2",51.9
Young the Giant,"1,860.0",0.769,"1,860.0","1,851.6",""
Neil Diamond,"1,859.4",0.929,"1,857.2","1,818.2",2.2
Takeoff,"1,856.9",0.882,591.4,573.7,"1,265.5"
Ángela Aguilar,"1,854.5",1.884,847.6,407.1,"1,006.9"
Chalino Sanchez,"1,853.6",1.386,"1,851.6",644.8,2.0
Gavin James,"1,853.2",0.213,"1,365.6","1,081.4",487.5
Kunaal Vermaa,"1,852.7",2.068,2.2,0.2,"1,850.5"
AlunaGeorge,"1,852.5",0.373,451.8,216.0,"1,400.8"
Okieriete Onaodowan,"1,851.5",0.664,131.7,"","1,719.8"
Dimitri Vegas,"1,849.7",1.847,488.1,2.3,"1,361.6"
Frédéric Chopin,"1,843.5",0.846,"1,841.6","",1.8
BIA,"1,843.2",0.761,502.7,199.2,"1,340.5"
Roberto Carlos,"1,841.4",1.180,"1,808.9","1,684.9",32.5
Los Fabulosos Cadillacs,"1,839.7",0.892,"1,839.7","1,839.7",""
Jake Owen,"1,839.5",0.804,"1,762.8","1,721.0",76.7
Deorro,"1,837.8",0.682,"1,568.6",185.6,269.2
Mithoon,"1,837.6",2.290,"1,255.8",34.8,581.8
Conjunto Primavera,"1,836.6",1.829,"1,831.4","1,766.6",5.3
MIKA,"1,836.4",0.766,"1,765.9","1,585.4",70.5
Jack Ü,"1,836.3",0.341,"1,836.3","",""
Ashe,"1,834.8",1.037,"1,625.2",994.1,209.6
Hamza,"1,834.7",1.544,"1,117.0",728.1,717.7
Damian Marley,"1,834.6",0.819,"1,027.2",563.7,807.3
León Larregui,"1,833.8",1.208,"1,658.6","1,589.8",175.2
Rusherking,"1,833.7",1.021,822.5,153.7,"1,011.2"
Matchbox Twenty,"1,833.2",0.863,"1,833.2","1,832.3",""
Headie One,"1,832.5",0.708,"1,186.9",323.6,645.6
Billy Idol,"1,830.3",1.531,"1,762.2","1,747.0",68.1
Dallass,"1,828.8",2.259,4.9,"","1,823.8"
Jamiroquai,"1,825.2",0.917,"1,812.7","1,745.4",12.4
YBN Nahmir,"1,823.6",0.410,"1,329.6",922.4,494.0
Tom Misch,"1,823.3",0.666,"1,425.0",473.1,398.3
Genesis,"1,822.4",0.933,"1,822.4","1,815.2",""
Jungle,"1,813.7",2.491,"1,773.6","1,547.0",40.1
Ariel Camacho y Los Plebes Del Rancho,"1,812.0",1.180,"1,811.1","1,552.6",0.8
Alle Farben,"1,811.4",0.465,"1,301.2",189.9,510.2
Craig David,"1,809.9",0.551,"1,465.8",975.0,344.1
Antonio Aguilar,"1,808.6",1.353,"1,716.9","1,623.1",91.7
Rahat Fateh Ali Khan,"1,807.9",2.106,"1,158.9",367.2,649.0
Dillon Francis,"1,807.5",0.326,"1,283.9",141.2,523.5
Charles Ans,"1,806.0",1.286,"1,082.2",575.2,723.8
Survivor,"1,805.2",0.942,"1,805.2","1,805.2",""
Bryce Vine,"1,803.6",0.429,"1,495.5","1,112.6",308.2
Elderbrook,"1,796.8",0.919,"1,010.4",612.6,786.4
Maggie Lindemann,"1,796.3",0.380,"1,481.7",522.4,314.5
LUCKI,"1,795.4",2.889,"1,698.0","1,448.1",97.4
Ado,"1,792.5",2.029,"1,764.8","1,735.2",27.7
Babasónicos,"1,791.9",1.135,"1,784.6","1,781.1",7.3
Willie Colón,"1,791.6",1.521,"1,427.1",794.7,364.5
Isaiah Rashad,"1,791.1",0.953,"1,595.1",837.8,195.9
Yelawolf,"1,790.8",0.677,"1,474.0","1,027.9",316.8
Sachet Tandon,"1,789.7",1.891,"1,615.4",278.7,174.3
Pooh Shiesty,"1,789.6",1.011,"1,077.6",287.8,712.0
Creed,"1,788.4",1.380,"1,788.4","1,788.4",""
BENEE,"1,786.8",0.481,"1,486.6",694.1,300.2
BLANCO,"1,785.8",0.922,"1,195.9",939.8,589.9
AnnenMayKantereit,"1,785.1",0.907,"1,727.0","1,409.7",58.1
Los Auténticos Decadentes,"1,785.0",0.739,"1,736.7","1,050.0",48.3
The Doobie Brothers,"1,782.4",0.960,"1,782.4","1,725.4",""
Kenny Loggins,"1,782.0",0.814,"1,740.5","1,687.4",41.5
Supertramp,"1,781.0","","1,781.0","1,778.7",""
August Alsina,"1,779.3",0.317,"1,138.5",499.1,640.8
iamjakehill,"1,778.9",0.540,"1,074.2",962.4,704.7
Ernia,"1,777.8",0.757,"1,335.6",841.3,442.1
Antônio Carlos Jobim,"1,777.2",1.221,832.8,640.9,944.4
NATTAN,"1,776.6",2.538,"1,164.6",768.3,612.0
Maggie Rogers,"1,776.5",1.676,"1,521.3","1,453.0",255.2
NOTD,"1,774.7",0.391,"1,524.6","",250.2
Lacrim,"1,774.0",0.770,"1,366.8",753.9,407.2
DRAM,"1,773.6",0.284,"1,264.3",228.3,509.2
Mägo de Oz,"1,771.3",1.016,"1,771.3","1,732.0",""
Los Legendarios,"1,770.8",0.332,674.0,"","1,096.8"
Steely Dan,"1,767.0",1.046,"1,765.8","1,764.7",1.2
Cults,"1,767.0",1.137,"1,142.0","1,139.9",625.0
Tom Grennan,"1,766.7",0.588,"1,054.4","1,023.6",712.3
Stone Temple Pilots,"1,765.5",0.797,"1,765.5","1,765.5",""
Yo-Yo Ma,"1,765.1",0.764,18.9,7.3,"1,746.3"
Ghostface Killah,"1,763.0",0.880,261.6,66.4,"1,501.4"
back number,"1,762.7",1.804,"1,762.3","1,761.7",0.5
Ana Mena,"1,762.4",0.987,769.2,264.4,993.2
Rainbow Kitten Surprise,"1,761.9",1.337,"1,761.9","1,755.7",""
London Symphony Orchestra,"1,761.3",0.833,40.4,8.3,"1,720.9"
Chris Tomlin,"1,760.9",0.709,"1,609.4","1,355.1",151.5
Showtek,"1,760.6",0.387,652.0,140.1,"1,108.5"
GROUPLOVE,"1,760.5",0.764,"1,742.3","1,717.5",18.2
Legião Urbana,"1,760.5",1.023,"1,760.5","1,758.9",""
Miranda!,"1,760.5",1.472,"1,715.4","1,331.4",45.1
Los Plebes del Rancho de Ariel Camacho,"1,756.4",0.767,"1,734.6","1,445.7",21.8
London Grammar,"1,756.3",0.554,"1,475.0","1,352.8",281.3
Boyz II Men,"1,754.5",0.786,"1,553.3","1,302.6",201.2
Ghali,"1,753.8",1.287,"1,280.0",977.1,473.8
Teddy Swims,"1,750.2",7.827,"1,479.7","1,421.4",270.5
Semicenk,"1,750.1",2.754,"1,712.4","1,094.1",37.8
American Authors,"1,749.4",0.702,"1,731.3","1,688.3",18.0
Ray Charles,"1,748.5",0.973,"1,653.0","1,496.6",95.5
Deep Purple,"1,748.3",0.780,"1,748.3","1,744.4",""
W&W,"1,744.9",2.335,971.2,258.6,773.7
Edwin Luna y La Trakalosa de Monterrey,"1,743.6",0.889,"1,696.6","1,539.1",47.0
Russ Millions,"1,743.2",0.622,"1,030.2",351.6,713.0
HONNE,"1,740.8",0.426,"1,643.6",901.2,97.2
Petit Biscuit,"1,740.6",0.342,"1,669.4","1,318.1",71.3
SAIKO,"1,738.5",4.725,960.5,417.7,778.1
The Kinks,"1,738.3",0.664,"1,738.3","1,738.3",""
Keri Hilson,"1,737.1",1.168,714.4,298.8,"1,022.7"
The Chicks,"1,735.3",0.762,"1,533.7","1,533.7",201.5
Heuss L'enfoiré,"1,735.2",1.065,"1,064.5",393.9,670.7
Luan Pereira,"1,733.3",4.799,782.8,52.6,950.6
MERO,"1,732.7",0.890,"1,195.1",907.0,537.6
Anahí,"1,732.3",0.845,115.0,86.5,"1,617.2"
BIGBANG,"1,731.9",0.703,"1,731.9","1,725.8",""
Franz Ferdinand,"1,731.7",0.954,"1,713.8","1,704.1",18.0
The Head And The Heart,"1,731.6",0.431,"1,730.7","1,730.7",0.9
Mario,"1,731.5",1.031,"1,663.9","1,575.7",67.5
Fuse ODG,"1,730.6",0.577,354.5,101.4,"1,376.1"
Masked Wolf,"1,730.3",0.526,"1,657.8","1,390.8",72.5
Stevie Nicks,"1,730.3",1.081,"1,445.0","1,318.9",285.2
Neeti Mohan,"1,728.9",1.571,338.4,224.0,"1,390.5"
Fitz and The Tantrums,"1,728.2",0.954,"1,682.6","1,662.4",45.6
Alejandra Guzman,"1,728.0",1.188,"1,403.1","1,292.5",324.9
Mike Bahía,"1,726.8",0.595,"1,277.1",557.0,449.7
FKJ,"1,724.7",1.063,"1,144.7",676.9,580.0
Lvbel C5,"1,724.3",4.018,"1,348.0",880.9,376.3
Phillipa Soo,"1,723.5",0.695,806.8,194.8,916.7
Gracie Abrams,"1,720.7",2.813,"1,602.5","1,602.5",118.2
Keala Settle,"1,720.7",0.526,870.5,18.3,850.2
Crookers,"1,715.9",0.684,60.4,10.2,"1,655.5"
Jack & Jack,"1,714.5",0.221,738.2,678.2,976.3
Bushido,"1,714.0",0.484,"1,509.9",878.6,204.1
Erykah Badu,"1,713.9",0.858,"1,367.5","1,275.8",346.4
Mc Paiva ZS,"1,713.5",1.608,"1,157.8",49.5,555.7
Etta James,"1,713.5",1.018,"1,695.4","1,674.5",18.0
King,"1,713.2",1.403,"1,577.8","1,467.5",135.4
Farid Bang,"1,713.0",0.399,"1,077.1",378.4,635.9
Disciples,"1,712.9",0.957,394.0,297.0,"1,318.8"
Mr Eazi,"1,711.3",0.363,537.4,172.9,"1,173.9"
Smokepurpp,"1,709.0",0.162,"1,198.2",541.7,510.8
Keyshia Cole,"1,708.7",1.213,"1,384.5",869.6,324.1
Fabri Fibra,"1,706.6",0.767,842.1,509.7,864.6
Still Woozy,"1,706.0",1.005,"1,604.4","1,427.2",101.7
Teto,"1,704.9",2.138,"1,046.9",629.0,658.0
Dulce María,"1,703.2",0.834,106.6,81.6,"1,596.6"
Zacari,"1,703.0",0.939,119.0,52.8,"1,584.0"
Asking Alexandria,"1,702.9",0.567,"1,644.4","1,573.5",58.5
Simply Red,"1,702.2",0.928,"1,701.3","1,631.2",0.9
Sofia Carson,"1,701.9",0.747,739.5,418.6,962.4
Alligatoah,"1,701.3",0.742,"1,528.8","1,239.7",172.5
Zé Vaqueiro,"1,700.1",1.010,"1,185.3","1,070.1",514.8
Jay Sean,"1,699.4",0.760,"1,548.4",341.6,151.0
Smash Mouth,"1,699.4",0.900,"1,695.7","1,672.2",3.7
The-Dream,"1,699.0",0.539,580.8,393.1,"1,118.1"
Brett Eldredge,"1,698.6",0.216,"1,628.6","1,407.3",70.1
The Walters,"1,698.1",1.913,"1,698.1","1,695.4",""
C-Kan,"1,697.7",1.103,"1,295.1",568.8,402.6
Far East Movement,"1,696.7",0.649,"1,372.5",6.5,324.2
Chuck Berry,"1,695.9",0.878,"1,695.9","1,688.5",""
Chinmayi,"1,695.9",2.173,140.6,97.4,"1,555.3"
Sheff G,"1,692.6",0.944,"1,243.6",573.8,449.0
Capital Cities,"1,691.8",0.828,"1,689.8","1,617.3",2.0
Josh A,"1,689.2",0.323,"1,592.6",632.4,96.5
Los Cadetes De Linares,"1,687.6",1.418,"1,687.6","1,522.1",""
No Te Va Gustar,"1,687.5",1.057,"1,632.5","1,056.9",55.0
Hotel Ugly,"1,685.4",2.792,"1,685.4","1,685.4",""
King Gnu,"1,685.4",1.211,"1,685.4","1,685.4",""
Stone Sour,"1,683.7",0.516,"1,683.7","1,670.9",""
Lola Indigo,"1,683.1",1.347,"1,100.7",196.9,582.5
L-Gante,"1,682.9",0.674,347.9,0.8,"1,335.0"
The Wombats,"1,682.1",0.369,"1,660.4","1,540.0",21.6
Popcaan,"1,681.0",0.598,753.3,481.3,927.6
George Harrison,"1,679.8",0.925,"1,678.2","1,677.8",1.6
Veronica Maggio,"1,679.8",0.894,"1,513.7","1,418.0",166.1
Baby Gang,"1,679.5",3.026,"1,117.8",260.3,561.6
Foals,"1,679.3",0.374,"1,657.4","1,550.5",21.8
RBD,"1,677.7",0.858,"1,646.5",39.9,31.2
Death Cab for Cutie,"1,671.3",0.435,"1,633.8","1,604.1",37.5
Yiruma,"1,669.1",0.598,"1,667.0","1,642.8",2.1
Smino,"1,667.5",0.586,"1,038.2",635.3,629.2
Sheck Wes,"1,667.1",0.487,"1,282.6","1,282.6",384.5
Fujii Kaze,"1,666.4",1.900,"1,617.5","1,607.7",48.9
Vaundy,"1,665.7",1.701,"1,602.0","1,582.5",63.6
Phoenix,"1,663.3",0.543,"1,657.0","1,603.9",6.3
Madlib,"1,662.7",0.906,159.3,149.8,"1,503.3"
William Singe,"1,661.8",0.260,604.5,587.7,"1,057.3"
Bacilos,"1,661.6",0.795,"1,640.2","1,584.2",21.4
FMK,"1,660.9",0.944,920.6,235.9,740.4
MC PH,"1,660.2",5.362,678.8,211.5,981.4
Abel Pintos,"1,655.6",0.786,"1,143.3","1,009.6",512.3
Snow,"1,654.9",0.471,138.3,133.3,"1,516.6"
James Hype,"1,652.9",1.294,"1,369.0",83.9,283.9
Bonnie Tyler,"1,652.2",0.960,"1,631.4","1,618.2",20.8
Alonzo,"1,651.0",1.121,910.5,500.7,740.4
Good Charlotte,"1,649.4",0.595,"1,601.6","1,591.2",47.8
Mata,"1,646.5",0.654,"1,283.7",589.6,362.8
Leonard Cohen,"1,646.2",0.526,"1,643.0","1,600.6",3.2
Jimmy Buffett,"1,645.6",1.349,928.1,892.1,717.5
Gloria Groove,"1,644.4",0.884,"1,057.2",818.3,587.2
Pamungkas,"1,644.1",1.328,"1,635.8","1,600.7",8.3
Pet Shop Boys,"1,643.4",0.943,"1,612.2","1,530.1",31.2
Wall Hein,"1,641.9",2.246,1.2,"","1,640.7"
Harris Jayaraj,"1,641.7",1.981,"1,638.1",5.4,3.5
José González,"1,640.3",0.607,"1,536.2","1,505.8",104.1
Nicky Romero,"1,639.5",0.337,742.2,228.6,897.3
Wolfgang Amadeus Mozart,"1,637.3",0.858,"1,633.2","",4.0
Christopher Jackson,"1,636.6",0.656,767.2,5.2,869.4
Dave Matthews Band,"1,635.8",0.526,"1,635.8","1,632.0",""
Amenazzy,"1,634.8",1.178,"1,034.9",206.5,599.8
Pinguini Tattici Nucleari,"1,634.2",1.107,"1,458.7","1,458.7",175.6
Baco Exu do Blues,"1,631.7",1.808,"1,272.4",680.5,359.3
Gurinder Gill,"1,631.6",0.965,170.2,36.0,"1,461.3"
America,"1,629.7",1.019,"1,629.7",646.2,""
John Coltrane,"1,628.0",0.533,817.3,617.4,810.6
Heart,"1,627.8",0.910,"1,626.4","1,620.0",1.4
Bailey Zimmerman,"1,626.7",2.406,"1,570.7","1,568.7",56.0
Jere Klein,"1,626.4",2.999,999.5,106.4,627.0
Olivia Newton-John,"1,625.9",0.818,"1,268.0",525.3,357.8
La K'onga,"1,625.8",1.068,"1,235.9",843.3,389.9
Paolo Nutini,"1,624.8",0.704,"1,617.3","1,606.0",7.5
N.W.A.,"1,624.5",0.660,"1,624.5","1,624.5",""
mike.,"1,624.3",0.564,"1,599.9","1,440.7",24.4
Ramones,"1,623.5",0.753,"1,623.5","1,623.5",""
Nico & Vinz,"1,621.8",0.433,"1,398.3","1,199.6",223.5
