Artist and Title,Days,Pk,(x?),Total,Today
Sido - Mit Dir,136,38,"","518,634",0
ELMAN & JONY - Балкон,116,79,"","518,558",0
Джарахов & Markul - Я в моменте,123,60,"","518,516",0
Dasha - Austin,85,17,"","518,365","7,746"
Артур Пирожков - Зацепила,138,120,"","517,975",0
Soolking & Dadju - Meleğim,136,41,"","517,725",0
Vald - Désaccordé,158,54,"","517,275",0
"Dimitri Vegas & Like Mike, David Guetta & Daddy Yankee - Instagram",128,43,"","517,225",0
Black Eyed Peas & Shakira - GIRL LIKE ME,144,43,"","516,579",0
Annalisa - Bellissima,143,109,"","516,129",0
21 Savage - Bank Account,151,65,"","515,549",0
"PinkPantheress & Ice Spice - Boy's a liar, Pt. 2",83,4,"","515,139",0
RIN - Dior 2001,107,49,"","514,823",0
Pinguini Tattici Nucleari - Ricordi,137,83,"","514,638",0
The Prince Karma - Later Bitches,114,92,"","513,176",0
R3HAB & A Touch of Class - All Around the World,87,50,"","513,069",0
Nicki Minaj - Super Freaky Girl,84,11,"","513,028",0
Marracash - CRAZY LOVE,88,102,"","511,048",208
Dadju - Dieu merci,148,51,"","510,989",0
Sia - Unstoppable,--,256,"","510,289",121
Djadja & Dinaz - Capitaine,108,50,"","509,500",0
Tom Walker - Just You and I,150,59,"","509,419",0
David Guetta & Afrojack - Dirty Sexy Money,97,18,"","509,028",0
"Ozuna, Doja Cat & Sia - Del Mar",66,134,"","508,040",0
Paulo Londra - Adán y Eva,116,79,"","507,857",0
Lizzo - Truth Hurts,129,49,"","507,749",0
Lil Kleine - Krantenwijk,147,100,"","507,687",0
Annalisa - Mon Amour,169,86,"","507,637",0
Moha La Squale - Ma belle,115,39,"","507,034",0
Irama - 5 Gocce,175,101,"","506,021",0
Cheat Codes - No Promises,97,34,"","505,867",0
"Jul - Pic et pic, alcool et drame",114,51,"","504,355",243
Fresh - Chop,133,27,"","504,068",0
Alma - Chasing Highs,99,35,"","503,797",0
Jax Jones & Mabel - Ring Ring,98,27,"","503,587",0
Slade - Merry Xmas Everybody,152,49,"","503,189",0
JP Saxe - If The World Was Ending,115,42,"","503,184",0
Maluma - Corazón,155,97,"","502,887",0
Dave & Stormzy - Clash,102,32,"","501,537",0
Liam Payne & J Balvin - Familiar,119,37,"","499,827",0
Moya Mishel - Зима в сердце,182,54,"","499,787",0
Rim'K - Air Max,116,57,"","499,529",0
Jul - Toto et Ninetta,87,85,"","499,462",630
Егор Крид & МакSим - Отпускаю,156,97,"","499,443",102
Capital Bra - 5 Songs in einer Nacht,109,52,"","499,310",0
Clean Bandit & Topic - Drive,134,38,"","499,259",0
Julia Michaels - Issues,106,41,"","498,198",0
Kaspiyskiy Gruz - На белом,150,79,"","497,319",0
Djadja & Dinaz - À cœur ouvert,100,54,"","496,938",0
Drake - Don't Matter To Me,28,2,(x4),"496,808",0
Rkomi & Elodie - LA CODA DEL DIAVOLO,178,91,"","496,478",0
Rauf & Faik & NILETTO - Если тебе будет грустно,159,81,"","496,339",0
"HammAli & Navai & Jah Khalib - Боже, как завидую",80,66,"","495,906",127
Felix Jaehn & VIZE - Close Your Eyes,153,79,"","495,832",0
Hugh Jackman & Zac Efron - The Other Side,59,82,"","495,612",0
Lauren Daigle - You Say,75,125,"","495,453",0
OBOY - Cabeza,127,79,"","494,935",0
Ella Henderson & Tom Grennan - Let’s Go Home Together,156,63,"","494,322",0
Juice WRLD & Marshmello - Come & Go,86,12,"","493,921",0
Justin Bieber - Ghost,150,21,"","493,485",0
Naza - Loin de moi,140,73,"","493,122",0
Angèle - Bruxelles je t’aime,130,42,"","492,671",0
Tananai - TANGO,113,73,"","492,287",193
"YOUNOTUS, Janieck & Senex - Narcotic",123,51,"","492,198",0
Banx & Ranx & Ella Eyre - Answerphone,127,38,"","491,889",0
АИГЕЛ - Пыяла,187,47,"","491,567","1,374"
JONY & HammAli & Navai - Без тебя я не я,113,98,"","491,504",0
Tedua - Hoe,168,89,"","490,905",447
Travis Scott - I KNOW,71,8,"","490,581",11
Irama - Nera,141,108,"","490,489",0
Måneskin - Morirò da re,149,129,"","489,589",0
Bad Bunny & ROSALÍA - LA NOCHE DE ANOCHE,71,59,"","488,741",114
Stefflon Don & French Montana - Hurtin' Me,165,70,"","488,500",0
OneRepublic - Sunshine,117,46,"","488,453",0
Jul - JCVD,78,54,"","488,277",156
Louis Tomlinson - Back to You,102,38,"","487,457",0
A.V.G & Goro - Она близко,143,126,"","486,819",592
Alan Walker & Sophia Somajo - Diamond Heart,106,46,"","486,219",0
10AGE - Нету интереса,95,68,"","485,900",0
Anne-Marie - UNHEALTHY,167,59,"","485,828",61
Kygo & OneRepublic - Lose Somebody,112,32,"","485,090",0
Artik & Asti - Под гипнозом,32,144,"","484,761",0
Shiva - Un Altro Show,67,135,"","484,733",158
Basta - На заре,189,57,"","483,823","1,787"
Quevedo - Columbia,150,83,"","483,724",753
Angèle - Oui ou non,112,37,"","483,595",0
"Future, Metro Boomin & Kendrick Lamar - Like That",64,3,(x4),"483,455","3,258"
Kygo & Tina Turner - What's Love Got to Do with It,115,28,"","483,422",0
Kanye West - Hurricane,47,2,(x5),"482,903",0
Jason Derülo - If I'm Lucky,95,33,"","482,185",0
Ozuna - Se Preparó,--,218,"","482,175",327
Charlie Charles - Calipso,131,112,"","482,050",0
ANIKV - Меня не будет,126,102,"","481,282",0
Kokab - Got U,164,89,"","481,275",0
Taylor Swift - ...Ready For It,100,18,"","481,141",0
Ninho - Sky Priority,146,29,"","480,725",0
JONY - Лали,126,71,"","479,963",0
MK - 17,106,84,"","479,869",0
Angèle & Damso - Démons,168,48,"","479,337",0
"No Limit, Gazo & Damso - LA RUE",137,30,"","479,169",0
Loi - Gold,157,73,"","478,334",0
Клава Кока & NILETTO - Краш,111,118,"","477,979",0
BoomDaBash & Alessandra Amoroso - Karaoke,139,87,"","477,937",0
Heuss L'enfoiré - Khapta,123,58,"","477,852",0
Тайпан & Agunda - Луна не знает пути,126,67,"","477,848",0
LINKIN PARK - In the End,27,14,"","477,629",480
Michael Jackson - Billie Jean,9,40,"","477,270",0
Frank Sinatra - Let It Snow Let It Snow Let It Snow,121,13,"","477,235",0
Sheck Wes - Mo Bamba,100,28,"","476,893",0
Pentatonix - Hallelujah,117,22,"","476,891",0
Элджей - 360º,131,111,"","476,575",0
"Toby Romeo, Felix Jaehn & FAULHABER - Where The Lights Are Low",132,81,"","476,565",0
Taylor Swift - Down Bad,47,3,(x2),"476,354","5,240"
Rauw Alejandro - Cúrame,--,230,"","475,982",394
DJ Snake - A Different Way,135,49,"","475,830",0
Баста - Ты была права,121,115,"","475,776",0
Booba - Petite fille,131,52,"","475,713",0
Nina Chuba - Mangos mit Chili,106,51,"","475,149",108
Suzan & Freek - Als Het Avond Is,43,165,"","474,917",54
RAF Camora & Ski Aggu - Liebe Grüsse,145,28,"","473,634",509
Irama - Mediterranea,144,96,"","473,609",0
Ed Sheeran - Visiting Hours,91,11,"","473,599",0
venbee & Goddard - messy in heaven,180,67,"","472,610",0
Basta & Zivert - неболей,--,340,"","471,983",542
Lil Nas X - Panini,121,23,"","471,731",0
Hamza & Damso - Nocif,112,31,"","471,629",0
"Mona Songz - Салют, Вера",109,75,"","471,542",0
Conan Gray - Heather,88,21,"","471,397",0
"Justin Quiles, Chimbala & Zion & Lennox - Loco",97,89,"","471,239",0
Элджей - Sayonara детка,129,109,"","471,118",0
Therapie TAXI - Hit Sale,114,84,"","471,088",0
tha Supreme - blun7 a swishland,135,93,"","471,000",0
Tayc - N'y pense plus,109,72,"","470,169",0
Big Baby Tape - Gimme the Loot,115,75,"","470,006",0
Lewis Capaldi - Wish You The Best,117,24,"","469,881",0
Aya Nakamura - Sucette,114,60,"","469,844",0
Jah Khalib - Воу-воу палехчэ,135,81,"","468,560",23
Artik & Asti - Все мимо,92,80,"","468,005",0
VIZE & Felix Jaehn - Thank You,123,77,"","467,910",0
Morad - Se Grita,120,42,"","467,487",0
Random - Chiasso,91,118,"","467,067",0
Wizzard - I Wish It Could Be Christmas Everyday,158,73,"","467,027",0
Avicii - Heaven,71,4,"","466,916",0
Bad Bunny - Vete,17,93,"","466,180",846
Cardi B & Bruno Mars - Please Me,66,11,"","465,931",0
Boza - Hecha Pa' Mí,129,70,"","465,839",0
Jul - La miss,139,125,"","465,697",199
Клава Кока - Покинула чат,130,121,"","465,505",0
Eva - cœur noir,104,50,"","465,355",0
Sfera Ebbasta - Rockstar,99,89,"","465,220",535
Drake - Wants and Needs,87,3,(x1),"464,261",0
Becky Hill & Chase & Status - Disconnect,132,56,"","464,207",382
Maluma - HP,122,55,"","463,952",0
"Ski Aggu, Joost & Otto Waalkes - Friesenjung",109,32,"","463,795",207
KC Rebell - DNA,97,38,"","463,546",0
Bad Bunny & Bomba Estéreo - Ojitos Lindos,3,177,"","463,034",458
Vacra - Tiki Taka,147,94,"","462,869",0
Shirin David - Gib ihm,87,36,"","462,163",0
"#2Маши - Мама, я танцую",45,137,"","461,516",0
zzoilo & Aitana - Mon Amour,--,206,"","461,420",0
"JONY & HammAli - Наверно, ты меня не помнишь",122,68,"","460,661",18
Zola & Koba LaD - Temps en temps,144,31,"","460,642","1,633"
Adele - I Drink Wine,74,3,(x1),"460,433",0
Dadju - Django,128,58,"","460,223",0
Capital Bra - Cherry Lady,90,32,"","460,179",0
Capital Bra - Rolex,91,29,"","460,073",0
Tiësto & Mabel - God Is a Dancer,91,24,"","459,910",0
Marwa Loud - Bad Boy,137,83,"","459,864",0
Pajel - 10von10,109,41,"","459,842",0
XOLIDAYBOY - Мания,94,131,"","459,713",986
Booba - Friday,101,48,"","459,644",0
Jah Khalib - Мамасита,136,86,"","459,574",0
Eminem - The Ringer,48,1,(x6),"459,289",0
Meduza - Tell It To My Heart,115,28,"","458,139",0
Elettra Lamborghini - Pem Pem,183,97,"","458,083",0
Sigala & Becky Hill - Wish You Well,111,42,"","457,884",0
Harry Styles - Music For a Sushi Restaurant,63,3,(x6),"457,185",0
Jul - Sousou,104,71,"","456,909",196
Ultimo - Il ballo delle incertezze,20,172,"","456,440",0
Sia - Santa's Coming For Us,88,8,"","456,338",0
Tedua & Chris Nolan - Vertigini,21,120,"","456,195",150
FACE - ЮМОРИСТ,93,83,"","456,023",0
Coldplay - Orphans,79,13,"","455,843",0
Frank Sinatra - Santa Claus Is Comin' to Town,104,26,"","455,568",0
Tom Gregory - Fingertips,95,96,"","455,488",0
Lewis Capaldi - Pointless,143,46,"","455,059",0
Ninho - Outro,112,53,"","454,668",0
Ariana Grande - imagine,72,8,"","454,667",0
Naza & Niska - Joli bébé,109,52,"","454,610",0
Coez - Faccio un casino,84,105,"","453,828",0
Ghali - Good Times,127,98,"","453,773",0
Samra - Cataleya,97,35,"","453,284",0
Mark Ambor - Belong Together,78,22,"","453,211","7,445"
Gazo - Kassav,136,60,"","452,770",0
The Neighbourhood - Softcore,109,24,"","452,711",0
Taylor Swift - I Can Do It With a Broken Heart,47,6,"","452,470","5,699"
Niska - Tuba Life,108,41,"","451,818",0
Werenoi - Pyramide,110,29,"","451,611","2,291"
Olexesh - Magisch,118,53,"","451,464",0
Artik & Asti - Неделимы,105,124,"","451,011",190
Dennis Lloyd - Alien,105,56,"","450,501",0
ROSALÍA & J Balvin - Con Altura,133,134,"","450,154",0
XXXTENTACION - F**k Love,72,8,"","450,133",0
The Weeknd - Die For You,74,28,"","450,052",0
Alfa & YANOMI - Cin Cin,78,135,"","450,034",0
Naps - C'est carré le S,137,31,"","449,596",0
"David Guetta, MistaJam & John Newman - If You Really Love Me",93,40,"","449,075",0
Kontra K - Summertime,108,48,"","448,878",299
BLANCO - Nostalgia,161,69,"","448,799",0
Звонкий - Голоса,93,132,"","448,651",0
"Fedez, Tananai & Mara Sattei - LA DOLCE VITA",127,59,"","447,506",0
Loredana - Eiskalt,91,32,"","447,374",0
Apache 207 - Boot,98,33,"","447,216",0
Hornet La Frappe - Gasolina,91,51,"","447,185",0
Ultimo - Poesia senza veli,19,172,"","446,816",0
"JILLZAY - Бар ""2 лесбухи""",--,336,"","446,606",0
Queen - Thank God It's Christmas,125,30,"","445,912",0
Gzuz - Späti,129,41,"","445,713",0
Bebe Rexha & Florida Georgia Line - Meant to Be,113,37,"","445,202",0
Eminem - Walk On Water,59,7,"","444,999",0
Zivert - Многоточия,133,79,"","444,585",0
Kay One - Señorita,87,47,"","444,581",0
Panic! At the Disco - House of Memories,98,20,"","444,005",0
Diplo & Miguel - Don’t Forget My Love,154,39,"","443,993",0
"Guè Pequeno, Rose Villain & Luchè - Chico",133,120,"","443,979",0
ItaloBrothers - Summer Air,118,44,"","443,848",0
Макс Корж - Малиновый закат,35,118,"","443,685",0
Kore & Ninho - Mon poto,105,42,"","443,309",0
Maître Gims & Super Sako - Mi Gna,133,59,"","443,138",0
HATIK - La meilleure,97,107,"","442,728",0
BoomDaBash - Per un milione,130,116,"","442,277",0
Post Malone & The Weeknd - One Right Now,82,9,"","442,118",0
Bonez MC & Raf Camora & Gzuz - Kokain,108,62,"","441,551",0
Werenoi - La League,79,114,"","441,444",0
Miyagi & Эндшпиль - Untouchable,23,118,"","441,058",277
Niska & Ninho - N.I,107,30,"","441,049",0
Miyagi & Эндшпиль - Половина моя,--,353,"","441,025",0
The Chainsmokers & 5 Seconds of Summer - Who Do You Love,80,20,"","440,829",0
Miley Cyrus - Mother's Daughter,82,15,"","440,743",0
D-Block Europe - Overseas,136,85,"","440,340",0
Джиган - ДНК,151,105,"","440,254",0
Fred again.. & Obongjayar - adore u,143,53,"","440,145",0
Sangiovanni - lady,140,96,"","440,049",0
Werenoi - 10.03.2023,97,59,"","439,904",117
6ix9ine - KIKA,67,3,(x1),"439,363",0
Viktor Sheen - Až na měsíc,--,517,"","439,029",176
Emanuele Aloia - Il bacio di Klimt,131,115,"","439,021",0
Ultimo - Rondini al guinzaglio,68,118,"","439,007",0
Bonez MC & Raf Camora - Risiko,91,43,"","438,991",0
Naps - La danse des bandits,157,56,"","438,712",0
XXXTENTACION - the remedy for a broken heart,62,7,"","438,351",0
GAZIROVKA - Black,105,76,"","438,320",0
Sebastián Yatra - Tacones Rojos,--,222,"","438,164",0
AURORA - Runaway,62,12,"","437,523",0
MORGENSHTERN & Витя АК - РАТАТАТАТА,107,68,"","437,473",0
Years & Years - If You're Over Me,137,62,"","437,213",0
JONY - Мир сошёл с ума,95,79,"","436,690",192
Pop Smoke - Hello,81,34,"","436,244",0
Lost Frequencies - Melody,126,63,"","436,072",0
"Kris Kross Amsterdam, MAAN & Tabitha - Hij is van mij",33,176,"","436,039",0
Marshmello & Manuel Turizo - El Merengue,10,186,"","435,934",194
Capital Bra & Cro - Frühstück in Paris,88,34,"","435,829",0
Reik - Me Niego,133,115,"","434,879",0
UZI - À la fête,124,66,"","434,797",0
"Guè, ANNA & Sfera Ebbasta - Cookies N' Cream",116,73,"","434,478",205
Alfa - bellissimissima,128,78,"","434,412",185
NSG - Options,116,100,"","434,403",0
Kanye West - Follow God,43,3,(x1),"434,312",0
Headie One - Ain't It Different,125,61,"","434,162",0
Taylor Swift - Karma,57,15,"","433,751",0
Dargen D'Amico - Dove Si Balla,178,85,"","433,379",0
Nathan Dawe - 21 Reasons,135,52,"","433,124",0
JONY - Ты пари,80,78,"","432,699",421
Ninho & Ayra Starr - No love,115,39,"","432,661",163
Marshmello & Khalid - Numb,136,30,"","432,607",0
Скриптонит - Мультибрендовый,100,106,"","432,497",0
PASHANIM - paris freestyle,123,37,"","432,217",0
Billie Eilish - my future,62,4,"","431,785",0
Zola - Papers,84,63,"","431,447",0
Wejdene - Anissa,113,51,"","431,395",0
"Jonas Blue, Liam Payne & Lennon Stella - Polaroid",115,32,"","431,083",0
Freya Ridings - Lost Without You,96,105,"","430,804",0
Olivia Rodrigo - get him back,71,11,"","430,251",0
Дима Билан - Молния,102,126,"","430,067",0
Intelligency - Август,108,68,"","429,892",0
Mabel - Finders Keepers,120,76,"","429,883",0
Taylor Swift - Snow On The Beach,50,4,"","429,607",0
"TONI, Andro, ELMAN & MONA - Зари",143,77,"","429,579",0
Ninho - Arme de poing,107,34,"","429,353",0
"Joel Corry, David Guetta & Bryson Tiller - What Would You Do",96,14,"","429,346",0
Siboy - Mobali,142,91,"","429,180",0
BLANCO & Mina - Un Briciolo Di Allegria,153,79,"","429,082",0
Daryl Hall & John Oates - Jingle Bell Rock,120,29,"","429,043",0
RK - Lola,135,61,"","428,733",0
Alesso & Katy Perry - When I'm Gone,117,31,"","428,550",0
Zivert - Fly 2,98,86,"","428,317",0
"01099, Paul & Ski Aggu - Anders",104,75,"","428,030",239
DJ Smash & NIVESTA - Позвони,142,83,"","427,869",0
Pinguini Tattici Nucleari - Rubami la Notte,148,96,"","427,662",111
Alicia Keys - Underdog,113,71,"","427,628",0
КУЧЕР & JANAGA - По щекам слёзы,143,101,"","427,405",0
Shindy - Affalterbach,97,45,"","427,302",0
Jul - Italia,71,44,"","426,821",409
GAYAZOV$ BROTHER$ - Кредо,114,103,"","426,662",0
Eminem - The Real Slim Shady,56,88,"","426,400","2,342"
Lana Del Rey - Summertime Sadness,66,100,"","426,207",790
Ghali - Habibi,117,117,"","426,068",0
Грибы - Тает лёд,113,99,"","425,853",0
JONY & Andro - Мадам,112,73,"","425,824",0
"Amel Bent & HATIK - 1,2,3",98,87,"","425,723",0
Leony - Faded Love,115,48,"","425,618",0
Oasis - Don't Look Back In Anger,--,322,"","425,512",312
Danny Vera - Roller Coaster,--,269,"","424,158",75
Tananai - BABY GODDAMN,162,94,"","424,019",0
Dua Lipa & BLACKPINK - Kiss and Make Up,95,26,"","423,224",0
Hannah Laing & RoRo - Good Love,145,78,"","422,100",0
Nathan Evans - Wellerman,99,54,"","421,966",0
Post Malone - Ball For Me,51,5,"","421,568",0
Mr.Rain - SUPEREROI,106,45,"","421,346",0
Ninho - Aïcha,112,39,"","421,178",0
Måneskin - CORALINE,80,24,"","421,100",0
"John Lennon, The Harlem Community Choir, The Plastic Ono Band & Yoko Ono - Happy Xmas",75,4,"","420,937",0
MEAU - Dat Heb Jij Gedaan,125,110,"","420,640",0
Егор Крид - Миллион алых роз,113,110,"","420,425",0
PNL - 91's,83,52,"","420,346",0
Armin van Buuren - Blah Blah Blah,101,67,"","420,333",0
Justin Timberlake - Filthy,52,13,"","419,908",0
KitschKrieg & Jamule - Unterwegs,103,41,"","419,702",0
Billy Gillies - DNA,144,62,"","419,395",177
Shindy - DODI,94,38,"","419,086",0
Olivia Rodrigo - happier,78,20,"","418,751",0
Doja Cat & The Weeknd - You Right,64,8,"","418,519",0
Freya Ridings - Castles,53,93,"","418,387",0
Juice WRLD - Robbery,24,26,"","417,835",0
Billie Eilish - xanny,49,8,"","417,794",0
Макс Корж - Пьяный дождь,77,113,"","417,688",0
Loredana - Jetzt rufst du an,91,31,"","416,894",0
Yanns - Clic clic pan pan,157,75,"","416,564",0
Dardan - Facetime,101,58,"","416,135",0
Shirin David - Ich darf das,111,29,"","415,896",0
Käärijä - Cha Cha Cha,46,4,"","415,765",87
Баста - Выпускной,--,201,"","415,540",296
"Miksu / Macloud, Nimo & Jamule - Frag mich nicht",95,34,"","415,452",0
Dadju - Par amour,120,60,"","415,068",120
JONY & ANNA ASTI - Как любовь твою понять,112,62,"","414,500",41
Nathan Dawe - Lighter,107,73,"","414,207",0
Loboda - случайная,108,110,"","413,638",0
Люся Чеботина - ПЛАКАЛ ГОЛЛИВУД,110,99,"","413,602",0
Ashe - Moral of the Story,69,14,"","413,507",0
XXXTENTACION - Everybody Dies in Their Nightmares,68,9,"","413,429",0
Cream Soda & ХЛЕБ - Плачу на техно,103,101,"","412,693",0
PLK - Nouvelles,131,39,"","412,646",0
Little Mix & CNCO - Reggaetón Lento,94,40,"","412,072",0
Coldplay - Fix You,32,42,"","411,969",0
Aya Nakamura - Bobo,94,32,"","411,967",0
Ellie Goulding & Juice WRLD - Hate Me,89,28,"","411,904",0
Lazza & Sfera Ebbasta - Gigolò,45,97,"","411,887",0
Zedd & Elley Duhé - Happy Now,83,24,"","411,742",0
Calema - Te Amo,--,375,"","411,602",82
"Tyler, The Creator - EARFQUAKE",56,7,"","411,217",0
"Rkomi, Irama & Shablo - LUNA PIENA",96,119,"","411,121",0
"benny blanco, Tainy, Selena Gomez & J Balvin - I Can't Get Enough",74,15,"","411,099",0
BLANCO - Blu Celeste,112,88,"","410,948",0
Frenna & Lil Kleine - Verleden Tijd,127,106,"","410,732",0
Guf & Murovei - Ураган,--,354,"","410,528",0
FILV & Edmofo - Clandestina,92,80,"","410,526",0
Ultimo - Ti dedico il silenzio,20,175,"","410,330",0
FAST BOY & Topic - Forget You,105,97,"","410,042",0
Djadja & Dinaz - Dans le Réseau,60,58,"","409,911",0
Salmo - CABRIOLET,79,106,"","409,807",0
"Dan + Shay & Justin Bieber - 10,000 Hours",70,14,"","409,287",0
FLEMMING - Automatisch,--,236,"","408,971",0
Mabel - Boyfriend,111,44,"","408,885",0
Nicky Jam & Ozuna - Te Robaré,122,99,"","408,693",0
Nimo - Heute mit mir,91,67,"","408,588",0
Angelina Mango - Ci pensiamo domani,150,100,"","408,544",0
Major Lazer - Que Calor,127,63,"","408,423",0
Eva - On Fleek,82,56,"","408,376",0
Sfera Ebbasta - Tran Tran,118,111,"","407,924",516
Niall Horan - Slow Hands,86,43,"","407,791",0
Joel Corry - I Wish,121,33,"","407,228",0
Скриптонит - Чистый,90,108,"","407,067",0
Jess Glynne - Thursday,117,76,"","406,581",0
"Hugh Jackman, Keala Settle, Daniel Everidge, Zendaya & The Greatest Showman Ensemble - Come Alive",25,131,"","406,554",0
Dave - No Words,117,81,"","406,488",0
"twocolors, Safri Duo & Chris de Sarandy - Cynical",105,70,"","406,392",465
Клава Кока & MORGENSHTERN - Мне пох,89,104,"","406,280",0
"Jaxomy, Agatino Romero & Raffaella Carrà - Pedro",56,16,"","406,069","6,201"
Jung Kook & Latto - Seven,103,25,"","405,771",143
MARKUL - Худший друг,110,93,"","405,601",0
Ufo361 & CÉLINE - Emotions 2.0,69,39,"","405,578",0
Öwnboss & SEVEK - Move Your Body,105,70,"","405,562",0
Artik & Asti - Последний поцелуй,63,71,"","405,491",0
FLEMMING - Amsterdam,--,256,"","405,358",56
Kings of Leon - Sex on Fire,--,286,"","405,114",366
Dosseh - Habitué,128,58,"","404,443",0
Elton John - I'm Still Standing,9,99,"","404,374",0
THRILL PILL - Грустная песня,100,57,"","403,549",0
Dua Lipa - Hallucinate,102,21,"","403,373",0
220 KID & GRACEY - Don’t Need Love,99,91,"","403,192",0
Tiakola - Si j'savais,78,38,"","403,128",0
SUPER-Hi & Neeka - Following the Sun,84,65,"","402,974",0
Olivia Rodrigo - favorite crime,86,23,"","402,810",0
"Alle Farben, Kelvin Jones & YOUNOTUS - Only Thing We Know",114,68,"","402,640",0
Ariana Grande - bloodline,50,3,(x3),"402,617",0
Heuss L'enfoiré - Aristocrate,46,130,"","402,592",0
INSTASAMKA - POPSTAR,142,62,"","401,795",0
MONATIK - Кружит,76,134,"","401,567",0
Мот & LYRIQ - Не Бруклин,126,88,"","401,433",0
Gaullin - Moonlight,135,102,"","401,242",0
Макс Корж - 2 типа людей,89,111,"","401,134",0
Jul - Namek,91,48,"","400,576",0
Lil Durk - All My Life,76,13,"","400,492",0
kizaru - Дежавю,31,94,"","400,491",0
Dermot Kennedy - Better Days,59,116,"","399,572",0
Sfera Ebbasta & J Balvin - Baby,103,41,"","399,458",190
A.V.G & Tatar - Ножевой,106,67,"","399,441",0
Егор Крид - We Gotta Get Love,119,92,"","399,278",0
Werenoi - Maudit,110,31,"","399,192","1,925"
Soolking & Dhurata Dora - Zemër,135,76,"","399,051",0
T-Low & Miksu / Macloud - We Made It,124,29,"","398,806",0
Dua Lipa - Illusion,54,8,"","398,783","4,952"
Jnr Choi & Sam Tompkins - TO THE MOON,87,20,"","398,574",0
The Chainsmokers & Illenium - Takeaway,98,32,"","398,407",0
Justin Timberlake - Can't Stop the Feeling,60,33,"","397,725",0
James Arthur - Say You Won't Let Go,--,211,"","397,415",0
BTS - Butter,62,7,"","397,346",0
"Topic, Robin Schulz, Nico Santos & Paul van Dyk - In Your Arms",132,29,"","397,321",0
Thegiornalisti - Riccione,111,99,"","397,241",0
"Fedez, Achille Lauro & Orietta Berti - MILLE",110,80,"","396,991",0
Shiva - Non lo Sai,76,84,"","396,865",0
Anitta & J Balvin - Downtown,121,131,"","396,694",0
Sangiovanni - farfalle,128,53,"","396,338",0
Artik & Asti - Любовь после тебя,119,94,"","395,965",0
"Internet Money, Gunna & Don Toliver - Lemonade",65,32,"","395,905",0
"Black Eyed Peas, Shakira & David Guetta - DON'T YOU WORRY",99,29,"","395,719",0
PLK - Demain,83,33,"","395,300",0
Lady Gaga - Hold My Hand,117,28,"","395,183",0
Måneskin - VENT'ANNI,105,95,"","394,745",0
"Carl Brave, Mara Sattei & tha Supreme - Spigoli",101,105,"","394,513",0
JP Saxe & Julia Michaels - If the World Was Ending,92,51,"","394,242",0
Yungen - Bestie,135,97,"","394,079",0
Juice WRLD & YoungBoy Never Broke Again - Bandit,87,21,"","394,027",0
Zara Larsson - Ruin My Life,101,40,"","393,973",0
Мот & JONY - Лилии,108,124,"","393,972",0
Rocco Hunt - Non litighiamo più,148,124,"","393,569",0
SCH - Mode Akimbo,98,42,"","393,372",0
Ninho - Filon,53,72,"","393,192",0
LISA - MONEY,57,16,"","392,678",0
Niska - Bâtiment,97,45,"","392,504",0
Booba - JAUNÉ,107,45,"","392,305",0
Bolémvn & Maes - 10K,91,56,"","392,148",0
Baby K - Voglio ballare con te,117,93,"","392,117",0
PNL - Blanka,71,40,"","392,092",0
Sia - Cheap Thrills,7,82,"","391,207",0
PLK - Attentat,117,38,"","391,066",0
Michael Bublé - Jingle Bells,87,15,"","390,805",0
Goldband - Noodgeval,39,154,"","390,769",216
Navos - Believe Me,111,75,"","390,566",0
"Anne-Marie, KSI & Digital Farm Animals - Don't Play",105,63,"","390,192",0
Nathan Dawe - Flowers,98,109,"","389,809",0
Cian Ducrot - I'll Be Waiting,100,26,"","389,597",0
Taylor Swift - Bejeweled,44,11,"","389,402",0
The Weeknd & Ariana Grande - Die For You,64,3,(x2),"389,308",0
Anne-Marie & Niall Horan - Our Song,101,42,"","388,969",0
AJ Tracey - Dinner Guest,103,85,"","388,944",0
OneRepublic & Seeb - Rich Love,121,60,"","388,843",0
Miyagi - Marlboro,39,90,"","388,569",0
Тима Белорусских - Я больше не напишу,100,69,"","388,143",0
Artik & Asti & Артём Качер - Грустный дэнс,--,249,"","388,084",0
Robin Schulz - All This Love,120,78,"","387,834",0
Dimitri Vegas & Like Mike & David Guetta - Complicated,108,55,"","387,672",0
Davina Michelle - Duurt Te Lang,--,262,"","387,593",0
Тимати - Гучи,126,106,"","387,528",0
Dadju & Anitta - Mon soleil,121,62,"","387,505",0
Ultimo - Piccola stella,19,136,"","387,365",0
Damso - Smog,98,42,"","387,175",0
J-AX & Fedez - Italiana,133,100,"","386,928",0
"Fedez, Annalisa & Articolo 31 - DISCO PARADISE",132,72,"","386,699",0
J-Ax - Ostia Lido,118,107,"","386,627",0
Thegiornalisti - Felicità p*****a,102,113,"","386,493",0
Loredana & Delara - Checka,90,34,"","386,188",0
J Hus - Did You See,64,90,"","386,177",0
Michael Bublé - All I Want For Christmas Is You,88,28,"","385,768",0
Werenoi - Laboratoire,83,55,"","385,591",152
Дима Билан & Мари Краймбрери - Ты не моя пара,65,104,"","385,473",0
Capital Bra - Berlin lebt,85,42,"","385,412",0
Tobias Rahim - STOR MAND,--,446,"","384,738",187
J Hus - Who Told You,78,10,"","384,376",0
Anuel AA & Haze - Amanece,--,263,"","384,299",739
Tommy Richman - Million Dollar Baby,36,8,"","384,181","12,984"
