Artist and Title,Days,Pk,(x?),Total,Today
Taylor Swift - august,83,10,"","511,575",69
"Kane Brown, Swae Lee, Khalid - Be Like That",175,54,"","511,465",0
BRANYA & MACAN - Пополам,80,118,"","511,219",59
Camilo & Pedro Capó - Tutu,160,70,"","510,623",0
Miley Cyrus - Party In the U.S.A.,28,49,"","509,994",511
ROSALÍA - LA FAMA,270,32,"","509,948",0
Polo G - Pop Out,149,59,"","509,673",0
Arcángel & Bad Bunny - La Jumpa,178,48,"","509,306",90
ONE OK ROCK - Stand Out Fit In,134,144,"","509,263",0
茄子蛋 - 浪流連,--,509,"","509,216",0
Luciano & Aitch - Bamba,206,60,"","509,090",80
YOASOBI - あの夢をなぞって,--,204,"","508,889",156
Kendrick Lamar - LOVE.,203,103,"","508,796",202
Arijit Singh - Tujhe Kitna Chahne Lage,--,528,"","508,210",326
Joel Corry & Jax Jones - OUT OUT,155,29,"","508,061",0
"KAROL G - Ay, DiOs Mío",204,68,"","507,694",0
BLACKPINK - Don't Know What To Do,99,42,"","507,245",0
Drake - Mob Ties,91,12,"","505,960",0
Shawn Mendes - When You're Gone,119,9,"","505,406",0
Billie Eilish - my strange addiction,78,7,"","505,401",0
Tion Wayne X Russ Millions - Body,90,11,"","505,091",0
Peter Fox - Zukunft Pink,179,79,"","504,690",103
back number - アイラブユー,168,132,"","504,508",293
Shakira & Rauw Alejandro - Te Felicito,212,59,"","504,106",0
ANNA ASTI - Феникс,86,111,"","502,176",150
Apache 207 - 200 km/h,139,84,"","501,545",190
周杰伦 - 以父之名,--,673,"","501,178",101
Feid - Ferxxo 100,73,126,"","501,130",472
Imanbek & BYOR - Belly Dancer,192,55,"","499,887",0
Cardi B - Bartier Cardi,125,30,"","499,694",0
Marshmello & Khalid - Numb,185,34,"","499,590",0
Ed Sheeran & Elton John - Merry Christmas,101,14,"","499,356",0
HammAli & Navai - Девочка-война,143,151,"","499,086",102
NOTD - I Wanna Know,111,38,"","498,800",0
Mirrr - เจ้าของที่,--,295,"","498,649",435
Luude - Down Under,160,28,"","498,094",0
MiyaGi - Captain,53,178,"","496,319",0
"Blessd, Justin Quiles & Lenny Tavárez - Medallo",141,77,"","495,633",133
Pop Smoke - Hello,136,35,"","495,489",0
Скриптонит - Положение,--,256,"","495,469",0
Gazo - FLEURS,170,123,"","495,062",116
Kanye West - Hurricane,67,2,(x5),"495,052",0
Troye Sivan - Strawberries & Cigarettes,--,217,"","494,923",0
"Hugh Jackman, Keala Settle, Daniel Everidge, Zendaya & The Greatest Showman Ensemble - Come Alive",119,69,"","494,303",0
Burak Yeter - Tuesday,137,57,"","494,161",0
Taylor Swift - Midnight Rain,50,5,"","493,118",21
BTS - Stay Gold,42,53,"","492,130",0
Morgan Wallen - One Thing At A Time,192,50,"","491,455",0
The Chainsmokers & Bebe Rexha - Call You Mine,116,25,"","491,328",0
Sam Smith - To Die For,99,18,"","490,874",0
SZA - Shirt,134,21,"","490,498",0
Drax Project - Woke Up Late,--,268,"","490,208",0
Taylor Swift - I Can Do It With a Broken Heart,47,3,(x5),"489,090","6,250"
Tiakola - Meuda,148,148,"","488,879",113
Coolio - Gangsta's Paradise,37,6,"","488,770",0
Angèle - Balance ton quoi,99,139,"","488,429",0
盧廣仲 - 刻在我心底的名字,--,258,"","488,325",0
Mark Ronson - Uptown Funk,18,99,"","486,515",0
Rag'n'Bone Man - Human,150,69,"","486,172",0
SEKAI NO OWARI - Habit,183,122,"","485,945",78
Calum Scott - You Are The Reason,--,218,"","485,541",0
Novelbright - 愛とか恋とか,140,144,"","485,461",86
"Jungeli, Imen Es & Alonzo - Petit génie",294,78,"","485,277","1,031"
マカロニえんぴつ - ブルーベリー・ナイツ,--,410,"","485,226",137
周杰伦 - 青花瓷,--,720,"","484,718",244
Drake - I'm Upset,119,17,"","484,637",0
周杰伦 - 开不了口,--,710,"","483,437",209
Dear Jane - 哪裡只得我共你,--,541,"","483,266",88
МОТ - Август - это ты,59,127,"","483,009",223
Aya Nakamura - Copines,170,114,"","482,797",0
周杰伦 - 听妈妈的话,--,645,"","482,723",141
Ozuna - Síguelo Bailando,185,114,"","482,552",0
Novelbright - ツキミソウ,--,205,"","482,197",0
Dermot Kennedy - Giants,109,63,"","481,760",0
Sebastián Yatra & Reik - Un Año,154,92,"","481,257",0
"Sech, Daddy Yankee & J Balvin - Relación",185,59,"","480,939",0
Kalash - Mwaka Moon,168,105,"","480,820",0
Dove Cameron - Boyfriend,91,10,"","480,666",0
SZA - Love Galore,155,83,"","480,262",0
Alvaro Soler - La Cintura,176,63,"","479,968",0
林俊杰 - 交换余生,--,433,"","479,922",569
Foorin - パプリカ,23,186,"","479,106",0
David Guetta & Afrojack - Dirty Sexy Money,112,28,"","478,119",0
JC - 說散就散,--,220,"","478,022",0
Lil Baby & 42 Dugg - We Paid,161,54,"","477,694",0
INSTASAMKA - ЗА ДЕНЬГИ ДА,152,106,"","477,685",182
Ado - 踊,45,175,"","477,155",0
Becky G & Paulo Londra - Cuando Te Besé,221,99,"","476,924",0
Drake - What’s Next,70,1,(x2),"476,354",0
Tinlicker & Helsloot - Because You Move Me,214,93,"","476,150",0
Zivert - Credo,105,143,"","476,148",179
Boza - Hecha Pa' Mí,170,57,"","475,691",0
Young Thug - Hot,119,26,"","475,611",0
周杰伦 - 东风破,--,717,"","475,532",131
Bailey Zimmerman - Rock and A Hard Place,156,55,"","473,818",53
"Olivia Rodrigo - jealousy, jealousy",105,17,"","473,184",0
Alka Yagnik & Arijit Singh - Agar Tum Saath Ho,--,778,"","472,947",34
IU - eight,107,37,"","472,697",0
MY FIRST STORY - I'm a mess,213,134,"","472,510",790
あいみょん - 貴方解剖純愛歌~死ね~,48,178,"","472,492",0
薛之謙 - 演員,--,335,"","471,932",0
RAF Camora & Bonez MC - Blaues Licht,105,84,"","471,026",9
Aimer - カタオモイ,--,338,"","470,866",0
MACAN - ASPHALT 8,200,117,"","470,654",605
Jorja Smith - Be Honest,134,45,"","470,241",0
Vaundy - 踊り子,22,170,"","470,012",273
DripReport - Skechers,112,28,"","469,878",0
Camilo - Vida de Rico,186,72,"","469,449",0
Red Velvet - Bad Boy,114,53,"","468,947",0
"Marc Segui, Rauw Alejandro & Pol Granch - Tiroteo",174,92,"","468,803",7
林俊杰 - 不为谁而作的歌,--,805,"","468,282",146
Alex Sensation & Ozuna - Que Va,178,106,"","467,918",0
Drake - Don't Matter To Me,28,1,(x4),"467,684",0
Darlene Love - Christmas,116,15,"","467,137",0
Apache 207 - Breaking your heart,165,94,"","465,981",752
Ella Mai - Trip,161,63,"","465,931",0
TINI & Maria Becerra - Miénteme,125,107,"","464,945",8
Drake - Sticky,87,3,(x3),"464,831",0
"Tiësto, Jonas Blue & Rita Ora - Ritual",133,42,"","464,646",0
Jonasu - Black Magic,137,76,"","464,025",0
yama - 春を告げる,24,173,"","463,766",0
ONE OK ROCK - Wasted Nights,72,147,"","462,855",0
Dear Jane - 銀河修理員,--,537,"","462,841",152
"Taylor Swift - You're On Your Own, Kid",49,5,"","462,653",0
Imagine Dragons - Bones,100,52,"","462,309",0
Post Malone - Candy Paint,141,41,"","462,099",0
YOASOBI - Gunjou,63,123,"","461,969",510
Camila Cabello - Crying in the Club,100,41,"","461,889",0
Dermot Kennedy - Kiss Me,198,54,"","461,690",0
周杰伦 - 可爱女人,--,547,"","461,143",158
Blanco Brown - The Git Up,141,61,"","461,053",0
King Gnu - 飛行艇,56,168,"","461,007",0
Young T & Bugsey - Don't Rush,154,66,"","459,870",0
SEVENTEEN - Super,113,24,"","459,138",0
N.E.R.D & Rihanna - Lemon,105,16,"","458,929",0
周杰伦 - 园游会,--,767,"","458,875",180
Wisin - Escápate Conmigo,164,99,"","458,816",0
Sam Hunt - Body Like a Back Road,120,73,"","458,792",0
TWICE - The Feels,118,27,"","458,786",0
周杰伦 - 暗号,--,692,"","458,151",313
Sam Fender - Seventeen Going Under,66,117,"","458,020",82
Dua Lipa - Love Again,153,23,"","457,410",0
Normani - Motivation,92,15,"","457,219",0
Shane Codd - Get Out My Head,178,66,"","457,170",0
TWICE - TT -Japanese ver.-,115,142,"","456,226",0
Alesso & Zara Larsson - Words,162,41,"","455,194",0
Ed Sheeran - Take Me Back to London,108,12,"","454,971",0
Angèle - Tout oublier,160,134,"","454,817",0
Kygo & Rita Ora - Carry On,104,30,"","454,722",0
Gera MX & Christian Nodal - Botella Tras Botella,141,67,"","454,596",0
Olivia Rodrigo - get him back,84,4,"","454,478",0
"Rich Music LTD, Sech & Dalex - Quizás",137,90,"","454,465",0
J Balvin - Blanco,177,87,"","453,268",0
Mrs. GREEN APPLE - ロマンチシズム,--,267,"","453,266",196
清水 翔太 - My Boo,--,217,"","453,129",0
Harry Styles - Music For a Sushi Restaurant,68,3,(x6),"453,075",0
back number - ヒロイン,--,210,"","452,984",423
DA PUMP - U.S.A.,226,133,"","452,771",0
Olivia Rodrigo - brutal,87,10,"","452,730",0
周興哲 - 如果雨之後,--,588,"","452,647",91
IVE - ELEVEN,150,34,"","452,441",0
LP - Lost on You,--,383,"","452,439",0
Post Malone - Take What You Want,82,12,"","452,391",0
Burna Boy - City Boys,129,22,"","452,268",170
XXXTENTACION - Everybody Dies in Their Nightmares,91,11,"","451,823",0
CNCO & Little Mix - Reggaetón Lento,108,45,"","451,166",0
Queen - Don't Stop Me Now,102,49,"","450,923",0
Nicky Jam & Ozuna - Te Robaré,163,71,"","450,836",0
Sia - Unstoppable,13,181,"","450,783",43
Taylor Swift - Maroon,49,4,"","450,186",0
Coldplay - Fix You,13,82,"","449,326",0
Tiësto & KAROL G - Don't Be Shy,172,52,"","448,585",0
"Calle 24, Chino Pacas & Fuerza Regida - Qué Onda",228,58,"","448,487",893
Тима Белорусских - Незабудка,149,152,"","447,505",0
"Dímelo Flow, Arcángel & Sech - Sigues Con Él",138,72,"","446,556",0
ヨルシカ - ただ君に晴れ,--,291,"","446,389",0
Alonzo - TOUT VA BIEN,164,83,"","446,137",42
aespa - Spicy,109,30,"","445,865",360
Junior H & Peso Pluma - El Azul,104,68,"","445,599",150
HammAli & Navai - Пустите меня на танцпол,15,189,"","445,350",60
"LE SSERAFIM - Eve, Psyche & The Bluebeard’s wife",138,45,"","445,177",0
"Ozuna, J Balvin & Chencho Corleone - Una Locura",109,83,"","444,637",0
Nicki Minaj - Chun-Li,101,18,"","444,033",0
aespa - Black Mamba,97,49,"","443,419",0
Markul & Тося Чайкина - Стрелы,181,128,"","443,413",113
TWICE - MORE & MORE,97,35,"","443,111",0
백예린 - Square,--,261,"","443,067",0
Big Baby Tape & kizaru - 99 Problems,128,106,"","442,870",0
Ed Sheeran - 2step,122,15,"","442,724",0
NiziU - Make you happy,192,144,"","442,118",0
椎名林檎 - 丸ノ内サディスティック,7,179,"","441,728",90
Capital Bra & Samra - Tilidin,136,92,"","441,566",0
Michael Bublé - Santa Claus Is Coming To Town,167,16,"","441,328",0
Travis Scott - YOSEMITE,62,18,"","441,227",0
Jessica Darrow - Surface Pressure,114,23,"","440,890",0
周杰倫 & 阿信 - 說好不哭,--,264,"","440,486",0
Karol G & Maluma - Créeme,141,96,"","438,632",0
周杰伦 - 反方向的钟,--,566,"","438,549",345
田馥甄 - 你就不要想起我,--,512,"","438,506",138
Bad Bunny - Un Coco,216,69,"","438,254",0
ANNA ASTI - Повело,21,174,"","438,146",304
KAROL G & Mariah Angeliq - EL MAKINÓN,150,81,"","438,060",0
Tilly Birds - เพื่อนเล่น ไม่เล่นเพื่อน,--,252,"","437,991",44
韋禮安 - 如果可以,--,235,"","437,834",0
Gesaffelstein & The Weeknd - Lost in the Fire,78,12,"","436,999",0
Camilo - Favorito,142,73,"","436,916",0
CamelPhat & Elderbrook - Cola,132,72,"","436,116",0
五月天 - 後來的我們,--,402,"","436,009",0
Скриптонит - Москва любит...,--,253,"","435,878",0
Joel Corry - Lonely,156,55,"","435,859",0
"THE ANXIETY, WILLOW & Tyler Cole - Meet Me At Our Spot",127,29,"","435,579",0
Lauv & LANY - Mean It,124,58,"","435,408",96
"Natanael Cano, Peso Pluma & Gabito Ballesteros - AMG",140,59,"","435,036",48
Doja Cat - Get Into It,117,27,"","435,026",0
Purple Disco Machine & Sophie and the Giants - In The Dark,190,78,"","434,481",0
Blueface - Thotiana,106,31,"","434,343",0
LAGOS & Danny Ocean - Mónaco,--,247,"","434,236",178
Ariana Grande - bloodline,56,3,(x5),"433,567",0
"Sech, Ozuna & Anuel AA - Otro Trago",132,50,"","433,254",0
ANNA ASTI - Царица,295,112,"","432,846","1,018"
Bad Bunny & Jhayco - Dakiti,73,140,"","432,649",0
Ofenbach & Nick Waterhouse - Katchi,173,64,"","432,395",0
"Quality Control, Lil Baby & DaBaby - Baby",119,80,"","431,611",0
Christian Nodal - De los Besos Que Te Di,--,213,"","431,594",0
Becky Hill & Topic - My Heart Goes,176,45,"","431,495",0
Future & Lil Uzi Vert - Drankin N Smokin,22,35,"","430,799",0
Post Malone - Die For Me,69,11,"","430,054",0
Fuerza Regida - TQM,138,62,"","430,033",452
Vaundy - 東京フラッシュ,--,279,"","429,896",118
SHAUN - Way Back Home,80,135,"","429,620",0
Adele - I Drink Wine,73,4,"","429,448",0
King Gnu - SPECIALZ,244,54,"","429,391",805
Pooh Shiesty - Back In Blood,111,62,"","428,459",0
Drake - Slime You Out,92,4,"","428,444",0
Natalie Taylor - Surrender,97,43,"","428,240",0
Lil Peep & XXXTENTACION - Falling Down,58,4,"","426,289",0
Bad Bunny - Otra Noche en Miami,7,126,"","426,060",0
Switch Disco & Ella Henderson - REACT,192,76,"","425,977",123
MACAN - Кино,--,208,"","425,754",195
KAROL G - AMARGURA,143,137,"","425,325","1,100"
AJ Tracey - Ladbroke Grove,107,121,"","424,779",0
Saweetie - Best Friend,122,33,"","424,668",0
Eartha Kitt - Santa Baby,113,6,"","424,321",0
Ed Sheeran - Dive,111,105,"","422,478",0
Post Malone - Enemies,72,14,"","422,444",0
HammAli & Navai - Ноты,36,183,"","422,005",47
周杰倫 - 七里香,--,388,"","421,726",154
Rin音 - snow jam,40,176,"","420,881",0
Maluma - Parce,174,79,"","420,649",0
"Dalex, Lenny Tavárez & Chencho Corleone - Hola",139,84,"","420,438",0
Taylor Swift - Welcome To New York,21,4,"","420,072",0
CYRIL - Stumblin' In,119,25,"","419,607","3,541"
Justin Wellington - Iko Iko,136,43,"","418,974",0
Bad Bunny & Buscabulla - Andrea,151,61,"","418,801",0
告五人 - 披星戴月的想你,--,535,"","418,743",235
Billie Eilish - bellyache,84,95,"","418,712",0
Taylor Swift - But Daddy I Love Him,47,6,"","418,556","4,271"
Niska - Réseaux,175,102,"","418,526",0
Vegedream - Ramenez la coupe à la maison,104,50,"","418,371",0
Quevedo - Columbia,189,60,"","417,996",369
Pop Pongkool - สลักจิต,--,215,"","417,838",226
Tory Lanez - The Color Violet,83,63,"","417,824",90
Bad Bunny - Amorfoda,119,75,"","417,776",18
Three Man Down - ข้างกัน,--,339,"","417,741",304
Ariana Grande - pov,68,13,"","417,651",0
CKay - Emiliana,158,50,"","417,596",0
"姜濤 - Dear My Friend,",--,495,"","417,384",411
"Nio Garcia, Casper Magico & Bad Bunny - Te Boté",109,41,"","417,340",0
Eminem - The Ringer,57,1,(x3),"417,227",0
優里 - かくれんぼ,--,228,"","417,007",0
Dasha - Austin,90,18,"","416,984","5,738"
"DJ Luian, Mambo Kingz & Anuel AA - Bubalu",163,92,"","416,325",0
Ed Sheeran - The A Team,--,301,"","416,195",135
Kylie Minogue - Padam Padam,140,25,"","415,952",0
Martin Garrix - Summer Days,121,47,"","415,846",0
Feid & ATL Jacob - LUNA,186,53,"","415,675","2,263"
Zoe Wees - Girls Like Us,164,63,"","415,528",0
Ado - New Genesis,180,72,"","415,517",0
Taylor Swift - My Boy Only Breaks His Favorite Toys,47,3,(x1),"415,439","3,360"
Taylor Swift - The Tortured Poets Department,47,2,(x3),"415,424","3,008"
Miyagi & Эндшпиль - Fire Man,--,221,"","415,328",198
ILLIT - Magnetic,71,14,"","415,258","4,945"
Billie Eilish - my future,70,1,(x2),"414,992",0
Alice Merton - No Roots,142,135,"","414,396",0
Benson Boone - In The Stars,94,20,"","414,200",0
Rich The Kid - Plug Walk,139,36,"","414,076",0
Coldplay - Adventure of a Lifetime,22,156,"","413,944",324
Mrs. GREEN APPLE - Magic,234,136,"","413,933","1,035"
Coez - La musica non c'è,--,227,"","413,893",46
ITZY - DALLA DALLA,95,50,"","413,869",0
"Ozuna, Mambo Kingz & DJ Luian - Solita",124,103,"","413,854",0
"Taylor Swift - So Long, London",47,4,"","413,028","3,475"
米津玄師 - 感電,93,147,"","412,621",116
林俊杰 - 可惜没如果,--,448,"","412,614",0
Hugh Jackman & The Greatest Showman Ensemble - From Now On,106,86,"","412,612",0
Wiz Khalifa - See You Again,--,252,"","412,596",0
NILETTO - Любимка,82,154,"","412,362",0
Ed Sheeran - Visiting Hours,91,11,"","412,358",0
A-Lin - 有一種悲傷,--,249,"","411,877",0
SDM - Mr. Ocho,108,118,"","411,804",0
周杰伦 - 最长的电影,--,733,"","411,617",235
Fuerza Regida - Sabor Fresa,113,57,"","411,317",616
Paulo Londra - Nena Maldición,121,137,"","411,170",0
Skryptonite - Положение,--,252,"","410,823",417
Justin Timberlake - CAN'T STOP THE FEELING,95,47,"","410,545",0
MC 張天賦 - 反對無效,--,498,"","410,354",319
Eve - 廻廻奇譚,84,175,"","410,257",0
Kygo & OneRepublic - Lose Somebody,122,49,"","410,231",0
James Hype - More Than Friends,187,111,"","409,882",0
Bad Bunny - Dos Mil 16,169,55,"","409,817",0
優里 - ビリミリオン,58,157,"","409,724",415
Post Malone - Saint-Tropez,64,8,"","409,717",0
Michael Bublé - Holly Jolly Christmas,112,17,"","409,492",0
Jakone & SCIRENA - По весне,120,151,"","408,820",507
IZ*ONE - La Vie en Rose,117,50,"","408,666",0
Doja Cat - Vegas,137,19,"","408,539",0
DJ Snake - A Different Way,131,59,"","408,372",0
Kanye West - Follow God,48,4,"","408,089",0
Capital Bra - Neymar,121,96,"","408,000",0
瑛人 - 香水,170,139,"","407,334",0
Bad Bunny & Feid - PERRO NEGRO,213,35,"","407,193","1,060"
Danny Ocean - Fuera del mercado,145,48,"","406,647",0
Luke Combs - She Got the Best of Me,--,211,"","406,496",425
Christian Nodal - Adiós Amor,--,308,"","405,963",0
Lady Gaga - I'll Never Love Again,88,53,"","405,561",0
周杰伦 - 回到过去,--,788,"","405,286",152
Eladio Carrión & Bad Bunny - Coco Chanel,146,54,"","405,174",247
"Dalex, Nicky Jam & Justin Quiles - Cuaderno",131,98,"","404,907",120
Purple Disco Machine & Kungs - Substitution,142,58,"","404,888",0
Kodak Black - Roll in Peace,137,90,"","404,524",79
Beyoncé - ALIEN SUPERSTAR,64,4,"","404,522",0
Leona Lewis - One More Sleep,157,50,"","404,503",0
スピッツ - 美しい鰭,141,137,"","404,034",431
"Bruno Mars, Anderson .Paak & Silk Sonic - Smokin Out The Window",76,7,"","403,939",0
Taylor Swift - Who’s Afraid of Little Old Me,47,8,"","403,697","4,913"
Soolking - Suavemente,205,82,"","403,665",0
T-Fest & Скриптонит - Ламбада,--,247,"","403,567",64
Sonny Fodera & MK - Asking,200,88,"","403,264",723
Sech - Relación,156,73,"","402,761",13
"Nacho, Yandel & Bad Bunny - Báilame",156,98,"","402,736",0
KAROL G & Romeo Santos - X SI VOLVEMOS,113,37,"","402,660",235
"Metro Boomin, Travis Scott & Young Thug - Trance",114,22,"","402,428",109
Harry Styles - Matilda,57,4,"","402,151",0
Selena Gomez & Rauw Alejandro - Baila Conmigo,127,37,"","401,938",0
Элджей & Feduk - Розовое вино,--,228,"","401,558",58
Roddy Ricch - Late At Night,92,18,"","401,321",0
Hozier - Take Me To Church,--,224,"","401,032",693
Kanye West - All Mine,76,5,"","400,993",0
Calvin Harris & Sam Smith - Desire,121,32,"","400,944",0
"SIRA, Bausa & badchieff - 9 bis 9",198,101,"","400,612",659
Bad Bunny - Yo No Soy Celoso,143,45,"","400,287",0
周杰伦 - 蒲公英的约定,--,833,"","400,280",226
Drake - Virginia Beach,97,2,(x2),"399,734",0
Foster the People - Pumped Up Kicks,--,247,"","399,236",0
周杰伦 - 兰亭序,--,624,"","399,197",301
Jonas Brothers - Only Human,87,23,"","399,026",0
Imagine Dragons - Follow You,143,39,"","398,586",0
Little Mix - Sweet Melody,144,42,"","398,446",0
Polycat - อาวรณ์,--,236,"","397,816",81
BLACKPINK - 마지막처럼,--,244,"","397,542",0
Dermot Kennedy - Power Over Me,3,197,"","396,918",0
"AP Dhillon, Shinda Kahlon, Gurinder Gill & Gminxr - Insane",5,176,"","396,913",54
Adele - When We Were Young,50,24,"","396,576",30
Brytiago & Darell - Asesina,155,123,"","395,450",0
Joel Corry - Sorry,111,115,"","395,280",0
Belters Only & Jazzy - Make Me Feel Good,181,75,"","395,183",0
Coldplay - The Scientist,--,211,"","394,983",6
Maluma - Mala Mía,135,79,"","394,705",0
The Kolors - ITALODISCO,147,72,"","394,576",293
Jah Khalib - Медина,72,159,"","393,997",0
"Capital Bra, Samra & Lea - 110",122,81,"","393,886",0
Jain - Makeba,100,12,"","393,849",0
Justin Bieber - Sorry,100,83,"","393,847",0
MONGOL800 - 小さな恋のうた,--,323,"","393,842",0
DaBaby - VIBEZ,152,52,"","393,620",0
Ado - 私は最強,113,113,"","393,431",114
李榮浩 - 年少有為,--,402,"","393,114",0
Pop Smoke - Something Special,101,23,"","391,938",0
Скриптонит - Это любовь,--,428,"","391,935",0
Anne-Marie & Niall Horan - Our Song,112,34,"","391,473",0
Måneskin - THE LONELIEST,188,45,"","391,171",0
あいみょん - 満月の夜なら,24,171,"","390,775",0
Ozuna - La Modelo,121,86,"","390,563",0
OBOY - TDB,118,106,"","390,312",0
Mabel - Mad Love,119,50,"","390,167",0
Sigala & Ella Eyre - Came Here For Love,127,67,"","389,769",0
6ix9ine - KIKA,78,6,"","389,552",0
ANNA ASTI - Ночью на кухне,50,119,"","389,303",210
Rihanna - We Found Love,40,11,"","389,302",345
Vance Joy - Missing Piece,--,209,"","389,039",0
Miyagi & Andy Panda - Kosandra,21,152,"","388,946",0
Bebe Rexha - I'm a Mess,132,66,"","388,878",0
Paulo Londra - Tal Vez,162,86,"","388,575",0
AYLIVA - Sie weiß,129,70,"","387,653",0
"Sech, Justin Quiles & Maluma - Que Más Pues",114,115,"","387,613",0
Avicii - Heaven,71,5,"","387,491",0
ROSÉ - Gone,87,35,"","386,945",0
Diplo - Heartless,96,97,"","386,334",0
Luke Combs - Beer Never Broke My Heart,40,106,"","386,203",56
Rammstein - DEUTSCHLAND,86,48,"","385,785",0
Taylor Swift - Guilty as Sin,47,8,"","385,731","3,993"
XXXTENTACION - the remedy for a broken heart,74,12,"","385,142",0
"ROSALÍA & Ozuna - Yo x Ti, Tu x Mi",159,55,"","384,962",0
Nirvana - Smells Like Teen Spirit,--,322,"","384,617",328
Lartiste - Mafiosa,169,116,"","384,213",0
Ali Gatie - What If I Told You That I Love You,97,24,"","383,743",0
Anuel AA - Quiere Beber,110,111,"","383,719",332
Tiakola - Gasolina,138,102,"","383,690",0
"Ozuna, KAROL G & Myke Towers - Caramelo",127,78,"","383,618",0
XOLIDAYBOY - Моя хулиганка,75,139,"","383,478",418
Idina Menzel & AURORA - Into the Unknown,92,21,"","383,170",0
"Romeo Santos, Daddy Yankee & Nicky Jam - Bella y Sensual",94,151,"","383,122",0
Piso 21 & Paulo Londra - Te Amo,140,143,"","382,791",0
Summer Cem - Tamam Tamam,69,125,"","382,426",0
Ozuna & Camilo - Despeinada,132,88,"","382,208",0
Selena Gomez - Rare,61,4,"","381,938",0
Dalex - Pa Mí,106,97,"","381,681",0
MISIA - アイノカタチ,57,164,"","381,555",60
Pinguini Tattici Nucleari - Pastello Bianco,--,256,"","381,372",96
Kravz & Гио ПиКа - Где прошла ты,143,135,"","381,117",0
Kanye West - Praise God,80,6,"","380,738",0
YOASOBI - 三原色,47,106,"","380,411",0
Maluma - El Préstamo,137,78,"","380,214",0
Billie Eilish - xanny,50,8,"","379,965",0
Karol G & Anuel AA - Culpables,161,97,"","379,819",0
BLANCO & Sfera Ebbasta - MI FAI IMPAZZIRE,3,187,"","379,606",0
Apache 207 - Bläulich,103,84,"","379,467",133
方皓玟 - 假使世界原來不像你預期,--,509,"","379,381",0
Fleetwood Mac - Everywhere,13,103,"","378,164",159
Burna Boy - On the Low,--,284,"","377,180",7
Måneskin - SUPERMODEL,135,32,"","376,877",0
Tommy Richman - MILLION DOLLAR BABY,39,7,"","376,793","12,188"
Скриптонит - Танцуй сама,--,277,"","376,642",0
DJ Khaled - EVERY CHANCE I GET,116,22,"","376,500",0
Скриптонит & Райда - Baby mama,--,238,"","376,493",85
Pashanim - Airwaves,76,91,"","376,257",271
YOASOBI - The Blessing,86,140,"","375,554",180
呂爵安 - E先生 連環不幸事件,--,534,"","375,151",109
Nicky Jam - El Amante,100,100,"","374,962",0
Lost Frequencies & Zonderling - Crazy,127,87,"","374,903",0
百足 & 韻マン - 君のまま,139,133,"","374,886",119
Juju - Vermissen,76,105,"","374,196",0
Miksu / Macloud & T-Low - Sehnsucht,179,95,"","373,503",0
Ninho - Dis-moi que tu m'aimes,--,231,"","372,794",463
Sech - 911,154,69,"","372,555",0
"AP Dhillon, Gminxr, Gurinder Gill & Shinda Kahlon - Brown Munde",--,511,"","372,476",89
Ezhel - Felaket,--,508,"","372,124",59
Mitski - My Love Mine All Mine,129,34,"","372,076",145
Bad Bunny - Estamos Bien,120,84,"","371,961",0
"Jonas Blue, Liam Payne & Lennon Stella - Polaroid",116,31,"","371,781",0
YG - Go Loko,111,37,"","371,714",0
Thalía & Natti Natasha - No Me Acuerdo,133,110,"","371,546",0
Zedd & Liam Payne - Get Low,95,28,"","371,543",0
Olivia Rodrigo - enough for you,69,10,"","371,131",0
Daddy Yankee & Anuel AA - Adictiva,150,109,"","370,665",0
Jhayco - Holanda,114,57,"","370,415",920
Lady Gaga - Bloody Mary,93,18,"","369,258",0
SZA - Saturn,103,19,"","368,936","2,956"
"24kGoldn, Justin Bieber, J Balvin & iann dior - Mood",67,12,"","368,551",0
J Balvin - Amarillo,122,48,"","368,378",0
なとり - Overdose,115,114,"","368,265",57
Aya Nakamura - Jolie nana,142,87,"","368,111",0
Gazo - RAPPEL,142,79,"","367,845",0
BLACKPINK - BOOMBAYAH,--,215,"","367,804",0
Charli XCX & Troye Sivan - 1999,124,63,"","367,417",0
優里 - ピーターパン,--,271,"","367,226",0
Robin Schulz & Dennis Lloyd - Young Right Now,129,98,"","367,083",0
Ofenbach - Overdrive,148,47,"","366,970",991
Booba - Mona Lisa,100,79,"","366,824",0
Robin Schulz - Speechless,143,99,"","366,360",0
Kenshi Yonezu - KICK BACK,169,72,"","366,172",0
張惠妹 - 連名帶姓,--,418,"","366,153",107
Ozuna - Caramelo,130,58,"","366,128",0
告五人 - 在這座城市遺失了你,--,568,"","366,126",0
"Reik, J Balvin & Lalo Ebratt - Indeciso",166,105,"","366,071",0
Kendrick Lamar - DNA.,107,57,"","366,015",0
Madrigal - Seni Dert Etmeler,--,631,"","365,790",91
Bad Bunny & The Marías - Otro Atardecer,101,68,"","365,674",7
King Gnu - Teenager Forever,93,149,"","363,917",0
Lizzo - 2 Be Loved,159,47,"","363,812",0
Dave & Stormzy - Clash,98,31,"","363,627",0
Kehlani - Nights Like This,102,32,"","363,620",0
Peso Pluma - Por las Noches,82,67,"","363,127",614
Xavi - La Diabla,141,40,"","362,824",770
AURORA - Runaway,66,17,"","362,749",0
Shaboozey - A Bar Song,53,14,"","362,707","9,297"
LISA - LALISA,97,26,"","362,599",0
Kungs - Never Going Home,119,57,"","362,376",0
