Artist and Title,Days,Pk,(x?),Total,Today
BLACKPINK - DDU-DU DDU-DU,471,33,"","1,875,558",8
Ariana Grande - God is a woman,213,2,(x18),"1,867,639",0
Morgan Wallen - Last Night,490,17,"","1,859,962","2,794"
Justin Bieber - Yummy,186,2,(x22),"1,855,362",0
Charlie Puth - How Long,302,10,"","1,846,578",0
J Balvin & Bad Bunny - LA CANCIÓN,381,54,"","1,843,987",37
XXXTENTACION - Moonlight,357,7,"","1,831,722",0
Keala Settle & The Greatest Showman Ensemble - This Is Me,417,17,"","1,822,543",0
Benson Boone - Beautiful Things,138,1,(x30),"1,821,943","12,544"
Selena Gomez - Lose You to Love Me,184,1,(x9),"1,821,349",0
Zedd & Alessia Cara - Stay,411,20,"","1,808,708",0
"Ariana Grande - break up with your girlfriend, i'm bored",188,1,(x21),"1,798,627",0
Meduza - Piece Of Your Heart,244,9,"","1,793,837",0
Taylor Swift - Style,356,1,(x2),"1,789,802",232
Danny Ocean - Me Rehúso,388,56,"","1,788,401",63
BTS - Boy With Luv,457,5,"","1,788,001",0
David Kushner - Daylight,344,2,(x14),"1,780,879",427
Bad Bunny - Yonaguni,597,39,"","1,778,587","1,013"
Sam Smith - How Do You Sleep,222,6,"","1,774,800",0
Riton & Nightcrawlers - Friday,294,11,"","1,765,885",0
Bad Bunny & Jhay Cortez - Dakiti,665,25,"","1,763,810",0
NewJeans - Ditto,532,18,"","1,757,624","1,710"
Lil Nas X - THATS WHAT I WANT,313,4,"","1,756,250",0
Pedro Capó & Farruko - Calma,415,29,"","1,744,362",0
Kendrick Lamar - HUMBLE.,308,19,"","1,741,805",762
Selena Gomez - Back to You,194,5,"","1,738,226",0
Doja Cat - Need To Know,306,6,"","1,726,811",0
"Kendrick Lamar, SZA - All The Stars",191,3,(x14),"1,719,481",73
KAROL G & Nicki Minaj - Tusa,422,29,"","1,718,294",0
Bruno Mars - Finesse,196,2,(x5),"1,713,140",0
Khalid - Better,386,13,"","1,706,980",0
Powfu - Death Bed,240,9,"","1,705,968",0
Portugal. The Man - Feel It Still,280,36,"","1,704,258",31
Kenya Grace - Strangers,276,4,"","1,703,841","1,326"
Taylor Swift - Blank Space,315,2,(x2),"1,702,085",565
Eminem - River,184,6,"","1,699,143",0
Burna Boy - Last Last,460,10,"","1,689,515",191
Kygo & Whitney Houston - Higher Love,362,15,"","1,686,346",0
Clean Bandit - Symphony,347,13,"","1,673,433",0
JUNG KOOK & Latto - Seven,327,6,"","1,658,954","1,437"
P!nk - What About Us,235,10,"","1,657,846",0
Ed Sheeran - Photograph,332,73,"","1,656,767",182
Bad Bunny - Moscow Mule,734,19,"","1,654,353","1,931"
Camila Cabello - Bam Bam,238,6,"","1,653,366",0
"Calvin Harris, Rag’n’Bone Man - Giant",232,8,"","1,652,688",0
Lady Gaga - Always Remember Us This Way,381,22,"","1,652,051",0
Future - WAIT FOR U,391,5,"","1,649,716",553
Luis Fonsi & Demi Lovato - Échame La Culpa,281,19,"","1,646,866",0
The Weeknd - Call Out My Name,178,1,(x7),"1,646,243",9
Billie Eilish - Therefore I Am,240,1,(x5),"1,641,881",0
BLACKPINK - Kill This Love,415,18,"","1,634,755",0
Tiësto & Tate McRae - 10:35,349,9,"","1,630,806",132
BTS - Butter,410,4,"","1,629,601",0
Teddy Swims - Lose Control,212,4,"","1,628,411","9,366"
MiyaGi & Эндшпиль - I Got Love,29,175,"","1,628,093",719
Jack Harlow - First Class,196,2,(x27),"1,627,271",0
Shawn Mendes - In My Blood,204,2,(x3),"1,624,211",0
Bad Bunny - Vete,439,36,"","1,615,851","1,592"
Eminem - Mockingbird,571,17,"","1,614,850","2,051"
NewJeans - Hype Boy,607,27,"","1,612,390","1,354"
Camila Cabello - Never Be the Same,240,6,"","1,607,919",0
Jonas Blue - Mama,219,9,"","1,605,756",0
Shawn Mendes - If I Can't Have You,178,2,(x4),"1,605,668",0
Imagine Dragons - Whatever It Takes,330,29,"","1,601,237",0
Post Malone - I Fall Apart,356,39,"","1,596,220",0
Bad Bunny & Chencho Corleone - Me Porto Bonito,474,27,"","1,596,156",892
"cassö, RAYE & D-Block Europe - Prada",294,9,"","1,594,231","2,375"
Tyga - Taste,337,21,"","1,585,093",0
The Kid LAROI - WITHOUT YOU,275,7,"","1,571,938",0
Aya Nakamura - Djadja,560,55,"","1,562,353",0
Ariana Grande - 34+35,181,2,(x6),"1,553,933",0
David Guetta & Sia - Flames,224,13,"","1,552,549",0
Drake - Money In The Grave,249,5,"","1,545,982",0
Olivia Rodrigo - traitor,302,8,"","1,539,074",174
Cardi B - Bodak Yellow,296,23,"","1,534,608",0
Lauv - I Like Me Better,436,76,"","1,534,051",8
Bad Bunny & Daddy Yankee - La Santa,304,51,"","1,531,611",901
Jack Harlow - Lovin On Me,208,3,(x13),"1,529,859","1,745"
Ariana Grande - Santa Tell Me,245,3,(x1),"1,528,366",0
Drake - Jimmy Cooks,355,5,"","1,521,983",24
Chris Brown & Young Thug - Go Crazy,328,19,"","1,519,093",0
Rita Ora - Let You Love Me,220,8,"","1,518,794",0
Pop Smoke - Mood Swings,257,8,"","1,513,232",0
Nicky Jam & J Balvin - X,247,17,"","1,512,458",0
"Dan + Shay & Justin Bieber - 10,000 Hours",255,5,"","1,502,006",0
Billie Eilish - What Was I Made For,274,2,(x10),"1,499,752",461
Bad Bunny & Bomba Estéreo - Ojitos Lindos,734,38,"","1,493,134","1,399"
Drake - One Dance,339,40,"","1,491,489",570
Queen - Bohemian Rhapsody,250,17,"","1,490,801",9
Taylor Swift - ME,179,2,(x10),"1,486,962",0
Mrs. GREEN APPLE - 青と夏,221,139,"","1,480,685","1,234"
Miguel - Sure Thing,233,7,"","1,480,408",0
Official髭男dism - Pretender,347,139,"","1,477,957",571
Tyla - Water,267,4,"","1,471,352","1,331"
"Meduza, Becky Hill & GOODBOYS - Lose Control",307,23,"","1,470,532",0
NewJeans - OMG,461,19,"","1,466,264","1,281"
G-Eazy & Halsey - Him & I,177,10,"","1,459,311",0
Kate Bush - Running Up That Hill,145,2,(x58),"1,457,526",0
Bazzi - Mine,234,15,"","1,453,589",0
Axwell Λ Ingrosso - More Than You Know,276,21,"","1,451,293",0
SZA - Good Days,261,4,"","1,448,772",514
Maluma - Hawái,475,40,"","1,437,144",265
Ed Sheeran - Perfect Duet,153,2,(x14),"1,436,616",0
Avicii - Lonely Together,239,13,"","1,434,051",0
"Bizarrap & Quevedo - Quevedo: Bzrp Music Sessions, Vol. 52",471,34,"","1,428,818",553
Kygo & Selena Gomez - It Ain't Me,256,14,"","1,424,792",0
Rauw Alejandro - Todo De Ti,410,33,"","1,415,041",14
Beyoncé - BREAK MY SOUL,164,2,(x22),"1,411,891",0
Lauv & Troye Sivan - i'm so tired...,248,16,"","1,410,676",0
Adele - Someone Like You,181,27,"","1,410,125",730
Noah Kahan - Stick Season,237,9,"","1,409,987","5,055"
"Jhay Cortez, J Balvin & Bad Bunny - No Me Conoce",298,73,"","1,406,379",0
Pop Smoke - What You Know Bout Love,286,12,"","1,394,141",0
The Weeknd - Take My Breath,210,2,(x3),"1,393,661",0
Måneskin - I WANNA BE YOUR SLAVE,191,10,"","1,392,378",0
Liam Payne - Strip That Down,209,15,"","1,389,986",0
Miley Cyrus - Midnight Sky,218,8,"","1,386,203",0
Clean Bandit - Rockabye,308,20,"","1,385,972",0
"ATB, Topic & A7S - Your Love",285,18,"","1,385,379",0
NF - Let You Down,213,17,"","1,383,473",0
Kodak Black - ZEZE,189,6,"","1,377,182",0
BLACKPINK - As If It's Your Last,280,47,"","1,373,826",0
BLACKPINK - Lovesick Girls,361,6,"","1,373,335",0
Charlie Puth - We Don’t Talk Anymore,296,71,"","1,371,687",103
DJ Khaled - POPSTAR,235,6,"","1,365,669",0
Coldplay - Yellow,311,37,"","1,365,529",367
King Gnu - 白日,501,142,"","1,363,698",161
Avicii - SOS,168,3,(x10),"1,363,650",0
Ariana Grande - breathin,187,3,(x13),"1,356,695",0
Rita Ora - Anywhere,252,19,"","1,354,624",0
Avicii - Without You,241,14,"","1,353,408",6
Official髭男dism - 115万キロのフィルム,209,167,"","1,353,066",616
The Weeknd - I Feel It Coming,286,38,"","1,352,495",0
Luke Combs - Fast Car,437,28,"","1,350,631","1,992"
Ninho - La vie qu'on mène,68,108,"","1,345,047",616
Dua Lipa - Houdini,208,4,"","1,345,029","2,597"
優里 - ドライフラワー,587,135,"","1,341,013",628
Khalid & Normani - Love Lies,250,22,"","1,322,923",0
Fleetwood Mac - Go Your Own Way,566,47,"","1,322,882",557
あいみょん - 君はロックを聴かない,292,155,"","1,322,678",250
Post Malone - Congratulations,301,40,"","1,321,031",0
A$AP Rocky - Praise the Lord,247,17,"","1,318,883",0
Manuel Turizo - La Bachata,511,45,"","1,318,562",767
surf mesa - Ily,205,11,"","1,318,478",0
Jason Derülo - Take You Dancing,282,20,"","1,317,266",0
Gunna - fukumean,233,5,"","1,317,148",420
Apache 207 - Roller,271,65,"","1,301,380",578
Sam Feldt - Post Malone,339,21,"","1,301,379",0
Justin Bieber & benny blanco - Lonely,190,3,(x8),"1,301,087",0
"Anuel AA, Daddy Yankee & Karol G - China",358,27,"","1,299,852",275
Justin Bieber - Ghost,316,20,"","1,295,825",62
Drake - Wants and Needs,238,5,"","1,294,832",156
CJ - Whoopty,168,4,"","1,292,286",0
Imagine Dragons - Natural,250,18,"","1,291,987",0
Daniel Caesar - Best Part,72,107,"","1,286,933",308
Taylor Swift - Shake It Off,245,10,"","1,285,433",231
Bad Bunny - Efecto,391,33,"","1,283,567","1,142"
Acraze - Do It To It,226,10,"","1,282,430",0
Loreen - Tattoo,283,6,"","1,274,235",320
Kelly Clarkson - Underneath the Tree,200,4,"","1,271,010",0
Justin Bieber - Anyone,145,2,(x6),"1,269,959",0
Drake - Laugh Now Cry Later,204,3,(x2),"1,261,685",0
Adele - Oh My God,161,2,(x9),"1,261,417",0
周杰伦 - 七里香,1,198,"","1,260,902",918
Clean Bandit - I Miss You,209,14,"","1,260,783",0
Logic - 1-800-273-8255,199,17,"","1,259,928",0
Sia - Snowman,230,9,"","1,256,940",0
Harry Styles - Late Night Talking,214,2,(x12),"1,249,581",0
James Hype & Miggy Dela Rosa - Ferrari,286,11,"","1,245,214",0
Ali Gatie - It's You,240,17,"","1,244,544",0
Halsey - You should be sad,181,16,"","1,242,996",0
Mark Ronson - Nothing Breaks Like a Heart,193,5,"","1,237,486",0
Internet Money & Gunna - Lemonade,151,4,"","1,232,354",0
XXXTENTACION - Jocelyn Flores,259,3,(x1),"1,231,035",0
Rema - Calm Down,443,34,"","1,231,017",0
GIVĒON - HEARTBREAK ANNIVERSARY,209,8,"","1,229,497",0
Drake & 21 Savage - Rich Flex,204,2,(x1),"1,227,240",0
Zach Bryan - Something in the Orange,592,41,"","1,226,210","1,456"
Ayra Starr - Rush,346,24,"","1,224,440",217
Dave - Location,229,81,"","1,222,262",111
Rosa Linn - SNAP,294,7,"","1,220,884",0
Hailee Steinfeld & Alesso - Let Me Go,278,29,"","1,220,750",0
周杰伦 - 晴天,--,270,"","1,217,886",794
6ix9ine - FEFE,145,6,"","1,217,446",0
Dominic Fike - 3 Nights,363,46,"","1,216,029",0
CKay - love nwantiti,201,7,"","1,213,241",0
DJ Snake & J Balvin - Loco Contigo,221,15,"","1,209,059",0
Surfaces - Sunday Best,225,20,"","1,202,372",0
Imagine Dragons - Bad Liar,272,50,"","1,187,670",0
back number - 高嶺の花子さん,--,203,"","1,186,163",837
Meduza - Paradise,259,20,"","1,182,305",0
Bruno Mars - 24K Magic,328,14,"","1,181,157",0
Marshmello - Here With Me,174,10,"","1,178,613",0
Eminem - Godzilla,165,4,"","1,178,428",92
Harry Styles - Falling,367,21,"","1,177,220",0
XXXTENTACION & Lil Pump - Arms Around You,160,4,"","1,176,518",0
Justin Bieber - Hold On,188,1,(x1),"1,170,467",0
BENEE - Supalonely,199,16,"","1,170,096",0
Coldplay X BTS - My Universe,192,4,"","1,167,607",0
Travis Scott - goosebumps,225,20,"","1,167,479",0
KAROL G - PROVENZA,416,35,"","1,164,470",745
Zac Efron & Zendaya - Rewrite the Stars,304,29,"","1,164,051",0
Tom Walker - Leave a Light On,382,55,"","1,162,031",0
Post Malone - Chemical,290,11,"","1,158,860",349
Vaundy - 怪獣の花唄,512,112,"","1,156,272","1,308"
DJ Khaled - No Brainer,118,1,(x1),"1,150,540",0
Marshmello & Halsey - Be Kind,202,14,"","1,150,040",0
Ava Max - Kings & Queens,274,33,"","1,148,617",0
Taylor Swift - cardigan,189,1,(x8),"1,147,802",201
BLACKPINK - Pink Venom,317,4,"","1,144,905",12
Alan Walker - Faded,297,122,"","1,143,302",8
Kanye West & Lil Pump - I Love It,141,1,(x6),"1,141,057",0
Tiësto & Dzeko - Jackie Chan,198,12,"","1,141,046",0
ONE OK ROCK - Wherever you are,35,176,"","1,137,135",186
Y2K & bbno$ - Lalala,233,14,"","1,136,783",0
"J Balvin, Dua Lipa, Bad Bunny & Tainy - UN DIA",306,22,"","1,136,424",0
Beyoncé - TEXAS HOLD 'EM,114,2,(x7),"1,135,675","4,773"
Justin Timberlake - Say Something,155,7,"","1,135,138",0
Ariana Grande - we can't be friends,89,1,(x28),"1,134,513","7,730"
Shawn Mendes & Justin Bieber - Monster,143,1,(x6),"1,133,728",0
Cardi B - Up,156,4,"","1,132,314",0
Ed Sheeran - Happier,359,53,"","1,129,286",0
Morgan Wallen - You Proof,474,42,"","1,125,155",865
Billie Eilish - wish you were gay,169,4,"","1,118,582",0
周杰伦 - 告白气球,--,329,"","1,118,187",621
Lil Pump - Gucci Gang,174,10,"","1,114,114",0
"Ariana Grande - yes, and",129,1,(x25),"1,113,845",618
"Joel Corry, RAYE & David Guetta - BED",250,18,"","1,113,255",0
Pop Smoke - Dior,331,21,"","1,112,650",0
Lil Baby - Freestyle,538,75,"","1,112,308","1,079"
Lil Baby & Gunna - Drip Too Hard,288,42,"","1,110,957",0
Drake - Knife Talk,248,18,"","1,110,725",127
Taylor Swift - ...Ready For It,161,6,"","1,110,571",55
Luke Combs - Beautiful Crazy,88,135,"","1,107,987",820
"Imagine Dragons, JID & League of Legends - Enemy",244,13,"","1,106,758",0
Iñigo Quintero - Si No Estás,247,8,"","1,102,483",987
Stormzy - Own It,278,25,"","1,099,282",0
"The Weeknd, Kendrick Lamar - Pray For Me",134,3,(x1),"1,097,663",0
Harry Styles - Sign of the Times,189,26,"","1,097,244",33
Meghan Trainor - Made You Look,201,7,"","1,096,240",0
Ed Sheeran - Cross Me,145,5,"","1,094,452",0
Taylor Swift - Lavender Haze,222,2,(x7),"1,093,529",17
Travis Scott - Butterfly Effect,256,34,"","1,092,065",187
Morgan Wallen - Chasin' You,369,87,"","1,090,374","1,292"
Martin Garrix & Troye Sivan - There For You,181,13,"","1,087,288",0
"Silk City, Dua Lipa - Electricity",184,10,"","1,084,447",0
Taylor Swift - willow,126,1,(x7),"1,080,039",0
Steve Lacy - Bad Habit,233,8,"","1,079,162",0
Nicky Youre & Dazy - Sunroof,336,18,"","1,076,957",0
Bobby Helms - Jingle Bell Rock,194,4,"","1,075,172",0
Joji - Glimpse of Us,217,3,(x3),"1,073,857",50
"Alan Walker, Noah Cyrus & Digital Farm Animals - All Falls Down",253,45,"","1,069,799",0
Saucy Dog - シンデレラボーイ,466,126,"","1,068,589",491
"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble - The Greatest Show",280,33,"","1,065,779",0
周杰伦 - 等你下课,--,301,"","1,063,930",752
Miley Cyrus - Prisoner,148,4,"","1,062,577",0
Billie Eilish - ocean eyes,257,54,"","1,062,560",322
Pop Smoke - The Woo,166,9,"","1,058,995",0
Jason Derülo - Swalla,183,17,"","1,058,532",0
Morgan Wallen - Wasted on You,310,53,"","1,057,317",806
"Jay Wheeler, DJ Nelson & Myke Towers - La Curiosidad",338,73,"","1,057,228",6
周杰倫 - 告白氣球,--,241,"","1,057,118",112
XXXTENTACION - Changes,218,5,"","1,056,497",0
The Goo Goo Dolls - Iris,249,82,"","1,055,438",722
Young Thug - The London,187,7,"","1,055,416",0
James Arthur - Say You Won't Let Go,214,61,"","1,053,393",0
