Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
ScHoolboy Q - Lies,1,"",173,"","737,610","737,610"
RBD - Este Corazón,1,"",193,"","737,225","737,225"
Jaden - Falling For You with Justin Bieber,1,"",176,"","737,170","737,170"
Jessie J - Burnin' Up,5,"",181,"","162,152","735,805"
Anuel AA - 100,1,"",200,"","735,631","735,631"
RBD - Aún Hay Algo,1,"",195,"","735,311","735,311"
Katy Perry - What Makes A Woman,1,"",176,"","735,289","735,289"
Lady Gaga - Sinner's Prayer,2,"",137,"","437,046","735,077"
Stray Kids - CHEESE,1,"",180,"","735,011","735,011"
KSI - Killa Killa,1,"",178,"","734,787","734,787"
Little Nell - Time Warp,1,"",188,"","734,396","734,396"
Ludacris - S.O.T.L. (Silence of the Lambs),1,"",132,"","734,209","734,209"
Beck - Morning,3,"",99,"","284,168","734,134"
Van Halen - Hot for Teacher - 2015 Remaster,1,"",180,"","733,750","733,750"
Kelly Clarkson - Love So Soft,1,"",110,"","733,078","733,078"
Offset - Tats On My Face,1,"",190,"","732,940","732,940"
Bruno Mars - Calling All My Lovelies,2,"",164,"","411,013","732,810"
Logic - Pardon My Ego,1,"",176,"","732,677","732,677"
Drake - My Side,1,"",170,"","732,308","732,308"
Charlie Puth - Girlfriend,1,"",147,"","732,096","732,096"
Lil Baby - Realist In It,1,"",187,"","732,058","732,058"
Azet - Wenn die Sonne untergeht,1,"",180,"","731,797","731,797"
Kontra K - Puste sie weg,1,"",182,"","731,337","731,337"
Trippie Redd - I Tried Loving,1,"",183,"","730,700","730,700"
XXXTENTACION - Slipknot,1,"",142,"","730,566","730,566"
Morgan Wallen - Wonderin’ Bout The Wind,1,"",195,"","730,364","730,364"
Lil Peep - IDGAF,1,"",184,"","729,929","729,929"
Migos - Work Hard,1,"",161,"","729,297","729,297"
Alesso - Midnight,1,"",148,"","729,095","729,095"
The 1975 - If You’re Too Shy (Let Me Know),1,"",152,"","729,073","729,073"
CHVRCHES - Get Out,1,"",144,"","728,706","728,706"
Mustard - 100 Bands,1,"",177,"","728,644","728,644"
Khalid - Eleven,1,"",158,"","728,059","728,059"
Slipknot - Birth Of The Cruel,1,"",166,"","727,928","727,928"
Carly Rae Jepsen - Party For One,1,"",166,"","727,904","727,904"
Zé Neto & Cristiano - Estado Decadente - Acústico,1,"",170,"","727,464","727,464"
Fat Les - Vindaloo,1,"",158,"","727,463","727,463"
Rammstein - DIAMANT,1,"",192,"","727,330","727,330"
Surfaces - Learn To Fly,1,"",155,"","726,764","726,764"
Little Mix - Not a Pop Song,1,"",193,"","726,393","726,393"
Lil Peep - Hate Me,1,"",186,"","726,346","726,346"
Future - Patek,1,"",171,"","725,856","725,856"
Maroon 5 - This Love,1,"",182,"","725,505","725,505"
Future - Too Comfortable,1,"",172,"","725,308","725,308"
Majid Jordan - Caught Up,1,"",175,"","725,304","725,304"
Linkin Park - Runaway,1,"",133,"","724,948","724,948"
MACHETE - GANG! - prod. Strage,1,"",172,"","724,491","724,491"
Rammstein - TATTOO,1,"",194,"","724,383","724,383"
Migos - Made Men,1,"",163,"","723,961","723,961"
DJ Khaled - You Stay,1,"",195,"","723,894","723,894"
Luke Combs - Better Together,1,"",190,"","723,824","723,824"
Haftbefehl - KMDF,1,"",150,"","723,414","723,414"
thasup - occh1 purpl3,1,"",176,"","723,099","723,099"
Justin Timberlake - Morning Light,1,"",149,"","722,801","722,801"
The Rolling Stones - Living In A Ghost Town,1,"",154,"","722,777","722,777"
Morgan Wallen - Only Thing That’s Gone,1,"",199,"","722,729","722,729"
Chance the Rapper - Ballin Flossin,1,"",155,"","722,646","722,646"
Birdy - Skinny Love,5,"",189,"","149,907","722,598"
Zara Larsson - Love Me Land,1,"",173,"","722,594","722,594"
Tom Petty and the Heartbreakers - Learning To Fly,1,"",110,"","722,368","722,368"
Bonez MC - Von ihnen gelernt,1,"",181,"","721,882","721,882"
Ski Mask The Slump God - Far Gone,1,"",191,"","721,824","721,824"
Ninho - Big Pac,1,"",198,"","721,656","721,656"
Shindy - What's Luv,1,"",165,"","721,220","721,220"
Ultimo - 22 settembre,1,"",161,"","721,029","721,029"
Linkin Park - Shadow Of The Day,1,"",135,"","720,882","720,882"
John Denver - Rudolph the Red Nosed Reindeer,2,"",70,"","369,364","720,739"
Rammstein - WEIT WEG,1,"",200,"","720,376","720,376"
Motörhead - Ace Of Spades,2,"",77,"","449,346","720,329"
blackbear - queen of broken hearts,1,"",175,"","720,193","720,193"
Lauren Jauregui - More Than That,1,"",172,"","719,969","719,969"
Alessia Cara - Trust My Lonely,1,"",183,"","719,621","719,621"
Liam Payne - First Time,1,"",144,"","719,532","719,532"
Future - Call the Coroner,1,"",190,"","719,302","719,302"
Pop Smoke - Welcome To The Party,1,"",183,"","719,269","719,269"
Lana Del Rey - Honeymoon,3,"",133,"","294,382","719,222"
Dreamville - Swivel,1,"",175,"","719,092","719,092"
Alonestar - Raise Em Up - Dance Remix,1,"",185,"","718,725","718,725"
"Pink Floyd - Side 1, Pt. 1: Things Left Unsaid",4,"",102,"","215,559","718,125"
Future - Ain't Livin Right,1,"",176,"","718,044","718,044"
Beyoncé - XO,5,"",165,"","157,499","717,941"
Summer Walker - Something Real,1,"",175,"","717,870","717,870"
Azet - Fragen,1,"",195,"","717,174","717,174"
Danna Paola - No Bailes Sola,1,"",176,"","716,580","716,580"
Migos - Danger,1,"",147,"","716,349","716,349"
Marracash - SPORT - I muscoli,1,"",181,"","716,211","716,211"
Disclosure - Birthday,1,"",184,"","716,176","716,176"
Lennon Stella - Summer Feelings,1,"",175,"","715,504","715,504"
Matuê - Cogulândia,1,"",188,"","715,479","715,479"
NAV - Recap,1,"",168,"","715,072","715,072"
Irama - La genesi del tuo colore,1,"",170,"","715,033","715,033"
David Guetta - Make It To Heaven,1,"",177,"","713,966","713,966"
Gunna - ROCKSTAR BIKERS & CHAINS,1,"",190,"","713,807","713,807"
Daft Punk - Something About Us,1,"",199,"","713,655","713,655"
Demi Lovato - Ruin The Friendship,1,"",120,"","713,290","713,290"
NCT DREAM - Hot Sauce,1,"",189,"","713,188","713,188"
Meek Mill - Splash Warning,1,"",193,"","713,167","713,167"
Bring Me The Horizon - Follow You,3,"",124,"","298,685","713,133"
KSI - Wake Up Call,1,"",183,"","713,110","713,110"
The Mowgli's - I'm Good,4,"",173,"","187,297","712,245"
Tory Lanez - Pricey & Spicy,1,"",153,"","712,159","712,159"
Gentleman - Devam,1,"",200,"","712,081","712,081"
Devi Sri Prasad - Srivalli,1,"",196,"","711,919","711,919"
Saweetie - Back to the Streets,1,"",194,"","711,916","711,916"
The Chainsmokers - Siren,1,"",160,"","711,908","711,908"
David Bowie - China Girl - 2002 Remastered Version,2,"",117,"","356,307","711,786"
5 Seconds of Summer - Catch Fire,3,"",144,"","289,689","711,669"
J-AX - Italiana,1,"",163,"","711,493","711,493"
Ed Sheeran - Kiss Me,2,"",186,"","361,160","711,434"
Flume - Let You Know,1,"",178,"","710,420","710,420"
"The Rolling Stones - Paint It, Black",1,"",198,"","709,975","709,975"
Miami Yacine - Intro-Résumé,1,"",180,"","709,242","709,242"
Ufo361 - Final Fantasy,1,"",171,"","709,104","709,104"
Chris Brown - Anyway,2,"",104,"","410,722","708,893"
Lil Baby - Anyway,1,"",196,"","708,528","708,528"
Morgan Wallen - Livin’ The Dream,1,"",197,"","708,185","708,185"
French Montana - Twisted,1,"",178,"","707,394","707,394"
ZAYN - Sour Diesel,1,"",144,"","707,380","707,380"
Chance the Rapper - Slide Around,1,"",161,"","706,626","706,626"
Major Lazer - QueLoQue,1,"",196,"","706,612","706,612"
ILLENIUM - In Your Arms,1,"",166,"","706,574","706,574"
Lil Yachty - NBAYOUNGBOAT,1,"",150,"","706,130","706,130"
Niska - Méchant,1,"",193,"","706,008","706,008"
Becky G - Zooted,1,"",145,"","705,929","705,929"
Lauv - Love Like That,1,"",174,"","705,485","705,485"
LANY - okay,1,"",180,"","705,351","705,351"
Samra - Miskin,1,"",182,"","705,154","705,154"
Dilsinho - Sogra - Ao Vivo,1,"",200,"","705,043","705,043"
Trippie Redd - Elevate & Motivate,1,"",193,"","704,795","704,795"
Charli XCX - Gone,1,"",182,"","704,748","704,748"
Lil Baby - This Week,1,"",199,"","704,584","704,584"
NAV - Faith,1,"",156,"","704,091","704,091"
Kevin Gates - Big Gangsta,1,"",198,"","704,060","704,060"
The 1975 - Be My Mistake,1,"",200,"","703,181","703,181"
Logic - Mos Definitely,1,"",124,"","701,734","701,734"
Kehlani - Everybody Business,1,"",180,"","701,509","701,509"
Florence + The Machine - June,1,"",162,"","701,269","701,269"
Panic! At The Disco - The Overpass,1,"",147,"","701,234","701,234"
Eric Land - Cidade Inteira,1,"",187,"","700,985","700,985"
Shirin David - Nur mit Dir,1,"",179,"","700,947","700,947"
Quavo - HOW BOUT THAT?,1,"",166,"","700,236","700,236"
Leona Lewis - Collide,1,"",167,"","699,765","699,765"
Kehlani - Bad News,1,"",181,"","699,595","699,595"
French Montana - Slide,1,"",161,"","699,505","699,505"
Drake - Free Spirit,1,"",185,"","699,242","699,242"
S1mba - Loose,1,"",200,"","699,125","699,125"
Trippie Redd - Loyalty Before Royalty,1,"",195,"","698,863","698,863"
"Tyler, The Creator - Where This Flower Blooms",1,"",138,"","698,441","698,441"
One Direction - Gotta Be You,1,"",181,"","698,419","698,419"
Ed Sheeran - Bloodstream,4,"",176,"","180,996","698,114"
Stormzy - Own It,1,"",182,"","698,063","698,063"
Bastille - Another Place,1,"",185,"","697,663","697,663"
Coez - È sempre bello,1,"",185,"","697,014","697,014"
blink-182 - Pin the Grenade,1,"",184,"","696,456","696,456"
AK AUSSERKONTROLLE - Hood,1,"",200,"","696,056","696,056"
Katy Perry - Hey Hey Hey,1,"",116,"","695,515","695,515"
Nick Jonas - Find You,1,"",122,"","695,461","695,461"
Kesha - Raising Hell,1,"",199,"","695,384","695,384"
KSI - Bad Lil Vibe,1,"",198,"","695,202","695,202"
P!nk - A Million Dreams,1,"",170,"","695,050","695,050"
N.E.R.D - Don't Don't Do It!,1,"",161,"","694,960","694,960"
Future - CUDDLE MY WRIST,1,"",147,"","694,508","694,508"
Samra - 24 Stunden,1,"",186,"","694,225","694,225"
Bastille - Quarter Past Midnight,1,"",169,"","693,931","693,931"
John Lennon - Imagine - Remastered,2,"",106,"","364,726","693,636"
Ir Sais - Dream Girl - Remix,1,"",184,"","692,113","692,113"
The Strokes - Bad Decisions,1,"",161,"","692,038","692,038"
P!nk - Can We Pretend,1,"",190,"","691,914","691,914"
Trippie Redd - U Deserve It,1,"",193,"","691,735","691,735"
Migos - Taco Tuesday,1,"",183,"","691,369","691,369"
Trippie Redd - All For Me,1,"",194,"","691,227","691,227"
Future - No Issue,1,"",185,"","691,132","691,132"
Marília Mendonça - Graveto - Ao Vivo,1,"",194,"","690,454","690,454"
The 1975 - Jesus Christ 2005 God Bless America,1,"",180,"","689,715","689,715"
One Direction - More Than This,1,"",187,"","689,247","689,247"
Enrique Iglesias - MOVE TO MIAMI,1,"",175,"","689,210","689,210"
NERVO - It Feels,4,"",179,"","192,187","688,745"
Pabllo Vittar - Flash Pose,1,"",190,"","688,392","688,392"
Lil Tecca - Out Of Love,1,"",182,"","688,331","688,331"
ZAYN - tRuTh,2,"",115,"","407,780","687,816"
thasup - m12ano,1,"",193,"","687,717","687,717"
Capital Bra - Kennzeichen B-TK,1,"",153,"","687,672","687,672"
KC Rebell - QN,1,"",188,"","687,487","687,487"
"Tyler, The Creator - Foreword",1,"",141,"","687,479","687,479"
Tory Lanez - Temperature Rising,1,"",192,"","687,455","687,455"
AC/DC - Thunderstruck,3,"",137,"","252,991","687,379"
Imagine Dragons - Only,1,"",200,"","687,028","687,028"
Jonas Brothers - Burnin' Up,1,"",199,"","686,991","686,991"
Troye Sivan - Plum,1,"",155,"","686,827","686,827"
Lil Yachty - OOPS,1,"",157,"","686,454","686,454"
A Boogie Wit da Hoodie - Flood My Wrist,1,"",187,"","686,424","686,424"
Gorillaz - Kansas,1,"",169,"","686,084","686,084"
Charlie Puth - If You Leave Me Now,1,"",134,"","686,041","686,041"
Bing Crosby - What Child Is This/The Holly And The Ivy - Medley / Remastered 2006,2,"",161,"","466,116","685,700"
YG - HANDGUN,1,"",161,"","685,498","685,498"
Bad Bunny - Estamos Arriba,1,"",190,"","685,308","685,308"
The Killers - The Man,1,"",124,"","685,059","685,059"
Quavo - LOST,1,"",174,"","684,999","684,999"
Beyoncé - Forward,1,"",169,"","684,903","684,903"
Panic! At The Disco - Dying In LA,1,"",155,"","684,539","684,539"
Linkin Park - She Couldn't,1,"",186,"","684,536","684,536"
J Balvin - Cuando Tú Quieras,1,"",194,"","684,414","684,414"
Troye Sivan - Seventeen,1,"",156,"","684,289","684,289"
Drake - Can I,1,"",192,"","684,206","684,206"
Future - Faceshot,1,"",200,"","683,956","683,956"
Major Lazer - Make It Hot,1,"",198,"","683,935","683,935"
Meek Mill - I Got the Juice,3,"",143,"","247,165","683,630"
Sia - Mountains,1,"",177,"","683,528","683,528"
YG - Stop Snitchin,1,"",192,"","683,454","683,454"
Twenty One Pilots - Heavydirtysoul,3,"",107,"","286,983","683,402"
Olly Alexander (Years & Years) - Karma,1,"",151,"","683,258","683,258"
The Beatles - Ticket To Ride - Remastered,2,"",147,"","452,920","683,243"
ZAYN - lUcOzAdE,2,"",117,"","404,004","683,016"
Young Thug - Mannequin Challenge,1,"",181,"","682,625","682,625"
Kehlani - Water,1,"",190,"","681,892","681,892"
Gucci Mane - Kept Back,1,"",169,"","681,499","681,499"
JEON SOMI - What You Waiting For,1,"",189,"","681,338","681,338"
Rae Sremmurd - Up In My Cocina,1,"",179,"","681,065","681,065"
Johnny Mathis - Blue Christmas,4,"",147,"","212,343","679,702"
5 Seconds of Summer - Castaway,3,"",181,"","251,706","679,466"
Tom Petty and the Heartbreakers - Mary Jane's Last Dance,1,"",120,"","679,465","679,465"
XXXTENTACION - #PROUDCATOWNERREMIX,1,"",189,"","679,370","679,370"
Luciano - Yeah,1,"",182,"","679,268","679,268"
Lauv - Superhero,1,"",157,"","678,315","678,315"
David Bowie - Sound and Vision - 1999 Remastered Version,2,"",111,"","381,893","678,264"
MC JottaPê - Sentou e Gostou,1,"",183,"","677,929","677,929"
Gzuz - Vor der Tür,1,"",188,"","677,873","677,873"
Shirin David - Brillis,1,"",191,"","677,725","677,725"
YoungBoy Never Broke Again - Thug Of Spades,1,"",169,"","677,716","677,716"
Nicki Minaj - Starships,1,"",155,"","677,231","677,231"
Hailee Steinfeld - Wrong Direction,1,"",187,"","677,077","677,077"
Gorillaz - Hollywood,1,"",174,"","676,845","676,845"
Lil Yachty - SaintLaurentYSL,1,"",191,"","676,819","676,819"
Chance the Rapper - I Got You (Always and Forever),1,"",176,"","676,467","676,467"
Zé Neto & Cristiano - Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,1,"",153,"","675,777","675,777"
James Arthur - You Deserve Better,1,"",158,"","675,557","675,557"
Trippie Redd - Throw It Away,1,"",187,"","675,439","675,439"
Alessia Cara - Rooting For You,1,"",188,"","675,290","675,290"
Dardan - H <3 T E L,1,"",191,"","675,074","675,074"
EXO - Obsession,1,"",176,"","674,706","674,706"
BTS - Dynamite - Acoustic Remix,1,"",169,"","674,276","674,276"
Fedez - Che cazzo ridi,1,"",162,"","672,376","672,376"
Jhené Aiko - None Of Your Concern,1,"",181,"","672,234","672,234"
Ricky Montgomery - Line Without a Hook,1,"",194,"","672,173","672,173"
David Bowie - Ashes to Ashes,2,"",113,"","378,801","671,975"
Rich Brian - Attention,1,"",168,"","670,987","670,987"
A$AP Rocky - Better Things,3,"",136,"","253,872","670,105"
Drake - Paris Morton Music,1,"",198,"","669,961","669,961"
Logic - AfricAryaN,1,"",134,"","669,286","669,286"
Cheat Codes - Put Me Back Together,1,"",154,"","669,244","669,244"
Thirty Seconds To Mars - Love Is Madness,1,"",155,"","669,078","669,078"
Bilal Wahib - Tigers,1,"",182,"","668,024","668,024"
Lou Monte - Dominick The Donkey (The Italian Christmas Donkey) [With Joe Reisman's Orchestra and Chorus],1,"",177,"","667,717","667,717"
XXXTENTACION - RIP Roach,1,"",158,"","667,603","667,603"
Charlie Puth - Hard On Yourself,1,"",198,"","666,520","666,520"
Capital Bra - Allein,1,"",184,"","666,187","666,187"
Young Thug - Light It Up,1,"",192,"","665,862","665,862"
Paramore - Rose-Colored Boy,1,"",132,"","665,431","665,431"
Meek Mill - Classic,3,"",153,"","239,825","664,882"
The Beatles - Penny Lane - Remastered 2009,2,"",163,"","425,967","664,547"
BROCKHAMPTON - ST. PERCY,1,"",199,"","664,212","664,212"
Tom Odell - Real Love,5,"",164,"","147,916","664,162"
U2 - You’re The Best Thing About Me,1,"",125,"","663,904","663,904"
ZAYN - SHE DON'T LOVE ME,2,"",124,"","389,785","663,801"
Damso - Feu de bois,1,"",148,"","663,720","663,720"
Fall Out Boy - Young And Menace,1,"",138,"","663,535","663,535"
Playboi Carti - Fell In Luv,1,"",184,"","663,300","663,300"
Linkin Park - Lying From You,1,"",151,"","662,956","662,956"
Nicki Minaj - LLC,1,"",156,"","662,917","662,917"
Bing Crosby - Hark! The Herald Angels Sing/It Came Upon A Midnight Clear - Remastered,1,"",179,"","662,336","662,336"
Muse - Dig Down,1,"",132,"","661,924","661,924"
Louis Tomlinson - Just Like You,1,"",128,"","661,817","661,817"
Guè - Borsello,1,"",168,"","661,675","661,675"
Major Lazer - Tied Up,1,"",196,"","660,451","660,451"
Gorillaz - Charger,1,"",139,"","660,037","660,037"
Tory Lanez - DrIP DrIp Drip,1,"",200,"","659,766","659,766"
Panic! At The Disco - Old Fashioned,1,"",168,"","659,343","659,343"
Joji - NO FUN,1,"",181,"","659,073","659,073"
Justin Timberlake - Wave,1,"",172,"","658,139","658,139"
Tom Petty and the Heartbreakers - Breakdown,1,"",124,"","657,669","657,669"
Bing Crosby - Twelve Days Of Christmas,1,"",180,"","657,489","657,489"
Capital Bra - Ich liebe es,1,"",192,"","657,250","657,250"
Tory Lanez - 10 F*CKS,1,"",180,"","656,683","656,683"
Bass Santana - Make Eem Run!,1,"",187,"","656,653","656,653"
Florence + The Machine - Big God,1,"",179,"","656,403","656,403"
Straight No Chaser - Text Me Merry Christmas,3,"",148,"","277,243","656,092"
Phoebe Ryan - Ignition / Do You... (Mashup),3,"",125,"","256,316","656,031"
Imagine Dragons - Polaroid,3,"",121,"","246,150","655,770"
Gorillaz - Sorcererz,1,"",182,"","654,269","654,269"
Muse - Reapers,3,"",147,"","222,910","653,970"
A$AP Rocky - West Side Highway,3,"",139,"","249,399","653,915"
6LACK - Unfair,1,"",173,"","653,668","653,668"
Migos - Top Down On Da NAWF,1,"",187,"","653,283","653,283"
Wiz Khalifa - Ocean,1,"",178,"","652,567","652,567"
Luke Combs - Six Feet Apart,1,"",190,"","651,848","651,848"
Charli XCX - Out Of My Head,1,"",167,"","651,261","651,261"
Charli XCX - 5 In The Morning,1,"",167,"","651,096","651,096"
Tom Petty - You Don't Know How It Feels,1,"",127,"","650,401","650,401"
VIC MENSA - 16 Shots,1,"",177,"","650,377","650,377"
Sam Smith - Pray,1,"",149,"","649,913","649,913"
AFROJACK - SummerThing!,3,"",146,"","233,093","648,236"
BROCKHAMPTON - THUG LIFE,1,"",181,"","647,999","647,999"
Demi Lovato - You Don't Do It For Me Anymore,1,"",128,"","647,880","647,880"
Florence + The Machine - South London Forever,1,"",188,"","647,879","647,879"
Dark Polo Gang - British,1,"",188,"","647,852","647,852"
Nat King Cole - O Tannenbaum,1,"",185,"","647,250","647,250"
Polina Gagarina - A Million Voices - Eurovision 2015 - Russia,3,"",122,"","234,460","646,540"
XXXTENTACION - Touch Eem Body,1,"",190,"","646,319","646,319"
Xantos - Bailame Despacio,2,"",190,"","328,066","646,217"
Melanie Martinez - Wheels on the Bus,1,"",194,"","645,850","645,850"
Bon Iver - 10 d E A T h b R E a s T ⚄ ⚄,2,"",198,"","339,185","645,604"
DJ Khaled - I Love You so Much,1,"",129,"","645,591","645,591"
BTS - Dynamite - EDM Remix,1,"",190,"","645,112","645,112"
David Guetta - Your Love,1,"",161,"","645,104","645,104"
Dua Lipa - Lost In Your Light,1,"",133,"","644,599","644,599"
Florida Georgia Line - Dirt,5,"",178,"","132,307","644,549"
Future - 31 DAYS,1,"",165,"","644,434","644,434"
ALMA - Phases,1,"",136,"","644,384","644,384"
Gorillaz - The Apprentice,1,"",143,"","644,296","644,296"
XXXTENTACION - King,1,"",167,"","644,233","644,233"
Playboi Carti - Right Now,1,"",190,"","644,116","644,116"
Selena Gomez - Survivors,3,"",185,"","234,181","643,885"
Linkin Park - Sharp Edges,1,"",159,"","643,027","643,027"
Steve Aoki - Be Somebody,1,"",169,"","642,567","642,567"
Tedua - Polvere,1,"",198,"","642,366","642,366"
Elvis Presley - O Little Town of Bethlehem,1,"",187,"","642,285","642,285"
Lil Uzi Vert - Early 20 Rager,1,"",153,"","641,980","641,980"
Arcade Fire - Everything Now,1,"",137,"","641,852","641,852"
Lil Skies - Creeping,1,"",172,"","641,781","641,781"
Lexa - Chama Ela,1,"",196,"","640,954","640,954"
Dardan - Coco Mama,1,"",187,"","640,298","640,298"
Foo Fighters - T-Shirt,1,"",137,"","639,838","639,838"
BROCKHAMPTON - BERLIN,1,"",185,"","638,679","638,679"
Bruce Springsteen - Santa Claus Is Comin' to Town - Single Version,2,"",108,"","355,538","638,560"
6LACK - Loaded Gun,1,"",181,"","637,272","637,272"
Samra - Cataleya,1,"",196,"","636,952","636,952"
Joji - CAN'T GET OVER YOU,1,"",193,"","636,424","636,424"
Namika - Lieblingsmensch,3,"",191,"","216,521","636,202"
The Vamps - Middle Of The Night,1,"",148,"","636,084","636,084"
James Brown - Say It Loud - I'm Black And I'm Proud - Pt. 1,1,"",183,"","634,974","634,974"
Mac Miller - Perfecto,1,"",158,"","634,423","634,423"
Swedish House Mafia - Don't You Worry Child,5,"",186,"","136,307","634,400"
ZAYN - BLUE,2,"",129,"","378,137","634,235"
Kygo - Never Let You Go,1,"",141,"","633,550","633,550"
David Bowie - Oh! You Pretty Things - 1999 Remastered Version,2,"",122,"","354,468","633,266"
Tory Lanez - B.I.D,1,"",164,"","632,866","632,866"
Peggy Lee - The Christmas Waltz,1,"",190,"","631,324","631,324"
MØ - Sun In Our Eyes,1,"",187,"","630,915","630,915"
J. Cole - St. Tropez,3,"",117,"","229,269","630,378"
Frank Ocean - Provider,1,"",138,"","630,067","630,067"
David Bowie - Diamond Dogs - 1999 Remastered Version,2,"",124,"","352,121","629,931"
A$AP Rocky - Back Home,3,"",145,"","240,000","629,743"
Gzuz - Was erlebt,1,"",185,"","629,619","629,619"
Shawn Mendes - Under Pressure,1,"",200,"","628,538","628,538"
The Carters - BOSS,1,"",170,"","625,557","625,557"
Chance the Rapper - Roo,1,"",198,"","625,239","625,239"
Lil Uzi Vert - Malfunction,1,"",157,"","624,476","624,476"
6ix9ine - KOODA,1,"",176,"","624,067","624,067"
G-Eazy - Love Is Gone,1,"",189,"","623,948","623,948"
Bebe Rexha - Ferrari,1,"",177,"","623,106","623,106"
Zoe Wees - Control,1,"",200,"","623,077","623,077"
j-hope - Daydream (백일몽),1,"",168,"","623,057","623,057"
HWASA - Maria,1,"",199,"","622,855","622,855"
Kontra K - Sirenen,1,"",200,"","621,791","621,791"
John Mayer - Changing,1,"",116,"","621,643","621,643"
Red Velvet - Bad Boy,1,"",183,"","621,280","621,280"
Guè - Trap Phone,1,"",187,"","620,198","620,198"
The Strokes - Eternal Summer,1,"",199,"","619,503","619,503"
Big Sean - Big Bidness (& Metro Boomin),1,"",179,"","618,978","618,978"
DJ Jazzy Jeff & The Fresh Prince - A Nightmare on My Street,1,"",191,"","618,623","618,623"
Wiz Khalifa - Rolling Papers 2,1,"",196,"","618,426","618,426"
Common - Glory (From the Motion Picture Selma),3,"",118,"","230,758","618,231"
Jonas Blue - We Could Go Back,1,"",149,"","618,002","618,002"
Lil Yachty - GET MONEY BROS.,1,"",178,"","617,750","617,750"
G-Eazy - Drop,1,"",194,"","617,486","617,486"
Sigala - Just Got Paid,1,"",190,"","616,394","616,394"
Britney Spears - Private Show,1,"",79,"","616,005","616,005"
Nicki Minaj - Hard White,1,"",180,"","614,898","614,898"
Jennifer Lopez - Dinero,1,"",200,"","614,841","614,841"
Rich The Kid - No Question,1,"",161,"","614,680","614,680"
Ariana Grande - I Don't Care,2,"",194,"","311,425","613,412"
José José - El Triste,1,"",181,"","611,197","611,197"
Linkin Park - Don't Stay,1,"",166,"","610,908","610,908"
Trippie Redd - Dark Knight Dummo (Feat. Travis Scott),1,"",182,"","610,718","610,718"
Gene Autry - Frosty The Snowman,2,"",117,"","335,605","610,484"
Linkin Park - Given Up,1,"",167,"","610,089","610,089"
Jack Ü - Take Ü There,3,"",110,"","253,185","610,083"
Charles Perry - Stranger To Love,3,"",142,"","221,592","609,076"
Stormzy - Cold,1,"",141,"","609,035","609,035"
5 Seconds of Summer - Talk Fast,1,"",185,"","608,311","608,311"
Muse - Something Human,1,"",182,"","608,154","608,154"
MC WM - Fuleragem,1,"",190,"","607,175","607,175"
Foo Fighters - Make It Right,1,"",151,"","607,070","607,070"
Linkin Park - Halfway Right,1,"",169,"","606,878","606,878"
Meghan Trainor - NO EXCUSES,1,"",180,"","606,497","606,497"
Young Thug - It's A Slime,1,"",196,"","605,658","605,658"
XXXTENTACION - What in XXXTarnation,1,"",190,"","605,465","605,465"
Mac Miller - So It Goes,1,"",171,"","604,682","604,682"
Gorillaz - Busted and Blue,1,"",157,"","604,657","604,657"
Summer Cem - Casanova,1,"",194,"","603,534","603,534"
Bring Me The Horizon - MANTRA,1,"",169,"","603,289","603,289"
5 Seconds of Summer - Moving Along,1,"",190,"","603,089","603,089"
Future - All da Smoke,1,"",157,"","601,775","601,775"
Miley Cyrus - Thinkin',1,"",150,"","601,568","601,568"
Guilherme & Benuto - 3 Batidas,1,"",190,"","601,352","601,352"
Trippie Redd - UKA UKA,1,"",198,"","600,876","600,876"
Mac Miller - Best Day Ever,1,"",174,"","600,695","600,695"
Justin Timberlake - Montana,1,"",191,"","600,476","600,476"
The Lumineers - Angela,2,"",145,"","328,624","600,406"
Future - Three,1,"",158,"","600,089","600,089"
Big Sean - Paradise - Extended,3,"",144,"","220,272","599,037"
David Guetta - Hey Mama,4,"",149,"","171,061","597,340"
Bryson Tiller - Blowing Smoke,1,"",149,"","595,601","595,601"
Tom Petty - Wildflowers,1,"",143,"","594,154","594,154"
J. Cole - Hello,3,"",127,"","212,874","593,299"
Boef - Sofiane,1,"",171,"","592,989","592,989"
5 Seconds of Summer - If Walls Could Talk,1,"",194,"","592,705","592,705"
Bruno Mars - Versace On The Floor (Bruno Mars vs. David Guetta),1,"",142,"","591,858","591,858"
Jon Henrik Fjällgren - Jag är fri,3,"",137,"","221,227","591,508"
USHER - No Limit,2,"",193,"","295,802","591,351"
Lil Pump - What U Sayin',1,"",155,"","591,018","591,018"
Alesso - Falling,1,"",134,"","590,416","590,416"
Tom Petty - You Wreck Me,1,"",145,"","590,226","590,226"
Flo Rida - Hola,1,"",165,"","589,810","589,810"
LUDMILLA - Verdinha,1,"",198,"","588,554","588,554"
Stephanie Poetri - I Love You 3000,1,"",183,"","588,281","588,281"
Childish Gambino - Riot,1,"",130,"","587,144","587,144"
Green Day - Bang Bang,1,"",85,"","586,870","586,870"
Chris Stapleton - Tennessee Whiskey,2,"",118,"","296,851","586,766"
Los Ángeles Azules - Nunca Es Suficiente,1,"",200,"","586,686","586,686"
BTS - Don't Leave Me,1,"",164,"","585,978","585,978"
Seeb - Grip,1,"",199,"","585,922","585,922"
Rich The Kid - Lost It,1,"",178,"","583,857","583,857"
