Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
The Weeknd - Blinding Lights,1649,446,1,(x82),"8,453,567","4,184,360,112"
Ed Sheeran - Shape of You,2319,237,1,(x98),"9,878,194","3,472,443,106"
Lewis Capaldi - Someone You Loved,1961,107,4,"","3,974,554","3,305,280,707"
Harry Styles - As It Was,796,426,1,(x81),"16,103,849","3,223,226,663"
Post Malone - Sunflower - Spider-Man: Into the Spider-Verse,2000,213,1,(x16),"5,033,261","3,186,979,253"
The Kid LAROI - Stay,1003,299,1,(x84),"10,629,302","2,933,468,938"
Imagine Dragons - Believer,2631,"",15,"","2,572,100","2,898,520,790"
Glass Animals - Heat Waves,1217,258,1,(x65),"5,003,951","2,809,428,579"
Ed Sheeran - Perfect,2554,102,3,(x1),"3,690,839","2,793,380,658"
Billie Eilish - lovely,2225,"",19,"","2,085,328","2,715,068,862"
Tones And I - Dance Monkey,1048,286,1,(x120),"8,928,593","2,508,984,101"
Harry Styles - Watermelon Sugar,1504,127,4,"","4,321,515","2,506,080,912"
The Weeknd - Starboy,1439,145,1,(x40),"5,125,218","2,470,054,427"
Drake - One Dance,1612,187,1,(x101),"7,196,287","2,351,778,775"
The Neighbourhood - Sweater Weather,1464,"",19,"","2,857,991","2,276,472,812"
James Arthur - Say You Won't Let Go,2252,97,6,"","2,817,950","2,263,181,026"
Dua Lipa - Don't Start Now,1119,235,2,(x7),"6,100,930","2,053,840,589"
Post Malone - rockstar,1208,185,1,(x114),"7,156,650","2,052,310,834"
Shawn Mendes - Señorita,1021,170,1,(x102),"9,936,178","2,046,655,077"
Miley Cyrus - Flowers,508,179,1,(x82),"18,424,325","1,992,579,307"
Tom Odell - Another Love,1146,"",11,"","3,052,832","1,991,716,380"
Elton John - Cold Heart - PNAU Remix,944,199,2,(x1),"5,699,348","1,888,294,983"
Post Malone - Circles,1187,131,1,(x3),"7,292,777","1,887,977,040"
Billie Eilish - bad guy,947,169,1,(x41),"7,220,348","1,884,644,878"
SZA - Kill Bill,543,174,1,(x20),"8,455,200","1,829,261,967"
Juice WRLD - Lucid Dreams,1375,110,2,(x6),"5,544,528","1,819,372,412"
The Chainsmokers - Closer,1428,191,1,(x82),"6,875,523","1,785,912,968"
The Weeknd - Save Your Tears,1185,89,2,(x28),"5,000,774","1,759,616,031"
Taylor Swift - Cruel Summer,484,257,2,(x18),"5,405,688","1,716,391,130"
Lady Gaga - Shallow,1259,79,2,(x6),"5,451,577","1,707,756,803"
Manuel Turizo - La Bachata,702,173,3,(x3),"4,806,467","1,675,638,004"
The Weeknd - Die For You,886,2,9,"","3,554,197","1,649,448,612"
Arctic Monkeys - I Wanna Be Yours,698,"",11,"","3,186,952","1,644,907,173"
Travis Scott - goosebumps,1748,1,10,"","3,297,928","1,631,851,090"
Lil Nas X - INDUSTRY BABY,564,275,2,(x61),"8,808,346","1,629,821,771"
Vance Joy - Riptide,1933,"",16,"","2,526,786","1,629,052,145"
David Guetta - I'm Good (Blue),646,144,1,(x1),"6,863,607","1,625,595,846"
Olivia Rodrigo - good 4 u,549,121,1,(x47),"12,586,645","1,622,311,439"
The Chainsmokers - Something Just Like This,1459,86,2,(x14),"4,937,390","1,614,524,522"
Bad Bunny - Me Porto Bonito,576,176,2,(x5),"8,738,392","1,606,842,723"
Olivia Rodrigo - drivers license,692,112,1,(x67),"13,714,177","1,595,963,086"
Dua Lipa - Levitating,812,80,4,"","4,626,710","1,581,427,006"
OneRepublic - I Ain't Worried,728,53,7,"","3,861,127","1,559,679,289"
Coldplay - Yellow,1253,"",29,"","2,452,459","1,547,967,502"
Ariana Grande - 7 rings,1000,112,1,(x68),"10,445,538","1,527,094,696"
Mariah Carey - All I Want for Christmas Is You,501,209,1,(x74),"23,701,697","1,509,480,530"
XXXTENTACION - SAD!,1139,77,1,(x10),"10,415,088","1,501,007,363"
Taylor Swift - Anti-Hero,548,85,1,(x20),"17,390,253","1,495,696,849"
Queen - Bohemian Rhapsody - Remastered 2011,1568,3,10,"","2,728,139","1,481,297,086"
"Bizarrap - Quevedo: Bzrp Music Sessions, Vol. 52",480,154,1,(x55),"8,623,941","1,475,187,557"
Jung Kook - Seven,326,153,1,(x71),"17,902,017","1,460,356,433"
OneRepublic - Counting Stars,1852,"",31,"","1,700,088","1,448,785,939"
XXXTENTACION - Jocelyn Flores,1481,9,2,(x3),"7,900,110","1,447,811,195"
Lil Nas X - MONTERO (Call Me By Your Name),513,157,1,(x40),"8,588,023","1,437,151,704"
Hozier - Take Me To Church,1694,139,1,(x30),"2,140,282","1,433,473,088"
Travis Scott - SICKO MODE,1037,141,2,(x5),"6,546,842","1,425,985,849"
Justin Bieber - Ghost,922,8,10,"","2,641,055","1,422,321,325"
Drake - God's Plan,717,146,1,(x74),"8,553,009","1,419,636,888"
BTS - Dynamite,780,119,1,(x1),"7,778,950","1,392,283,880"
SAINt JHN - Roses - Imanbek Remix,680,159,2,(x2),"5,234,607","1,388,148,423"
J. Cole - No Role Modelz,1599,"",59,"","1,867,073","1,384,359,962"
24kGoldn - Mood,626,189,1,(x35),"6,367,748","1,377,292,794"
Maroon 5 - Memories,889,99,2,(x5),"4,917,468","1,370,441,199"
Ruth B. - Dandelions,992,"",32,"","1,772,730","1,360,739,425"
Ed Sheeran - Bad Habits,550,146,3,(x26),"6,008,275","1,350,227,445"
Adele - Easy On Me,616,152,1,(x47),"19,749,704","1,348,852,670"
Sam Smith - Unholy,396,156,1,(x49),"8,853,020","1,325,551,884"
Bad Bunny - DÁKITI,700,118,1,(x36),"10,086,143","1,323,144,052"
Doja Cat - Kiss Me More,551,139,2,(x1),"5,731,381","1,312,730,513"
Marshmello - Happier,823,144,2,(x9),"4,279,508","1,302,211,159"
Rema - Calm Down,572,22,8,"","3,895,947","1,293,012,963"
Camila Cabello - Havana,793,173,1,(x9),"4,949,898","1,288,873,382"
Eminem - Without Me,1066,"",29,"","1,994,631","1,254,479,601"
Bad Bunny - Tití Me Preguntó,436,168,4,"","7,640,843","1,253,903,760"
Ed Sheeran - Thinking out Loud,1675,156,1,(x14),"1,950,373","1,252,437,081"
Ed Sheeran - Photograph,1872,"",13,"","1,214,337","1,249,370,487"
Roddy Ricch - The Box,567,128,1,(x6),"7,427,860","1,246,311,986"
Metro Boomin - Creepin',478,115,1,(x3),"5,702,794","1,241,697,519"
Ed Sheeran - Shivers,625,154,4,"","5,450,839","1,236,107,580"
Calvin Harris - One Kiss,788,99,1,(x3),"4,533,018","1,229,372,109"
Conan Gray - Heather,1037,"",11,"","3,771,797","1,228,574,703"
Ed Sheeran - I Don't Care,627,116,1,(x42),"10,977,389","1,226,341,816"
Post Malone - Better Now,796,76,1,(x37),"6,090,230","1,218,871,302"
DaBaby - ROCKSTAR,505,144,1,(x57),"6,273,718","1,218,421,504"
Tate McRae - greedy,263,206,1,(x34),"6,282,050","1,214,089,586"
Justin Bieber - Peaches,533,100,1,(x18),"8,020,169","1,208,278,824"
Wham! - Last Christmas,441,156,2,(x52),"21,869,632","1,204,038,518"
Imagine Dragons - Thunder,1008,20,7,"","3,218,477","1,197,547,847"
Lewis Capaldi - Before You Go,862,"",17,"","2,375,637","1,180,738,967"
Bad Bunny - Ojitos Lindos,488,111,2,(x5),"6,793,502","1,180,213,497"
Arctic Monkeys - 505,885,"",40,"","1,703,612","1,173,982,941"
The Weeknd - The Hills,1267,80,3,(x8),"2,210,786","1,171,821,303"
Halsey - Without Me,840,124,3,(x10),"4,103,411","1,168,628,874"
Dua Lipa - New Rules,711,161,2,(x24),"4,497,944","1,140,597,500"
John Legend - All of Me,1877,"",16,"","1,440,543","1,108,896,847"
Doja Cat - Woman,534,49,5,"","4,541,274","1,107,964,408"
Måneskin - Beggin',466,104,1,(x25),"8,005,228","1,097,657,144"
Farruko - Pepas,486,104,3,(x4),"4,991,996","1,092,223,873"
Bad Bunny - Yonaguni,574,58,3,(x17),"7,191,161","1,091,187,590"
"Ariana Grande - thank u, next",606,116,1,(x53),"9,606,415","1,086,433,407"
Maroon 5 - Girls Like You,710,101,2,(x13),"4,382,819","1,081,119,035"
David Kushner - Daylight,415,77,4,"","5,066,631","1,075,231,825"
Eslabon Armado - Ella Baila Sola,320,117,1,(x51),"9,047,794","1,074,105,220"
Luis Fonsi - Despacito - Remix,447,140,1,(x101),"8,505,463","1,072,194,101"
Olivia Rodrigo - deja vu,624,61,3,(x7),"6,965,911","1,067,759,293"
Lil Uzi Vert - XO TOUR Llif3,839,7,9,"","2,830,043","1,058,173,866"
Imagine Dragons - Bones,686,"",27,"","2,481,967","1,051,949,456"
Doja Cat - Paint The Town Red,305,112,1,(x25),"9,146,029","1,043,365,942"
Billie Eilish - when the party's over,840,7,7,"","3,605,221","1,040,531,847"
XXXTENTACION - Moonlight,940,10,2,(x3),"6,928,295","1,031,086,017"
The Walters - I Love You So,751,"",18,"","2,139,814","1,028,362,202"
Kendrick Lamar - HUMBLE.,706,83,1,(x7),"6,561,530","1,016,858,129"
Bad Bunny - Efecto,414,102,6,"","5,752,670","1,013,471,014"
Harry Styles - Adore You,763,6,3,(x1),"4,506,154","1,009,588,110"
Arctic Monkeys - Do I Wanna Know?,1262,"",69,"","1,442,073","1,008,947,793"
Taylor Swift - Blank Space,776,"",14,"","3,018,571","1,003,534,042"
Olivia Rodrigo - traitor,561,25,7,"","5,255,353","1,003,224,656"
French Montana - Unforgettable,648,116,3,(x8),"3,739,539","1,001,119,797"
Powfu - death bed,552,120,4,"","4,310,576","996,603,124"
Arizona Zervas - ROXANNE,495,113,2,(x30),"5,525,015","995,796,741"
Post Malone - Congratulations,914,"",20,"","2,315,803","994,460,066"
The Police - Every Breath You Take,963,"",52,"","2,132,766","987,823,878"
d4vd - Romantic Homicide,602,"",17,"","2,627,379","987,553,096"
Trevor Daniel - Falling,527,89,5,"","4,412,756","982,655,543"
KAROL G - Tusa,501,92,3,(x16),"6,437,662","981,019,287"
SZA - Snooze,533,"",25,"","3,100,334","976,786,569"
Justin Bieber - Love Yourself,777,154,1,(x25),"4,052,773","976,161,708"
Lil Nas X - Old Town Road - Remix,471,131,2,(x27),"5,546,821","972,399,663"
Olivia Rodrigo - vampire,340,93,1,(x7),"9,794,245","970,029,224"
benny blanco - Eastside,667,75,3,(x8),"3,488,754","966,793,467"
Lauv - I Like Me Better,1089,"",24,"","1,906,874","965,966,212"
5 Seconds of Summer - Youngblood,821,6,6,"","3,369,480","959,545,880"
Eminem - Mockingbird,568,"",20,"","2,672,455","953,750,469"
Post Malone - Wow.,577,98,1,(x1),"4,715,948","942,911,527"
J Balvin - LA CANCIÓN,771,"",16,"","2,427,362","942,838,258"
JVKE - golden hour,503,"",11,"","3,100,355","940,331,723"
Coldplay - Viva La Vida,675,"",44,"","2,230,338","937,188,391"
Justin Bieber - Sorry,649,145,1,(x55),"5,324,014","936,550,004"
Ava Max - Sweet but Psycho,684,49,5,"","3,733,923","934,522,409"
Bruno Mars - Locked out of Heaven,949,"",36,"","2,391,653","930,633,182"
The Chainsmokers - Don't Let Me Down,656,151,3,(x13),"3,238,214","930,379,946"
Travis Scott - HIGHEST IN THE ROOM,624,48,1,(x7),"8,000,249","928,798,142"
Lord Huron - The Night We Met,672,"",24,"","2,737,046","921,627,025"
Eminem - Lose Yourself,1606,"",27,"","1,935,396","919,821,354"
Ariana Grande - positions,550,93,1,(x11),"7,829,519","916,255,755"
Cardi B - I Like It,526,108,2,(x3),"4,170,983","909,100,262"
Major Lazer - Lean On,812,215,1,(x73),"3,022,720","903,501,246"
Joji - Glimpse of Us,370,71,1,(x10),"8,707,455","903,289,026"
Grupo Frontera - un x100to,319,84,1,(x20),"10,134,420","902,246,435"
Rauw Alejandro - Todo De Ti,431,71,2,(x29),"7,399,812","902,083,204"
Mitski - My Love Mine All Mine,259,115,2,(x4),"4,862,101","901,818,278"
Steve Lacy - Dark Red,781,"",58,"","1,603,560","900,868,298"
Bruno Mars - That's What I Like,731,57,5,"","3,482,628","899,968,274"
Post Malone - Psycho,557,95,1,(x3),"6,546,243","897,922,392"
DJ Snake - Taki Taki,441,121,1,(x32),"6,255,332","894,324,275"
Chris Brown - Under The Influence,421,51,6,"","4,029,771","886,080,983"
Mike Posner - I Took A Pill In Ibiza - Seeb Remix,698,156,2,(x24),"3,515,689","885,579,145"
Coldplay - My Universe,508,44,3,(x4),"6,768,788","878,060,454"
Yng Lvcas - La Bebe - Remix,305,113,2,(x3),"6,495,208","877,617,285"
d4vd - Here With Me,478,"",13,"","3,232,096","875,422,502"
Internet Money - Lemonade,459,92,2,(x12),"4,676,627","875,296,416"
Morgan Wallen - Last Night,469,1,10,"","4,011,329","874,775,012"
Brenda Lee - Rockin' Around The Christmas Tree,316,93,2,(x1),"18,996,936","874,079,538"
Jimin - Like Crazy,434,2,1,(x1),"6,013,972","872,635,550"
Arctic Monkeys - Why'd You Only Call Me When You're High?,810,"",85,"","1,605,573","868,868,743"
Dean Lewis - Be Alright,824,"",12,"","2,571,940","868,812,578"
Cardi B - WAP,386,103,1,(x37),"7,175,768","865,593,647"
Ed Sheeran - Beautiful People,500,111,3,(x21),"6,042,828","864,985,505"
DJ Snake - Let Me Love You,486,155,2,(x7),"4,901,972","861,933,077"
Eminem - The Real Slim Shady,827,"",36,"","1,966,501","857,525,993"
KAROL G - TQG,303,86,1,(x6),"9,024,770","847,701,293"
Cigarettes After Sex - Apocalypse,668,"",69,"","1,784,401","847,614,983"
"Billie Eilish - What Was I Made For? [From The Motion Picture ""Barbie""]",327,53,2,(x6),"5,680,885","845,613,376"
Drake - In My Feelings,364,99,1,(x57),"9,847,333","842,567,102"
Imagine Dragons - Demons,1181,"",37,"","1,581,966","842,560,151"
KAROL G - PROVENZA,420,33,4,"","4,074,136","841,595,219"
Lana Del Rey - Summertime Sadness,653,"",74,"","1,646,634","841,070,845"
Benson Boone - Beautiful Things,137,108,1,(x35),"9,256,894","835,897,404"
Regard - Ride It,679,"",12,"","2,795,908","834,423,749"
KAROL G - QLONA,298,54,4,"","4,538,107","831,988,274"
Billie Eilish - Happier Than Ever,482,31,6,"","5,185,866","827,082,250"
Michael Bublé - It's Beginning to Look a Lot Like Christmas,375,74,3,(x1),"14,790,986","826,558,940"
Macklemore & Ryan Lewis - Can't Hold Us,701,"",57,"","1,928,158","825,373,362"
Bruno Mars - When I Was Your Man,922,"",28,"","2,663,783","823,325,449"
Billie Eilish - everything i wanted,530,35,1,(x1),"6,706,379","822,587,129"
Ariana Grande - Santa Tell Me,392,75,3,(x4),"14,643,033","821,165,081"
Myke Towers - LALA,264,93,1,(x6),"6,561,472","821,162,846"
"Tyler, The Creator - See You Again",457,"",13,"","3,075,460","820,953,467"
Doja Cat - Need To Know,422,23,6,"","4,538,806","820,296,282"
Panic! At The Disco - High Hopes,706,9,8,"","2,913,355","819,003,001"
Lil Mosey - Blueberry Faygo,473,41,8,"","3,722,129","807,671,989"
The Weeknd - One Of The Girls,240,80,2,(x2),"5,073,947","806,197,087"
Bruno Mars - Leave The Door Open,435,76,4,"","3,931,158","802,639,623"
Major Lazer - Cold Water,415,124,1,(x30),"5,821,243","802,152,562"
Tate McRae - you broke me first,575,"",12,"","2,846,451","797,209,064"
Dua Lipa - Dance The Night (From Barbie The Album),332,51,4,"","5,162,419","795,316,102"
Stephen Sanchez - Until I Found You,439,8,6,"","3,717,786","794,509,946"
Feid - Classy 101,373,21,6,"","4,381,012","793,499,049"
Maluma - Hawái,421,86,2,(x13),"6,400,816","793,442,452"
Twenty One Pilots - Stressed Out,817,83,5,"","2,698,436","792,998,858"
One Direction - Night Changes,782,"",23,"","1,924,693","790,998,464"
Taylor Swift - cardigan,503,14,1,(x4),"7,742,178","790,968,887"
The Weeknd - Popular,368,1,10,"","4,056,748","790,454,814"
Bobby Helms - Jingle Bell Rock,323,74,4,"","15,945,428","789,859,663"
Luis Fonsi - Despacito (Featuring Daddy Yankee),437,105,3,(x4),"4,125,267","789,414,310"
Drake - Jimmy Cooks,533,7,4,"","6,639,768","781,719,845"
Bad Bunny - Moscow Mule,313,83,1,(x1),"11,746,115","781,170,620"
Masked Wolf - Astronaut In The Ocean,387,91,2,(x5),"4,628,495","780,496,141"
Steve Lacy - Bad Habit,352,29,8,"","3,404,739","776,530,316"
GAYLE - abcdefu,305,136,1,(x28),"5,475,075","776,489,541"
Joel Corry - Head & Heart,481,1,10,"","3,192,515","775,664,589"
Taylor Swift - Don’t Blame Me,597,"",68,"","1,686,630","774,460,715"
The Weeknd - Stargirl Interlude,643,"",39,"","1,685,404","773,702,799"
BTS - Butter,428,43,2,(x8),"11,042,335","773,357,950"
Imagine Dragons - Enemy,425,91,3,(x31),"4,045,965","772,330,393"
Sam Smith - Too Good At Goodbyes,748,45,3,(x14),"4,134,961","769,575,302"
Sia - Cheap Thrills,581,131,3,(x11),"3,612,966","769,075,819"
Jawsh 685 - Savage Love (Laxed - Sired Beat),381,103,1,(x10),"5,222,103","769,072,293"
Bad Bunny - Callaita,497,61,5,"","4,194,487","768,647,082"
The Killers - Mr. Brightside,1087,"",59,"","1,922,662","768,553,756"
Ozuna - Hey Mor,356,"",11,"","3,245,523","765,218,719"
Dua Lipa - IDGAF,553,79,3,(x1),"3,463,420","764,027,263"
Tiësto - The Business,499,19,8,"","2,975,887","761,936,265"
Lost Frequencies - Where Are You Now,486,"",17,"","2,581,666","761,679,727"
Kate Bush - Running Up That Hill (A Deal With God),240,92,1,(x17),"8,559,687","756,894,641"
Justin Bieber - What Do You Mean?,532,170,1,(x53),"4,480,610","755,059,282"
Tears For Fears - Everybody Wants To Rule The World,614,"",80,"","1,700,790","752,221,859"
Post Malone - I Fall Apart,627,6,10,"","2,648,763","751,801,044"
The Weeknd - Call Out My Name,574,25,1,(x4),"6,473,226","750,481,622"
Jonas Brothers - Sucker,494,72,2,(x11),"5,168,503","750,194,203"
Daddy Yankee - Con Calma,378,107,1,(x2),"4,840,712","747,154,168"
Eminem - Godzilla,587,22,3,(x2),"5,932,521","740,089,787"
"Bizarrap - Shakira: Bzrp Music Sessions, Vol. 53",213,74,1,(x3),"14,393,342","739,876,069"
Zedd - The Middle,580,55,6,"","3,232,350","737,695,785"
Topic - Breaking Me,490,42,6,"","3,168,249","737,440,575"
blackbear - hot girl bummer,578,17,9,"","3,190,797","734,801,592"
Future - Life Is Good,492,35,3,(x4),"5,812,401","730,884,163"
Shawn Mendes - Treat You Better,601,82,4,"","3,039,522","729,653,010"
Sabrina Carpenter - Nonsense,500,"",12,"","3,480,172","728,592,778"
ROSALÍA - DESPECHÁ,311,53,5,"","4,819,385","728,112,787"
Taylor Swift - Lover,457,9,2,(x2),"5,550,879","727,085,947"
Rosa Linn - SNAP,400,"",15,"","2,871,217","726,561,118"
Charlie Puth - Attention,447,95,5,"","3,327,835","721,755,627"
Keane - Somewhere Only We Know,571,"",63,"","1,815,360","718,997,274"
Shawn Mendes - There's Nothing Holdin' Me Back,557,34,5,"","3,282,626","713,805,961"
Lil Nas X - THATS WHAT I WANT,382,18,3,(x5),"5,208,116","712,683,820"
DJ Khaled - I'm the One,354,111,2,(x56),"6,004,412","710,871,645"
Calvin Harris - This Is What You Came For,448,125,2,(x76),"4,121,279","705,804,794"
Marshmello - FRIENDS,468,90,3,(x2),"3,794,741","705,121,626"
Noah Kahan - Stick Season,238,55,6,"","4,589,005","703,449,702"
J Balvin - Mi Gente,398,102,1,(x29),"4,967,261","700,647,325"
Anuel AA - China,373,79,2,(x33),"5,025,519","700,299,345"
"Justin Timberlake - CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",534,97,3,(x40),"3,828,848","696,761,933"
Alan Walker - Faded,645,108,6,"","2,617,975","695,662,686"
Stephen Sanchez - Until I Found You,409,"",19,"","2,563,874","695,173,569"
Andy Williams - It's the Most Wonderful Time of the Year,333,39,5,"","13,789,130","694,518,238"
Fifth Harmony - Work from Home,518,140,2,(x14),"3,464,320","691,600,792"
Sam Smith - Dancing With A Stranger,528,63,6,"","3,446,291","689,734,075"
Bad Bunny - MIA,362,100,1,(x1),"6,592,787","687,139,530"
Tyga - Taste,472,27,5,"","3,743,170","686,007,252"
Justin Bieber - Intentions,378,59,4,"","5,863,115","684,618,862"
Lukas Graham - 7 Years,602,97,2,(x14),"3,227,270","682,797,214"
Bebe Rexha - Meant to Be,604,"",16,"","2,202,025","678,676,587"
Pedro Capó - Calma - Remix,423,60,5,"","3,597,909","677,924,614"
Dua Lipa - Break My Heart,454,19,6,"","4,276,985","677,077,932"
Ariana Grande - no tears left to cry,430,60,2,(x5),"5,457,046","676,765,440"
Drake - Toosie Slide,325,97,1,(x4),"6,574,812","676,648,172"
Kenya Grace - Strangers,232,42,3,(x1),"5,042,688","674,352,203"
FIFTY FIFTY - Cupid - Twin Ver.,260,80,3,(x2),"5,408,180","674,345,340"
Bad Bunny - PERRO NEGRO,235,43,3,(x1),"7,787,911","672,648,834"
Clean Bandit - Rockabye,460,98,3,(x16),"3,988,539","671,697,572"
Pop Smoke - For The Night,411,36,6,"","3,541,237","671,301,822"
ZAYN - I Don’t Wanna Live Forever (Fifty Shades Darker),470,89,2,(x11),"4,587,208","670,849,071"
Dynoro - In My Mind,465,61,4,"","3,399,551","669,517,982"
Doja Cat - Say So,409,56,5,"","3,797,897","668,965,840"
Zach Bryan - Something in the Orange,516,"",53,"","1,617,183","668,881,211"
Gunna - fukumean,286,40,6,"","3,947,656","666,612,553"
PinkPantheress - Boy's a liar Pt. 2,244,64,3,(x6),"6,115,975","666,437,216"
The Weeknd - Save Your Tears,332,16,3,(x1),"5,039,298","666,311,826"
Teddy Swims - Lose Control,201,56,5,"","5,154,184","665,995,467"
Juice WRLD - Robbery,656,"",11,"","2,946,918","664,186,208"
Avicii - Wake Me Up,1014,2,4,"","4,470,595","663,586,395"
Miguel - Sure Thing,427,"",14,"","3,286,146","662,582,839"
Marshmello - Silence,481,62,7,"","3,073,182","660,087,451"
Elley Duhé - MIDDLE OF THE NIGHT,410,8,9,"","2,708,200","659,624,921"
Hotel Ugly - Shut up My Moms Calling,507,"",65,"","1,808,040","657,132,221"
Harry Styles - Late Night Talking,347,20,2,(x6),"10,105,889","655,670,922"
Adele - Hello,515,106,1,(x19),"7,060,919","654,392,042"
Feid - Feliz Cumpleaños Ferxxo,383,"",27,"","2,514,906","652,418,152"
Jack Harlow - Lovin On Me,207,74,2,(x8),"5,284,347","650,679,297"
Maroon 5 - What Lovers Do,482,78,4,"","3,535,745","649,656,956"
Rihanna - Work,419,99,1,(x63),"5,311,344","647,817,743"
Anne-Marie - 2002,622,"",25,"","2,009,520","646,948,543"
Kygo - It Ain't Me,380,98,2,(x11),"4,923,684","646,149,695"
Lil Tecca - Ransom,421,65,3,(x14),"3,925,157","644,522,679"
Charlie Puth - Left and Right (Feat. Jung Kook of BTS),356,21,3,(x1),"6,792,908","643,640,467"
Tyla - Water,259,3,8,"","3,903,939","642,534,369"
Post Malone - Goodbyes (Feat. Young Thug),329,91,2,(x4),"5,447,814","642,262,659"
Adele - Set Fire to the Rain,524,"",46,"","1,719,764","640,201,521"
The Weeknd - Can't Feel My Face,577,189,1,(x5),"2,925,515","637,039,729"
Shawn Mendes - Stitches,683,142,5,"","2,291,821","635,743,564"
Danny Ocean - Me Rehúso,488,"",18,"","2,075,957","635,341,924"
Yandel - Yandel 150,244,52,7,"","4,238,967","630,470,976"
Rauw Alejandro - Desesperados,378,52,8,"","3,113,737","628,708,102"
Xavi - La Diabla,179,73,1,(x21),"6,012,846","626,916,933"
Logic - 1-800-273-8255,448,56,3,(x1),"3,458,946","626,129,879"
Taylor Swift - august,428,2,4,"","5,133,322","624,271,729"
Quevedo - Columbia,252,62,5,"","4,556,279","623,093,837"
Calle 24 - Que Onda,274,"",13,"","3,275,918","622,884,409"
Twenty One Pilots - Heathens,436,85,4,"","3,863,076","621,015,025"
Charlie Puth - We Don't Talk Anymore,686,8,9,"","2,699,700","620,023,277"
Desiigner - Panda,497,93,3,(x11),"3,714,266","609,762,129"
Djo - End of Beginning,108,64,1,(x3),"8,481,534","609,558,240"
Bruno Mars - Just the Way You Are,566,"",32,"","2,565,957","608,947,387"
The Weeknd - I Feel It Coming,475,56,4,"","3,435,234","608,108,332"
Zach Bryan - I Remember Everything,283,"",13,"","3,131,093","607,816,406"
Major Lazer - Light It Up,524,3,8,"","2,425,423","605,924,015"
Billie Eilish - bury a friend,401,53,2,(x7),"5,563,996","598,467,877"
Lizzo - About Damn Time,307,19,7,"","4,088,930","597,904,592"
Kendrick Lamar - All The Stars,381,49,2,(x14),"4,550,752","595,690,811"
Khalid - Young Dumb & Broke,544,"",11,"","2,368,458","595,568,074"
The Neighbourhood - Daddy Issues,684,"",91,"","1,017,118","593,711,995"
Lady Gaga - Rain On Me,380,49,1,(x6),"6,894,472","593,097,652"
Y2K - Lalala,392,29,4,"","3,613,343","592,313,504"
Khalid - Better,446,16,7,"","3,411,739","591,620,073"
Peso Pluma - LADY GAGA,262,12,6,"","3,817,424","591,410,870"
Drake - Hotline Bling,556,130,1,(x1),"3,365,102","591,265,781"
iñigo quintero - Si No Estás,210,55,1,(x3),"6,249,607","589,851,338"
Drake - Nice For What,298,71,1,(x18),"6,443,974","589,260,626"
Olivia Rodrigo - happier,456,"",12,"","4,422,879","589,128,302"
Mark Ronson - Uptown Funk,712,151,1,(x63),"2,421,134","588,790,846"
Travis Scott - FE!N,267,5,3,(x1),"8,998,039","585,326,345"
FloyyMenor - Gata Only,113,79,2,(x1),"8,628,580","585,238,350"
Selena Gomez - Wolves,400,94,3,(x9),"3,722,111","582,792,356"
cassö - Prada,291,"",14,"","3,202,209","582,173,661"
Pop Smoke - What You Know Bout Love,345,42,5,"","3,821,525","581,103,859"
Rihanna - We Found Love,514,"",18,"","2,720,075","579,076,112"
Tainy - Lo Siento BB:/,364,2,7,"","3,833,415","578,952,205"
Zedd - Stay,381,78,5,"","3,449,228","577,000,515"
Martin Garrix - In the Name of Love,414,70,5,"","3,245,603","575,747,087"
Nio Garcia - Te Boté - Remix,366,18,7,"","3,082,629","574,736,720"
The Weeknd - Die For You,263,28,3,(x2),"6,413,659","572,611,838"
Black Eyed Peas - RITMO (Bad Boys For Life),330,33,6,"","3,895,457","572,464,627"
Feid - LUNA,182,28,7,"","4,185,532","572,396,700"
Future - Mask Off,400,59,5,"","3,722,691","571,042,619"
Sia - Unstoppable,537,"",89,"","1,420,085","570,236,042"
Riton - Friday,343,"",11,"","3,391,219","569,644,083"
Camila Cabello - Bam Bam,281,29,5,"","3,320,445","566,167,429"
Bad Bunny - WHERE SHE GOES,183,63,1,(x2),"8,237,840","565,528,743"
KAROL G - AMARGURA,379,"",50,"","1,999,201","565,298,003"
"G-Eazy - Me, Myself & I",490,101,3,(x4),"2,715,808","560,137,570"
Bad Bunny - Neverita,321,"",11,"","6,148,906","558,855,581"
JP Saxe - If The World Was Ending,543,"",37,"","1,622,945","556,523,647"
Jason Derulo - Swalla,377,43,5,"","3,397,657","556,313,459"
Clean Bandit - Symphony,419,11,9,"","3,175,664","554,856,999"
Avicii - The Nights,771,"",15,"","2,676,227","553,270,349"
Alec Benjamin - Let Me Down Slowly,566,"",21,"","2,117,171","551,816,430"
The Kid LAROI - WITHOUT YOU,328,49,6,"","2,951,839","551,151,192"
Jhayco - No Me Conoce - Remix,420,"",17,"","2,285,536","550,798,902"
Harry Styles - Falling,618,"",18,"","3,073,344","549,628,217"
Dave - Sprinter,227,35,4,"","4,580,405","548,993,255"
BlocBoy JB - Look Alive,392,48,6,"","3,456,501","547,583,102"
Frank Ocean - Pink + White,394,"",59,"","1,977,487","546,746,495"
Kali Uchis - Moonlight,330,"",34,"","2,202,739","546,198,904"
Zara Larsson - Lush Life,637,"",14,"","1,871,808","545,990,676"
