Artist and Title,Days,Pk,(x?),Total,Today
Ernia - IO NON HO PAURA,161,54,"","542,431",107
ATL - Кривой эфир,111,57,"","542,408",23
Massimo Pericolo & Crookers - SOLO TUTTO,103,65,"","542,097",0
Tory Lanez - The New Toronto 3,68,2,(x5),"542,072",0
Basta & Guf - Basta / Guf,49,156,"","541,751","1,649"
Justin Timberlake - Everything I Thought It Was,67,3,(x7),"541,079",650
Marracash & Guè - Santeria,38,117,"","540,740",388
Bausa - Dreifarbenhaus,139,76,"","539,723",0
Big Baby Tape - Varskva,194,26,"","539,141","2,010"
Miyagi & Эндшпиль - NARRATIVE,145,12,"","539,056","2,622"
Nijntje - Zing Mee Met Nijntje,--,335,"","538,677",658
Kalash - Mwaka Moon,135,36,"","538,515",0
Luchè - Dove Volano Le Aquile,156,65,"","538,515",0
Ernia - Come Uccidere Un Usignolo,49,105,"","536,991",0
INSTASAMKA - QUEEN OF RAP,143,60,"","535,617",0
JONY - Небесные розы - EP,114,38,"","535,525",0
Lynda - Un peu de moi,122,56,"","534,466",545
Vampire Weekend - Father of the Bride,91,8,"","534,334",0
J-AX & Fedez - Comunisti col Rolex,132,99,"","534,065",0
Aarne - AA LANGUAGE,129,40,"","533,791",30
Boef - Slaaptekort,79,132,"","532,493",0
"Dinos - Stamina,",126,28,"","531,942",0
Lil Tecca - We Love You Tecca,65,8,"","531,553",0
Indila - Mini World,20,107,"","531,468",238
OneRepublic - Human,60,6,"","531,384",0
Kendrick Lamar - To Pimp A Butterfly,44,31,"","530,774","1,110"
"Jul - Album gratuit, vol. 6",112,29,"","530,403",0
Niko Pandetta - BELLA VITA,179,95,"","530,093",0
Miley Cyrus - Younger Now,62,1,(x5),"530,031",0
The Weeknd - The Highlights,51,3,(x3),"529,938",22
Mister V - MVP,91,31,"","528,611",0
Vianney - N'attendons pas,115,50,"","528,553",0
Booba - AD VITAM ÆTERNAM,117,21,"","528,424","2,872"
Alonzo - QUARTIERS NORD,139,29,"","527,279",146
Skryptonite - Праздник на улице 36,65,165,"","526,834",615
Fred De Palma - Uebe,98,83,"","526,268",0
The Notorious B.I.G. - The Notorious B.I.G.: Greatest Hits,8,169,"","525,953",0
Till Lindemann - Zunge,93,9,"","525,872",319
Gemitaiz & Madman - Scatola nera,131,70,"","525,584",0
Gazzelle - DENTRO,110,88,"","525,510",455
VillaBanks - Filtri + Nudo,184,109,"","525,391",0
Sfera Ebbasta & Rvssian - Italiano - EP,156,27,"","523,810",0
James Blunt - Once Upon a Mind,103,7,"","523,539",59
"Peter Plate, Ulf Leo Sommer & Bibi und Tina - Bibi und Tina: Mädchen gegen Jungs",44,105,"","523,048",765
Salmo - Midnite,--,263,"","522,709",0
Jul - Décennie,138,16,"","522,657","2,813"
Ludovico Einaudi - Islands - Essential Einaudi,3,162,"","521,705",0
Rolf Zuckowski und seine Freunde - Winterkinder ...auf der Suche nach Weihnachten,203,101,"","521,325",0
Varios Artistas - Coco,--,250,"","521,274",0
Fleetwood Mac - Greatest Hits,15,61,"","521,198",0
UZI - cœur abîmé,129,26,"","520,617",0
Tory Lanez - LoVE me NOw,91,3,(x1),"520,538",0
"Jim Jacobs & Warren Casey, John Travolta & Olivia Newton-John - Grease",32,6,"","520,374",230
Rsko - Memory,143,27,"","520,114",589
Helene Fischer - Weihnachten,161,22,"","519,632",0
"Баста - Баста 5, Часть 1",--,207,"","519,266",0
Tayc - ROOM 96,104,18,"","519,087",0
Frah Quintale - Lungolinea.,9,161,"","519,074",0
Dadju & Tayc - HÉRITAGE,110,4,"","518,836","3,780"
Agust D - D-DAY,64,1,(x5),"518,802",167
Die drei ??? - Folge 208: Kelch des Schicksals,86,27,"","518,492",0
LINKIN PARK - Meteora 20th Anniversary Edition,79,9,"","518,289",0
Lauren Daigle - Look Up Child,29,43,"","518,173",0
Ronnie Flex - Rémi,89,101,"","518,066",0
Gucci Mane - Mr. Davis,64,2,(x1),"518,055",0
Фиксики - Фиксипелки 2. 20 любимых песен фиксиков,--,266,"","517,793",0
FACE - Искренний,75,62,"","517,062",0
SLAVA MARLOW - АРТЁМ - EP,141,52,"","516,872",0
Savas & Sido - Royal Bunker,126,33,"","516,721",0
Luis Fonsi - VIDA,110,21,"","516,705",0
Carl Brave x Franco 126 - Polaroid,230,102,"","516,108",0
Gambi - LA VIE EST BELLE,116,21,"","515,359",0
Die drei ??? - Folge 210: und die schweigende Grotte,139,34,"","515,181",0
Tiziano Ferro - Accetto miracoli,132,64,"","515,124",0
Dark Polo Gang - Trap Lovers,112,64,"","513,752",0
Wiz Khalifa - Rolling Papers 2,58,4,"","513,669",0
Offset - SET IT OFF,49,2,(x7),"512,827",0
Seeed - BAM BAM,116,37,"","512,544",0
"Gemitaiz - QVC9: QUELLO CHE VI CONSIGLIO, VOL. 9",109,63,"","512,108",0
Lizzo - Cuz I Love You,117,18,"","511,256",0
Lil Pump - Harverd Dropout,56,3,(x3),"511,064",0
Баста - 40,112,97,"","510,944",0
Pearl Jam - Dark Matter,48,4,"","510,922","2,832"
Shiva - Dolce vita,98,61,"","510,650",102
Maluma - Papi Juancho,88,12,"","510,637",0
MORGENSHTERN - MILLION DOLLAR: HAPPINESS,133,24,"","510,134",0
Sadek - #VVRDL,144,43,"","510,092",0
Oxxxymiron - miXXXtape III: Смутное Время,99,47,"","509,579",0
Foo Fighters - Greatest Hits,77,31,"","508,670",104
FSK SATELLITE - FSK TRAPSHIT,214,119,"","508,490",0
Quevedo - DONDE QUIERO ESTAR,47,41,"","508,270",346
Гуф - О’пять,181,98,"","507,999",0
Emis Killa - Effetto notte,167,64,"","507,593",215
NGEE - Straßenapotheker,117,36,"","507,212",0
Paky - Salvatore,234,43,"","507,166",0
"LSD - LABRINTH, SIA & DIPLO PRESENT... LSD",69,8,"","507,142",0
Wincent Weiss - Irgendwie anders,108,34,"","506,707",0
MHD - Mansa,112,14,"","506,404",0
Royal Blood - Typhoons,93,5,"","506,362",0
Rsko - LMDB,124,30,"","506,176",0
"Avslappning Sound - Avslappnande Musik - Sova Musik för Begrundan, Sömnproblem, Avslappning, Positivt Tänkande",--,559,"","505,845",268
"Wizkid - More Love, Less Ego",88,3,(x1),"505,758",0
Meek Mill - Expensive Pain,52,3,(x1),"505,752",0
Boulevard Depo & SP4K - QWERTY LANG,140,65,"","505,557",0
Megan Thee Stallion - Good News,73,4,"","505,556",0
James Arthur - YOU,70,4,"","505,224",0
Oxxxymiron - Вечный жид,9,172,"","504,773",174
Stray Kids - ROCK-STAR,96,1,(x2),"504,450",0
Shiva - Dark Love EP,128,54,"","504,300",0
Emis Killa - Supereroe,97,61,"","504,169",0
USHER - COMING HOME,60,1,(x2),"503,928",0
Polo G - Die a Legend,54,28,"","503,537",0
BROCKHAMPTON - GINGER,52,6,"","503,480",0
Kool Savas - AGHORI,121,27,"","503,251",0
Christopher - A Beautiful Life,81,10,"","502,904",0
Vald - Agartha,65,107,"","502,837",0
Tory Lanez - Alone At Prom,75,10,"","502,801",0
Gunna - One of Wun,26,2,(x6),"502,556","16,749"
Kalash - Tombolo,152,29,"","502,144",0
Izi - Pizzicato,99,142,"","501,874",0
Eminem - Curtain Call - The Hits,99,23,"","501,783",0
Sam Smith - In the Lonely Hour,81,25,"","501,431",0
Volbeat - Servant Of The Mind,85,15,"","501,430",0
Nimo - NIMORIGINAL,98,27,"","501,367",0
Louane - Louane,112,29,"","501,219",0
Vianney - à 2 à 3,127,42,"","500,719",0
Mark Forster - TAPE,149,67,"","500,641",0
RAF Camora - Zukunft,78,25,"","499,588",0
Avicii - True,45,3,(x1),"499,570",0
Taco Hemingway - Marmur,--,490,"","499,318",230
Katy Perry - Smile,53,1,(x6),"499,204",0
"TACONAFIDE, Quebonafide & Taco Hemingway - Soma 0,5 Mg",--,381,"","498,976",268
Columbine - Adieu bientôt,162,39,"","498,777",0
SODA LUV - Viva la vida,89,85,"","498,655",0
Young Thug - BEAUTIFUL THUGGER GIRLS,73,8,"","498,041",0
"The Black Keys - ""Let's Rock""",61,4,"","497,784",0
Naps - Best Life,116,29,"","497,755",0
The Weeknd - Trilogy,--,215,"","497,734",32
Leiva - Cuando Te Muerdes el Labio,--,233,"","497,647",0
Shirin David - SUPERSIZE,103,34,"","496,821",0
Nothing But Thieves - Broken Machine,58,13,"","496,756",0
Три дня дождя - Байполар,84,66,"","496,653",188
Jack Harlow - Jackman.,53,1,(x1),"496,598",0
Robe - Mayéutica,--,232,"","495,704",282
SIX - Six: The Musical,20,166,"","494,890",0
Noel Gallagher's High Flying Birds - Council Skies,92,6,"","494,814",0
Anderson .Paak - Ventura,65,5,"","493,740",0
The National - I Am Easy to Find,71,5,"","493,657",0
J. Cole - Might Delete Later,55,2,(x3),"493,591","1,091"
Franglish - Vibe,133,31,"","493,524",0
"Jan Delay - Earth, Wind & Feiern",137,35,"","493,479",0
Alpha Wann - don dada mixtape vol 1,87,28,"","493,457",0
Farid Bang - Genkidama,134,26,"","493,216",0
Il Pagante - Entro in pass,--,218,"","492,560",0
XXXTENTACION - Bad Vibes Forever,63,1,(x2),"492,458",0
Red Hot Chili Peppers - Return of the Dream Canteen,49,2,(x6),"491,718",0
Alligatoah - Rotz & Wasser,110,40,"","491,684",0
Irama - Il giorno in cui ho smesso di pensare,153,54,"","491,401",0
Maroon 5 - JORDI,49,3,(x5),"491,358",0
Gazzelle - Superbattito,4,153,"","491,251",0
Pinguini Tattici Nucleari - Fuori dall’Hype,86,131,"","491,050",0
Lil Tjay - True 2 Myself,64,12,"","490,590",16
Bruno Mars - Doo-Wops & Hooligans,55,91,"","490,271",0
Kravz & Гио ПиКа - 17 мгновений осени,211,77,"","489,887",0
Vianney - Vianney,75,132,"","489,569",0
Søs Fenger - Vuggeviser,--,521,"","488,491",296
Niaks - Mandat de Dépôt,140,33,"","488,299",478
Louis Tomlinson - Faith in the Future,51,4,"","487,995",0
Verschiedene Interpreten - Christmas Hits,167,39,"","487,876",0
Joe Dwet File - A deux,90,37,"","487,861",0
MONATIK - Звучит,54,156,"","487,556",0
Varios Artistas - Vaiana,--,260,"","486,604",82
NAZA - C'est la loi,145,37,"","485,879",0
Russ - There's Really A Wolf,124,76,"","485,641",0
Meek Mill - Wins & Losses,64,12,"","485,347",0
Laura Pausini - Fatti sentire,113,37,"","485,029",0
Calcutta - RELAX,203,55,"","484,961","1,368"
Dark Polo Gang - Twins,125,80,"","483,984",0
Logic - Confessions of a Dangerous Mind,58,2,(x7),"483,844",0
Skryptonite - Уроборос: Улица 36,16,171,"","483,757",580
Nikos Vertis - Nikos Vertis Live Tour - 10 Chronia,--,570,"","483,179",0
M Huncho - Utopia,80,41,"","482,752",0
Verschiedene Interpreten - FIFTY SHADES of GREY - Befreite Lust,99,51,"","482,519",0
6LACK - FREE 6LACK,71,72,"","482,470",0
Nick Cave & The Bad Seeds - Ghosteen,76,4,"","481,660",0
Daniel Caesar - Freudian,43,17,"","481,620",0
NAV & Metro Boomin - Perfect Timing,71,12,"","481,562",0
Die drei ??? - Folge 205: Das rätselhafte Erbe,106,32,"","481,035",0
Nas - King's Disease II,50,3,(x3),"480,151",0
Bugzy Malone - King of the North,107,87,"","480,086",0
Lazza - Zzala,59,157,"","479,496",0
Die drei ??? - Die drei Adventskalender - O du finstere,104,35,"","478,841",0
Green Montana - MELANCHOLIA 999,147,39,"","478,213",0
"Taco Hemingway - Pocztówka z WWA, lato '19",--,392,"","478,094",235
One Direction - Made In The A.M.,18,12,"","476,841",0
"Calvin Harris - Ushuaïa Ibiza: July 28, 2023",84,9,"","476,580",0
Dinos - Hiver à Paris,105,21,"","475,385",0
Céline Dion - Courage,88,6,"","474,658",0
Kesha - Rainbow,50,4,"","473,872",0
Bushido & Shindy - CLA$$IC,25,104,"","473,835",0
Bibi und Tina - Der Original-Soundtrack zum Kinofilm,36,106,"","473,360",0
Jack Harlow - Thats What They All Say,52,7,"","473,194",0
Elodie - Ok. Respira,113,90,"","472,780",193
RK - Mentalité,139,28,"","471,966",0
5 Seconds of Summer - CALM,60,4,"","471,870",0
Lacrim - Lacrim,78,21,"","471,484",0
Guè Pequeno & DJ Harsh - Fastlife 4,210,43,"","471,384",0
L'Algérino - International,104,41,"","470,953",0
kizaru - First Day Out,147,27,"","470,948",0
D-Block Europe - Lap 5,137,12,"","470,531",0
The Smile - A Light for Attracting Attention,76,5,"","469,614",0
Kollegah - Alphagene II,85,27,"","468,808",0
Various Artists - Disney's Bedste,--,604,"","468,798",71
Romeo Santos - Golden,28,68,"","468,760",0
Roddy Ricch - LIVE LIFE FAST,47,1,(x2),"468,323",0
Die drei ??? - Folge 212: und der weiße Leopard,91,33,"","467,753",0
Marco Mengoni - Atlantico,132,88,"","467,031",0
Suzan & Freek - Gedeeld Door Ons,29,132,"","466,801",0
Central Cee - No More Leaks - EP,61,3,(x5),"466,455",0
Luciano - Seductive,111,20,"","465,960","1,365"
Michael Bublé - love,66,12,"","465,882",0
Franglish - MOOD3,135,31,"","465,837",0
"Calvin Harris - Funk Wav Bounces, Vol. 2",44,2,(x7),"465,799",0
Die drei ??? - Folge 209: Kreaturen der Nacht,102,26,"","465,077",0
Bresh - ORO BLU,62,143,"","465,061",156
Trippie Redd - A Love Letter to You 3,63,6,"","464,412",0
Naza - Incroyable,141,43,"","464,347",0
Fito y Fitipaldis - Cada vez cadáver,--,221,"","464,094",0
Haftbefehl - Das schwarze Album,112,31,"","463,756",0
Die drei ??? - Folge 213: Der Fluch der Medusa,99,36,"","463,584",0
Alonzo - Stone,133,44,"","463,472",0
Пошлая Молли - Грустная девчонка с глазами как у собаки - EP,49,76,"","462,387",0
Marracash & Guè Pequeno - Santeria,1,200,"","462,315",0
Frank Sinatra - Nothing but the Best,6,75,"","461,987",30
Drake - If You're Reading This It's Too Late,10,152,"","461,301",0
Verschiedene Interpreten - Die 30 besten Herbstlieder für Kinder,158,74,"","460,495",0
Charlie Puth - CHARLIE,58,2,(x1),"459,626",0
Taco Hemingway - Szprycer,--,399,"","459,107",105
Freeze corleone - Projet Blue Beam,54,74,"","457,729",0
Порнофильмы - Это пройдёт,64,99,"","457,582",0
Die drei ??? - Folge 215: und die verlorene Zeit,124,31,"","457,440",0
FACE - ПУТИ НЕИСПОВЕДИМЫ,77,68,"","457,200",0
Loqiemean - Сожги этот альбом,87,71,"","456,459",0
Young Thug - BUSINESS IS BUSINESS,43,1,(x6),"456,117",11
Ufo361 - Ich bin 3 Berliner,80,71,"","455,787",0
PARTYNEXTDOOR - PARTYNEXTDOOR 4,56,2,(x4),"455,724","5,106"
Herbert Grönemeyer - TUMULT,137,41,"","455,591",0
FSK SATELLITE - FSK TRAPSHIT REVENGE,107,92,"","455,311",0
Varios Artistas - La La Land,--,257,"","455,243",0
Gemitaiz - QVC8 – Singles - EP,91,78,"","454,672",0
Kalash Criminel - La fosse aux lions,95,35,"","454,137",0
Lil Peep - crybaby,53,4,"","453,942",0
J Hus - Beautiful and Brutal Yard,81,3,(x1),"453,807",0
Rkomi - Ossigeno - EP,88,100,"","453,785",0
Lauv - ~how i'm feeling~,58,4,"","453,751",0
Die drei ??? - Folge 204: Der dunkle Wächter,86,35,"","453,483",0
Robin Schulz - Uncovered,42,14,"","453,217",0
Die drei !!! - Folge 75: Tatort Hollywood,90,31,"","453,021",0
"Lena - Only Love, L",106,39,"","452,670",0
Olexesh - ROLEXESH,123,28,"","452,595",0
Loredana - MEDUSA,109,24,"","452,300",0
ZAYN - Icarus Falls,54,4,"","452,053",0
"Vetusta Morla - Mismo Sitio, Distinto Lugar",--,243,"","451,988",0
Ken Carson - A Great Chaos,55,5,"","451,904",129
Apache 207 - 2sad2disco,89,50,"","451,231",116
Estopa - Estopa,--,343,"","451,186",181
Die drei !!! - Folge 53: Hochzeitsfieber,24,43,"","451,077",0
BUSHIDO ZHO - NO BANG HOLD ON,122,66,"","450,773",0
Die drei ??? - Folge 211: und der Jadekönig,109,38,"","450,200",0
Vegedream - Marchand de sable 2,116,44,"","449,687",0
Elton John - The Lockdown Sessions,86,14,"","449,667",0
Calogero - Liberté chérie,73,53,"","449,471",0
Wanda - Niente,38,59,"","449,323",0
Ленинград - Ленинград: лучшее,2,171,"","448,803",0
Nothing But Thieves - Moral Panic,71,8,"","448,539",0
Daisy Jones & The Six - AURORA,79,17,"","448,184",0
104 & Truwer - Сафари,73,77,"","448,116",0
Heronwater - NO COMMERCIAL LYRICS,85,113,"","447,616",402
"Kollegah - Zuhältertape, Vol. 5",102,28,"","447,486",0
Элджей - Sayonara Boy X,150,93,"","447,345",0
Kygo - Kids in Love,46,6,"","447,111",0
KALIM - NULL AUF HUNDERT,98,41,"","447,043",0
Miyagi & Эндшпиль - Умшакалака,84,70,"","446,600",0
BLACKPINK - KILL THIS LOVE - EP,55,4,"","446,266",0
Zivert - В МИРЕ ВЕСЁЛЫХ,200,51,"","446,140","1,571"
Nines - Crop Circle,85,50,"","446,112",0
Belle En De Kinderliedjes Band - Nederlandse Kinderliedjes,--,303,"","445,570",0
Nines - Crabs in a Bucket,78,31,"","445,298",0
Peppa Pig - My First Album,--,334,"","445,275",327
Kaaris - 2.7.0,104,25,"","445,057",0
Jorja Smith - Be Right Back,60,4,"","444,938",0
Scriptonite - Праздник на улице 36,--,528,"","444,813",0
Fredo - Money Can't Buy Happiness,89,1,(x2),"444,287",0
The Last Dinner Party - Prelude to Ecstasy,76,5,"","444,287",287
Simba La Rue - CRIMI,126,63,"","443,668",172
Pearl Jam - Gigaton,56,6,"","443,510",0
ATL - Марабу,2,197,"","443,275",0
"Vitamin String Quartet, Kris Bowers & Duomo - Bridgerton",71,13,"","442,344",0
Die drei ??? - Folge 187: und das silberne Amulett,49,52,"","442,326",0
Dadju - Cullinan,114,26,"","441,297",0
Artisti Vari - Oceania,1,195,"","441,089",109
SAINt JHN - Ghetto Lenny's Love Songs,59,14,"","441,078",0
Scally Milano - Really Rich,150,46,"","440,861",0
Dean Lewis - A Place We Knew,60,11,"","440,640",29
KAYTRANADA - BUBBA,62,7,"","440,424",0
Elton John & Taron Egerton - Rocketman,71,10,"","440,152",0
GIVĒON - Give Or Take,63,6,"","440,051",0
Potter Payper - Training Day 3,88,85,"","439,936",0
Various Artists - Descendants 3,75,24,"","439,923",0
Gentleman - Blaue Stunde,106,45,"","439,652",0
Various Artists - Top Gun,57,8,"","439,323",0
Vitaa & Slimane - VersuS - CHAPITRE II,30,54,"","439,296",0
AJ Tracey - AJ Tracey,80,27,"","439,039",0
Mert - Kunde ist König,117,36,"","438,987",0
Juliette Armanet - Petite amie,24,140,"","437,717",0
Neima Ezza - Giù,145,67,"","437,607",0
Kodak Black - Dying to Live,52,3,(x2),"437,606",0
KitschKrieg - KitschKrieg,111,28,"","437,296",0
Yeat - 2 Alivë,70,4,"","437,181",0
Ski Mask the Slump God - STOKELEY,57,4,"","436,960",0
Johannes Oerding - Konturen,56,59,"","436,771",0
Mariah Carey - Mariah Carey's Magical Christmas Special,33,2,(x4),"435,914",0
LINKIN PARK - One More Light Live,62,12,"","435,557",0
Kollegah - FREE SPIRIT,104,30,"","435,445",0
Noel Gallagher's High Flying Birds - Who Built the Moon,66,9,"","434,702",0
Kofs - Santé & Bonheur,58,40,"","434,641",0
kizaru - Mas Fuerte,4,193,"","434,616",0
Yung Hurn - Love Hotel,10,179,"","434,229",0
Billie Eilish - HIT ME HARD AND SOFT,19,1,(x19),"433,696","22,645"
KAROL G - KG0516,64,19,"","433,443",0
Edmund - Leiwand,--,241,"","433,265",0
Verschiedene Interpreten - 80s 100 Hits,12,61,"","433,152",0
Juf Roos - Juf Roos - Kinderliedjes deel 1,--,291,"","431,703",646
алёна швец. - КОРОЛЕВА ОТСТОЯ,53,74,"","430,847",0
Various Artists - The Lion King,66,20,"","430,369",0
Gazapizm - HİZA,--,397,"","430,266",35
Landy - BRAVE,80,36,"","430,017",225
Fally Ipupa - Tokooos,79,53,"","429,474",0
Adamlar - Rüyalarda Buruşmuşuz,--,578,"","429,424",0
Gunna - Drip Season 3,30,28,"","429,076",0
Freya Ridings - Freya Ridings,79,31,"","429,043",0
Scriptonite - Уроборос: Улица 36,--,208,"","428,944",0
Naps - Carré vip,108,34,"","428,922",0
Rich The Kid - The World Is Yours 2,46,2,(x1),"428,449",0
Yanix - SS 20,90,67,"","428,215",0
Swedish House Mafia - Paradise Again,47,1,(x6),"427,739",0
Die drei ??? - Folge 214: und der Geisterbunker,108,25,"","427,215",0
Ozuna - ENOC,84,16,"","427,039",0
Madame - L'AMORE,94,78,"","426,803",0
Izi - Fenice,1,199,"","426,674",0
Djadja & Dinaz - Le Revers De La Médaille - Partie 2,97,36,"","426,489",0
Ghali - Lunga Vita a Sto,63,123,"","426,434",0
Taco Hemingway - Café Belga,--,388,"","426,069",187
Sabrina Carpenter - emails i can't send,61,6,"","425,711",0
Big Sean - Detroit 2,41,2,(x7),"424,778",0
Rondodasosa - GIOVANE RONDO,116,67,"","424,599",0
Mecna - Mentre Nessuno Guarda,74,96,"","424,569",0
Scally Milano - Пропаганда денег,100,73,"","423,963",0
4Keus - La vie continue,127,36,"","423,456",0
Vald - V,104,22,"","422,812",0
Sofiane - Bandit saleté,102,65,"","422,263",0
Various Artists - NOW That's What I Call Christmas,157,68,"","422,216",0
Dreamville & J. Cole - Revenge of the Dreamers III,56,3,(x4),"422,192",0
Tove Lo - Dirt Femme,50,6,"","421,970",0
NF - CLOUDS,54,3,(x1),"421,937",0
Marilyn Manson - WE ARE CHAOS,46,1,(x3),"421,369",0
Roméo Elvis & Le Motel - Morale 2Luxe,79,34,"","421,318",0
Electric Callboy - TEKKNO,74,14,"","421,147",0
The Minds Of 99 - Solkongen,--,465,"","421,012",0
Nitro - No Comment,81,85,"","420,682",0
Little Mix - Between Us,65,6,"","420,670",0
Alicia Keys - ALICIA,45,2,(x4),"420,625",0
Racoon - Spijt Is Iets Voor Later,--,221,"","420,405",244
Хаски - Хошхоног,79,101,"","420,316",0
Multi-interprètes - Vaiana - La légende du bout du monde,--,273,"","420,167",0
Hans Zimmer - Interstellar,--,271,"","420,058",119
Julien Doré - &,82,82,"","419,853",0
Rauw Alejandro - Afrodisíaco,17,51,"","419,575",0
Five Finger Death Punch - AfterLife,68,6,"","419,553",485
twenty one pilots - Clancy,41,3,(x9),"419,477","18,281"
Salmo & Noyz Narcos - CVLT,176,49,"","419,362",642
"Tananai - RAVE, ECLISSI",125,88,"","419,290",0
Mnogoznaal - Гостиница Космос,66,78,"","419,156",0
Popsi og Krelle - Hjulene På Bussen – 20 Af De Bedste Børnesange,--,528,"","419,069",183
Various Artists - Hazbin Hotel,76,12,"","418,960",567
SALUKI & 104 - СТЫД ИЛИ СЛАВА,107,62,"","418,907",0
James Arthur - Back from the Edge,21,125,"","418,604",0
Dark Polo Gang - Dark Boys Club,118,30,"","418,449",0
Coldplay - Ghost Stories,21,123,"","418,265",0
Rauw Alejandro - SATURNO,77,32,"","418,262",0
Roland Kaiser - Perspektiven,91,47,"","417,861",0
Drillionaire - 10,119,57,"","417,784",167
Disiz - L’Amour,83,35,"","417,753",0
Kings of Leon - Only by the Night,--,290,"","417,653",257
Mahmood - Ghettolimpo,101,28,"","417,571",0
Headie One - EDNA,72,4,"","417,394",0
MACAN - 2002+18,49,72,"","417,235",0
"Rich Music LTD, Sech & Dalex - The Academy",3,186,"","416,740",0
Various Artists - Birds of Prey: The Album,88,23,"","416,199",0
Paramore - This Is Why,50,3,(x5),"416,151",0
"Romeo Santos - Fórmula, Vol. 3",38,16,"","416,073",0
Boulevard Depo - СЕРТОЛОВСКИЙ ТОКСИК,108,37,"","415,939",17
Larry - Cité blanche,80,35,"","415,553",0
OBOY - Mafana,104,31,"","415,530",0
Dire Straits - Brothers In Arms,2,158,"","415,010",317
Brent Faiyaz - WASTELAND,66,1,(x2),"414,905",0
Sigrid - Sucker Punch,42,16,"","414,828",0
The War on Drugs - I Don’t Live Here Anymore,83,18,"","414,675",0
Meghan Trainor - Takin' It Back,65,7,"","413,858",0
La Fève - ERRR,64,40,"","413,467",0
Viktor Sheen - Barvy,--,502,"","412,983",142
"Original Broadway Cast of ""Hamilton"" - Hamilton",188,61,"","412,072",0
Michele Morrone - Dark Room,70,12,"","411,849",0
Ufo361 & Sonus030 - Nur Für Dich,85,25,"","410,793",0
Future & Juice WRLD - Future & Juice WRLD Present... WRLD ON DRUGS,46,2,(x2),"410,779",0
Romeo Santos - Utopía,23,34,"","410,683",0
Samra - Rohdiamant,106,28,"","410,430",0
thasup - 23 6451,31,159,"","410,412",277
Avicii - Stories,43,11,"","410,403",0
Coldplay - Parachutes,10,79,"","410,275",24
Ski Aggu - denk mal drüber nach...,115,31,"","410,203",152
Hans Zimmer - Dune,86,10,"","409,891",0
Gradur - Zone 59,102,29,"","409,757",0
Gazzelle - OK,105,76,"","409,743",0
Lil Yachty - Let’s Start Here.,42,2,(x5),"409,736",0
Elton John - Diamonds,40,48,"","409,427",0
Madison Beer - Life Support,38,1,(x2),"409,352",0
LX & Maxwell - Obststand 2,94,33,"","408,968",0
Fredo - Tables Turn,99,51,"","408,201",0
Quebonafide - ROMANTIC PSYCHO,--,282,"","407,925",190
Royal Blood - How Did We Get So Dark,56,19,"","407,255",0
PHARAOH - PHREQUENCY,95,44,"","407,195",480
Alpha Wann - UNE MAIN LAVE L'AUTRE,32,42,"","407,020",0
Jamule - SOLD,107,35,"","406,263",0
Jhené Aiko - Chilombo,71,13,"","406,248",0
Beret - Prisma,--,240,"","406,114",0
Multi-interprètes - The Greatest Showman,42,109,"","405,994",0
Yanix - g.o.a.t. uslugi,102,54,"","405,720",0
Leto - Virus: avant l'album - EP,101,33,"","405,065",0
Eladio Carrión - Sauce Boyz 2,7,112,"","404,839",188
Artik & Asti - Номер 1,10,166,"","404,422",0
Gazzelle - Post Punk,49,123,"","404,392",0
Kaaris - Or Noir Part 2,34,104,"","404,254",182
Jorja Smith - falling or flying,57,5,"","403,915",0
Various Artists - Bright: The Album,76,18,"","403,495",0
Ty Dolla $ign - Beach House 3,60,6,"","403,235",0
93 Empire - 93 Empire,107,36,"","403,025",0
ROCKET - SWAG SEASON 2,37,95,"","402,930",0
Big Sean & Metro Boomin - Double Or Nothing,50,2,(x4),"402,696",0
reezy - WEISSWEIN & HEARTBREAKS,92,34,"","402,525",0
Kummer - KIOX,71,38,"","401,716",0
Scriptonite - Дом с нормальными явлениями,--,486,"","401,404",0
The Killers - Pressure Machine,41,5,"","401,355",0
Herbert Groenemeyer - Das ist los,93,32,"","401,245",0
Mora - Microdosis,7,137,"","401,231",72
Fabrizio De André - In direzione ostinata e contraria,5,143,"","401,111",0
Tiësto - DRIVE,67,4,"","400,926",0
J Balvin - Jose,76,10,"","400,732",0
Mabel Matiz - Maya,--,346,"","400,719",19
Future & Lil Uzi Vert - Pluto x Baby Pluto,35,2,(x1),"400,445",0
"Tyler, The Creator - CALL ME IF YOU GET LOST: The Estate Sale",46,3,(x2),"400,299",20
Moe Phoenix - NOA,129,44,"","400,227",0
Tate McRae - i used to think i could fly,53,4,"","399,476",0
Imagine Dragons - Night Visions,35,111,"","399,473",0
alt-J - The Dream,47,2,(x2),"399,245",0
Lucio101 - MITTENDRIN,42,49,"","398,776",0
SXTN - Asozialisierungsprogramm,--,231,"","398,259",0
Die drei ??? - Folge 199: und der grüne Kobold,79,43,"","397,643",0
Zach Bryan - Zach Bryan,61,19,"","397,437",481
Verschillende artiesten - Frozen,--,380,"","397,412",77
Ida Brodal & Per Erik Høsøien - Alle Våre Barnesanger 1,--,515,"","397,375",0
DTF - On ira où,94,23,"","397,139",0
Lil Peep - HELLBOY,53,5,"","396,973",0
Marteria - Roswell,90,51,"","396,534",0
slowthai - TYRON,48,3,(x6),"396,393",0
Die drei ??? - Folge 202: Das weiße Grab,64,37,"","396,200",0
