Artist and Title,Days,Pk,(x?),Total,Today
Brent Faiyaz - F**k the World,59,20,"","621,330",0
Lomepal - Jeannine,213,88,"","620,497",0
NCT 127 - NCT #127 Neo Zone - The 2nd Album,102,7,"","619,448",0
Niska - Mr Sal,172,29,"","619,326",0
Ava Max - Diamonds & Dancefloors,102,5,"","618,099",0
Kali Uchis - Sin Miedo,178,22,"","618,052",0
SAINt JHN - Ghetto Lenny's Love Songs,92,13,"","617,311",0
TWICE - #TWICE - EP,185,52,"","615,726",0
Damso - Batterie faible,13,180,"","615,319",25
ABBA - ABBA Gold,140,34,"","615,252",0
Lazza - Re Mida: Aurum,2,194,"","615,029",60
Vitaa & Slimane - VersuS,254,99,"","613,516",0
kizaru - Karmageddon,52,101,"","613,274",0
"YoungBoy Never Broke Again - Sincerely, Kentrell",120,8,"","612,758",0
Gucci Mane - Mr. Davis,128,4,"","612,711",0
LP - Lost on You,16,150,"","612,097",0
Stray Kids - ROCK-STAR,105,3,(x3),"611,897",79
Yüzyüzeyken Konuşuruz - Akustik Travma,--,515,"","610,913",0
Hamza - Sincèrement,252,37,"","610,573",529
Cartel de Santa - Viejo Marihuano,--,272,"","610,167",102
kessoku band - 結束バンド,231,54,"","609,687",696
Morat - SI AYER FUERA HOY,258,62,"","608,887",33
"Snoh Aalegra - - Ugh, those feels again",96,40,"","608,644",206
Tha Supreme - 23 6451,25,140,"","608,492",0
OG Buda - ОПГ СИТИ,19,136,"","608,454",135
GIVĒON - When It's All Said And Done... Take Time,161,17,"","608,072",19
Angèle - Nonante-Cinq,237,30,"","607,954",0
Ninho - NI,269,33,"","607,032","1,031"
Various Artists - Bright: The Album,115,12,"","606,517",0
"Die Schule der magischen Tiere, Nico Wellenbrink, Robin Kallenberger, Vincent Stein, Robin Haefs, Ali Zuckowski, Konstantin Scherer, Yanek Stärk & Yanek Stärk - Die Schule der magischen Tiere 2 - Soundtrack zum Film",227,91,"","606,102",532
Lil Durk - Almost Healed,110,2,(x4),"604,902",129
家风儿童合唱团 - 幼儿童谣大全80首,--,266,"","603,460",527
Rod Wave - Nostalgia,224,17,"","603,453",975
PHARAOH - Правило,68,72,"","603,396",0
Shakira - Grandes Éxitos,16,96,"","601,833",60
IU - Palette,65,109,"","601,714",135
London Grammar - Californian Soil,124,5,"","600,935",0
Red Hot Chili Peppers - Greatest Hits,50,120,"","599,607",32
HONNE - Warm On a Cold Night,99,136,"","598,025",0
5 Seconds of Summer - CALM,84,4,"","597,780",0
The Rolling Stones - Hackney Diamonds,89,3,(x2),"597,139",17
Luis Miguel - Busca una Mujer,88,133,"","597,091",129
Helene Fischer - Rausch,148,83,"","596,775",0
Daniel Caesar - CASE STUDY 01,111,4,"","596,357",0
Pinguini Tattici Nucleari - AHIA,--,212,"","595,436",135
ONE OK ROCK - 35xxxv,--,222,"","595,306",133
EXO - DON’T MESS UP MY TEMPO – The 5th Album,105,4,"","593,212",0
Müjde Tuğsuz - Ninni Perisi,--,526,"","593,155",0
Tory Lanez - The New Toronto 3,100,6,"","592,663",0
"Mithoon, Ankit Tiwari & Jeet Gannguli - Aashiqui 2",--,439,"","591,123",363
Ufo361 - 808,162,78,"","590,543",0
The Weeknd - The Highlights,63,2,(x3),"588,331",101
SCH - A7,--,362,"","584,575",426
Mishary Rashid Al-Afassy - Quran Kareem,4,121,"","584,358",0
Lomepal - Mauvais Ordre,248,75,"","583,746",22
Tarkan - Karma,--,534,"","583,595",105
Hamza - 1994,121,89,"","582,602",109
Rod Wave - Beautiful Mind,184,8,"","582,479",96
Future & Lil Uzi Vert - Pluto x Baby Pluto,148,2,(x1),"581,771",0
PARTYNEXTDOOR - PARTYMOBILE,91,3,(x2),"581,720",0
BROCKHAMPTON - GINGER,94,5,"","580,463",0
Foo Fighters - Medicine at Midnight,91,2,(x1),"580,071",0
Luciano - L.O.C.O.,184,76,"","578,736",0
Sido - PAUL,204,69,"","577,928",169
Heuss L'enfoiré - En esprit,162,90,"","576,551",0
Kygo - Kids in Love,113,4,"","576,544",0
Jack Johnson - In Between Dreams,5,169,"","576,209",100
2 Chainz - Pretty Girls Like Trap Music,115,17,"","576,105",0
Bethel Music - Peace,110,28,"","575,931",23
Hozier - Hozier,7,180,"","575,638",244
周杰倫 - 十一月的蕭邦,--,554,"","574,311",0
サカナクション - 魚図鑑,133,129,"","573,866",0
Natanael Cano - A Mis 20,27,71,"","573,674",580
Макс Корж - Жить в кайф,--,320,"","573,643",0
Stormzy - Gang Signs & Prayer,189,82,"","573,222",0
María José - Conexión,--,277,"","572,954",0
Quevedo - DONDE QUIERO ESTAR,177,34,"","571,925",156
"Miyagi & Эндшпиль - Hajime, Pt. 1",--,241,"","571,784",114
6ix9ine - DAY69,56,6,"","571,164",0
Elevation Worship & Maverick City Music - Old Church Basement,100,23,"","569,811",83
Lana Del Rey - Born to Die – Paradise Edition,110,52,"","568,093",929
SCH - JVLIVS,104,64,"","568,040",641
HONNE - Love Me / Love Me Not,201,34,"","566,850",0
Sarah Connor - HERZ KRAFT WERKE,110,96,"","566,187",0
TOMORROW X TOGETHER - The Name Chapter: TEMPTATION - EP,96,3,(x1),"565,164",0
Lil Tjay - Destined 2 Win,77,4,"","565,040",0
kizaru - BORN TO TRAP,85,71,"","564,581",43
Chris Stapleton - Starting Over,92,25,"","564,300",0
Michael Jackson - Thriller,75,6,"","564,065","1,814"
London Philharmonic Orchestra & David Parry - The 50 Greatest Pieces of Classical Music,--,201,"","563,941",0
Hillsong UNITED - People,165,19,"","563,644",0
London Grammar - Truth Is a Beautiful Thing,149,27,"","563,514",0
Rauw Alejandro - PLAYA SATURNO,199,26,"","562,585",563
Young Thug - BUSINESS IS BUSINESS,84,1,(x2),"561,787",38
Peppa Pig - My First Album,--,217,"","561,140",196
周杰伦 - 周杰伦的床边故事,--,529,"","560,444",0
Various Artists - HOSPITAL PLAYLIST,168,101,"","559,604",25
Trettmann - #DIY,355,93,"","559,592",0
Sia - This Is Acting,7,96,"","559,059",14
Michael Jackson - Number Ones,29,79,"","559,004",0
PLK - Polak,156,86,"","558,918",0
Jul - Demain ça ira,134,80,"","558,844",199
MACHETE - MACHETE MIXTAPE 4,34,136,"","558,056",47
MAYOT - GHETTO GARDEN,38,162,"","557,779",0
Carl Brave - Notti Brave,--,205,"","557,530",0
α Healing - 眠れるディズニーオルゴール MUSIC BOX BEST COLLECTION,1,197,"","556,151",837
Земфира - Прости меня моя любовь,--,390,"","556,105",176
SXTN - Leben am Limit,24,176,"","556,014",0
Ludwig Göransson - Oppenheimer,83,9,"","555,955",11
Markul - Sense Of Human,123,96,"","555,421",0
Various Artists - Descendants 3,106,21,"","555,335",0
Miguel - War & Leisure,101,8,"","555,221",0
"Benny Andersson, Björn Ulvaeus & Lily James - Mamma Mia Here We Go Again",45,141,"","554,458",138
Ufo361 & Ezhel - Lights Out,23,66,"","554,179",68
Six60 - Six60,9,158,"","553,578",0
Zola - Cicatrices,116,63,"","553,336",0
A$AP Ferg - Still Striving,115,7,"","552,737",0
Jul - Rien 100 Rien,124,72,"","551,655",93
lil krystalll - NO LABEL,37,158,"","551,556",0
Rain Sounds - Deep Sleep Rain,1,182,"","551,000",0
Lomepal - FLIP,72,119,"","549,172",0
D-Block Europe - The Blue Print – Us Vs. Them,170,31,"","549,121",89
群星 - 療癒系鋼琴輕音樂-放鬆 專注 讀書 幫助睡眠,--,549,"","549,082",0
Cartel de Santa - Golpe Avisa,--,374,"","548,924",133
LE SSERAFIM - EASY - EP,92,2,(x4),"548,257",424
Playboi Carti - Playboi Carti,100,46,"","547,888",0
Alejandro Fernández - Lo Esencial de Alejandro Fernández,--,256,"","546,931",0
Ty Dolla $ign - Beach House 3,116,4,"","546,425",0
Bluey - Bluey the Album,--,257,"","546,291",359
Miyagi & Эндшпиль - HATTORI,173,34,"","545,911",243
Troye Sivan - Blue Neighbourhood,42,103,"","545,217",0
IVE - I've IVE,109,7,"","544,913",0
LANY - gg bb xx,156,31,"","544,766",31
Chloe x Halle - Ungodly Hour,101,4,"","544,600",0
Mustard - Perfect Ten,119,12,"","544,109",0
YoungBoy Never Broke Again - Realer,128,44,"","543,933",0
Kylie Minogue - Tension,94,4,"","543,255",0
Michele Garruti & Giampaolo Pasquile - Ninna Nanna al Carillon,--,346,"","542,473",558
J. Cole - Might Delete Later,61,3,(x3),"541,964","3,324"
A Boogie wit da Hoodie - The Bigger Artist,153,24,"","540,782",0
Aya Nakamura - DNK,236,25,"","540,743",89
Verschiedene Interpreten - Die Eiskönigin Völlig Unverfroren,4,167,"","540,586",0
Robbie Williams - The Christmas Present,117,9,"","539,408",0
Платина - Опиаты Круг,14,149,"","539,336",0
Tom Walker - What a Time To Be Alive,128,21,"","539,301",0
Kings of Leon - When You See Yourself,90,2,(x2),"539,289",0
J Balvin - Jose,160,11,"","539,164",0
ONE OK ROCK - Nicheシンドローム,3,192,"","539,009",0
Foo Fighters - Greatest Hits,129,36,"","538,744",62
Three Man Down - This City Won’t Be Lonely Anymore,--,250,"","538,453",85
舐達麻 - GODBREATH BUDDHACESS,28,159,"","538,370",0
Rkomi - TAXI DRIVER,13,160,"","538,252",0
James Blake - Assume Form,74,2,(x5),"537,847",0
SCH - Rooftop,97,49,"","537,591",96
Chance the Rapper - The Big Day,104,3,(x4),"537,125",0
Jungle - Volcano,118,13,"","537,080",240
Yiruma - The Best - Reminiscent 10th Anniversary,--,248,"","536,416",52
Veysel - Hitman,181,80,"","535,364",0
Logic - Confessions of a Dangerous Mind,69,3,(x6),"534,428",0
ATL - Лимб,19,174,"","534,051",0
"Wizkid - More Love, Less Ego",96,5,"","533,617",143
Пошлая Молли - 8 способов как бросить…,--,260,"","533,145",0
Camilo - Mis Manos,180,56,"","532,988",0
BLACKPINK - BLACKPINK IN YOUR AREA,76,84,"","531,929",0
Loredana - KING LORI,217,60,"","531,714",0
Oasis - (What's the Story) Morning Glory,7,68,"","531,642",302
Big Sean & Metro Boomin - Double Or Nothing,92,3,(x1),"531,623",0
Mundo Bita - Bita e os Animais,--,640,"","531,622",141
A Boogie wit da Hoodie - Artist,1,196,"","530,015",0
JONY - Список твоих мыслей,122,125,"","528,253",0
The 1975 - Notes On a Conditional Form,112,5,"","527,894",0
Tyler Childers - Purgatory,--,331,"","527,860",275
Luis Miguel - México en la Piel,1,191,"","527,166",226
Kidsongs - Baby Songs - 75 Nursery Rhymes,--,340,"","526,842",67
Aya Nakamura - AYA,139,30,"","526,794",0
Junior H - Mi Vida En Un Cigarro 2,22,67,"","526,035",340
Kesha - Rainbow,71,3,(x3),"525,975",0
"Olivia Rodrigo, Rachel Zegler & Flatland Cavalry - The Hunger Games: The Ballad of Songbirds & Snakes",71,6,"","525,707",20
Cigarettes After Sex - Cry,68,6,"","524,378",219
Хаски - Любимые песни,--,264,"","524,083",0
Tattoo Colour - ชุดที่ 8 จงเพราะ,--,244,"","523,873",252
Sfera Ebbasta & Charlie Charles - XDVR Reloaded,--,242,"","523,466",42
Polo G - Hall of Fame 2.0,118,10,"","523,101",0
Sabrina Carpenter - emails i can’t send fwd:,218,8,"","522,903","2,737"
"周杰伦 - 哎呦, 不错哦",--,631,"","522,755",0
"Meditation Masters - Meditation 101: Sleep Relaxing Songs for Spa Massage, Yoga, Therapy & Healing Music",--,318,"","522,408",0
YoungBoy Never Broke Again - The Last Slimeto,161,7,"","521,602",0
Laylow - L'Étrange Histoire de Mr.Anderson,138,64,"","520,786",0
Healing Meditation Zone - Music for Deep Sleep,--,216,"","520,442",147
群星 - La La Land,4,190,"","520,341",0
King Von - Welcome to O'Block,115,17,"","519,628",6
Conan Gray - Superache,67,4,"","519,179",0
Yeat - 2 Alivë,115,6,"","518,343",0
"Musica para Dormir 101 - Música para Dormir Profundamente - 101 Canções para Relaxar a Mente, Musicas Super Relaxante",--,401,"","516,997",446
SCH - Autobahn,136,62,"","516,774",192
"Jah Khalib - Если чё, я Баха",85,137,"","516,687",0
Amit Trivedi - Kedarnath,--,462,"","516,554",122
Capital Bra - CB6,150,57,"","516,159",0
Dean Lewis - A Place We Knew,79,12,"","515,586",0
Paramore - This Is Why,82,1,(x1),"515,279",0
Peter Fox - Love Songs,187,91,"","515,249","1,014"
2Pac - All Eyez On Me,4,145,"","514,894",0
자장가 - 잠이솔솔 자장가,--,281,"","514,724",0
MORGENSHTERN - MILLION DOLLAR: BUSINESS,145,45,"","512,540",0
草東沒有派對 - 醜奴兒,--,357,"","511,771",0
MONATIK - LOVE IT ритм,38,136,"","511,727",0
Pablo Alborán - Prometo,163,72,"","511,677",0
Yeat - 2093,85,2,(x1),"511,323",724
Shindy - DREAMS,90,100,"","510,472",0
Azet & Zuna - Super Plus,162,65,"","510,209",0
Miley Cyrus - Younger Now,74,1,(x5),"509,965",0
Jah Khalib - Всё что мы любим,--,248,"","509,469",63
SEVENTEEN - SEVENTEEN 10th Mini Album 'FML' - EP,114,3,(x2),"509,304",49
Feid - BAHÍA DUCATI,32,80,"","509,099",201
Roddy Ricch - LIVE LIFE FAST,63,2,(x4),"508,803",7
Dermot Kennedy - Sonder,120,12,"","508,492",0
Musica Para Dormir - Música para Dormir Profundamente - Duermes Bien con Sonidos Relajantes de la Naturaleza,142,88,"","507,931",0
群星 - 咖啡廳最愛播的 Jazz & Bossa Nova 放鬆純音樂,--,633,"","507,905",205
BLACKPINK - BLACKPINK 2021 'THE SHOW' LIVE,128,23,"","507,755",0
Brent Faiyaz - Fuck the World,60,35,"","507,437",145
Bruce Springsteen - Western Stars,108,10,"","507,006",50
Arthur Rubinstein - Chopin: Nocturnes,4,146,"","506,949",73
NCT DREAM - Hot Sauce - The 1st Album,103,3,(x1),"505,068",0
Raf Camora - Anthrazit RR,135,76,"","504,454",0
Angèle - Brol La Suite,142,52,"","504,114",46
Brent Faiyaz - Larger Than Life,100,3,(x4),"504,031",192
Sleepy Hallow - Still Sleep,152,24,"","503,654",0
Samra - Jibrail & Iblis,179,67,"","503,362",0
"Original Broadway Cast of ""Hamilton"" - Hamilton",218,40,"","502,504",0
The Notorious B.I.G. - The Notorious B.I.G.: Greatest Hits,28,133,"","501,815",0
宋冬野 - 安和桥北,--,452,"","501,149",149
Kodak Black - Project Baby 2: All Grown Up,137,42,"","501,052",0
The Little Sunshine Kids - 100 Fun Songs for Kids,--,378,"","500,461",0
Bazzi - Soul Searching,96,7,"","500,327",0
NCT 127 - NCT #127 Neo Zone: The Final Round – The 2nd Album Repackage,83,27,"","499,870",0
Vance Joy - Nation of Two,111,19,"","499,683",0
USHER - COMING HOME,63,1,(x2),"499,531",43
TREASURE - THE FIRST STEP : TREASURE EFFECT,115,31,"","499,372",0
The National - First Two Pages of Frankenstein,92,2,(x1),"499,266",0
Jack Harlow - Jackman.,60,1,(x6),"499,217",0
Omah Lay - Boy Alone,98,19,"","498,787",119
Juju - Bling Bling,164,82,"","498,307",0
LEA - Treppenhaus,137,80,"","497,821",0
Future & Juice WRLD - Future & Juice WRLD Present... WRLD ON DRUGS,92,4,"","497,665",0
Buena Vista Social Club - Buena Vista Social Club,29,64,"","497,634",0
Freeze corleone - LMF,123,61,"","497,518",0
BLANCO - Blu Celeste,71,118,"","497,364",0
Offset - SET IT OFF,63,3,(x5),"497,073",0
Jah Khalib - E.G.O.,145,80,"","496,011",0
Foo Fighters - But Here We Are,77,4,"","495,191",0
Naps - Pochon bleu,77,143,"","493,908",0
Luchè - Potere,5,167,"","493,886",0
The Killers - Imploding the Mirage,76,2,(x3),"493,786",0
NCT - Universe - The 3rd Album,107,11,"","493,696",0
José José - 20 Triunfadoras de José José,6,174,"","493,112",0
Mora - ESTRELLA,220,35,"","493,046",683
Jason Mraz - Know.,118,10,"","492,680",0
NF - CLOUDS,85,6,"","491,859",0
Jul - Dans ma paranoïa,--,222,"","491,777",803
Clean Bandit - What Is Love,118,13,"","490,765",0
Lullaby Baby Trio - Disney Lullabies Classic Renditions of Disney Favorites,--,395,"","490,318",387
Summer Cem - Endstufe,161,83,"","489,121",0
Marshmello - Marshmello Fortnite Extended Set,55,1,(x3),"488,870",0
TREASURE - 2ND FULL ALBUM 'REBOOT',121,28,"","488,586",276
Little Mix - Glory Days: The Platinum Edition,119,16,"","488,389",0
Coldplay - Ghost Stories,40,90,"","487,472",31
Massimo Pericolo - Scialla Semper,--,216,"","486,817",48
Wiz Khalifa - Rolling Papers 2,77,4,"","485,301",0
XXXTENTACION - Bad Vibes Forever,69,3,(x5),"485,276",0
"Quality Control - Quality Control: Control the Streets, Vol. 1",93,10,"","484,317",0
Kali Uchis - ORQUÍDEAS,91,3,(x2),"484,248",368
ZAYN - Nobody Is Listening,58,1,(x7),"482,641",0
Mrs. GREEN APPLE - ANTENNA,306,99,"","482,618","1,035"
TWICE - Eyes wide open,100,4,"","482,560",0
Ivan Cornejo - Dañado,179,80,"","482,211",87
TWICE - Formula of Love: O+T=<3,104,6,"","481,652",0
Liam Gallagher - Why Me Why Not.,123,10,"","481,433",0
Ozuna - ENOC,145,18,"","481,292",0
Би-2 - Горизонт событий,--,241,"","481,084",0
Lazza - J,20,139,"","480,884",52
Various Artists - Pitch Perfect 3,139,20,"","480,855",0
NCT DREAM - Hello Future - The 1st Album Repackage,142,22,"","480,841",0
Tayc - Fleur froide,171,54,"","480,716",0
AYLIVA - Schwarzes Herz,195,83,"","480,709",863
50 Cent - Get Rich or Die Tryin,42,53,"","479,323",0
Coldplay - Live in Buenos Aires,64,15,"","479,221",0
back number - Encore,40,152,"","478,982",0
Capo Plaza - PLAZA,70,48,"","478,655",124
back number - MAGIC,28,160,"","478,210",105
Musica Para Dormir Profundamente - Música para Dormir Profundamente,--,345,"","477,884",0
104 - КИНО БЕЗ СИГАРЕТ,52,91,"","477,391",0
Cro - tru.,107,82,"","477,304",0
Монеточка - Раскраски для взрослых,--,208,"","477,205",0
Ken Carson - A Great Chaos,94,5,"","477,039",208
Stray Kids - MAXIDENT,75,2,(x2),"476,967",0
Ghali - Album,60,165,"","476,768",0
Karan Aujla & Ikky - Making Memories,166,34,"","476,640",468
wave to earth - 0.1 flaws and all.,203,77,"","476,296",929
Billie Eilish - HIT ME HARD AND SOFT,19,1,(x19),"475,635","24,751"
Fuerza Regida - Pa las Baby's Y Belikeada,229,54,"","475,581","1,284"
Jul - Émotions,--,418,"","475,073",77
Agust D - D-2,44,1,(x5),"474,546",0
NIKI - Nicole,39,57,"","473,967",526
Kehlani - While We Wait,86,9,"","473,740",0
Queens of the Stone Age - Villains,88,7,"","472,841",0
ENHYPEN - DARK BLOOD - EP,79,1,(x2),"471,951",26
Artik & Asti - Миллениум Х,104,120,"","471,851",94
"Feid - MOR, No Le Temas a La Oscuridad",179,30,"","471,711",679
防彈少年團 - Love Yourself 結 'Answer',--,229,"","471,695",0
Jess Glynne - Always In Between,95,14,"","471,342",0
"Calvin Harris - Funk Wav Bounces, Vol. 2",46,2,(x8),"470,633",0
Franco126 - Stanza Singola,--,224,"","469,502",0
Big Sean - Detroit 2,59,1,(x5),"469,421",0
Sticky Fingers - Caress Your Soul,--,237,"","469,335",0
"OG BUDA - Cкучаю, Но Работаю",151,81,"","469,116",826
Anderson .Paak - Ventura,71,5,"","468,706",0
씨잼 - 킁,--,294,"","466,828",664
Gorillaz - The Now Now,76,7,"","466,622",0
Ernia - Gemelli,7,160,"","466,571",0
"Bon Iver - i,i",75,5,"","466,103",0
Michael Kiwanuka - KIWANUKA,118,9,"","465,243",0
Junior H - Atrapado en un Sueño,24,90,"","464,863",176
백예린 - Our love is great,--,243,"","464,116",0
周杰倫 - 七里香,--,430,"","464,049",63
Gemitaiz - Davide,15,162,"","463,980",0
周杰倫 - 我很忙,--,507,"","463,595",77
aespa - Girls - The 2nd Mini Album,99,4,"","463,357",6
Djadja & Dinaz - Dans l'arène,3,182,"","463,173",0
Lil Baby - Too Hard,127,95,"","463,021",0
Arcade Fire - WE,82,3,(x1),"462,924",0
Years & Years - Palo Santo,78,7,"","461,649",0
NAV - Bad Habits,83,3,(x2),"461,320",0
Zach Bryan - Boys Of Faith - EP,165,25,"","461,301",661
Michael Bublé - love,76,11,"","461,187",0
Chris Stapleton - Higher,128,18,"","460,751",373
Various Artists - Descendants 2,108,41,"","460,492",0
OneRepublic - Human,75,6,"","460,295",0
Banda Sinaloense MS de Sergio Lizarraga - La Mejor Versión De Mí,--,252,"","460,198",0
Anderson .Paak - Malibu,20,128,"","459,584",0
Vince Guaraldi Trio - A Charlie Brown Christmas,159,12,"","459,223",0
Vampire Weekend - Father of the Bride,88,7,"","459,074",0
Fifth Harmony - Fifth Harmony,58,3,(x2),"458,958",0
Lil Yachty - Lil Boat 2,69,2,(x1),"458,469",0
高爾宣 OSN - #Osnrap,--,303,"","457,675",0
Tate McRae - i used to think i could fly,77,3,(x1),"457,590",0
Pinkfong - Pinkfong Animal Songs,1,192,"","457,264",0
NAV - RECKLESS,84,8,"","457,234",0
Timal - Trop chaud,84,95,"","457,114",0
Avril Lavigne - Head Above Water,74,3,(x4),"456,575",0
양홍원 - 오보에,--,274,"","456,479",0
IU - Love Poem - EP,130,18,"","456,441",0
Jazmine Sullivan - Heaux Tales,100,17,"","456,314",0
Carlos Rivera - Guerra,20,124,"","456,163",0
YOASOBI - THE BOOK 3,212,45,"","455,884",703
"The 1975 - I like it when you sleep, for you are so beautiful yet so unaware of it",12,137,"","455,362",0
Glass Animals - Dreamland,58,10,"","455,230",0
"Einstein Baby Lullaby Academy - Baby Lullaby: Relaxing Piano Lullabies and Natural Sleep Aid for Baby Sleep Music, Vol. 2",--,204,"","455,128",0
HammAli & Navai - JANAVI,126,123,"","455,072",63
Varios Artistas - Spider-Man: Into the Spider-Verse,123,18,"","455,022",0
K.I.Z - Rap über Hass,84,93,"","454,493",0
Melim - Melim,--,442,"","453,570",0
Junior H - $AD BOYZ 4 LIFE II,242,58,"","453,363","1,566"
1MILL - PAIN KILLER,--,247,"","453,322",164
The Chainsmokers - So Far So Good,104,4,"","452,949",0
Yung Hurn - 1220,140,86,"","452,879",0
MERO - YA HERO YA MERO,162,48,"","452,608",0
Nas - King's Disease II,61,4,"","452,583",0
David Guetta - 7,61,3,(x2),"452,424",0
PARTYNEXTDOOR - PARTYNEXTDOOR 4,63,4,"","452,136","6,014"
Feid - FERXXOCALIPSIS,186,28,"","452,112","1,294"
Cro - trip,161,88,"","451,435",0
Natanael Cano - NataKong,24,78,"","450,911",507
AYLIVA - Weisses Herz,135,98,"","450,708",141
OG Buda - FREERIO,88,130,"","450,266",0
Relaxing Piano - 钢琴纯音乐~宫崎骏精选全集,--,206,"","450,223",0
BUMP OF CHICKEN - Aurora Arc,85,118,"","450,041",0
SiR - Chasing Summer,60,22,"","449,858",0
Emis Killa & Jake La Furia - 17,14,148,"","449,493",40
AP Dhillon - Hidden Gems - EP,95,36,"","448,869",0
D-Block Europe - Home Alone 2,124,25,"","448,486",0
Natanael Cano - Corridos Tumbados,44,90,"","447,621",58
Yandel - #Update,190,62,"","447,616",0
マカロニえんぴつ - hope,27,126,"","447,546",0
The Chainsmokers - World War Joy,92,11,"","447,238",0
"Vitamin String Quartet, Kris Bowers & Duomo - Bridgerton",80,13,"","447,217",68
Tilly Birds - ผู้เดียว,--,251,"","447,106",0
ILLIT - SUPER REAL ME - EP,72,6,"","446,222","2,709"
Eladio Carrión - 3MEN2 KBRN,134,27,"","446,198",124
Marwa Loud - Loud,164,76,"","446,144",0
Gerry Cinnamon - The Bonny,94,78,"","445,696",0
T-Fest - Молодость 97',68,109,"","445,571",0
The TOYS - SUN,--,208,"","445,547",262
NCT DREAM - ISTJ - The 3rd Album,106,20,"","445,132",0
"Peter Plate, Ulf Leo Sommer & Bibi und Tina - Bibi und Tina",25,166,"","445,105",804
Luciano - MILLIES,179,72,"","444,428",0
Morad - Reinsertado,142,32,"","444,238",120
Daisy Jones & The Six - AURORA,90,18,"","443,932",0
Various Artists - 슬기로운 의사생활,--,246,"","442,690",0
ONE OK ROCK - Jinsei × Boku =,--,205,"","442,290",114
Amy Shark - Love Monster,28,44,"","442,273",0
Diljit Dosanjh - G.O.A.T.,73,29,"","442,002",89
Tedua - Vita vera mixtape: Aspettando la Divina Commedia,4,172,"","441,707",58
Nicki Minaj - Beam Me Up Scotty,70,3,(x3),"441,663",0
Laylow - TRINITY,45,85,"","441,356",0
欅坂46 - 真っ白なものは汚したくなる,121,123,"","441,162",0
A$AP Rocky - AT.LONG.LAST.A$AP,2,189,"","440,857",31
Chris Stapleton - Traveller,1,126,"","440,389",166
The War on Drugs - A Deeper Understanding,105,24,"","439,690",0
Shankar-Ehsaan-Loy - Zindagi Na Milegi Dobara,--,641,"","439,491",0
Som De Chuva e Trovoadas - Chuva e Trovoadas,--,495,"","438,943",436
Jul - C'est pas des LOL,79,82,"","438,428",76
Bigflo & Oli - La vraie vie,147,100,"","437,527",0
Various Artists - Top Gun,75,9,"","437,095",0
TWICE - BETWEEN 1&2,82,5,"","437,072",0
Wet Leg - Wet Leg,126,21,"","436,888",0
吉直堂 - 赤ちゃん オルゴール 寝かしつけ 落ち着くクラシック音楽 寝る 泣き止む 音 - 川沿いの 赤ちゃん オルゴール 子守唄 -,--,254,"","436,885",0
Various Artists - Coco,143,31,"","436,778",0
Future - BEASTMODE 2,84,9,"","436,362",0
Junior H - Cruisin' with Junior H,9,88,"","436,284",210
清水 翔太 - FLY,95,126,"","435,317",0
"Tyler, The Creator - CALL ME IF YOU GET LOST: The Estate Sale",56,1,(x2),"435,285",12
Clara Luciani - Cœur,50,96,"","435,178",0
Pentatonix - The Best of Pentatonix Christmas,144,17,"","434,806",0
Meghan Trainor - Takin' It Back,84,8,"","434,462",0
Lil Yachty - Let’s Start Here.,49,2,(x2),"433,519",25
Jul - Cœur blanc,99,36,"","432,709",170
Luciano - Majestic,161,48,"","432,194",0
陳奕迅 - 我的最好時代,--,654,"","431,911",0
Bebe Rexha - Expectations,73,9,"","431,651",0
Avril Lavigne - Love Sux,51,2,(x8),"431,425",0
Thirty Seconds to Mars - America,80,6,"","431,078",0
NCT DREAM - Glitch Mode - The 2nd Album,89,5,"","430,535",0
Rich The Kid - The World Is Yours 2,70,6,"","430,352",0
Nimo - K¡K¡,144,75,"","429,716",0
Taylor Swift - folklore: the long pond studio sessions,35,8,"","429,647",7
Adamlar - Rüyalarda Buruşmuşuz,--,631,"","429,424",0
AnnenMayKantereit - Es ist Abend und wir sitzen bei mir,124,86,"","429,223",76
家風兒童合唱團 - 幼兒童謠大全80首,--,655,"","428,965",0
TWICE - Feel Special,61,6,"","428,920",0
백예린 - 선물,--,246,"","428,173",0
容祖兒 - Hopelessly Romantic Collection,--,573,"","428,170",83
Tayc - NYXIA : Tome III,58,61,"","427,887",0
平井 大 - Slow & Easy,34,167,"","427,751",0
Bonez MC - Hollywood,131,58,"","427,483",0
The National - Sleep Well Beast,75,5,"","427,368",0
Ariana Grande - Yours Truly,29,4,"","427,347",33
Gazapizm - HİZA,--,457,"","427,120",35
Moneybagg Yo - A Gangsta's Pain,121,10,"","427,118",0
Diljit Dosanjh - MoonChild Era,80,39,"","426,532",117
"Quality Control - Quality Control: Control the Streets, Vol. 2",82,5,"","426,425",0
Rels B - Flakk Daniel's Lp,29,101,"","426,332",93
Hillsong UNITED - Wonder,118,43,"","426,169",0
Justin Timberlake - Everything I Thought It Was,58,2,(x3),"425,555",278
OG Buda - FREERIO 2,136,88,"","425,486",60
A Boogie wit da Hoodie - Me vs. Myself,112,8,"","425,481",0
HONNE - no song without you,127,27,"","425,433",0
Justin Bieber - Freedom. - EP,52,2,(x3),"425,348",0
Jhay Cortez - Timelezz,138,51,"","425,192",0
サカナクション - 834.194,52,149,"","425,159",0
Laufey - Bewitched,103,19,"","425,152","1,216"
Bryson Tiller - True to Self,109,30,"","424,689",0
